,2012,2013,2014,2015,2016,2017,2018,2019
01-02,,24.577999114990234,34.970001220703125,26.600000381469727,,,40.04999923706055,39.62300109863281
01-03,,24.577999114990234,34.970001220703125,,,38.029998779296875,40.04999923706055,39.62300109863281
01-04,,24.577999114990234,,,41.400001525878906,38.029998779296875,40.04999923706055,39.62300109863281
01-05,,,,26.600000381469727,41.400001525878906,38.029998779296875,40.04999923706055,
01-06,,,34.970001220703125,26.600000381469727,41.400001525878906,38.029998779296875,,
01-07,,24.577999114990234,34.95000076293945,26.600000381469727,41.400001525878906,,,39.62300109863281
01-08,,24.577999114990234,34.25,26.600000381469727,41.400001525878906,,40.04999923706055,39.62300109863281
01-09,,24.577999114990234,34.25,26.600000381469727,,38.029998779296875,40.04999923706055,39.62300109863281
01-10,,24.577999114990234,34.25,,,38.029998779296875,40.04999923706055,39.62300109863281
01-11,,24.577999114990234,,,41.400001525878906,38.029998779296875,40.04999923706055,39.62300109863281
01-12,,,,26.600000381469727,41.400001525878906,38.029998779296875,40.04999923706055,
01-13,,,34.25,26.600000381469727,41.400001525878906,38.029998779296875,,
01-14,,24.577999114990234,34.25,26.600000381469727,41.400001525878906,,,39.62300109863281
01-15,,24.577999114990234,34.25,26.600000381469727,41.400001525878906,,,39.62300109863281
01-16,,24.577999114990234,34.25,26.600000381469727,,,40.04999923706055,39.62300109863281
01-17,,24.577999114990234,34.25,,,38.029998779296875,40.04999923706055,39.62300109863281
01-18,,24.577999114990234,,,,38.029998779296875,40.04999923706055,39.62300109863281
01-19,,,,,41.400001525878906,38.029998779296875,40.04999923706055,
01-20,,,,26.600000381469727,41.400001525878906,38.029998779296875,,
01-21,,,34.25,26.600000381469727,41.400001525878906,,,
01-22,,24.577999114990234,33.709999084472656,26.600000381469727,41.400001525878906,,40.04999923706055,39.62300109863281
01-23,,24.577999114990234,33.709999084472656,26.600000381469727,,38.029998779296875,40.04999923706055,39.62300109863281
01-24,,24.577999114990234,33.709999084472656,,,38.029998779296875,40.04999923706055,39.62300109863281
01-25,,24.577999114990234,,,41.400001525878906,38.029998779296875,40.04999923706055,39.62300109863281
01-26,,,,26.600000381469727,41.400001525878906,38.029998779296875,40.04999923706055,
01-27,,,33.709999084472656,26.600000381469727,41.400001525878906,38.029998779296875,,
01-28,,24.535999298095703,33.709999084472656,26.600000381469727,41.400001525878906,,,39.62300109863281
01-29,,24.535999298095703,33.709999084472656,26.600000381469727,41.400001525878906,,40.04999923706055,39.62300109863281
01-30,,24.68000030517578,33.709999084472656,26.600000381469727,,38.029998779296875,40.04999923706055,39.62300109863281
01-31,,24.68000030517578,33.709999084472656,,,38.029998779296875,40.04999923706055,39.62300109863281
02-01,,24.68000030517578,,,41.400001525878906,38.029998779296875,40.04999923706055,39.62300109863281
02-02,,,,26.600000381469727,41.400001525878906,38.029998779296875,40.04999923706055,
02-03,,,33.709999084472656,26.600000381469727,41.400001525878906,38.029998779296875,,
02-04,,24.68000030517578,33.709999084472656,26.600000381469727,41.400001525878906,,,39.62300109863281
