,2015,2016,2017,2018,2019,2020
02-15,,,4.699999809265137,2.5999999046325684,9.329999923706055,
02-16,,8.25,4.300000190734863,2.700000047683716,,
02-17,,8.210000038146973,4.175000190734863,,,
02-18,,8.390000343322754,,,,92.08000183105469
02-19,,8.649999618530273,,,8.59000015258789,92.1500015258789
02-20,,,,2.625,8.779999732971191,92.58999633789062
02-21,,,4.349999904632568,2.5999999046325684,8.479999542236328,91.12999725341797
02-22,,8.649999618530273,4.300000190734863,2.549999952316284,9.010000228881836,
02-23,,8.649999618530273,4.050000190734863,2.5999999046325684,,
02-24,,8.380000114440918,4.300000190734863,,,88.51000213623047
02-25,,7.889999866485596,,,9.229999542236328,84.76000213623047
02-26,,8.399999618530273,,2.700000047683716,9.180000305175781,83.81999969482422
02-27,,,4.550000190734863,2.6500000953674316,8.59000015258789,81.66000366210938
02-28,,,4.550000190734863,2.549999952316284,7.960000038146973,78.0
02-29,,7.769999980926514,,,,
03-01,,8.180000305175781,4.650000095367432,2.549999952316284,7.940000057220459,
03-02,,8.4399995803833,5.0,2.700000047683716,,88.87000274658203
03-03,,8.300000190734863,5.050000190734863,,,85.55000305175781
03-04,,7.099999904632568,,,8.100000381469727,90.16999816894531
03-05,,,,2.700000047683716,8.460000038146973,88.3499984741211
03-06,,,4.900000095367432,2.674999952316284,8.859999656677246,83.69999694824219
03-07,,7.25,4.449999809265137,2.799999952316284,9.039999961853027,
03-08,,6.980000019073486,4.699999809265137,2.75,9.630000114440918,
03-09,,7.019999980926514,5.0,2.799999952316284,,76.08999633789062
03-10,,6.96999979019165,5.199999809265137,,,77.51000213623047
03-11,,7.139999866485596,,,9.829999923706055,73.6500015258789
03-12,,,,2.8499999046325684,10.15999984741211,64.77999877929688
03-13,,,5.25,2.9000000953674316,10.420000076293945,61.2400016784668
03-14,,9.649999618530273,5.050000190734863,2.799999952316284,10.710000038146973,
03-15,,10.199999809265137,4.949999809265137,2.6500000953674316,10.899999618530273,
03-16,,10.75,4.900000095367432,2.700000047683716,,42.939998626708984
03-17,,8.970000267028809,4.550000190734863,,,45.13999938964844
03-18,,8.539999961853027,,,11.470000267028809,41.20000076293945
03-19,,,,2.6500000953674316,12.949999809265137,46.470001220703125
03-20,,,4.400000095367432,2.5999999046325684,12.010000228881836,54.400001525878906
03-21,,8.699999809265137,3.5999999046325684,2.700000047683716,13.239999771118164,
03-22,,8.859999656677246,3.549999952316284,2.6500000953674316,13.0,
03-23,,9.0600004196167,3.700000047683716,2.625,,63.90999984741211
03-24,,8.5,3.6500000953674316,,,66.73999786376953
03-25,,,,,16.34000015258789,62.5
03-26,,,,2.549999952316284,14.34000015258789,63.540000915527344
03-27,,,3.8499999046325684,2.5250000953674316,14.609999656677246,63.27000045776367
03-28,,8.149999618530273,4.150000095367432,2.3499999046325684,14.180000305175781,
03-29,,7.849999904632568,4.199999809265137,2.450000047683716,14.229999542236328,
03-30,,8.699999809265137,4.199999809265137,,,57.58000183105469
03-31,,8.600000381469727,3.9000000953674316,,,58.83000183105469
04-01,,8.949999809265137,,,13.510000228881836,55.790000915527344
04-02,,,,2.25,13.65999984741211,55.65999984741211
04-03,,,3.700000047683716,2.1500000953674316,13.569999694824219,55.02000045776367
04-04,,9.289999961853027,3.6500000953674316,2.3499999046325684,13.699999809265137,
04-05,,9.300000190734863,3.5999999046325684,2.3499999046325684,14.5,
04-06,,9.520000457763672,3.549999952316284,2.450000047683716,,53.54999923706055
04-07,,9.869999885559082,3.700000047683716,,,49.869998931884766
04-08,,10.15999984741211,,,14.579999923706055,58.20000076293945
04-09,,,,2.450000047683716,14.210000038146973,56.150001525878906
04-10,,,3.75,2.450000047683716,14.399999618530273,
04-11,,9.329999923706055,4.0,2.450000047683716,13.890000343322754,
04-12,,9.430000305175781,4.050000190734863,2.4000000953674316,13.460000038146973,
04-13,,9.789999961853027,3.9000000953674316,2.5,,60.040000915527344
04-14,,9.859999656677246,,,,65.91000366210938
04-15,,9.84000015258789,,,14.3100004196167,64.43000030517578
04-16,,,,2.5,15.479999542236328,64.12000274658203
04-17,,,3.625,2.549999952316284,14.899999618530273,69.36000061035156
04-18,,10.039999961853027,3.5999999046325684,2.5999999046325684,15.010000228881836,
04-19,,10.010000228881836,3.700000047683716,2.549999952316284,,
04-20,,9.989999771118164,3.950000047683716,2.549999952316284,,69.56999969482422
04-21,,10.020000457763672,3.8499999046325684,,,66.37000274658203
04-22,,9.960000038146973,,,15.119999885559082,69.87999725341797
04-23,,,,2.6500000953674316,15.9399995803833,71.19000244140625
04-24,,,4.0,2.6500000953674316,16.040000915527344,76.4000015258789
04-25,,9.920000076293945,4.0,2.6500000953674316,16.709999084472656,
04-26,,10.979999542236328,4.050000190734863,3.0,17.649999618530273,
04-27,,12.4399995803833,4.099999904632568,3.0999999046325684,,95.0
04-28,,12.40999984741211,4.099999904632568,,,96.3499984741211
04-29,,11.449999809265137,,,17.959999084472656,98.69000244140625
04-30,,,,3.4000000953674316,17.729999542236328,95.02999877929688
05-01,,,3.9000000953674316,3.3499999046325684,17.68000030517578,90.12999725341797
05-02,,11.149999618530273,3.950000047683716,3.2249999046325684,17.5,
05-03,,10.569999694824219,3.799999952316284,3.200000047683716,17.950000762939453,
05-04,,11.149999618530273,3.8499999046325684,3.25,,91.72000122070312
05-05,,11.199999809265137,3.9000000953674316,,,90.33000183105469
05-06,,11.369999885559082,,,19.149999618530273,90.36000061035156
05-07,,,,3.3499999046325684,19.540000915527344,91.81999969482422
05-08,,,4.199999809265137,3.299999952316284,19.639999389648438,87.97000122070312
05-09,,11.079999923706055,4.199999809265137,3.4000000953674316,19.809999465942383,
05-10,,11.09000015258789,4.150000095367432,3.375,21.049999237060547,
05-11,,11.180000305175781,4.050000190734863,3.450000047683716,,89.25
05-12,,11.390000343322754,4.150000095367432,,,89.58000183105469
05-13,,10.649999618530273,,,21.670000076293945,84.55999755859375
05-14,,,,3.5,21.739999771118164,83.5
05-15,,,4.199999809265137,3.549999952316284,23.0,86.87999725341797
05-16,,10.170000076293945,4.099999904632568,3.5,23.399999618530273,
05-17,,10.470000267028809,3.75,3.5,23.079999923706055,
05-18,,9.9399995803833,3.799999952316284,3.450000047683716,,85.27999877929688
05-19,,10.020000457763672,4.099999904632568,,,83.16000366210938
05-20,,10.300000190734863,,,22.700000762939453,84.91999816894531
05-21,,,,3.3499999046325684,23.600000381469727,82.95999908447266
05-22,,,4.400000095367432,3.3499999046325684,25.09000015258789,80.9000015258789
05-23,,10.300000190734863,4.199999809265137,3.3499999046325684,23.56999969482422,
05-24,,9.949999809265137,4.099999904632568,3.25,24.729999542236328,
05-25,,8.989999771118164,3.950000047683716,3.3499999046325684,,
05-26,,8.770000457763672,3.950000047683716,,,76.66999816894531
05-27,,8.020000457763672,,,,78.44999694824219
05-28,,,,,25.200000762939453,76.5199966430664
05-29,,,,3.3499999046325684,24.90999984741211,76.9800033569336
05-30,,,4.050000190734863,3.299999952316284,24.420000076293945,
05-31,,7.849999904632568,3.8499999046325684,3.3499999046325684,22.959999084472656,
06-01,,7.78000020980835,4.050000190734863,3.450000047683716,,76.98999786376953
06-02,,7.5,4.099999904632568,,,75.80000305175781
06-03,,7.659999847412109,,,23.149999618530273,74.25
06-04,,,,3.4000000953674316,23.219999313354492,74.4800033569336
06-05,,,3.950000047683716,3.5999999046325684,21.139999389648438,77.37999725341797
06-06,,7.900000095367432,4.150000095367432,3.5999999046325684,21.579999923706055,
06-07,,8.079999923706055,4.150000095367432,3.5,22.030000686645508,
06-08,,8.279999732971191,4.0,3.450000047683716,,80.55000305175781
06-09,,8.1899995803833,4.050000190734863,,,80.81999969482422
06-10,,8.199999809265137,,,21.450000762939453,78.43000030517578
06-11,,,,3.3499999046325684,20.850000381469727,72.45999908447266
06-12,,,4.050000190734863,3.549999952316284,22.1200008392334,72.2699966430664
06-13,,6.989999771118164,4.050000190734863,3.4000000953674316,22.950000762939453,
06-14,,6.340000152587891,4.050000190734863,3.4000000953674316,22.829999923706055,
06-15,,6.650000095367432,4.050000190734863,3.2249999046325684,,74.83000183105469
06-16,,6.949999809265137,4.099999904632568,,,76.55000305175781
06-17,,6.340000152587891,,,23.170000076293945,74.58999633789062
06-18,,,,3.25,24.25,77.38999938964844
06-19,,,4.599999904632568,3.0,24.780000686645508,79.55999755859375
06-20,,6.170000076293945,5.099999904632568,3.0999999046325684,25.309999465942383,
06-21,,6.679999828338623,5.25,3.4000000953674316,24.170000076293945,
06-22,,6.949999809265137,5.400000095367432,3.4000000953674316,,78.58999633789062
06-23,,7.40500020980835,5.25,,,78.94999694824219
06-24,,7.099999904632568,,,23.469999313354492,75.41000366210938
06-25,,,,3.200000047683716,23.979999542236328,76.61000061035156
06-26,,,5.400000095367432,3.299999952316284,22.43000030517578,85.79000091552734
06-27,,7.650000095367432,5.449999809265137,3.25,25.389999389648438,
06-28,,7.519999980926514,5.800000190734863,3.25,25.75,
06-29,,7.46999979019165,5.75,3.200000047683716,,76.36000061035156
06-30,,7.539999961853027,5.5,,,82.27999877929688
07-01,,7.46999979019165,,,26.469999313354492,83.91000366210938
07-02,,,,3.1500000953674316,27.420000076293945,80.97000122070312
07-03,,,5.300000190734863,3.25,27.329999923706055,
07-05,,7.179999828338623,5.150000095367432,3.25,27.040000915527344,
07-06,,7.260000228881836,5.300000190734863,3.200000047683716,,82.01000213623047
07-07,,7.329999923706055,5.5,,,83.87999725341797
07-08,,7.670000076293945,,,27.399999618530273,85.83999633789062
07-09,,,,3.1500000953674316,26.68000030517578,82.02999877929688
07-10,,,5.5,3.125,26.049999237060547,83.04000091552734
07-11,,7.849999904632568,5.75,3.0999999046325684,25.760000228881836,
07-12,,8.180000305175781,5.949999809265137,3.0999999046325684,26.040000915527344,
07-13,,7.869999885559082,6.0,3.1500000953674316,,76.73999786376953
07-14,,7.710000038146973,5.949999809265137,,,79.41999816894531
07-15,,8.050000190734863,,,26.0,82.08999633789062
07-16,,,,3.0999999046325684,25.56999969482422,80.0
07-17,,,5.849999904632568,3.1500000953674316,25.020000457763672,81.6500015258789
07-18,,8.069999694824219,5.449999809265137,3.1500000953674316,25.299999237060547,
07-19,,7.869999885559082,5.449999809265137,3.0999999046325684,24.850000381469727,
07-20,,8.0600004196167,5.550000190734863,3.1500000953674316,,83.51000213623047
07-21,,7.940000057220459,5.599999904632568,,,81.87999725341797
07-22,,7.760000228881836,,,26.309999465942383,81.81999969482422
07-23,,,,3.0999999046325684,26.1299991607666,79.9000015258789
07-24,,,5.699999809265137,3.0,25.850000381469727,77.3499984741211
07-25,,7.820000171661377,5.699999809265137,2.9000000953674316,26.049999237060547,
07-26,,7.789999961853027,6.150000095367432,2.6500000953674316,27.690000534057617,
07-27,,7.980000019073486,5.949999809265137,2.5999999046325684,,77.18000030517578
07-28,,7.960000038146973,6.150000095367432,,,75.73999786376953
07-29,,7.820000171661377,,,26.530000686645508,74.2699966430664
07-30,,,,2.5999999046325684,26.290000915527344,74.5999984741211
07-31,,,6.099999904632568,2.625,25.5,71.33000183105469
08-01,,7.789999961853027,5.699999809265137,2.625,25.940000534057617,
08-02,,7.630000114440918,5.650000095367432,2.5999999046325684,25.690000534057617,
08-03,,7.730000019073486,5.599999904632568,2.575000047683716,,76.54000091552734
08-04,,7.360000133514404,5.900000095367432,,,74.79000091552734
08-05,,7.690000057220459,,,24.299999237060547,75.70999908447266
08-06,,,,2.549999952316284,24.68000030517578,78.04000091552734
08-07,,,5.699999809265137,2.625,24.899999618530273,78.06999969482422
08-08,,7.699999809265137,5.949999809265137,2.549999952316284,25.5,
08-09,,7.610000133514404,5.849999904632568,2.575000047683716,25.459999084472656,
08-10,,7.590000152587891,5.650000095367432,2.450000047683716,,81.79000091552734
08-11,,7.239999771118164,5.400000095367432,,,77.62000274658203
08-12,,7.440000057220459,,,25.40999984741211,78.5999984741211
08-13,,,,2.4000000953674316,27.639999389648438,79.76000213623047
08-14,,,5.199999809265137,2.4000000953674316,26.610000610351562,79.0
08-15,,7.010000228881836,5.0,2.299999952316284,22.850000381469727,
08-16,,7.320000171661377,5.0,2.299999952316284,24.6299991607666,
08-17,,7.289999961853027,4.949999809265137,2.450000047683716,,81.56999969482422
08-18,,7.420000076293945,5.0,,,80.26000213623047
08-19,,7.539999961853027,,,24.860000610351562,78.94999694824219
08-20,,,,2.299999952316284,24.90999984741211,80.12999725341797
08-21,,,5.0,2.299999952316284,26.010000228881836,77.56999969482422
08-22,,7.579999923706055,4.875,2.5,25.229999542236328,
08-23,,7.510000228881836,4.699999809265137,2.5999999046325684,24.850000381469727,
08-24,,7.369999885559082,4.849999904632568,2.575000047683716,,77.02999877929688
08-25,,7.440000057220459,4.800000190734863,,,79.30999755859375
08-26,,7.309999942779541,,,25.149999618530273,77.11000061035156
08-27,,,,2.5250000953674316,23.709999084472656,76.4000015258789
08-28,,,4.75,3.0,25.09000015258789,76.20999908447266
08-29,,7.349999904632568,4.900000095367432,3.299999952316284,25.309999465942383,
08-30,,7.150000095367432,5.050000190734863,3.450000047683716,25.450000762939453,
08-31,,7.239999771118164,5.099999904632568,3.450000047683716,,73.30999755859375
09-01,,7.25,5.0,,,72.5
09-02,,7.269999980926514,,,,73.76000213623047
09-03,,,,,24.280000686645508,71.12999725341797
09-04,,,,3.549999952316284,24.93000030517578,68.33999633789062
09-05,,,5.050000190734863,3.4000000953674316,24.389999389648438,
09-06,,7.239999771118164,5.050000190734863,3.4000000953674316,24.780000686645508,
09-07,,7.489999771118164,4.900000095367432,3.3499999046325684,,
09-08,,7.579999923706055,4.800000190734863,,,69.58999633789062
09-09,,7.269999980926514,,,24.209999084472656,72.38999938964844
09-10,,,,3.1500000953674316,24.6299991607666,73.02999877929688
09-11,,,4.650000095367432,3.299999952316284,25.18000030517578,73.02999877929688
09-12,,7.420000076293945,4.699999809265137,3.25,25.6299991607666,
09-13,,7.130000114440918,4.849999904632568,3.0999999046325684,26.84000015258789,
09-14,,7.21999979019165,4.75,3.0999999046325684,,83.05500030517578
09-15,,7.340000152587891,4.949999809265137,,,81.26000213623047
09-16,,7.349999904632568,,,29.15999984741211,80.7699966430664
09-17,,,,3.299999952316284,28.209999084472656,79.08000183105469
09-18,,,5.099999904632568,3.299999952316284,28.770000457763672,81.6500015258789
09-19,,7.489999771118164,5.400000095367432,3.1500000953674316,27.3700008392334,
09-20,,7.690000057220459,5.550000190734863,3.25,28.1299991607666,
09-21,,7.730000019073486,5.599999904632568,3.25,,78.79000091552734
09-22,,7.789999961853027,5.550000190734863,,,81.2699966430664
09-23,,7.610000133514404,,,26.7549991607666,77.58999633789062
09-24,,,,3.299999952316284,25.809999465942383,75.93000030517578
09-25,,,5.5,3.4000000953674316,26.75,77.0199966430664
09-26,,7.570000171661377,5.449999809265137,3.299999952316284,24.8700008392334,
09-27,,7.670000076293945,5.5,3.375,22.09000015258789,
09-28,,7.900000095367432,5.5,3.450000047683716,,76.45999908447266
09-29,,7.690000057220459,5.550000190734863,,,72.27999877929688
09-30,,7.880000114440918,,,20.239999771118164,71.25
10-01,,,,3.619999885559082,16.709999084472656,72.20999908447266
10-02,,,5.650000095367432,3.390000104904175,18.260000228881836,70.5
10-03,,8.270000457763672,5.599999904632568,3.7100000381469727,18.31999969482422,
10-04,,8.170000076293945,5.699999809265137,3.5199999809265137,18.459999084472656,
10-05,,8.329999923706055,6.0,3.640000104904175,,74.12000274658203
10-06,,8.710000038146973,6.199999809265137,,,73.29000091552734
10-07,,8.220000267028809,,,18.229999542236328,72.91999816894531
10-08,,,,3.4000000953674316,18.299999237060547,74.73999786376953
10-09,,,5.75,3.200000047683716,17.809999465942383,74.5999984741211
10-10,,8.5,5.699999809265137,3.109999895095825,17.610000610351562,
10-11,,8.170000076293945,5.550000190734863,3.259999990463257,18.135000228881836,
10-12,,7.96999979019165,5.25,3.1600000858306885,,74.0199966430664
10-13,,7.46999979019165,5.099999904632568,,,75.58999633789062
10-14,,7.289999961853027,,,18.239999771118164,74.62999725341797
10-15,,,,3.3499999046325684,20.6299991607666,74.26000213623047
10-16,,,5.099999904632568,3.5199999809265137,21.6299991607666,73.73999786376953
10-17,,7.21999979019165,5.0,3.9200000762939453,22.520000457763672,
10-18,,7.340000152587891,5.099999904632568,4.099999904632568,21.040000915527344,
10-19,,7.110000133514404,4.949999809265137,4.150000095367432,,72.05000305175781
10-20,,7.309999942779541,5.0,,,70.56999969482422
10-21,,7.400000095367432,,,22.020000457763672,68.94999694824219
10-22,,,,3.940000057220459,21.6200008392334,70.69999694824219
10-23,,,4.900000095367432,3.9600000381469727,22.979999542236328,71.37999725341797
10-24,,7.389999866485596,4.849999904632568,3.8299999237060547,23.290000915527344,
10-25,,7.079999923706055,4.849999904632568,3.930000066757202,23.420000076293945,
10-26,,6.900000095367432,5.150000095367432,3.9600000381469727,,68.69000244140625
10-27,,7.059999942779541,5.0,,,68.06999969482422
10-28,,6.869999885559082,,,22.969999313354492,67.0999984741211
10-29,,,,3.859999895095825,23.790000915527344,68.02999877929688
10-30,,,4.800000190734863,3.9100000858306885,22.81999969482422,66.30999755859375
10-31,,6.699999809265137,4.75,3.869999885559082,24.079999923706055,
11-01,,7.150000095367432,4.75,3.9200000762939453,24.770000457763672,
11-02,,6.400000095367432,4.449999809265137,4.019999980926514,,66.86000061035156
11-03,,6.25,4.900000095367432,,,69.44000244140625
11-04,,6.349999904632568,,,25.229999542236328,74.7300033569336
11-05,,,,3.869999885559082,25.84000015258789,69.51000213623047
11-06,,,4.849999904632568,3.869999885559082,25.760000228881836,67.45999908447266
11-07,,6.550000190734863,4.849999904632568,3.9200000762939453,23.270000457763672,
11-08,,6.599999904632568,4.599999904632568,3.9200000762939453,25.459999084472656,
11-09,,6.300000190734863,4.650000095367432,3.869999885559082,,68.81999969482422
11-10,,6.599999904632568,4.949999809265137,,,70.0
11-11,,7.300000190734863,,,25.06999969482422,72.81500244140625
11-12,,,,3.299999952316284,24.56999969482422,
11-13,,,4.900000095367432,2.9000000953674316,25.700000762939453,
11-14,,7.5,4.849999904632568,2.819999933242798,26.31999969482422,
11-15,,7.349999904632568,5.0,2.9700000286102295,27.68000030517578,
11-16,,7.349999904632568,4.900000095367432,2.819999933242798,,
11-17,,7.650000095367432,4.699999809265137,,,
11-18,,7.599999904632568,,,27.469999313354492,
11-19,8.739999771118164,,,3.0799999237060547,30.43000030517578,
11-20,9.069999694824219,,4.599999904632568,3.0999999046325684,32.709999084472656,
11-21,,7.550000190734863,4.650000095367432,3.2200000286102295,34.119998931884766,
11-22,,7.349999904632568,4.900000095367432,,33.619998931884766,
11-23,9.0600004196167,7.050000190734863,,3.25,,
11-24,9.199999809265137,,5.150000095367432,,,
11-25,8.819999694824219,7.300000190734863,,,36.900001525878906,
11-26,,,,3.130000114440918,36.900001525878906,
11-27,9.1899995803833,,5.150000095367432,3.130000114440918,38.709999084472656,
11-28,,6.849999904632568,5.150000095367432,3.180000066757202,,
11-29,,6.900000095367432,5.25,3.240000009536743,39.369998931884766,
11-30,8.829999923706055,6.550000190734863,5.650000095367432,3.259999990463257,,
12-01,8.729999542236328,6.25,5.275000095367432,,,
12-02,8.789999961853027,6.150000095367432,,,39.619998931884766,
12-03,8.600000381469727,,,3.259999990463257,45.61000061035156,
12-04,8.600000381469727,,5.0,3.200000047683716,47.43000030517578,
12-05,,6.25,4.675000190734863,,43.2400016784668,
12-06,,6.400000095367432,4.599999904632568,3.0899999141693115,45.43000030517578,
12-07,8.550000190734863,6.400000095367432,4.650000095367432,2.950000047683716,,
12-08,8.6899995803833,6.800000190734863,4.824999809265137,,,
12-09,8.670000076293945,6.699999809265137,,,45.130001068115234,
12-10,8.579999923706055,,,3.390000104904175,48.75,
12-11,8.449999809265137,,4.949999809265137,3.4600000381469727,48.06999969482422,
12-12,,6.300000190734863,4.75,3.2300000190734863,48.56999969482422,
12-13,,6.25,4.775000095367432,3.069999933242798,46.790000915527344,
12-14,8.25,6.0,4.699999809265137,3.009999990463257,,
12-15,8.350000381469727,6.099999904632568,4.849999904632568,,,
12-16,8.282999992370605,6.099999904632568,,,79.80000305175781,
12-17,8.5,,,2.7699999809265137,80.97000122070312,
12-18,9.109999656677246,,4.75,2.640000104904175,89.56999969482422,
12-19,,6.400000095367432,4.75,2.4600000381469727,95.30000305175781,
12-20,,6.650000095367432,4.800000190734863,2.259999990463257,100.66999816894531,
12-21,9.050000190734863,6.800000190734863,4.900000095367432,2.200000047683716,,
12-22,9.149999618530273,6.650000095367432,5.224999904632568,,,
12-23,8.970000267028809,6.849999904632568,,,98.73999786376953,
12-24,8.670000076293945,,,2.1500000953674316,102.9800033569336,
12-26,,,5.224999904632568,2.049999952316284,106.23999786376953,
12-27,,7.0,5.199999809265137,2.0,101.9800033569336,
12-28,8.720000267028809,6.849999904632568,5.699999809265137,2.180000066757202,,
12-29,9.210000038146973,6.849999904632568,5.599999904632568,,,
12-30,9.199999809265137,6.75,,,103.83000183105469,
12-31,9.270000457763672,,,2.819999933242798,103.36000061035156,
