,2013,2014,2015,2016,2017,2018
01-02,,9.960000038146973,5.800000190734862,,,0.010400000028312206
01-03,,10.68000030517578,,,0.05194000154733658,0.010400000028312206
01-04,,,,0.5558000206947327,0.029999999329447743,0.0948999971151352
01-05,,,5.449999809265137,0.6499999761581421,0.029999999329447743,0.0948999971151352
01-06,,10.68000030517578,5.050099849700928,0.8999999761581421,0.029999999329447743,
01-07,,10.68000030517578,5.050099849700928,0.9079999923706056,,
01-08,,10.68000030517578,5.400000095367432,0.9079999923706056,,0.010400000028312206
01-09,,10.68000030517578,4.599999904632568,,0.09799999743700027,0.010400000028312206
01-10,,10.68000030517578,,,0.09799999743700027,0.010400000028312206
01-11,,,,0.9079999923706056,0.09799999743700027,0.010400000028312206
01-12,,,4.900000095367432,0.7085999846458435,0.09799999743700027,0.010400000028312206
01-13,,10.68000030517578,4.610000133514403,0.7085999846458435,0.09799999743700027,
01-14,,10.68000030517578,4.800000190734863,0.7085999846458435,,
01-15,,10.68000030517578,4.800000190734863,0.6431000232696533,,
01-16,,10.68000030517578,4.650000095367432,,,0.010400000028312206
01-17,,10.68000030517578,,,0.09799999743700027,0.010400000028312206
01-18,,,,,0.09799999743700027,0.010400000028312206
01-19,,,,0.6431000232696533,0.09799999743700027,0.010400000028312206
01-20,,,4.710000038146973,0.7440000176429749,0.09799999743700027,
01-21,,9.579999923706056,4.949999809265137,0.6000000238418579,,
01-22,,9.579999923706056,4.924699783325195,0.5799999833106995,,0.010400000028312206
01-23,,9.579999923706056,5.150000095367432,,0.09799999743700027,0.010400000028312206
01-24,,8.180000305175781,,,0.09799999743700027,0.010400000028312206
01-25,,,,0.6298999786376953,0.12748000025749207,0.010400000028312206
01-26,,,5.150000095367432,0.6200000047683716,0.03099999949336052,0.010400000028312206
01-27,,8.180000305175781,4.949999809265137,0.4600000083446503,0.018549999222159386,
01-28,,8.180000305175781,4.949999809265137,0.4499000012874603,,
01-29,,8.180000305175781,4.949999809265137,0.4402999877929688,,0.010400000028312206
01-30,,8.180000305175781,4.949999809265137,,0.018549999222159386,0.010400000028312206
01-31,,8.180000305175781,,,0.03500000014901161,0.010400000028312206
02-01,,,,0.3799999952316284,0.002600000007078052,0.010400000028312206
02-02,,,4.949999809265137,0.3163999915122986,0.03999999910593033,0.010400000028312206
02-03,,8.180000305175781,4.823599815368652,0.4251999855041504,0.03999999910593033,
02-04,,8.180000305175781,4.823599815368652,0.4162999987602234,,
02-05,,8.180000305175781,4.25,0.3199999928474426,,0.010400000028312206
02-06,,7.639999866485597,4.25,,0.03999999910593033,0.010400000028312206
02-07,,7.639999866485597,,,0.03999999910593033,0.010400000028312206
02-08,,,,0.3199999928474426,0.03999999910593033,0.010400000028312206
02-09,,,4.25,0.3199999928474426,0.03999999910593033,0.010400000028312206
02-10,,7.639999866485597,4.5,0.3199999928474426,0.09511999785900116,
02-11,,7.639999866485597,4.5,0.3199999928474426,,
02-12,,9.15999984741211,4.75,0.2899999916553497,,0.010400000028312206
02-13,,9.15999984741211,4.75,,0.09511999785900116,0.010400000028312206
02-14,,8.84000015258789,,,0.09511999785900116,0.010400000028312206
02-15,,,,,0.09511999785900116,0.010400000028312206
02-16,,,,0.36010000109672546,0.09511999785900116,0.010400000028312206
02-17,,,4.75,0.36000001430511475,0.09511999785900116,
02-18,,8.84000015258789,5.150000095367432,0.36000001430511475,,
02-19,1.7999999523162842,8.84000015258789,5.0,0.3982000052928925,,
02-20,1.7999999523162842,8.84000015258789,5.199999809265137,,,0.010400000028312206
02-21,1.7999999523162842,8.84000015258789,,,0.09511999785900116,0.010400000028312206
02-22,1.7999999523162842,,,0.421999990940094,0.019999999552965164,0.010400000028312206
02-23,,,5.179999828338623,0.421999990940094,0.019999999552965164,0.010400000028312206
02-24,,8.84000015258789,5.300000190734863,0.4399999976158142,0.019999999552965164,
02-25,1.7999999523162842,8.84000015258789,5.300000190734863,0.4399999976158142,,
