,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
01-02,,,,0.550000011920929,0.14000000059604645,0.05000000074505806,,,0.07000000029802322,0.07000000029802322,0.10999999940395355
01-03,,0.8600000143051147,0.3799999952316284,0.550000011920929,0.14000000059604645,,,0.05000000074505806,0.07000000029802322,0.07000000029802322,0.10999999940395355
01-04,,0.8600000143051147,0.3799999952316284,0.550000011920929,,,0.029999999329447746,0.05000000074505806,0.07000000029802322,0.07000000029802322,
01-05,,0.8600000143051147,0.3799999952316284,,,0.05000000074505806,0.029999999329447746,0.05000000074505806,0.07000000029802322,,
01-06,,0.8600000143051147,0.3799999952316284,,0.14000000059604645,0.05000000074505806,0.029999999329447746,0.05000000074505806,,,0.10999999940395355
01-07,,0.8399999737739563,,0.550000011920929,0.14000000059604645,0.05000000074505806,0.029999999329447746,,,0.07000000029802322,0.12999999523162842
01-08,,,,0.550000011920929,0.14000000059604645,0.05000000074505806,0.029999999329447746,,0.07000000029802322,0.07000000029802322,0.11999999731779099
01-09,,,0.41999998688697815,0.550000011920929,0.14000000059604645,0.05000000074505806,,0.05000000074505806,0.07000000029802322,0.07000000029802322,0.11999999731779099
01-10,,0.8500000238418579,0.5099999904632568,0.550000011920929,0.14000000059604645,,,0.05000000074505806,0.07000000029802322,0.07000000029802322,0.11999999731779099
01-11,,0.8100000023841858,0.47999998927116394,0.550000011920929,,,0.029999999329447746,0.05000000074505806,0.07000000029802322,0.07000000029802322,
01-12,,0.8100000023841858,0.47999998927116394,,,0.05000000074505806,0.029999999329447746,0.07000000029802322,0.07000000029802322,,
01-13,,0.8100000023841858,0.47999998927116394,,0.14000000059604645,0.05000000074505806,0.03999999910593033,0.07000000029802322,,,0.11999999731779099
01-14,,0.8600000143051147,,0.550000011920929,0.14000000059604645,0.05000000074505806,0.03999999910593033,,,0.07000000029802322,0.10999999940395355
01-15,,,,0.550000011920929,0.14000000059604645,0.05000000074505806,0.05000000074505806,,,0.07000000029802322,0.10999999940395355
01-16,,,,0.550000011920929,0.14000000059604645,0.05000000074505806,,,0.07000000029802322,0.07000000029802322,0.10999999940395355
01-17,,,0.47999998927116394,0.550000011920929,0.14000000059604645,,,0.07000000029802322,0.09000000357627869,0.07000000029802322,0.10999999940395355
01-18,,0.8600000143051147,0.47999998927116394,0.550000011920929,,,,0.07000000029802322,0.09000000357627869,0.10000000149011612,
01-19,,0.8999999761581421,0.47999998927116394,,,,0.05000000074505806,0.07000000029802322,0.09000000357627869,,
01-20,,0.8999999761581421,0.699999988079071,,,0.05999999865889549,0.05000000074505806,0.07000000029802322,,,
01-21,,0.8999999761581421,,,0.1599999964237213,0.05999999865889549,0.05000000074505806,,,,0.10999999940395355
01-22,,,,0.550000011920929,0.1599999964237213,0.05999999865889549,0.05000000074505806,,0.09000000357627869,0.10999999940395355,0.10999999940395355
01-23,,,0.6899999976158142,0.550000011920929,0.1599999964237213,0.05999999865889549,,0.07000000029802322,0.10000000149011612,0.10999999940395355,0.10999999940395355
01-24,,0.8999999761581421,0.6899999976158142,0.550000011920929,0.1599999964237213,,,0.07000000029802322,0.10999999940395355,0.10999999940395355,0.10999999940395355
01-25,,0.8999999761581421,0.6299999952316284,0.550000011920929,,,0.05000000074505806,0.07999999821186066,0.10999999940395355,0.11999999731779099,
01-26,,0.8999999761581421,0.6299999952316284,,,0.05999999865889549,0.05000000074505806,0.07999999821186066,0.10999999940395355,,
01-27,,0.8999999761581421,0.6499999761581421,,0.1599999964237213,0.05999999865889549,0.05000000074505806,0.07999999821186066,,,0.10999999940395355
01-28,,0.8999999761581421,,0.550000011920929,0.1599999964237213,0.05999999865889549,0.05000000074505806,,,0.11999999731779099,0.11999999731779099
01-29,,,,0.550000011920929,0.1599999964237213,0.05999999865889549,0.05000000074505806,,0.10999999940395355,0.11999999731779099,0.11999999731779099
