,2012,2013,2014,2015,2016,2017,2018,2019,2020
01-02,,11.699999809265137,11.515000343322754,15.579999923706055,,,20.649999618530273,17.75,15.199999809265137
01-03,,11.699999809265137,11.739999771118164,,,13.619999885559082,20.649999618530273,17.75,15.199999809265137
01-04,,11.699999809265137,,,15.789999961853027,13.619999885559082,20.649999618530273,17.75,
01-05,,,,15.244999885559082,15.789999961853027,13.619999885559082,19.670000076293945,,
01-06,,,11.739999771118164,15.244999885559082,15.789999961853027,13.619999885559082,,,15.199999809265137
01-07,,11.699999809265137,11.739999771118164,15.670000076293945,15.789999961853027,,,17.75,15.199999809265137
01-08,,11.699999809265137,11.739999771118164,15.989999771118164,15.789999961853027,,19.670000076293945,17.75,15.199999809265137
01-09,,11.699999809265137,11.604999542236328,16.030000686645508,,15.5,19.670000076293945,17.75,15.199999809265137
01-10,,11.699999809265137,11.604999542236328,,,15.5,21.6200008392334,17.75,15.199999809265137
01-11,,11.699999809265137,,,15.789999961853027,15.5,21.6200008392334,17.75,
01-12,,,,15.779999732971191,15.789999961853027,15.0,21.6200008392334,,
01-13,,,11.604999542236328,16.104999542236328,15.789999961853027,15.0,,,15.199999809265137
01-14,,11.699999809265137,11.604999542236328,16.104999542236328,15.789999961853027,,,17.75,15.09000015258789
01-15,,11.699999809265137,11.604999542236328,15.8100004196167,15.789999961853027,,,17.75,15.09000015258789
01-16,,11.699999809265137,11.604999542236328,16.139999389648438,,,21.6200008392334,17.75,15.09000015258789
01-17,,11.699999809265137,12.005000114440918,,,18.030000686645508,21.6200008392334,17.75,15.09000015258789
01-18,,11.699999809265137,,,,15.899999618530273,21.6200008392334,17.75,
01-19,,,,,15.789999961853027,15.899999618530273,19.260000228881836,,
01-20,,,,16.139999389648438,15.789999961853027,15.899999618530273,,,
01-21,,,12.005000114440918,16.139999389648438,15.789999961853027,,,,15.09000015258789
01-22,,11.699999809265137,12.25,16.139999389648438,15.789999961853027,,19.149999618530273,17.75,14.09000015258789
01-23,,11.699999809265137,12.085000038146973,16.139999389648438,,15.899999618530273,19.149999618530273,17.75,14.09000015258789
01-24,,11.699999809265137,12.085000038146973,,,15.899999618530273,19.149999618530273,17.75,14.09000015258789
