,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
01-02,,,,19.65999984741211,32.20000076293945,27.80500030517578,,,24.364999771118164,40.90999984741211,56.099998474121094
01-03,,7.784999847412109,12.5,19.239999771118164,31.520000457763672,,,34.744998931884766,24.719999313354492,39.970001220703125,55.880001068115234
01-04,,7.735000133514404,12.4399995803833,19.30500030517578,,,33.900001525878906,36.084999084472656,25.364999771118164,42.119998931884766,
01-05,,7.824999809265137,12.100000381469727,,,27.264999389648438,33.39500045776367,35.88999938964844,25.290000915527344,,
01-06,,7.739999771118164,11.9350004196167,,32.505001068115234,27.100000381469727,32.31999969482422,35.599998474121094,,,55.90999984741211
01-07,,7.684999942779541,,19.094999313354492,33.540000915527344,27.274999618530273,31.989999771118164,,,42.470001220703125,55.790000915527344
01-08,,,,19.674999237060547,34.275001525878906,27.75,30.795000076293945,,25.165000915527344,42.33000183105469,56.099998474121094
01-09,,,11.800000190734863,19.84000015258789,33.79999923706055,27.145000457763672,,35.529998779296875,24.700000762939453,43.7599983215332,56.220001220703125
01-10,,7.570000171661377,12.055000305175781,19.184999465942383,32.494998931884766,,,35.23500061035156,24.71500015258789,43.959999084472656,56.68000030517578
01-11,,7.565000057220459,12.260000228881836,18.850000381469727,,,31.415000915527344,35.0,25.209999084472656,44.154998779296875,
01-12,,7.974999904632568,12.5649995803833,,,26.940000534057617,31.239999771118164,34.349998474121094,25.155000686645508,,
01-13,,7.775000095367432,12.505000114440918,,31.69499969482422,27.05500030517578,30.15999984741211,35.29999923706055,,,57.36000061035156
01-14,,7.909999847412109,,19.299999237060547,32.915000915527344,27.280000686645508,31.635000228881836,,,43.57500076293945,57.15999984741211
01-15,,,,18.770000457763672,31.454999923706055,27.424999237060547,31.18000030517578,,,44.66999816894531,57.779998779296875
01-16,,,,18.68000030517578,34.39500045776367,28.8700008392334,,,25.375,43.76499938964844,58.43000030517578
01-17,,,12.739999771118164,18.7450008392334,33.73500061035156,,,34.875,25.614999771118164,44.27000045776367,57.0
01-18,,8.03499984741211,12.725000381469727,18.84000015258789,,,,35.25,25.6200008392334,43.43000030517578,
01-19,,7.965000152587891,12.359999656677246,,,,31.104999542236328,36.0,26.18000030517578,,
01-20,,7.739999771118164,12.289999961853027,,,29.145000457763672,31.700000762939453,35.349998474121094,,,
01-21,,7.744999885559082,,,33.36000061035156,28.885000228881836,31.59000015258789,,,,57.040000915527344
01-22,,,,19.34000015258789,34.189998626708984,28.905000686645508,32.86000061035156,,25.850000381469727,42.73500061035156,58.5
01-23,,,12.145000457763672,19.06999969482422,34.040000915527344,29.165000915527344,,35.14500045776367,26.1200008392334,42.779998779296875,58.849998474121094
01-24,,7.96999979019165,12.204999923706055,18.614999771118164,33.44499969482422,,,35.67499923706055,25.635000228881836,43.494998931884766,58.41999816894531
01-25,,8.0,12.199999809265137,18.895000457763672,,,32.494998931884766,35.54499816894531,26.059999465942383,44.44499969482422,
01-26,,8.050000190734863,12.154999732971191,,,29.375,32.470001220703125,34.98500061035156,26.31999969482422,,
01-27,,7.894999980926514,12.449999809265137,,33.17499923706055,29.020000457763672,32.08000183105469,34.95500183105469,,,58.040000915527344
01-28,,7.775000095367432,,18.489999771118164,32.959999084472656,29.8700008392334,32.29999923706055,,,43.654998779296875,57.81999969482422
01-29,,,,18.415000915527344,32.61000061035156,30.354999542236328,32.63999938964844,,26.104999542236328,43.23500061035156,57.470001220703125
01-30,,,12.520000457763672,18.625,33.064998626708984,29.649999618530273,,34.36000061035156,26.065000534057617,43.69499969482422,57.310001373291016
01-31,,7.940000057220459,12.600000381469727,19.454999923706055,32.310001373291016,,,34.5,26.299999237060547,44.33000183105469,56.83000183105469
02-01,,7.820000171661377,13.274999618530273,19.594999313354492,,,32.4900016784668,33.8849983215332,26.260000228881836,44.119998931884766,
02-02,,7.849999904632568,13.649999618530273,,,29.815000534057617,31.549999237060547,34.23500061035156,25.924999237060547,,
02-03,,7.769999980926514,13.78499984741211,,31.760000228881836,30.309999465942383,30.969999313354492,34.290000915527344,,,57.56999969482422
02-04,,7.889999866485596,,18.954999923706055,31.790000915527344,31.30500030517578,24.700000762939453,,,44.85499954223633,58.66999816894531
02-05,,,,19.2549991607666,31.670000076293945,31.4950008392334,24.040000915527344,,25.235000610351562,45.029998779296875,58.189998626708984
02-06,,,13.944999694824219,19.2450008392334,32.375,34.33000183105469,,33.36000061035156,25.200000762939453,45.70500183105469,58.959999084472656
02-07,,8.069999694824219,13.890000343322754,19.260000228881836,32.95000076293945,,,33.15999984741211,27.674999237060547,45.209999084472656,58.060001373291016
02-08,,8.569999694824219,13.954999923706055,19.5049991607666,,,22.65999984741211,26.905000686645508,26.4950008392334,45.880001068115234,
02-09,,8.5,12.960000038146973,,,33.54999923706055,20.735000610351562,28.204999923706055,26.790000915527344,,
02-10,,8.15999984741211,12.65999984741211,,32.974998474121094,34.1150016784668,20.649999618530273,28.704999923706055,,,58.970001220703125
02-11,,8.319999694824219,,19.049999237060547,32.04499816894531,33.46500015258789,20.260000228881836,,,46.060001373291016,57.79999923706055
02-12,,,,18.885000228881836,32.25,33.5,20.565000534057617,,27.184999465942383,47.33000183105469,58.349998474121094
02-13,,,12.175000190734863,18.704999923706055,32.900001525878906,34.19499969482422,,28.15999984741211,27.34000015258789,53.13999938964844,60.040000915527344
02-14,,8.225000381469727,12.484999656677246,18.94499969482422,32.650001525878906,,,27.850000381469727,28.280000686645508,52.775001525878906,60.470001220703125
02-15,,8.104999542236328,12.149999618530273,18.75,,,,27.559999465942383,28.280000686645508,54.345001220703125,
02-16,,8.25,12.335000038146973,,,,20.825000762939453,27.6200008392334,28.28499984741211,,
02-17,,8.350000381469727,12.420000076293945,,,34.06999969482422,20.700000762939453,27.290000915527344,,,
02-18,,8.364999771118164,,,32.16999816894531,34.0099983215332,20.899999618530273,,,,60.97999954223633
02-19,,,,18.56999969482422,31.950000762939453,33.96500015258789,21.010000228881836,,,54.53499984741211,59.5
02-20,,,,18.479999542236328,31.7549991607666,33.70000076293945,,,28.329999923706055,53.51499938964844,57.77000045776367
02-21,,,12.270000457763672,18.475000381469727,32.3849983215332,,,27.625,28.28499984741211,54.380001068115234,56.25
02-22,,7.889999866485596,12.3100004196167,18.75,,,21.209999084472656,28.299999237060547,28.53499984741211,55.064998626708984,
02-23,,7.96999979019165,12.710000038146973,,,33.40999984741211,21.309999465942383,28.354999542236328,29.43000030517578,,
02-24,,7.925000190734863,12.774999618530273,,32.154998779296875,33.189998626708984,21.920000076293945,28.709999084472656,,,55.290000915527344
