,2014,2015,2016,2017,2018,2019,2020
03-09,,0.44999998807907104,0.04500000178813934,0.032999999821186066,0.0210999995470047,,0.002050000010058284
03-10,,0.44999998807907104,0.125,0.032999999821186066,,,0.002050000010058284
03-11,,0.44999998807907104,0.12099999934434891,,,0.00800000037997961,0.002050000010058284
03-12,,0.44999998807907104,,,0.0210999995470047,0.00800000037997961,0.002050000010058284
03-13,,0.44999998807907104,,0.032999999821186066,0.024000000208616257,0.00800000037997961,0.002050000010058284
03-14,,,0.10999999940395355,0.019999999552965164,0.024000000208616257,0.00800000037997961,
03-15,,,0.13099999725818634,0.019999999552965164,0.023000000044703484,0.013500000350177288,
03-16,,0.5099999904632568,0.14000000059604645,0.019999999552965164,0.028999999165534973,,0.002050000010058284
03-17,,0.5099999904632568,0.15000000596046448,0.017000000923871994,,,0.002050000010058284
03-18,,0.4699999988079071,0.125,,,0.029500000178813934,0.0020000000949949026
03-19,,0.5099999904632568,,,0.028999999165534973,0.01889999955892563,0.0020000000949949026
03-20,,0.5099999904632568,,0.023000000044703484,0.0215000007301569,0.01889999955892563,0.002099999925121665
03-21,,,0.11999999731779099,0.023000000044703484,0.025499999523162842,0.02304000034928322,
03-22,,,0.125,0.023000000044703484,0.02199999988079071,0.02304000034928322,
03-23,,0.5099999904632568,0.12999999523162842,0.023000000044703484,0.02199999988079071,,0.0020000000949949026
03-24,,0.44999998807907104,0.11999999731779099,0.023000000044703484,,,0.0020000000949949026
03-25,,0.44999998807907104,,,,0.02304000034928322,0.0017000000225380063
03-26,,0.44999998807907104,,,0.02889999933540821,0.017500000074505806,0.0017000000225380063
03-27,,0.44999998807907104,,0.017000000923871994,0.02889999933540821,0.017500000074505806,0.0017000000225380063
03-28,,,0.11999999731779099,0.019999999552965164,0.02889999933540821,0.0065299998968839645,
03-29,,,0.14000000059604645,0.019999999552965164,0.02889999933540821,0.006500000134110451,
03-30,,0.4300000071525574,0.12200000137090683,0.013000000268220901,,,0.0017000000225380063
03-31,,0.44999998807907104,0.14000000059604645,0.013000000268220901,,,0.0017000000225380063
04-01,,0.44999998807907104,0.10999999940395355,,,0.005200000014156103,0.0017000000225380063
04-02,,0.46000000834465027,,,0.02889999933540821,0.009399999864399433,0.0017000000225380063
04-03,,,,0.013000000268220901,0.02889999933540821,0.0071000000461936,0.0017000000225380063
04-04,,,0.10000000149011612,0.013000000268220901,0.02889999933540821,0.007350000087171793,
04-05,,,0.14499999582767487,0.013000000268220901,0.02889999933540821,0.007350000087171793,
04-06,,0.5099999904632568,0.14000000059604645,0.013000000268220901,0.02889999933540821,,0.0017000000225380063
04-07,,0.5299999713897705,0.14000000059604645,0.013000000268220901,,,0.0017000000225380063
04-08,,0.5400000214576721,0.14000000059604645,,,0.007350000087171793,0.0017000000225380063
04-09,,0.5400000214576721,,,0.02889999933540821,0.01054999977350235,0.0017000000225380063
04-10,,0.5,,0.013000000268220901,0.02889999933540821,0.01054999977350235,
04-11,,,0.11400000005960464,0.013000000268220901,0.017999999225139618,0.01054999977350235,
04-12,,,0.12399999797344208,0.013000000268220901,0.017999999225139618,0.01054999977350235,
04-13,,0.5099999904632568,0.13500000536441803,0.013000000268220901,0.017999999225139618,,0.0015999999595806003
04-14,,0.4050000011920929,0.11999999731779099,,,,0.0007999999797903001
04-15,,0.4000000059604645,0.12399999797344208,,,0.01054999977350235,0.0007999999797903001
04-16,,0.41999998688697815,,,0.017999999225139618,0.01054999977350235,0.0007999999797903001
04-17,,0.4399999976158142,,0.017000000923871994,0.018200000748038292,0.01054999977350235,0.0007999999797903001
04-18,,,0.12999999523162842,0.014999999664723873,0.018200000748038292,0.01054999977350235,
04-19,,,0.10999999940395355,0.014999999664723873,0.018200000748038292,,
04-20,,0.4699999988079071,0.09600000083446503,0.014999999664723873,0.018200000748038292,,0.0007999999797903001
04-21,,0.4749999940395355,0.0860000029206276,0.014999999664723873,,,0.0010000000474974513
04-22,,0.4350000023841858,0.0860000029206276,,,0.01054999977350235,0.0010000000474974513
04-23,,0.44999998807907104,,,0.018200000748038292,0.01054999977350235,0.0006000000284984708
04-24,,0.42100000381469727,,0.014999999664723873,0.018200000748038292,0.01054999977350235,0.0006000000284984708
04-25,,,0.0949999988079071,0.014999999664723873,0.018200000748038292,0.013799999840557575,
04-26,,,0.08299999684095383,0.014000000432133675,0.018200000748038292,0.013799999840557575,
04-27,,0.41999998688697815,0.0820000022649765,0.014000000432133675,0.018200000748038292,,0.0006000000284984708
04-28,,0.4090000092983246,0.08399999886751175,0.013000000268220901,,,0.0006000000284984708
04-29,,0.40299999713897705,0.07100000232458115,,,0.01018999982625246,0.0005000000237487257
04-30,,0.39500001072883606,,,0.018200000748038292,0.01018999982625246,0.0005000000237487257
05-01,,0.36500000953674316,,0.013000000268220901,0.018200000748038292,0.01018999982625246,0.00039999998989515007
05-02,,,0.07500000298023224,0.013000000268220901,0.018200000748038292,0.01018999982625246,
05-03,,,0.06400000303983688,0.013000000268220901,0.018200000748038292,0.009999999776482582,
05-04,,0.3400000035762787,0.06400000303983688,0.013000000268220901,0.01826000027358532,,0.00039999998989515007
05-05,,0.34599998593330383,0.06400000303983688,0.013000000268220901,,,0.00039999998989515007
05-06,,0.4000000059604645,0.06300000101327896,,,0.009999999776482582,0.00039999998989515007
05-07,,0.36000001430511475,,,0.01826000027358532,0.009999999776482582,0.00039999998989515007
05-08,,0.41999998688697815,,0.013000000268220901,0.016100000590085983,0.009999999776482582,0.00039999998989515007
05-09,,,0.06300000101327896,0.014000000432133675,0.01600000075995922,0.007400000002235174,
05-10,,,0.06300000101327896,0.014000000432133675,0.01600000075995922,0.007400000002235174,
05-11,,0.3400000035762787,0.06300000101327896,0.014000000432133675,0.022420000284910202,,0.003000000026077032
05-12,,0.3400000035762787,0.06800000369548798,0.014000000432133675,,,0.0034000000450760126
05-13,,0.3400000035762787,0.08500000089406967,,,0.007000000216066837,0.00019999999494757503
05-14,,0.3400000035762787,,,0.022420000284910202,0.007240000180900097,0.00019999999494757503
05-15,,0.35499998927116394,,0.014000000432133675,0.022420000284910202,0.007000000216066837,0.00019999999494757503
05-16,,,0.06800000369548798,0.014000000432133675,0.022420000284910202,0.007000000216066837,
05-17,,,0.08500000089406967,0.013000000268220901,0.022420000284910202,0.007000000216066837,
05-18,,0.25999999046325684,0.08500000089406967,0.013000000268220901,0.02742999978363514,,0.00019999999494757503
05-19,,0.3269999921321869,0.08500000089406967,0.013000000268220901,,,0.00039999998989515007
05-20,,0.3269999921321869,0.0689999982714653,,,0.007000000216066837,0.00039999998989515007
05-21,,0.26499998569488525,,,0.02742999978363514,0.007000000216066837,0.00039999998989515007
05-22,,0.26499998569488525,,0.013000000268220901,0.014000000432133675,0.007000000216066837,0.00039999998989515007
05-23,,,0.07100000232458115,0.01600000075995922,0.014000000432133675,0.007000000216066837,
05-24,,,0.07100000232458115,0.01600000075995922,0.014000000432133675,0.007000000216066837,
05-25,,,0.07100000232458115,0.01600000075995922,0.014000000432133675,,
05-26,,0.30000001192092896,0.07000000029802322,0.01600000075995922,,,0.00039999998989515007
05-27,,0.3499999940395355,0.07900000363588333,,,,0.0005000000237487257
05-28,,0.3499999940395355,,,,0.0071299998089671135,0.000699999975040555
05-29,,0.3499999940395355,,,0.01510000042617321,0.0071299998089671135,0.000699999975040555
05-30,,,,0.01600000075995922,0.01510000042617321,0.0071299998089671135,
05-31,,,0.07900000363588333,0.017000000923871994,0.01510000042617321,0.004999999888241291,
06-01,,0.27000001072883606,0.07900000363588333,0.017000000923871994,0.01510000042617321,,0.000699999975040555
06-02,,0.2800000011920929,0.07000000029802322,0.02199999988079071,,,0.000699999975040555
06-03,,0.2800000011920929,0.06199999898672104,,,0.004999999888241291,0.000699999975040555
06-04,,0.3799999952316284,,,0.01510000042617321,0.004999999888241291,0.000699999975040555
06-05,,0.29499998688697815,,0.01899999938905239,0.01510000042617321,0.004999999888241291,0.000699999975040555
06-06,,,0.06300000101327896,0.023000000044703484,0.01510000042617321,0.004999999888241291,
06-07,,,0.06300000101327896,0.024000000208616257,0.01510000042617321,0.004999999888241291,
06-08,,0.30000001192092896,0.05999999865889549,0.02500000037252903,0.01510000042617321,,0.000699999975040555
06-09,,0.28999999165534973,0.05999999865889549,0.02500000037252903,,,0.000699999975040555
06-10,,0.3100000023841858,0.07900000363588333,,,0.004999999888241291,0.000699999975040555
06-11,,0.3100000023841858,,,0.01510000042617321,0.004999999888241291,0.000699999975040555
06-12,,0.3100000023841858,,0.02500000037252903,0.01600000075995922,0.004999999888241291,0.000699999975040555
06-13,,,0.07400000095367432,0.02500000037252903,0.01600000075995922,0.004999999888241291,
06-14,,,0.07400000095367432,0.02500000037252903,0.019530000165104866,0.004999999888241291,
06-15,,0.3100000023841858,0.05999999865889549,0.02500000037252903,0.019999999552965164,,0.000699999975040555
06-16,,0.3100000023841858,0.05999999865889549,0.02500000037252903,,,0.000699999975040555
06-17,,0.3100000023841858,0.05999999865889549,,,0.004999999888241291,0.000699999975040555
06-18,,0.3100000023841858,,,0.019999999552965164,0.004999999888241291,0.000699999975040555
06-19,,0.3400000035762787,,0.02500000037252903,0.019999999552965164,0.004999999888241291,0.000699999975040555
06-20,,,0.05999999865889549,0.02500000037252903,0.019999999552965164,0.003700000001117587,
06-21,,,0.05999999865889549,0.02500000037252903,0.019999999552965164,0.003700000001117587,
06-22,,0.30000001192092896,0.05999999865889549,0.02250000089406967,0.01600000075995922,,0.000699999975040555
06-23,,0.3499999940395355,0.05900000035762787,0.02250000089406967,,,0.000699999975040555
06-24,,0.3700000047683716,0.05900000035762787,,,0.003700000001117587,0.000699999975040555
06-25,,0.3100000023841858,,,0.01600000075995922,0.003700000001117587,0.0010000000474974513
06-26,,0.31299999356269836,,0.02250000089406967,0.01600000075995922,0.003700000001117587,0.0066999997943639755
06-27,,,0.057999998331069946,0.02250000089406967,0.01600000075995922,0.008999999612569809,
06-28,,,0.05400000140070915,0.02250000089406967,0.027400000020861626,0.008999999612569809,
06-29,,0.31299999356269836,0.05400000140070915,0.029400000348687172,0.016049999743700027,,0.0066999997943639755
06-30,,0.31299999356269836,0.05700000002980232,0.029400000348687172,,,0.0066999997943639755
07-01,,0.31299999356269836,0.05299999937415123,,,0.008999999612569809,0.006000000052154064
07-02,,0.31299999356269836,,,0.016049999743700027,0.008999999612569809,0.006000000052154064
07-03,,,,0.029400000348687172,0.01600000075995922,0.008999999612569809,
07-05,,,0.05700000002980232,0.029400000348687172,0.01600000075995922,0.006099999882280827,
07-06,,0.31299999356269836,0.05700000002980232,0.029400000348687172,0.01600000075995922,,0.006000000052154064
07-07,,0.31299999356269836,0.05700000002980232,0.029400000348687172,,,0.006000000052154064
07-08,,0.3100000023841858,0.05700000002980232,,,0.006099999882280827,0.006000000052154064
07-09,,0.3799999952316284,,,0.01600000075995922,0.006099999882280827,0.006000000052154064
07-10,,0.3799999952316284,,0.029400000348687172,0.01600000075995922,0.006099999882280827,0.006000000052154064
07-11,,,0.05299999937415123,0.02250000089406967,0.01979999989271164,0.006099999882280827,
07-12,,,0.05000000074505806,0.02250000089406967,0.01979999989271164,0.006099999882280827,
07-13,,0.3799999952316284,0.05000000074505806,0.02250000089406967,0.01979999989271164,,0.006000000052154064
07-14,,0.33000001311302185,0.04699999839067459,0.02250000089406967,,,0.005489999894052744
07-15,,0.3499999940395355,0.052000001072883606,,,0.006099999882280827,0.0016799999866634607
07-16,,0.35499998927116394,,,0.016140000894665718,0.006099999882280827,0.0016799999866634607
07-17,,0.35100001096725464,,0.02250000089406967,0.016140000894665718,0.006099999882280827,0.0006000000284984708
07-18,,,0.052000001072883606,0.02250000089406967,0.02979999966919422,0.009399999864399433,
07-19,,,0.052000001072883606,0.02250000089406967,0.02979999966919422,0.009399999864399433,
07-20,,0.2800000011920929,0.052000001072883606,0.02250000089406967,0.02979999966919422,,0.0006000000284984708
07-21,,0.33000001311302185,0.04100000113248825,0.02250000089406967,,,0.0006000000284984708
07-22,,0.32899999618530273,0.032999999821186066,,,0.009399999864399433,0.000699999975040555
07-23,,0.33899998664855957,,,0.01600000075995922,0.003800000064074993,0.000699999975040555
07-24,,0.30000001192092896,,0.02250000089406967,0.01600000075995922,0.003800000064074993,0.000699999975040555
07-25,,,0.03999999910593033,0.02250000089406967,0.01600000075995922,0.003800000064074993,
07-26,,,0.03999999910593033,0.02250000089406967,0.01600000075995922,0.003800000064074993,
07-27,,0.3100000023841858,0.04500000178813934,0.03200000151991844,0.01889999955892563,,0.000699999975040555
07-28,,0.3199999928474426,0.029999999329447746,0.029999999329447746,,,0.000699999975040555
07-29,,0.30000001192092896,0.03700000047683716,,,0.003800000064074993,0.000699999975040555
07-30,,0.23999999463558197,,,0.01889999955892563,0.003800000064074993,0.000699999975040555
07-31,2.2522523403167725,0.18000000715255737,,0.029999999329447746,0.01889999955892563,0.003800000064074993,0.000699999975040555
08-01,2.2522523403167725,,0.03700000047683716,0.019999999552965164,0.016249999403953552,0.003800000064074993,
08-02,,,0.03700000047683716,0.019999999552965164,0.016249999403953552,0.003800000064074993,
08-03,,0.2199999988079071,0.03700000047683716,0.019999999552965164,0.016249999403953552,,0.000699999975040555
08-04,2.2522523403167725,0.2199999988079071,0.03700000047683716,0.021090000867843628,,,0.000699999975040555
08-05,2.2522523403167725,0.1899999976158142,0.029999999329447746,,,0.003800000064074993,0.0035000001080334187
08-06,2.2522523403167725,0.11999999731779099,,,0.016249999403953552,0.003800000064074993,0.0035000001080334187
08-07,2.2522523403167725,0.15000000596046448,,0.03099999949336052,0.016249999403953552,0.003800000064074993,0.0035000001080334187
08-08,2.2522523403167725,,0.028999999165534973,0.019999999552965164,0.016249999403953552,0.003800000064074993,
08-09,,,0.028999999165534973,0.019999999552965164,0.016249999403953552,0.003800000064074993,
08-10,,0.15000000596046448,0.028999999165534973,0.019999999552965164,0.016249999403953552,,0.0035000001080334187
08-11,2.2522523403167725,0.10499999672174454,0.03099999949336052,0.032999999821186066,,,0.0010999999940395355
08-12,2.2522523403167725,0.10499999672174454,0.03099999949336052,,,0.003800000064074993,0.0010999999940395355
08-13,2.2522523403167725,0.10499999672174454,,,0.016249999403953552,0.003800000064074993,0.0010999999940395355
08-14,2.2522523403167725,0.10499999672174454,,0.032999999821186066,0.016249999403953552,0.004000000189989805,0.0010999999940395355
08-15,2.2522523403167725,,0.03099999949336052,0.032999999821186066,0.016249999403953552,0.004000000189989805,
08-16,,,0.03099999949336052,0.032999999821186066,0.016249999403953552,0.004000000189989805,
08-17,,0.10499999672174454,0.03099999949336052,0.032999999821186066,0.016249999403953552,,0.0010999999940395355
08-18,2.2522523403167725,0.10499999672174454,0.03200000151991844,0.032999999821186066,,,0.0012000000569969416
08-19,2.2522523403167725,0.10499999672174454,0.03200000151991844,,,0.004000000189989805,0.0012000000569969416
08-20,1.1486486196517944,0.15000000596046448,,,0.012600000016391277,0.004000000189989805,0.0012000000569969416
08-21,1.1486486196517944,0.1899999976158142,,0.03500000014901161,0.012600000016391277,0.004000000189989805,0.0012000000569969416
08-22,1.1486486196517944,,0.03099999949336052,0.034299999475479126,0.012600000016391277,0.004000000189989805,
08-23,,,0.03099999949336052,0.03200000151991844,0.012600000016391277,0.003800000064074993,
08-24,,0.23499999940395355,0.03099999949336052,0.03200000151991844,0.012000000104308128,,0.0012000000569969416
08-25,1.1486486196517944,0.27000001072883606,0.03099999949336052,0.03384000062942505,,,0.0012000000569969416
08-26,1.1486486196517944,0.2669999897480011,0.03099999949336052,,,0.009399999864399433,0.0012000000569969416
08-27,1.1486486196517944,0.25999999046325684,,,0.011099999770522118,0.004100000020116568,0.0012000000569969416
08-28,1.1486486196517944,0.22499999403953552,,0.03790000081062317,0.011099999770522118,0.0035000001080334187,0.000699999975040555
08-29,1.1486486196517944,,0.03099999949336052,0.03790000081062317,0.012520000338554382,0.0035000001080334187,
08-30,,,0.03099999949336052,0.03790000081062317,0.01600000075995922,0.0035000001080334187,
08-31,,0.17000000178813934,0.03099999949336052,0.03009999915957451,0.01600000075995922,,0.004699999932199717
09-01,,0.18000000715255737,0.03099999949336052,0.029999999329447746,,,0.000699999975040555
09-02,1.1486486196517944,0.20999999344348907,0.03500000014901161,,,,0.004600000102072954
09-03,1.1486486196517944,0.18000000715255737,,,,0.0035000001080334187,0.000699999975040555
09-04,1.1486486196517944,0.18000000715255737,,,0.01600000075995922,0.0035000001080334187,0.000699999975040555
09-05,1.1486486196517944,,,0.029999999329447746,0.01600000075995922,0.0035000001080334187,
09-06,,,0.03200000151991844,0.029999999329447746,0.01600000075995922,0.008799999952316284,
09-07,,,0.03200000151991844,0.029999999329447746,0.01600000075995922,,
09-08,1.1486486196517944,0.18000000715255737,0.029999999329447746,0.03500000014901161,,,0.000699999975040555
09-09,1.1486486196517944,0.18000000715255737,0.029999999329447746,,,0.008799999952316284,0.000699999975040555
09-10,1.1486486196517944,0.14000000059604645,,,0.01600000075995922,0.008799999952316284,0.000699999975040555
09-11,1.1486486196517944,0.1420000046491623,,0.03500000014901161,0.02019999921321869,0.0035000001080334187,0.000699999975040555
09-12,1.1486486196517944,,0.03099999949336052,0.0348999984562397,0.02019999921321869,0.0035000001080334187,
09-13,,,0.03099999949336052,0.0348999984562397,0.02019999921321869,0.0035000001080334187,
09-14,,0.125,0.03099999949336052,0.0348999984562397,0.02019999921321869,,0.005799999926239252
09-15,1.0135135650634766,0.15800000727176666,0.02800000086426735,0.0348999984562397,,,0.009800000116229057
09-16,1.0135135650634766,0.15000000596046448,0.02800000086426735,,,0.003599999938160181,0.039000000804662704
09-17,1.0135135650634766,0.14000000059604645,,,0.02019999921321869,0.003700000001117587,0.009999999776482582
09-18,1.0135135650634766,0.13199999928474426,,0.0348999984562397,0.02019999921321869,0.003700000001117587,
09-19,0.9009009003639221,,0.027000000700354576,0.0348999984562397,0.010200000368058681,0.003700000001117587,
09-20,,,0.027000000700354576,0.03500000014901161,0.010200000368058681,0.003700000001117587,
09-21,,0.13199999928474426,0.026000000536441803,0.03500000014901161,0.010200000368058681,,0.007199999876320362
09-22,0.9009009003639221,0.13199999928474426,0.026000000536441803,0.03500000014901161,,,0.009999999776482582
09-23,0.9009009003639221,0.12800000607967377,0.03200000151991844,,,0.003700000001117587,0.009999999776482582
09-24,0.9009009003639221,0.12800000607967377,,,0.010599999688565731,0.003700000001117587,0.013899999670684338
09-25,0.9009009003639221,0.12600000202655792,,0.03500000014901161,0.019999999552965164,0.003700000001117587,0.009999999776482582
09-26,0.9009009003639221,,0.03200000151991844,0.03500000014901161,0.010200000368058681,0.003700000001117587,
09-27,,,0.027000000700354576,0.03500000014901161,0.010200000368058681,0.003700000001117587,
09-28,,0.125,0.02800000086426735,0.028219999745488167,0.013799999840557575,,0.009999999776482582
09-29,0.9009009003639221,0.125,0.02800000086426735,0.014000000432133675,,,0.013899999670684338
09-30,0.9009009003639221,0.11999999731779099,0.032999999821186066,,,0.003700000001117587,0.013899999670684338
10-01,0.9009009003639221,0.11999999731779099,,,0.013799999840557575,0.003700000001117587,0.013899999670684338
10-02,0.9009009003639221,0.10000000149011612,,0.014000000432133675,0.013799999840557575,0.003700000001117587,0.01039000041782856
10-03,0.9009009003639221,,0.027000000700354576,0.014240000396966934,0.012790000066161156,0.003700000001117587,
10-04,,,0.027000000700354576,0.03776000067591667,0.012790000066161156,0.003599999938160181,
10-05,,0.10000000149011612,0.024000000208616257,0.03776000067591667,0.027799999341368675,,0.01039000041782856
10-06,0.9009009003639221,0.10000000149011612,0.024000000208616257,0.014999999664723873,,,0.01039000041782856
10-07,0.9009009003639221,0.10499999672174454,0.024000000208616257,,,0.003599999938160181,0.009999999776482582
10-08,0.9009009003639221,0.10000000149011612,,,0.009999999776482582,0.003599999938160181,0.009999999776482582
10-09,0.9009009003639221,0.09000000357627869,,0.014999999664723873,0.009999999776482582,0.003599999938160181,0.009999999776482582
10-10,0.9009009003639221,,0.026000000536441803,0.014999999664723873,0.009999999776482582,0.003599999938160181,
10-11,,,0.02500000037252903,0.014999999664723873,0.009999999776482582,0.00419999985024333,
10-12,,0.10000000149011612,0.026000000536441803,0.014999999664723873,0.009999999776482582,,0.009999999776482582
10-13,0.9009009003639221,0.09200000017881393,0.026000000536441803,0.014999999664723873,,,0.009999999776482582
10-14,0.9009009003639221,0.09200000017881393,0.024000000208616257,,,0.003700000001117587,0.009999999776482582
10-15,0.9009009003639221,0.0820000022649765,,,0.01981000043451786,0.003700000001117587,0.009999999776482582
10-16,0.9009009003639221,0.07999999821186066,,0.014999999664723873,0.010599999688565731,0.003700000001117587,0.009999999776482582
10-17,0.9009009003639221,,0.024000000208616257,0.01600000075995922,0.010599999688565731,0.004989999812096357,
10-18,,,0.02800000086426735,0.01600000075995922,0.010599999688565731,0.004989999812096357,
10-19,,0.08900000154972076,0.023000000044703484,0.01600000075995922,0.010599999688565731,,0.009999999776482582
10-20,0.9009009003639221,0.07000000029802322,0.023000000044703484,0.014999999664723873,,,0.009999999776482582
10-21,0.9009009003639221,0.07000000029802322,0.023000000044703484,,,0.004989999812096357,0.009999999776482582
10-22,0.9009009003639221,0.07000000029802322,,,0.010769999586045742,0.004989999812096357,0.009999999776482582
10-23,0.9009009003639221,0.07500000298023224,,0.014999999664723873,0.010769999586045742,0.004989999812096357,0.009999999776482582
10-24,0.9009009003639221,,0.023000000044703484,0.014999999664723873,0.010769999586045742,0.004989999812096357,
10-25,,,0.02199999988079071,0.014999999664723873,0.010769999586045742,0.004989999812096357,
10-26,,0.07900000363588333,0.02199999988079071,0.014999999664723873,0.010769999586045742,,0.007000000216066837
10-27,0.9009009003639221,0.07000000029802322,0.02199999988079071,0.014999999664723873,,,0.007000000216066837
10-28,0.9009009003639221,0.07000000029802322,0.023000000044703484,,,0.00343999988399446,0.007000000216066837
10-29,0.9009009003639221,0.07000000029802322,,,0.010769999586045742,0.00343999988399446,0.007000000216066837
