,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
01-02,1.2917497158050537,1.2132277488708496,1.554242730140686,,,,8.341808319091799,9.955994606018066,14.6238431930542,,,13.061023712158205,13.23626708984375,15.034549713134766,21.1287899017334,,,,67.96698760986328,31.88076400756836,,,,73.69231414794922,77.41018676757812,77.78564453125,,,150.13246154785156,143.36517333984375,174.36911010742188
01-03,1.3149082660675049,1.1813012361526491,1.554242730140686,,3.7671751976013184,4.162215232849121,8.253689765930176,10.048463821411133,,,11.924983978271484,12.91529655456543,13.5260009765625,14.856990814208984,,24.77131652832031,24.0391902923584,34.34215545654297,70.75498962402344,,,67.08348846435547,64.93521118164061,73.50807189941406,77.75324249267578,,,96.9872055053711,150.8165740966797,139.44465637207028,173.0775604248047
01-04,1.3149082660675049,1.1749156713485718,,1.8792023658752441,3.79342532157898,4.0836806297302255,8.459297180175781,,,8.826614379882812,11.907602310180664,13.29783535003662,13.733386039733887,,,24.18039131164551,24.07099914550781,33.86456680297852,67.80122375488281,,44.185638427734375,66.62605285644531,65.88494873046875,74.26182556152344,,,68.95573425292969,98.63704681396484,151.68118286132812,146.8306884765625,
01-05,1.294322848320007,,,1.8575406074523928,3.8590550422668457,4.107244968414307,8.576785087585451,,14.36923885345459,8.976222038269043,12.185735702514648,12.878863334655762,,,21.15836334228516,23.946067810058594,24.109893798828125,33.39065170288086,,32.940658569335945,44.02013397216797,67.60513305664061,66.8428955078125,,,76.1214370727539,69.35450744628906,98.198974609375,152.32730102539062,,
01-06,,,1.5583219528198242,1.8846193552017207,3.86561918258667,4.225043296813965,,10.295053482055664,14.32149887084961,9.375164031982422,12.811535835266113,,,14.926752090454102,20.57017517089844,24.278871536254893,24.19121170043945,,,34.23093414306641,43.90190124511719,67.61316680908203,67.38327789306639,,77.11003875732422,75.48747253417969,68.57504272460939,99.26155853271484,,,174.31980895996094
01-07,,1.1461806297302246,1.533845067024231,1.944190263748169,3.8787436485290527,,,10.418347358703613,14.146463394165039,9.125822067260742,12.79415798187256,,13.596142768859865,14.654080390930176,21.09593391418457,23.94266700744629,,,66.61066436767578,32.75632858276367,44.2171745300293,67.68538665771484,,74.20319366455078,77.45306396484375,75.16167449951172,67.96778106689453,,,149.2313995361328,171.29306030273438
01-08,1.3149082660675049,1.171723246574402,1.51752769947052,1.9550209045410158,,,8.606158256530763,10.264230728149414,13.70090103149414,9.707612991333008,,12.806001663208008,13.42534637451172,14.584324836730955,20.94476890563965,,,33.55596923828125,66.35442352294922,34.69942855834961,45.42309951782226,,,73.43269348144531,76.62117004394531,76.15665435791016,66.85297393798828,,153.0779266357422,151.90318298339844,173.42262268066406
01-09,1.304616093635559,1.1781084537506104,1.5134485960006714,,,4.27216100692749,8.345477104187013,10.572464942932127,12.937084197998047,,,12.860648155212402,13.129521369934082,14.679450035095215,20.84291076660156,,24.33261108398437,33.89027786254883,66.04551696777344,35.321533203125,,,67.73533630371094,74.58845520019531,76.31243133544922,75.41703033447266,,98.04981231689452,157.3441162109375,149.39598083496094,175.09869384765625
01-10,1.3071892261505127,1.2036501169204712,1.537924885749817,,4.023128986358644,4.295720100402832,7.783729076385497,10.757402420043944,,,13.05490493774414,12.733134269714355,12.855040550231935,14.5114107131958,,23.833984375,24.343217849731445,34.02988052368164,67.99712371826172,,,67.87799835205078,68.57044982910156,75.30033111572266,76.98137664794922,,,97.77019500732422,156.7169647216797,154.03285217285156,170.98739624023438
01-11,1.3149082660675049,1.2004565000534058,,1.944190263748169,3.950936317443848,4.366402626037599,8.16557502746582,,,9.574631690979004,13.05490493774414,12.550972938537598,13.260661125183105,,,23.518146514892567,24.44573783874512,35.08424758911133,67.25868225097656,,47.25168991088867,68.74474334716797,69.18453979492189,75.05743408203125,,,67.20642852783203,98.5345230102539,159.11134338378906,153.21969604492188,
