,2009,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
01-02,13.75,,,7.25,7.800000190734863,8.5,,,12.5,14.199999809265137,19.0
01-03,,,6.059999942779541,7.25,7.800000190734863,,,10.75,12.5,14.199999809265137,19.0
01-04,,,6.059999942779541,7.25,,,9.5,10.75,12.5,14.199999809265137,
01-05,,,6.059999942779541,,,8.5,9.5,10.75,12.5,,
01-06,,,6.059999942779541,,7.800000190734863,8.5,9.5,10.75,,,19.0
01-07,,,,7.25,7.800000190734863,8.5,9.5,,,14.199999809265137,19.0
01-08,,,,7.25,7.800000190734863,8.5,9.5,,12.5,14.199999809265137,19.0
01-09,,,6.059999942779541,7.25,7.800000190734863,8.5,,10.75,12.5,14.199999809265137,19.049999237060547
01-10,,,6.059999942779541,7.25,7.800000190734863,,,10.75,12.5,14.199999809265137,19.049999237060547
01-11,,,6.059999942779541,7.25,,,9.5,10.75,12.5,14.199999809265137,
01-12,,,6.059999942779541,,,8.5,9.5,10.75,12.5,,
01-13,,,6.059999942779541,,7.800000190734863,8.5,9.5,10.75,,,19.049999237060547
01-14,13.699999809265137,,,7.25,7.800000190734863,8.5,9.600000381469727,,,14.199999809265137,19.049999237060547
01-15,,,,7.25,7.800000190734863,8.5,9.600000381469727,,,14.199999809265137,19.049999237060547
01-16,,,,7.25,7.800000190734863,8.5,,,12.5,14.199999809265137,19.049999237060547
01-17,,,6.059999942779541,7.25,7.800000190734863,,,10.75,12.5,14.199999809265137,19.049999237060547
01-18,,,6.059999942779541,7.25,,,,10.75,12.5,14.199999809265137,
01-19,,,6.059999942779541,,,,9.600000381469727,10.75,12.5,,
01-20,,,6.059999942779541,,,8.5,9.600000381469727,10.75,,,
01-21,,,,,7.800000190734863,8.5,9.600000381469727,,,,19.049999237060547
01-22,,,,7.25,7.800000190734863,8.5,9.600000381469727,,12.5,14.199999809265137,19.049999237060547
01-23,,,6.059999942779541,7.25,7.800000190734863,8.5,,10.75,12.5,14.199999809265137,19.049999237060547
01-24,,,6.059999942779541,7.25,7.800000190734863,,,10.75,12.5,14.199999809265137,19.049999237060547
01-25,,,6.059999942779541,7.25,,,9.600000381469727,10.75,12.5,14.199999809265137,
01-26,,,6.059999942779541,,,8.5,9.180000305175781,10.75,12.5,,
01-27,,,6.059999942779541,,7.800000190734863,8.5,9.180000305175781,10.75,,,19.049999237060547
01-28,,,,7.25,7.800000190734863,8.5,9.5,,,14.199999809265137,19.049999237060547
01-29,,,,7.25,7.800000190734863,8.5,9.5,,12.5,14.199999809265137,19.049999237060547
01-30,,,6.059999942779541,7.25,7.800000190734863,8.5,,10.75,12.5,14.199999809265137,19.049999237060547
01-31,,,6.059999942779541,7.25,7.800000190734863,,,10.75,12.5,14.199999809265137,19.049999237060547
02-01,,,6.059999942779541,7.25,,,9.5,10.75,12.5,14.199999809265137,
02-02,,,6.059999942779541,,,8.5,9.5,10.75,12.5,,
02-03,,,6.059999942779541,,7.800000190734863,8.5,9.5,10.75,,,19.049999237060547
02-04,,,,7.25,7.800000190734863,8.5,9.5,,,14.199999809265137,19.049999237060547
02-05,,,,7.650000095367432,7.800000190734863,8.5,9.5,,12.5,14.199999809265137,19.049999237060547
02-06,,,6.059999942779541,7.650000095367432,7.800000190734863,8.5,,10.75,12.5,14.199999809265137,19.049999237060547
02-07,,,6.059999942779541,7.650000095367432,7.800000190734863,,,10.75,12.5,14.399999618530273,19.049999237060547
02-08,,,6.059999942779541,7.650000095367432,,,9.5,10.75,12.5,14.399999618530273,
02-09,,,6.059999942779541,,,8.5,9.5,10.75,12.5,,
02-10,,,6.059999942779541,,7.800000190734863,8.5,9.5,10.75,,,19.049999237060547
02-11,,,,7.650000095367432,7.800000190734863,8.5,9.5,,,14.399999618530273,19.049999237060547
02-12,,,,7.650000095367432,7.800000190734863,8.5,9.5,,12.5,14.399999618530273,19.049999237060547
02-13,,,6.059999942779541,7.650000095367432,7.800000190734863,8.5,,10.75,12.5,14.399999618530273,19.049999237060547
02-14,,,6.059999942779541,7.650000095367432,7.800000190734863,,,10.75,12.5,14.399999618530273,19.049999237060547
02-15,,,6.059999942779541,7.650000095367432,,,,10.75,12.5,14.100000381469727,
02-16,,,6.059999942779541,,,,9.5,10.75,12.5,,
02-17,,,6.059999942779541,,,8.5,9.5,10.75,,,
02-18,,,,,7.800000190734863,8.5,9.5,,,,19.049999237060547
02-19,,,,7.650000095367432,7.800000190734863,8.5,9.25,,,14.100000381469727,19.049999237060547
02-20,,,,7.650000095367432,7.800000190734863,8.5,,,12.5,14.100000381469727,19.049999237060547
02-21,,,6.059999942779541,7.699999809265137,7.800000190734863,,,10.75,12.5,14.100000381469727,19.049999237060547
02-22,,,6.059999942779541,7.75,,,9.25,10.75,12.5,14.100000381469727,
02-23,,,6.059999942779541,,,8.5,9.25,10.75,12.5,,
