,2016,2017,2018,2019,2020
03-08,,16.5,16.120000839233402,10.449999809265137,
03-09,,16.5,16.120000839233402,,15.899999618530273
03-10,,16.700000762939453,,,16.040000915527347
03-11,,,,10.5,16.020000457763672
03-12,,,14.289999961853027,10.65999984741211,15.6899995803833
03-13,,16.90999984741211,14.989999771118164,10.979999542236328,16.799999237060547
03-14,,17.239999771118164,14.5,11.520000457763672,
03-15,,17.0,14.5,11.100000381469727,
03-16,,16.450000762939453,14.550000190734865,,16.0
03-17,,17.25,,,16.15999984741211
03-18,,,,11.039999961853027,15.300000190734865
03-19,,,13.75,11.350000381469727,13.5
03-20,,17.34000015258789,13.800000190734865,11.300000190734865,14.399999618530273
03-21,,17.200000762939453,13.960000038146973,10.949999809265137,
03-22,,17.059999465942386,13.75,10.949999809265137,
03-23,,17.149999618530273,13.600000381469727,,15.0
03-24,,17.459999084472653,,,14.520000457763672
03-25,,,,10.949999809265137,13.960000038146973
03-26,,,13.90999984741211,11.0600004196167,13.520000457763672
03-27,,17.420000076293945,13.5600004196167,10.979999542236328,13.960000038146973
03-28,,17.940000534057614,13.40999984741211,10.859999656677246,
03-29,,18.09000015258789,13.25,11.270000457763672,
03-30,,18.309999465942386,,,14.1899995803833
03-31,,18.65999984741211,,,15.300000190734865
04-01,,,,11.390000343322756,14.5
04-02,,,14.100000381469727,11.6899995803833,14.5
04-03,,21.75,15.25,11.670000076293945,14.0
04-04,,21.06999969482422,14.899999618530273,11.510000228881836,
04-05,,19.979999542236328,14.989999771118164,11.6899995803833,
04-06,,19.979999542236328,14.81999969482422,,14.300000190734865
04-07,,19.25,,,14.0
04-08,,,,11.739999771118164,14.06999969482422
04-09,,,14.789999961853027,11.989999771118164,14.770000457763672
04-10,,19.200000762939453,15.0,11.93000030517578,
04-11,,19.200000762939453,14.960000038146973,11.899999618530273,
04-12,,18.31999969482422,14.8149995803833,11.920000076293945,
04-13,,18.450000762939453,14.25,,14.609999656677244
04-14,,,,,15.0
04-15,,,,12.100000381469727,15.5
04-16,,,14.100000381469727,11.779999732971193,15.75
04-17,,18.100000381469727,14.0,11.399999618530273,15.3100004196167
04-18,,18.299999237060547,14.0,11.460000038146973,
04-19,,18.25,14.25,,
04-20,,16.84000015258789,14.25,,15.25
04-21,,16.100000381469727,,,15.25
04-22,,,,11.520000457763672,15.010000228881836
04-23,,,14.399999618530273,11.899999618530273,15.489999771118164
04-24,,16.389999389648438,14.399999618530273,11.600000381469727,15.0
04-25,,16.399999618530273,14.34000015258789,11.710000038146973,
04-26,,16.370000839233402,14.343000411987305,11.710000038146973,
04-27,,16.479999542236328,14.25,,14.59000015258789
04-28,,16.729999542236328,,,14.739999771118164
04-29,,,,11.5,14.739999771118164
04-30,,,14.229999542236328,11.710000038146973,14.520000457763672
05-01,,16.969999313354492,14.989999771118164,11.5600004196167,14.489999771118164
05-02,,16.799999237060547,14.960000038146973,11.654999732971193,
05-03,,16.84000015258789,14.899999618530273,11.25,
05-04,,16.885000228881836,14.899999618530273,,14.720000267028807
05-05,,16.420000076293945,,,14.350000381469727
05-06,,,,11.149999618530273,14.460000038146973
05-07,,,15.130000114440918,11.149999618530273,14.447999954223633
05-08,,16.989999771118164,15.25,10.949999809265137,14.520000457763672
05-09,,17.299999237060547,15.489999771118164,11.09000015258789,
05-10,,16.920000076293945,14.890000343322756,11.130000114440918,
05-11,,16.579999923706055,14.854999542236328,,14.979999542236328
05-12,,16.639999389648438,,,15.09000015258789
05-13,,,,11.175999641418457,16.25
05-14,,,15.270000457763672,11.220000267028807,15.399999618530273
05-15,,16.969999313354492,15.270000457763672,11.800000190734865,15.06999969482422
05-16,,16.989999771118164,15.5,11.31999969482422,
05-17,,16.979999542236328,15.279999732971193,11.359999656677244,
05-18,,16.959999084472653,15.350000381469727,,15.300000190734865
05-19,,17.0,,,15.170000076293945
05-20,,,,11.760000228881836,15.050000190734865
05-21,,,15.25,11.699999809265135,15.0
05-22,,15.739999771118164,15.199999809265135,11.699999809265135,15.100000381469727
05-23,,16.280000686645508,15.15999984741211,11.710000038146973,
05-24,,16.0,15.220000267028807,11.6899995803833,
05-25,,16.819999694824222,15.199999809265135,,
05-26,,16.270000457763672,,,15.0
05-27,,,,,14.75
05-28,,,,11.619999885559082,15.100000381469727
05-29,,,15.25,11.140000343322754,14.75
05-30,,16.100000381469727,15.25,11.760000228881836,
05-31,,16.059999465942386,15.25,11.899999618530273,
06-01,,16.010000228881836,15.170000076293945,,14.800000190734865
06-02,,16.25,,,15.130000114440918
06-03,,,,11.970000267028807,14.520000457763672
06-04,,,14.899999618530273,11.850000381469727,13.5
06-05,,16.370000839233402,14.789999961853027,12.0,14.039999961853027
06-06,,16.010000228881836,14.710000038146973,11.739999771118164,
06-07,,16.299999237060547,14.65999984741211,11.920000076293945,
06-08,,16.020000457763672,14.869999885559082,,14.90999984741211
06-09,,15.710000038146973,,,14.899999618530273
06-10,,,,11.960000038146973,15.369999885559082
06-11,,,14.725000381469727,11.449999809265135,14.979999542236328
06-12,,15.020000457763672,14.699999809265135,11.550000190734865,15.6899995803833
06-13,,15.739999771118164,15.010000228881836,11.710000038146973,
06-14,,16.219999313354492,14.850000381469727,11.350000381469727,
06-15,,15.75,14.899999618530273,,15.43000030517578
06-16,,15.75,,,15.350000381469727
06-17,,,,10.850000381469727,15.6899995803833
06-18,,,16.0,11.15999984741211,15.75
06-19,,15.529999732971193,15.399999618530273,10.979999542236328,16.0
06-20,,15.989999771118164,14.5,11.0,
06-21,,16.0,14.649999618530273,10.649999618530273,
06-22,,15.920000076293945,14.529999732971193,,15.949999809265135
06-23,,16.149999618530273,,,15.979999542236328
06-24,,,,10.649999618530273,15.970000267028807
06-25,,,14.920000076293945,10.71500015258789,16.0
06-26,,16.549999237060547,14.65999984741211,10.600000381469727,15.699999809265135
06-27,,16.0,14.68000030517578,10.550000190734863,
06-28,,16.690000534057614,14.359999656677244,10.550000190734863,
06-29,,16.799999237060547,14.460000038146973,,15.850000381469727
06-30,,16.309999465942386,,,15.960000038146973
07-01,,,,10.494999885559082,16.0
07-02,,,14.550000190734865,10.5,16.370000839233402
07-03,,16.610000610351562,14.550000190734865,10.420000076293944,
07-05,,17.010000228881836,14.5,10.59000015258789,
07-06,,17.0,14.479999542236328,,16.0
07-07,,17.065000534057614,,,15.9350004196167
07-08,,,,10.449999809265137,16.299999237060547
07-09,,,14.350000381469727,10.390000343322754,16.774999618530273
07-10,,17.100000381469727,14.489999771118164,10.5,16.75
07-11,,17.299999237060547,14.489999771118164,10.5,
07-12,,17.229999542236328,14.5,10.449999809265137,
07-13,,17.290000915527347,14.460000038146973,,16.989999771118164
07-14,,17.0,,,17.0
07-15,,,,10.494999885559082,17.6200008392334
07-16,,,14.550000190734865,10.710000038146973,19.020000457763672
07-17,,16.850000381469727,14.4399995803833,10.800000190734863,18.010000228881836
07-18,,16.75,14.5,10.699999809265137,
07-19,,16.360000610351562,14.449999809265135,10.699999809265137,
07-20,,16.510000228881836,14.5,,18.63999938964844
07-21,,16.399999618530273,,,18.71500015258789
07-22,,,,10.699999809265137,19.0
07-23,,,14.329999923706055,10.949999809265137,19.799999237060547
07-24,,16.459999084472653,14.3100004196167,10.899999618530273,20.01000022888184
07-25,,16.111000061035153,14.5,10.850000381469727,
07-26,,14.949999809265135,14.8100004196167,10.800000190734863,
07-27,,15.65999984741211,15.529999732971193,,20.100000381469727
07-28,,15.350000381469727,,,20.100000381469727
07-29,,,,10.800000190734863,20.06999969482422
07-30,,,15.279999732971193,10.93000030517578,20.21999931335449
07-31,,15.25,15.5,11.0,20.739999771118164
08-01,,15.15999984741211,15.380000114440918,10.800000190734863,
08-02,,15.0,15.229999542236328,11.0,
08-03,,14.8100004196167,15.300000190734865,,21.40999984741211
08-04,,14.489999771118164,,,21.450000762939453
08-05,,,,10.449999809265137,21.420000076293945
08-06,,,16.0,10.199999809265137,21.0
08-07,,14.739999771118164,15.869999885559082,10.489999771118164,21.0
08-08,,14.725000381469727,15.800000190734865,10.479999542236328,
08-09,,15.890000343322756,16.0,10.420000076293944,
08-10,,15.890000343322756,16.110000610351562,,20.8700008392334
08-11,,16.0,,,20.84000015258789
08-12,,,,10.350000381469727,21.399999618530273
08-13,,,16.25,10.3100004196167,21.450000762939453
08-14,,16.0,15.899999618530273,10.359999656677246,21.75
08-15,,15.640000343322756,15.850000381469727,10.199999809265137,
08-16,,15.739999771118164,15.90999984741211,10.100000381469727,
08-17,,15.739999771118164,15.550000190734865,,23.86000061035156
08-18,,15.699999809265135,,,23.38999938964844
08-19,,,,10.43000030517578,22.63999938964844
08-20,,,15.640000343322756,10.380000114440918,23.239999771118164
08-21,,15.5,15.3100004196167,10.5,22.809999465942386
08-22,,15.5,15.5,10.649999618530273,
08-23,,15.390000343322756,15.710000038146973,10.600000381469727,
08-24,,15.0,15.75,,21.959999084472656
08-25,,14.949999809265135,,,22.100000381469727
08-26,,,,10.68000030517578,22.940000534057614
08-27,,,15.75,10.600000381469727,24.88999938964844
08-28,,15.010000228881836,15.510000228881836,10.510000228881836,25.04999923706055
08-29,,14.420000076293945,15.5,10.699999809265137,
08-30,,14.569000244140625,15.5,10.989999771118164,
08-31,,14.510000228881836,15.619999885559082,,24.920000076293945
09-01,,14.5600004196167,,,24.809999465942386
09-02,,,,,23.78000068664551
09-03,,,,11.0,23.54999923706055
09-04,,,15.25,10.970000267028807,25.0
09-05,,14.699999809265135,15.25,10.949999809265137,
09-06,,14.600000381469727,15.220000267028807,11.0,
09-07,,14.600000381469727,14.710000038146973,,
09-08,,14.510000228881836,,,27.29999923706055
09-09,,,,11.0,27.38999938964844
09-10,,,14.600000381469727,11.0,25.489999771118164
09-11,,14.300000190734865,14.970000267028807,11.100000381469727,26.0
09-12,,14.5,14.829999923706055,11.18000030517578,
09-13,,14.496999740600586,14.800000190734865,11.220000267028807,
09-14,,14.5,14.899999618530273,,26.5
09-15,,14.25,,,28.940000534057614
09-16,,,,11.329999923706055,30.95000076293945
09-17,,,14.630000114440918,11.43000030517578,31.899999618530273
09-18,,14.5,15.0,11.449999809265135,32.889999389648445
09-19,,14.529999732971193,15.4399995803833,11.470000267028807,
09-20,,15.149999618530273,15.300000190734865,11.640000343322756,
09-21,,15.607000350952148,15.800000190734865,,32.419998168945305
09-22,,16.0,,,30.309999465942386
09-23,,,,11.300000190734865,30.239999771118164
09-24,,,15.600000381469727,11.489999771118164,28.45000076293945
09-25,,16.180000305175778,15.300000190734865,11.479999542236328,30.8799991607666
09-26,,16.010000228881836,15.520000457763672,11.5,
09-27,,15.59000015258789,15.9399995803833,11.649999618530273,
09-28,,15.899999618530273,16.180000305175778,,30.040000915527344
09-29,,15.899999618530273,,,31.59000015258789
09-30,,,,12.0,29.79999923706055
10-01,,,15.800000190734865,12.149999618530273,32.110000610351555
10-02,,15.850000381469727,15.199999809265135,12.0,31.209999084472656
10-03,,15.899999618530273,14.010000228881836,12.0600004196167,
10-04,,15.020000457763672,13.050000190734865,12.109999656677244,
10-05,,15.199999809265135,12.279999732971193,,32.02000045776367
10-06,,15.199999809265135,,,32.09999847412109
10-07,,,,12.1899995803833,32.36999893188477
10-08,,,12.18000030517578,12.199999809265135,31.93000030517578
10-09,,15.100000381469727,12.0,12.220000267028807,31.03000068664551
10-10,,14.8100004196167,11.899999618530273,12.15999984741211,
10-11,,14.600000381469727,12.050000190734865,12.31999969482422,
10-12,14.600000381469727,14.845000267028807,12.0,,29.5
10-13,13.649999618530273,14.510000228881836,,,30.03000068664551
10-14,13.75,,,12.300000190734865,29.57999992370605
10-15,,,12.010000228881836,12.300000190734865,27.51000022888184
10-16,,14.699999809265135,12.020000457763672,12.390000343322756,26.95000076293945
10-17,14.3100004196167,15.0,12.010000228881836,12.31999969482422,
10-18,14.899999618530273,15.3100004196167,12.130000114440918,12.1899995803833,
10-19,15.600000381469727,15.4399995803833,12.199999809265135,,28.38999938964844
10-20,15.800000190734865,15.489999771118164,,,29.649999618530273
10-21,15.5600004196167,,,12.239999771118164,27.440000534057614
10-22,,,12.170000076293945,12.25,26.70000076293945
10-23,,15.399999618530273,12.199999809265135,12.380000114440918,27.020000457763672
10-24,15.720000267028807,15.40999984741211,12.029999732971193,12.350000381469727,
10-25,15.960000038146973,15.350000381469727,12.199999809265135,12.6899995803833,
10-26,15.81999969482422,15.40999984741211,12.0,,26.649999618530273
10-27,15.720000267028807,15.5,,,26.32999992370605
10-28,15.890000343322756,,,12.579999923706055,26.10000038146973
10-29,,,12.039999961853027,12.5600004196167,27.5
10-30,,15.5,12.010000228881836,12.649999618530273,26.670000076293945
10-31,15.949999809265135,15.470000267028807,12.050000190734865,12.90999984741211,
11-01,16.0,15.489999771118164,12.0,12.8100004196167,
11-02,16.180000305175778,15.5,12.739999771118164,,26.46999931335449
11-03,16.920000076293945,15.5,,,27.10000038146973
11-04,16.950000762939453,,,12.6899995803833,26.709999084472656
11-05,,,12.350000381469727,12.760000228881836,29.75
11-06,,15.460000038146973,11.470000267028807,12.720000267028807,29.649999618530273
11-07,16.549999237060547,15.40999984741211,11.5,12.75,
11-08,16.700000762939453,15.3100004196167,11.550000190734865,13.15999984741211,
11-09,16.950000762939453,15.350000381469727,11.524999618530273,,29.540000915527344
11-10,16.700000762939453,15.0,,,28.989999771118164
11-11,17.149999618530273,,,13.149999618530273,29.81999969482422
11-12,,,11.34000015258789,13.210000038146973,
11-13,,14.899999618530273,10.369999885559082,13.1899995803833,
11-14,17.059999465942386,14.890000343322756,10.9399995803833,13.300000190734865,
11-15,17.048999786376953,14.829999923706055,11.0,13.267000198364258,
11-16,18.549999237060547,14.699999809265135,10.800000190734863,,
11-17,17.399999618530273,14.699999809265135,,,
11-18,18.030000686645508,,,13.020000457763672,
11-19,,,10.920000076293944,13.010000228881836,
11-20,,14.720000267028807,10.729999542236328,13.0,
11-21,17.969999313354492,14.699999809265135,10.649999618530273,13.0,
11-22,17.950000762939453,14.75,,13.0,
11-23,17.510000228881836,,11.050000190734863,,
11-24,,14.449999809265135,,,
11-25,17.979999542236328,,,13.0,
11-26,,,10.40999984741211,12.928000450134276,
11-27,,14.369999885559082,10.25,13.050000190734865,
11-28,17.899999618530273,13.029999732971193,9.520000457763672,,
11-29,17.81999969482422,13.34000015258789,9.510000228881836,13.050000190734865,
11-30,17.5,13.399999618530273,10.130000114440918,,
12-01,17.850000381469727,13.25,,,
12-02,18.350000381469727,,,12.925000190734865,
12-03,,,10.199999809265137,12.895999908447266,
12-04,,13.3100004196167,10.0,12.779999732971193,
12-05,18.0,13.34000015258789,,12.8100004196167,
12-06,17.850000381469727,13.43000030517578,10.0,13.0,
12-07,17.770000457763672,13.300000190734865,10.100000381469727,,
12-08,18.010000228881836,13.25,,,
12-09,18.0,,,12.949999809265135,
12-10,,,9.949999809265137,12.739999771118164,
12-11,,13.149999618530273,10.0600004196167,12.755000114440918,
12-12,17.899999618530273,13.229999542236328,9.899999618530273,12.75,
12-13,17.0,13.31999969482422,9.949999809265137,12.699999809265135,
12-14,16.739999771118164,13.369999885559082,10.399999618530273,,
12-15,15.949999809265135,13.050000190734865,,,
12-16,16.25,,,12.5600004196167,
12-17,,,9.970000267028807,12.449999809265135,
12-18,,13.050000190734865,9.90999984741211,12.510000228881836,
12-19,16.520000457763672,12.779999732971193,9.699999809265137,12.475000381469727,
12-20,17.100000381469727,12.760000228881836,9.399999618530273,12.630000114440918,
12-21,17.25,13.470000267028807,9.020000457763672,,
12-22,17.25,13.25,,,
12-23,17.25,,,12.550000190734865,
12-24,,,9.036999702453613,12.489999771118164,
12-26,,13.489999771118164,8.899999618530273,12.5,
12-27,17.17300033569336,13.829999923706055,8.90999984741211,12.5,
12-28,16.799999237060547,14.0,8.899999618530273,,
12-29,17.0,14.199999809265135,,,
12-30,17.0,,,12.479999542236328,
12-31,,,9.050000190734863,12.579999923706055,
