,2012,2013,2014,2015,2016,2017,2018,2019,2020
04-04,,135.0,145.0,,189.0,182.0,219.0,215.0,
04-05,,135.0,,,189.0,182.0,219.0,215.0,
04-06,,,,170.0,189.0,182.0,219.0,,200.0
04-07,,,150.0,170.0,189.0,182.0,,,200.0
04-08,,135.0,150.0,170.0,189.0,,,215.0,180.97999572753903
04-09,,135.0,157.0,170.0,,,219.0,215.0,180.97999572753903
04-10,,135.0,158.0,170.0,,200.0,219.0,215.0,
04-11,,135.0,158.0,,189.0,200.0,219.0,215.0,
04-12,,135.0,,,189.0,198.0,219.0,215.0,
04-13,,,,170.0,189.0,198.0,219.0,,195.0
04-14,,,158.0,170.0,189.0,,,,200.0
04-15,,135.0,158.0,170.0,189.0,,,203.0,200.0
04-16,,135.0,158.0,170.0,,,219.0,200.0,200.0
04-17,,135.0,158.0,170.0,,198.0,219.0,200.0,200.0
04-18,,135.0,,,189.0,215.0,219.0,200.0,
04-19,,135.0,,,200.0,215.0,219.0,,
04-20,,,,170.0,200.0,200.0,219.0,,200.0
04-21,,,158.0,170.0,200.0,200.0,,,203.5399932861328
04-22,,135.0,158.0,170.0,200.0,,,200.0,203.5399932861328
04-23,,135.0,158.0,170.0,,,219.0,200.0,220.0
04-24,,135.0,158.0,170.0,,200.0,219.0,200.0,220.0
04-25,,135.0,158.0,,200.0,200.0,219.0,200.0,
04-26,,135.0,,,200.0,200.0,219.0,200.0,
04-27,,,,170.0,200.0,200.0,239.0,,220.0
04-28,,,158.0,170.0,200.0,200.0,,,220.0
04-29,,135.0,158.0,170.0,200.0,,,200.0,220.0
04-30,,135.0,158.0,170.0,,,239.0,200.0,220.0
05-01,,135.0,158.0,170.0,,200.0,233.0,200.0,220.0
05-02,,135.0,158.0,,200.0,200.0,233.0,200.0,
05-03,,135.0,,,200.0,200.0,233.0,200.0,
05-04,,,,170.0,200.0,200.0,233.0,,220.0
05-05,,,158.0,170.0,200.0,200.0,,,220.0
05-06,,135.0,158.0,170.0,200.0,,,200.0,210.0
05-07,,135.0,158.0,170.0,,,233.0,200.0,210.0
05-08,,135.0,163.0,170.0,,200.0,233.0,200.0,210.0
05-09,,135.0,163.0,,200.0,200.0,233.0,200.0,
05-10,,135.0,,,200.0,200.0,223.0,200.0,
05-11,,,,170.0,200.0,200.0,223.0,,210.0
05-12,,,163.0,170.0,200.0,200.0,,,210.0
05-13,,135.0,163.0,170.0,185.0,,,200.0,210.0
05-14,,135.0,163.0,170.0,,,232.9499969482422,200.0,210.0
05-15,,135.0,163.0,170.0,,200.0,232.9499969482422,193.0,220.0
05-16,,135.0,163.0,,185.0,199.9499969482422,232.9499969482422,185.00999450683597,
05-17,,135.0,,,185.0,199.9499969482422,232.9499969482422,199.5,
05-18,,,,170.0,185.0,199.9499969482422,232.9499969482422,,220.0
05-19,,,163.0,190.0,185.0,199.9499969482422,,,220.0
05-20,,135.0,163.0,190.0,185.0,,,195.0,220.0
05-21,,135.0,163.0,190.0,,,232.9499969482422,195.0,220.0
05-22,,135.0,163.0,199.0,,199.9499969482422,232.9499969482422,195.0,220.0
05-23,,135.0,159.0,,185.0,199.9499969482422,232.9499969482422,195.0,
05-24,,135.0,,,185.0,200.0,232.9499969482422,200.0,
05-25,,,,,185.0,200.0,232.9499969482422,,
05-26,,,,199.0,185.0,200.0,,,220.0
05-27,,,159.0,175.0,185.0,,,,220.0
05-28,,135.0,162.0,175.0,,,,200.0,220.0
05-29,,135.0,162.0,175.0,,,232.9499969482422,198.0,220.0
05-30,,135.0,162.0,,,200.0,232.9499969482422,212.0,
05-31,,135.0,,,185.0,200.0,232.9499969482422,200.0,
06-01,,,,175.0,185.0,215.0,232.9499969482422,,220.0
06-02,,,162.0,175.0,185.0,215.0,,,220.0
06-03,,135.0,162.0,175.0,185.0,,,196.0,220.0
06-04,,135.0,162.0,175.0,,,230.0,196.0,220.0
06-05,,135.0,162.0,175.0,,215.0,230.0,196.0,220.0
06-06,,135.0,162.0,,185.0,215.0,230.0,196.0,
06-07,,135.0,,,185.0,215.0,230.0,196.0,
06-08,,,,175.0,185.0,215.0,230.0,,220.0
06-09,,,162.0,175.0,185.0,215.0,,,215.0
06-10,,135.0,162.0,175.0,185.0,,,196.0,220.0
06-11,,135.0,162.0,175.0,,,226.0,192.0,220.0
06-12,,135.0,160.0,175.0,,200.0,226.0,192.0,220.0
06-13,,135.0,160.0,,185.0,200.0,226.0,196.0,
06-14,,135.0,,,185.0,200.0,226.0,196.0,
06-15,,,,175.0,185.0,200.0,226.0,,220.0
06-16,,,160.0,175.0,185.0,200.0,,,220.0
06-17,,135.0,160.0,175.0,185.0,,,196.0,220.0
06-18,,135.0,160.0,175.0,,,226.0,196.0,220.0
06-19,,135.0,160.0,175.0,,200.0,226.0,196.0,220.0
06-20,,135.0,160.0,,185.0,200.0,226.0,197.00999450683597,
06-21,,135.0,,,185.0,200.0,226.0,197.00999450683597,
06-22,,,,175.0,185.0,200.0,226.0,,220.0
06-23,,,160.0,175.0,185.0,200.0,,,220.0
06-24,,135.0,160.0,175.0,185.0,,,197.00999450683597,220.0
06-25,,135.0,168.0,175.0,,,226.0,197.00999450683597,230.0
06-26,,135.0,168.0,175.0,,200.0,226.0,197.0,220.0
06-27,,135.0,168.0,,177.0,200.0,226.0,197.0,
06-28,,135.0,,,177.0,200.0,226.0,197.0,
06-29,,,,175.0,177.0,200.0,226.0,,220.0
06-30,,,168.0,175.0,177.0,200.0,,,220.0
07-01,,135.0,168.0,175.0,177.0,,,197.0,220.0
07-02,,135.0,168.0,175.0,,,226.0,197.0,220.0
07-03,,135.0,168.0,,,200.0,226.0,198.5,
07-05,,135.0,,,177.0,200.0,226.0,198.5,
07-06,,,,175.0,177.0,200.0,232.0,,220.0
07-07,,,168.0,175.0,177.0,200.0,,,220.0
07-08,,135.0,168.0,175.0,177.0,,,198.5,250.0
07-09,,135.0,168.0,175.0,,,231.0,198.5,250.0
07-10,,135.0,168.0,175.0,,200.0,231.0,198.5,250.0
07-11,,133.0,168.0,,177.0,200.0,231.0,200.0,
07-12,,133.0,,,177.0,200.0,231.0,198.0,
07-13,,,,175.0,177.0,200.0,231.0,,220.0
07-14,,,175.0,175.0,177.0,200.0,,,220.0
07-15,,133.0,175.0,175.0,177.0,,,198.0,220.0
07-16,,135.0,175.0,175.0,,,231.0,198.0,220.0
07-17,,135.0,175.0,175.0,,200.0,231.0,200.0,220.0
07-18,,135.0,175.0,,177.0,200.0,230.0,200.0,
07-19,,135.0,,,177.0,200.0,230.0,200.0,
07-20,,,,175.0,177.0,213.0,225.0,,220.0
07-21,,,175.0,175.0,177.0,213.0,,,220.0
07-22,,135.0,175.0,175.0,177.0,,,200.0,220.0
07-23,,135.0,175.0,175.0,,,230.0,200.0,220.0
07-24,,135.0,175.0,175.0,,213.0,230.0,200.0,220.0
07-25,,135.0,175.0,,177.0,213.0,228.75,200.0,
07-26,,135.0,,,177.0,213.0,228.75,200.0,
07-27,,,,175.0,177.0,213.0,228.75,,220.0
07-28,,,175.0,175.0,177.0,213.0,,,220.0
07-29,,135.0,175.0,175.0,177.0,,,200.0,220.0
07-30,,135.0,175.0,175.0,,,228.75,198.0,220.0
07-31,,136.0,175.0,175.0,,213.0,228.75,198.0,250.0
08-01,,136.0,175.0,,177.0,213.0,228.75,198.0,
08-02,,133.75,,,177.0,213.0,228.75,198.5,
08-03,,,,175.0,177.0,213.0,228.75,,250.0
08-04,,,175.0,175.0,177.0,206.0,,,250.0
08-05,,133.75,175.0,175.0,177.0,,,198.0,238.0
08-06,,133.75,175.0,175.0,,,225.0,198.0,238.0
08-07,,133.75,175.0,175.0,,206.0,225.0,198.0,238.0
08-08,,133.75,175.0,,177.0,206.0,225.0,198.0,
08-09,,133.75,,,177.0,206.0,225.0,198.0,
08-10,,,,180.0,177.0,206.0,225.0,,238.0
08-11,,,175.0,180.0,177.0,206.0,,,220.0
08-12,,133.75,175.0,178.0,177.0,,,198.0,220.0
08-13,,133.75,175.0,178.0,,,225.0,198.0,220.0
08-14,,133.75,175.0,178.0,,206.0,225.0,198.0,224.0
08-15,,133.75,205.0,,177.0,206.0,225.0,198.0,
08-16,,133.75,,,177.0,206.0,225.0,198.0,
08-17,,,,178.0,177.0,206.0,225.0,,224.0
08-18,,,205.0,178.0,200.0,206.0,,,230.0
08-19,,133.75,205.0,178.0,200.0,,,198.0,230.0
08-20,,133.75,205.0,178.0,,,225.0,198.0,235.0
08-21,,133.75,205.0,178.0,,206.0,225.0,198.0,235.0
08-22,,133.75,205.0,,200.0,206.0,225.0,198.0,
08-23,,135.02000427246094,,,200.0,206.0,225.0,198.0,
08-24,,,,178.0,200.0,206.0,225.0,,235.0
08-25,,,205.0,178.0,200.0,206.0,,,250.0
08-26,,165.0,205.0,178.0,200.0,,,198.0,250.0
08-27,,165.0,205.0,178.0,,,225.0,198.0,250.0
08-28,,165.0,205.0,178.0,,210.0,225.0,198.0,250.0
08-29,,165.0,203.0,,190.0,208.0,225.0,198.0,
08-30,,165.0,,,190.0,208.0,225.0,197.0,
08-31,,,,178.0,190.0,208.0,225.0,,250.0
09-01,,,,179.0,190.0,208.0,,,235.0
09-02,,,202.0,170.0,190.0,,,,235.0
09-03,,165.0,202.0,170.0,,,,195.0,235.0
09-04,,135.02000427246094,202.0,170.0,,,225.0,187.0,235.0
09-05,,135.02000427246094,200.0,,,208.0,225.0,185.0,
09-06,,135.02000427246094,,,182.0,218.0,225.0,185.0,
09-07,,,,,182.0,218.0,225.0,,
09-08,,,202.9900054931641,170.0,182.0,218.0,,,235.0
09-09,,135.02000427246094,202.9900054931641,170.0,184.0,,,185.0,250.0
09-10,,135.02000427246094,202.9900054931641,170.0,,,233.0,185.0,250.0
09-11,,135.02000427246094,200.0,170.0,,218.0,233.0,185.0,250.0
09-12,,135.02000427246094,201.0,,184.0,218.0,233.0,185.0,
09-13,,135.02000427246094,,,184.0,210.0,233.0,185.0,
09-14,,,,170.0,184.0,210.0,229.9900054931641,,250.0
09-15,,,201.0,170.0,184.0,210.0,,,250.0
09-16,,135.02000427246094,201.0,170.0,184.0,,,182.0,250.0
09-17,,135.02000427246094,201.0,170.0,,,229.9900054931641,182.0,220.0
09-18,,135.02000427246094,201.0,170.0,,210.0,229.9900054931641,173.0,225.0
09-19,,135.02000427246094,201.0,,184.0,210.0,229.9900054931641,173.0,
09-20,,135.02000427246094,,,184.0,210.0,229.9900054931641,173.0,
09-21,,,,170.0,184.0,216.0,229.9900054931641,,240.0
09-22,,,193.0,170.0,184.0,216.0,,,240.0
09-23,,135.02000427246094,193.0,170.0,184.0,,,185.0,240.0
09-24,,135.02000427246094,193.0,170.0,,,229.9900054931641,185.0,240.0
09-25,130.0,135.02000427246094,193.0,170.0,,216.0,229.9900054931641,174.0,240.0
09-26,130.0,135.02000427246094,193.0,,184.0,216.0,229.9900054931641,176.0,
09-27,130.0,135.02000427246094,,,184.0,216.0,229.9900054931641,171.0,
09-28,130.0,,,170.0,184.0,216.0,229.9900054931641,,240.0
09-29,,,193.0,170.0,184.0,216.0,,,245.0
09-30,,135.02000427246094,193.0,170.0,184.0,,,180.0,238.0
10-01,130.0,135.02000427246094,193.0,175.0,,,229.9900054931641,180.0,236.0
10-02,130.0,135.02000427246094,193.0,175.0,,216.0,229.9900054931641,180.0,236.0
10-03,130.0,135.02000427246094,193.0,,184.0,209.0,229.9900054931641,180.0,
10-04,130.0,135.02000427246094,,,184.0,209.0,229.9900054931641,180.0,
10-05,130.0,,,175.0,184.0,209.0,229.9900054931641,,240.0
10-06,,,193.0,170.0,184.0,209.0,,,240.0
10-07,,135.02000427246094,193.0,170.0,184.0,,,180.0,240.0
10-08,130.0,135.02000427246094,193.0,170.0,,,229.9900054931641,180.0,240.0
10-09,130.0,135.02000427246094,193.0,169.0,,209.0,229.9900054931641,180.0,240.0
10-10,130.0,135.02000427246094,193.0,,195.0,209.0,229.9900054931641,180.0,
10-11,130.0,135.02000427246094,,,195.0,217.0,229.9900054931641,180.0,
10-12,130.0,,,169.99000549316406,195.0,217.0,204.0,,245.0
10-13,,,193.0,169.99000549316406,195.0,217.0,,,235.0
10-14,,135.02000427246094,193.0,169.99000549316406,200.0,,,175.0,235.0
10-15,130.0,135.02000427246094,193.0,165.0,,,204.0,175.0,232.0
10-16,130.0,135.02000427246094,175.0,165.0,,217.0,204.0,175.0,232.0
10-17,130.0,135.02000427246094,175.0,,200.0,217.0,204.0,175.0,
10-18,130.0,135.02000427246094,,,190.0,217.0,204.0,178.0,
10-19,130.0,,,165.0,190.0,217.0,204.0,,232.0
10-20,,,175.0,165.0,190.0,217.0,,,220.0
10-21,,135.02000427246094,175.0,165.0,190.0,,,175.0,220.0
10-22,130.0,135.02000427246094,175.0,165.0,,,204.0,175.0,220.0
10-23,126.5,135.02000427246094,175.0,165.0,,217.0,204.0,175.0,220.0
10-24,126.5,135.02000427246094,175.0,,190.0,217.0,204.0,175.0,
10-25,126.5,135.02000427246094,,,190.0,217.0,204.0,178.0,
10-26,126.5,,,165.0,190.0,217.0,204.0,,220.0
10-27,,,175.0,165.0,190.0,217.0,,,220.0
10-28,,135.02000427246094,175.0,165.0,190.0,,,180.0,220.0
10-29,,135.02000427246094,175.0,165.0,,,204.0,175.0,220.0
10-30,,135.02000427246094,175.0,165.0,,217.0,204.0,175.0,230.0
10-31,126.5,135.02000427246094,175.0,,190.0,217.0,204.0,175.0,
11-01,126.5,135.02000427246094,,,190.0,217.0,204.0,175.0,
11-02,126.5,,,170.0,190.0,217.0,204.0,,230.0
11-03,,,175.0,170.0,190.0,217.0,,,230.0
11-04,,135.02000427246094,175.0,163.0,190.0,,,175.0,230.0
11-05,126.5,135.02000427246094,175.0,163.0,,,204.0,176.0,230.0
11-06,123.0,135.02000427246094,175.0,163.0,,217.0,204.0,176.0,230.0
11-07,123.0,135.02000427246094,175.0,,190.0,217.0,204.0,176.0,
11-08,123.0,135.02000427246094,,,190.0,217.0,204.0,176.0,
11-09,124.5,,,163.0,190.0,217.0,204.0,,230.0
11-10,,,175.0,163.0,190.0,217.0,,,230.0
11-11,,135.02000427246094,175.0,163.0,190.0,,,175.5,230.0
11-12,124.5,135.02000427246094,175.0,170.0,,,204.0,175.5,
11-13,124.5,135.02000427246094,175.0,170.0,,220.0,204.0,175.5,
11-14,124.5,135.02000427246094,175.0,,190.0,220.0,204.0,176.0,
11-15,123.25,135.02000427246094,,,190.0,220.0,204.0,176.0,
11-16,123.25,,,170.0,190.0,220.0,204.0,,
11-17,,,175.0,170.0,190.0,220.0,,,
11-18,,135.02000427246094,175.0,170.0,175.0,,,176.0,
11-19,126.5,135.02000427246094,175.0,170.0,,,204.0,177.5,
11-20,126.5,135.02000427246094,175.0,170.0,,220.0,204.0,177.5,
11-21,126.5,145.0,175.0,,181.5,220.0,204.0,177.5,
11-22,,145.0,,,181.5,220.0,,177.5,
11-23,126.5,,,170.0,181.5,,215.0,,
11-24,,,175.0,170.0,,220.0,,,
11-25,,145.0,175.0,170.0,181.5,,,177.5,
11-26,126.5,145.0,175.0,,,,188.0,177.5,
11-27,126.5,145.0,,170.0,,220.0,188.0,177.5,
11-28,126.5,,175.0,,181.5,220.0,203.0,,
11-29,126.5,145.0,,,181.5,220.0,203.0,177.5,
11-30,129.0,,,170.0,181.5,215.0,205.0,,
12-01,,,175.0,160.0,181.5,215.0,,,
12-02,,145.0,175.0,160.0,181.5,,,179.0,
12-03,129.0,145.0,175.0,160.0,,,205.0,179.0,
12-04,125.0,145.0,175.0,160.0,,215.0,205.0,179.0,
12-05,125.0,145.0,175.0,,181.5,215.0,,179.0,
12-06,125.0,145.0,,,181.5,215.0,205.0,179.0,
12-07,129.0,,,160.0,181.5,215.0,205.0,,
12-08,,,185.0,160.0,181.5,215.0,,,
12-09,,145.0,185.0,160.0,195.0,,,179.0,
12-10,129.0,145.0,185.0,160.0,,,205.0,180.0,
12-11,129.0,145.0,185.0,160.0,,215.0,205.0,180.0,
12-12,129.0,145.0,185.0,,195.0,215.0,205.0,180.0,
12-13,129.0,145.0,,,195.0,215.0,205.0,171.0,
12-14,129.0,,,160.0,195.0,211.0,205.0,,
12-15,,,195.0,160.0,195.0,211.0,,,
12-16,,145.0,195.0,160.0,195.0,,,171.0,
12-17,129.0,145.0,195.0,160.0,,,210.0,171.0,
12-18,129.0,145.0,195.0,160.0,,211.0,210.0,171.0,
12-19,129.0,145.0,195.0,,175.0,211.0,210.0,171.0,
12-20,124.0,145.0,,,175.0,211.0,210.0,171.0,
12-21,124.0,,,160.0,175.0,211.0,210.0,,
12-22,,,194.5500030517578,166.0,180.0,211.0,,,
12-23,,145.0,194.5500030517578,166.0,175.0,,,176.0,
12-24,124.0,145.0,195.0,166.0,,,210.0,176.0,
12-26,124.0,145.0,195.0,,,211.0,210.0,180.0,
12-27,124.0,145.0,,,175.0,203.0,210.0,180.0,
12-28,130.0,,,166.0,175.0,203.0,210.0,,
12-29,,,195.0,166.0,175.0,203.0,,,
12-30,,145.0,195.0,166.0,180.0,,,180.0,
12-31,129.0,145.0,195.0,166.0,,,223.0,195.0,
