,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
01-02,,,,24.649999618530273,24.649999618530273,25.649999618530273,,,29.350000381469727,16.5,13.75
01-03,,41.650001525878906,24.790000915527344,24.239999771118164,23.530000686645508,,,23.93000030517578,29.889999389648438,16.5,13.899999618530273
01-04,,41.650001525878906,24.530000686645508,23.950000762939453,,,19.0,23.5,30.440000534057617,17.5,
01-05,40.119998931884766,40.45000076293945,24.530000686645508,,,25.649999618530273,19.049999237060547,23.5,30.170000076293945,,
01-06,40.119998931884766,40.0,24.530000686645508,,23.770000457763672,25.649999618530273,18.530000686645508,24.0,,,13.899999618530273
01-07,39.650001525878906,39.5,,23.75,24.309999465942383,25.649999618530273,18.530000686645508,,,17.5,13.899999618530273
01-08,40.599998474121094,,,23.75,24.030000686645508,25.649999618530273,17.600000381469727,,29.829999923706055,18.049999237060547,13.899999618530273
01-09,,,24.399999618530273,24.229999542236328,24.0,24.950000762939453,,24.0,29.829999923706055,18.049999237060547,13.5
01-10,,39.5,24.399999618530273,25.290000915527344,24.0,,,24.0,30.049999237060547,18.049999237060547,13.050000190734863
01-11,39.75,39.5,24.709999084472656,25.290000915527344,,,17.59000015258789,24.729999542236328,30.09000015258789,18.049999237060547,
01-12,38.79999923706055,41.599998474121094,24.709999084472656,,,24.670000076293945,17.399999618530273,24.729999542236328,30.09000015258789,,
01-13,39.720001220703125,41.599998474121094,24.709999084472656,,24.950000762939453,24.670000076293945,17.149999618530273,25.520000457763672,,,13.390000343322754
01-14,39.720001220703125,41.04999923706055,,25.290000915527344,25.139999389648438,23.18000030517578,17.09000015258789,,,18.049999237060547,13.449999809265137
01-15,38.380001068115234,,,25.290000915527344,25.139999389648438,23.18000030517578,17.09000015258789,,,18.049999237060547,13.300000190734863
01-16,,,,25.290000915527344,25.479999542236328,23.889999389648438,,,30.43000030517578,18.059999465942383,13.199999809265137
01-17,,,25.600000381469727,25.290000915527344,25.770000457763672,,,25.350000381469727,30.43000030517578,18.059999465942383,13.199999809265137
01-18,,41.0,25.15999984741211,24.06999969482422,,,,25.280000686645508,30.43000030517578,18.059999465942383,
01-19,38.900001525878906,41.0,27.149999618530273,,,,16.799999237060547,25.280000686645508,31.90999984741211,,
01-20,37.099998474121094,41.0,27.25,,,24.5,16.489999771118164,25.280000686645508,,,
01-21,35.5,41.0,,,25.649999618530273,24.600000381469727,16.489999771118164,,,,13.300000190734863
01-22,34.25,,,24.06999969482422,25.739999771118164,24.860000610351562,16.239999771118164,,32.0,18.059999465942383,13.300000190734863
01-23,,,27.75,23.510000228881836,26.1299991607666,25.0,,25.299999237060547,32.0,18.059999465942383,13.300000190734863
01-24,,40.25,27.190000534057617,23.510000228881836,25.479999542236328,,,25.299999237060547,32.34000015258789,18.059999465942383,13.300000190734863
01-25,34.0,40.04999923706055,27.190000534057617,23.959999084472656,,,16.25,25.299999237060547,32.34000015258789,18.059999465942383,
01-26,34.0,40.04999923706055,29.299999237060547,,,25.489999771118164,16.25,25.299999237060547,32.84000015258789,,
01-27,32.689998626708984,40.95000076293945,29.299999237060547,,25.479999542236328,25.6200008392334,16.25,25.850000381469727,,,12.25
01-28,31.649999618530273,40.95000076293945,,23.959999084472656,25.479999542236328,25.6200008392334,16.010000228881836,,,18.059999465942383,13.350000381469727
01-29,32.25,,,24.31999969482422,25.479999542236328,25.760000228881836,15.40999984741211,,31.989999771118164,18.059999465942383,13.350000381469727
01-30,,,27.559999465942383,24.40999984741211,25.860000610351562,26.020000457763672,,25.850000381469727,32.04999923706055,17.520000457763672,13.350000381469727
01-31,,40.75,28.84000015258789,24.34000015258789,25.860000610351562,,,25.850000381469727,31.549999237060547,17.520000457763672,12.300000190734863
02-01,32.25,40.75,28.84000015258789,24.34000015258789,,,15.390000343322754,25.850000381469727,31.549999237060547,17.520000457763672,
02-02,33.04999923706055,41.29999923706055,29.690000534057617,,,25.8799991607666,14.779999732971191,25.850000381469727,31.549999237060547,,
02-03,33.04999923706055,41.29999923706055,29.540000915527344,,25.75,26.549999237060547,15.0600004196167,25.270000457763672,,,11.899999618530273
02-04,30.899999618530273,41.650001525878906,,24.139999389648438,25.75,26.309999465942383,16.059999465942383,,,17.520000457763672,11.899999618530273
02-05,30.899999618530273,,,24.139999389648438,24.8799991607666,26.770000457763672,15.770000457763672,,30.399999618530273,17.520000457763672,11.899999618530273
02-06,,,29.399999618530273,23.709999084472656,24.8799991607666,26.25,,24.530000686645508,30.399999618530273,17.889999389648438,12.100000381469727
