,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
01-02,,,,0.12999999523162842,0.14000000059604645,0.07000000029802322,,,0.05000000074505806,0.019999999552965164,0.029999999329447746
01-03,,0.800000011920929,0.5699999928474426,0.12999999523162842,0.14000000059604645,,,0.05999999865889549,0.05000000074505806,0.019999999552965164,0.029999999329447746
01-04,,0.800000011920929,0.5699999928474426,0.12999999523162842,,,0.019999999552965164,0.05999999865889549,0.05000000074505806,0.019999999552965164,
01-05,,0.800000011920929,0.5699999928474426,,,0.07000000029802322,0.019999999552965164,0.05999999865889549,0.05000000074505806,,
01-06,,0.800000011920929,0.5699999928474426,,0.14000000059604645,0.07000000029802322,0.019999999552965164,0.05999999865889549,,,0.029999999329447746
01-07,,0.800000011920929,,0.12999999523162842,0.14000000059604645,0.07000000029802322,0.019999999552965164,,,0.019999999552965164,0.029999999329447746
01-08,,,,0.12999999523162842,0.14000000059604645,0.07000000029802322,0.019999999552965164,,0.05000000074505806,0.019999999552965164,0.029999999329447746
01-09,,,0.5699999928474426,0.12999999523162842,0.14000000059604645,0.07000000029802322,,0.05999999865889549,0.05000000074505806,0.019999999552965164,0.029999999329447746
01-10,,0.8399999737739563,0.5699999928474426,0.12999999523162842,0.14000000059604645,,,0.05999999865889549,0.05000000074505806,0.019999999552965164,0.029999999329447746
01-11,,0.8399999737739563,0.5699999928474426,0.12999999523162842,,,0.019999999552965164,0.05999999865889549,0.05000000074505806,0.029999999329447746,
01-12,,0.8399999737739563,0.5699999928474426,,,0.07000000029802322,0.019999999552965164,0.05999999865889549,0.05000000074505806,,
01-13,,0.8399999737739563,0.5699999928474426,,0.14000000059604645,0.07000000029802322,0.019999999552965164,0.05999999865889549,,,0.029999999329447746
01-14,,0.8399999737739563,,0.12999999523162842,0.14000000059604645,0.07000000029802322,0.019999999552965164,,,0.029999999329447746,0.029999999329447746
01-15,,,,0.12999999523162842,0.14000000059604645,0.07000000029802322,0.019999999552965164,,,0.029999999329447746,0.029999999329447746
01-16,,,,0.12999999523162842,0.14000000059604645,0.07000000029802322,,,0.05000000074505806,0.029999999329447746,0.029999999329447746
01-17,,,0.5699999928474426,0.12999999523162842,0.14000000059604645,,,0.05999999865889549,0.05000000074505806,0.029999999329447746,0.029999999329447746
01-18,,0.8399999737739563,0.5699999928474426,0.12999999523162842,,,,0.05999999865889549,0.05000000074505806,0.029999999329447746,
01-19,,0.7900000214576721,0.5699999928474426,,,,0.019999999552965164,0.05999999865889549,0.05000000074505806,,
01-20,,0.7900000214576721,0.5699999928474426,,,0.07000000029802322,0.019999999552965164,0.05999999865889549,,,
01-21,,0.7599999904632568,,,0.14000000059604645,0.07000000029802322,0.019999999552965164,,,,0.029999999329447746
01-22,,,,0.12999999523162842,0.14000000059604645,0.07000000029802322,0.019999999552965164,,0.05000000074505806,0.029999999329447746,0.029999999329447746
01-23,,,0.5699999928474426,0.12999999523162842,0.14000000059604645,0.07000000029802322,,0.05999999865889549,0.05000000074505806,0.029999999329447746,0.029999999329447746
01-24,,0.7599999904632568,0.5699999928474426,0.12999999523162842,0.14000000059604645,,,0.05999999865889549,0.05000000074505806,0.029999999329447746,0.029999999329447746
01-25,,0.8299999833106995,0.5699999928474426,0.12999999523162842,,,0.019999999552965164,0.05999999865889549,0.05000000074505806,0.029999999329447746,
01-26,,0.7400000095367432,0.5,,,0.07000000029802322,0.019999999552965164,0.05999999865889549,0.05000000074505806,,
01-27,,0.7400000095367432,0.5,,0.14000000059604645,0.07000000029802322,0.019999999552965164,0.05999999865889549,,,0.029999999329447746
01-28,,0.7400000095367432,,0.12999999523162842,0.14000000059604645,0.07000000029802322,0.019999999552965164,,,0.029999999329447746,0.029999999329447746
01-29,,,,0.12999999523162842,0.14000000059604645,0.07000000029802322,0.019999999552965164,,0.05000000074505806,0.029999999329447746,0.029999999329447746
01-30,,,0.5,0.12999999523162842,0.14000000059604645,0.07000000029802322,,0.05999999865889549,0.05000000074505806,0.029999999329447746,0.029999999329447746
01-31,,0.7400000095367432,0.5,0.12999999523162842,0.14000000059604645,,,0.05999999865889549,0.05000000074505806,0.029999999329447746,0.029999999329447746
02-01,,0.7400000095367432,0.4399999976158142,0.12999999523162842,,,0.019999999552965164,0.05999999865889549,0.05000000074505806,0.019999999552965164,
02-02,,0.7400000095367432,0.4399999976158142,,,0.07000000029802322,0.019999999552965164,0.05999999865889549,0.05000000074505806,,
02-03,,0.7599999904632568,0.4399999976158142,,0.14000000059604645,0.07000000029802322,0.019999999552965164,0.05999999865889549,,,0.029999999329447746
02-04,,0.7599999904632568,,0.12999999523162842,0.14000000059604645,0.07000000029802322,0.019999999552965164,,,0.019999999552965164,0.029999999329447746
02-05,,,,0.12999999523162842,0.14000000059604645,0.07000000029802322,0.019999999552965164,,0.05000000074505806,0.019999999552965164,0.029999999329447746
02-06,,,0.4399999976158142,0.12999999523162842,0.14000000059604645,0.07000000029802322,,0.05999999865889549,0.05000000074505806,0.019999999552965164,0.029999999329447746
02-07,,0.7599999904632568,0.4399999976158142,0.12999999523162842,0.14000000059604645,,,0.05999999865889549,0.05000000074505806,0.019999999552965164,0.029999999329447746
02-08,,0.7599999904632568,0.4399999976158142,0.12999999523162842,,,0.019999999552965164,0.05999999865889549,0.05000000074505806,0.019999999552965164,
02-09,,0.7599999904632568,0.4399999976158142,,,0.07000000029802322,0.019999999552965164,0.05999999865889549,0.05000000074505806,,
02-10,,0.7799999713897705,0.4399999976158142,,0.14000000059604645,0.07000000029802322,0.019999999552965164,0.07999999821186066,,,0.029999999329447746
02-11,,0.8299999833106995,,0.12999999523162842,0.14000000059604645,0.07000000029802322,0.019999999552965164,,,0.019999999552965164,0.029999999329447746
02-12,,,,0.12999999523162842,0.14000000059604645,0.07000000029802322,0.019999999552965164,,0.05000000074505806,0.019999999552965164,0.029999999329447746
02-13,,,0.4399999976158142,0.12999999523162842,0.14000000059604645,0.07000000029802322,,0.07999999821186066,0.05000000074505806,0.019999999552965164,0.029999999329447746
02-14,,0.8299999833106995,0.4399999976158142,0.12999999523162842,0.14000000059604645,,,0.07999999821186066,0.05000000074505806,0.019999999552965164,0.029999999329447746
02-15,,0.9100000262260437,0.4399999976158142,0.12999999523162842,,,,0.07999999821186066,0.05000000074505806,0.019999999552965164,
02-16,,0.9100000262260437,0.4399999976158142,,,,0.019999999552965164,0.07999999821186066,0.05000000074505806,,
02-17,,0.9399999976158142,0.4399999976158142,,,0.07000000029802322,0.019999999552965164,0.07999999821186066,,,
02-18,,0.949999988079071,,,0.14000000059604645,0.07000000029802322,0.019999999552965164,,,,0.029999999329447746
02-19,,,,0.12999999523162842,0.14000000059604645,0.07000000029802322,0.019999999552965164,,,0.019999999552965164,0.029999999329447746
02-20,,,,0.12999999523162842,0.14000000059604645,0.07000000029802322,,,0.05999999865889549,0.019999999552965164,0.029999999329447746
02-21,,,0.4399999976158142,0.12999999523162842,0.14000000059604645,,,0.07999999821186066,0.05999999865889549,0.019999999552965164,0.029999999329447746
02-22,,0.949999988079071,0.4399999976158142,0.12999999523162842,,,0.019999999552965164,0.07000000029802322,0.05999999865889549,0.019999999552965164,
02-23,,0.949999988079071,0.4399999976158142,,,0.07000000029802322,0.019999999552965164,0.07000000029802322,0.05999999865889549,,
02-24,,0.949999988079071,0.4399999976158142,,0.14000000059604645,0.07000000029802322,0.019999999552965164,0.07000000029802322,,,0.029999999329447746
02-25,,0.949999988079071,,0.12999999523162842,0.14000000059604645,0.07000000029802322,0.019999999552965164,,,0.019999999552965164,0.029999999329447746
02-26,,,,0.12999999523162842,0.14000000059604645,0.07000000029802322,0.019999999552965164,,0.05999999865889549,0.019999999552965164,0.029999999329447746
02-27,,,0.4399999976158142,0.12999999523162842,0.14000000059604645,0.07000000029802322,,0.07000000029802322,0.05999999865889549,0.019999999552965164,0.029999999329447746
02-28,,0.8999999761581421,0.4399999976158142,0.12999999523162842,0.14000000059604645,,,0.07000000029802322,0.05999999865889549,0.019999999552965164,0.029999999329447746
02-29,,,0.4399999976158142,,,,0.019999999552965164,,,,
03-01,,0.8799999952316284,0.4399999976158142,0.12999999523162842,,,0.019999999552965164,0.07000000029802322,0.05999999865889549,0.019999999552965164,
03-02,,0.8799999952316284,0.4399999976158142,,,0.07000000029802322,0.019999999552965164,0.07000000029802322,0.05999999865889549,,0.029999999329447746
03-03,,0.8799999952316284,,,0.14000000059604645,0.07000000029802322,0.019999999552965164,0.07000000029802322,,,0.029999999329447746
03-04,,0.8799999952316284,,0.12999999523162842,0.14000000059604645,0.07000000029802322,0.019999999552965164,,,0.019999999552965164,0.029999999329447746
03-05,,,0.4399999976158142,0.12999999523162842,0.14000000059604645,0.07000000029802322,,,0.05999999865889549,0.019999999552965164,0.029999999329447746
03-06,,,0.4399999976158142,0.12999999523162842,0.14000000059604645,0.07000000029802322,,0.07000000029802322,0.05999999865889549,0.019999999552965164,0.029999999329447746
03-07,,0.8799999952316284,0.4399999976158142,0.12999999523162842,0.14000000059604645,,0.019999999552965164,0.07000000029802322,0.05999999865889549,0.019999999552965164,
03-08,,0.8799999952316284,0.4399999976158142,0.12999999523162842,,,0.019999999552965164,0.07000000029802322,0.05999999865889549,0.019999999552965164,
03-09,,0.8799999952316284,0.4399999976158142,,,0.07000000029802322,0.019999999552965164,0.07000000029802322,0.05999999865889549,,0.029999999329447746
03-10,,0.8799999952316284,,,0.14000000059604645,0.07000000029802322,0.019999999552965164,0.07000000029802322,,,0.029999999329447746
03-11,,0.8799999952316284,,0.12999999523162842,0.14000000059604645,0.07000000029802322,0.019999999552965164,,,0.019999999552965164,0.029999999329447746
03-12,,,0.4399999976158142,0.12999999523162842,0.14000000059604645,0.07000000029802322,,,0.05999999865889549,0.019999999552965164,0.029999999329447746
03-13,,,0.4399999976158142,0.12999999523162842,0.14000000059604645,0.07000000029802322,,0.07000000029802322,0.05999999865889549,0.019999999552965164,0.029999999329447746
03-14,,0.8600000143051147,0.4399999976158142,0.12999999523162842,0.14000000059604645,,0.019999999552965164,0.07000000029802322,0.05999999865889549,0.019999999552965164,
03-15,,0.8600000143051147,0.4399999976158142,0.12999999523162842,,,0.019999999552965164,0.07000000029802322,0.05999999865889549,0.019999999552965164,
03-16,,0.8600000143051147,0.4399999976158142,,,0.07000000029802322,0.019999999552965164,0.07000000029802322,0.05999999865889549,,0.029999999329447746
03-17,,0.8600000143051147,,,0.14000000059604645,0.07000000029802322,0.019999999552965164,0.07000000029802322,,,0.029999999329447746
03-18,,0.8600000143051147,,0.12999999523162842,0.14000000059604645,0.07000000029802322,0.019999999552965164,,,0.019999999552965164,0.029999999329447746
