,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
01-02,,,,23.540000915527344,40.560001373291016,61.47999954223633,,,58.790000915527344,32.33000183105469,37.810001373291016
01-03,,20.09000015258789,13.6899995803833,24.06999969482422,40.81999969482422,,,43.29999923706055,59.400001525878906,32.290000915527344,37.599998474121094
01-04,,20.09000015258789,13.6899995803833,24.06999969482422,,,52.97999954223633,43.29999923706055,60.099998474121094,33.810001373291016,
01-05,,20.09000015258789,13.6899995803833,,,59.41999816894531,51.84000015258789,43.29999923706055,61.310001373291016,,
01-06,,22.530000686645508,13.6899995803833,,40.77000045776367,59.41999816894531,51.84000015258789,45.95000076293945,,,37.43000030517578
01-07,,22.530000686645508,,24.06999969482422,40.77000045776367,58.86000061035156,46.66999816894531,,,33.810001373291016,37.47999954223633
01-08,,,,24.06999969482422,41.970001220703125,58.86000061035156,45.52000045776367,,60.720001220703125,34.02000045776367,35.790000915527344
01-09,,,13.6899995803833,24.06999969482422,41.970001220703125,58.86000061035156,,43.29999923706055,60.29999923706055,36.20000076293945,36.560001373291016
01-10,,22.530000686645508,13.6899995803833,24.06999969482422,42.04999923706055,,,43.29999923706055,60.0,36.150001525878906,36.79999923706055
01-11,,22.530000686645508,13.6899995803833,24.06999969482422,,,45.52000045776367,44.0,59.119998931884766,36.869998931884766,
01-12,,22.530000686645508,13.6899995803833,,,58.86000061035156,43.470001220703125,44.0,59.279998779296875,,
01-13,,23.469999313354492,13.6899995803833,,41.689998626708984,58.86000061035156,43.470001220703125,44.099998474121094,,,36.279998779296875
01-14,,23.469999313354492,,24.06999969482422,40.41999816894531,58.86000061035156,41.459999084472656,,,36.84000015258789,36.33000183105469
01-15,,,,24.06999969482422,40.41999816894531,58.86000061035156,41.459999084472656,,,36.77000045776367,35.97999954223633
01-16,,,,24.06999969482422,40.41999816894531,58.86000061035156,,,59.150001525878906,36.77000045776367,36.369998931884766
01-17,,,13.6899995803833,24.06999969482422,41.02000045776367,,,43.0,59.150001525878906,36.90999984741211,37.0099983215332
01-18,,23.469999313354492,13.6899995803833,24.06999969482422,,,,43.0,59.0,36.970001220703125,
01-19,,23.469999313354492,13.6899995803833,,,,38.650001525878906,43.0,59.13999938964844,,
01-20,,23.469999313354492,13.6899995803833,,,58.86000061035156,38.650001525878906,43.0,,,
