,2012,2013,2014,2015,2016,2017,2018,2019
01-02,,4.079999923706055,1.25,1.399999976158142,,,0.006000000052154064,0.006000000052154064
01-03,,4.03000020980835,1.350000023841858,,,0.006000000052154064,0.006000000052154064,0.006000000052154064
01-04,,3.9100000858306885,,,0.05999999865889549,0.006000000052154064,0.006000000052154064,0.006000000052154064
01-05,,,,1.5800000429153442,0.05689999833703041,0.006000000052154064,0.006000000052154064,
01-06,,,1.350000023841858,1.7200000286102295,0.03240000084042549,0.006000000052154064,,
01-07,,3.9800000190734863,3.75,1.7400000095367432,0.02810000069439411,,,0.006000000052154064
01-08,,3.7200000286102295,5.0,1.7899999618530273,0.02500000037252903,,0.006000000052154064,0.006000000052154064
01-09,,3.9100000858306885,4.210000038146973,1.5299999713897705,,0.006000000052154064,0.006000000052154064,0.006000000052154064
01-10,,4.010000228881836,3.1700000762939453,,,0.006000000052154064,0.006000000052154064,0.006000000052154064
01-11,,4.420000076293945,,,0.03720000013709068,0.006000000052154064,0.006000000052154064,0.006000000052154064
01-12,,,,1.6100000143051147,0.024000000208616257,0.006000000052154064,0.006000000052154064,
01-13,,,3.869999885559082,1.5299999713897705,0.07000000029802322,0.006000000052154064,,
01-14,,5.690000057220459,3.799999952316284,1.4600000381469727,0.07999999821186066,,,0.006000000052154064
01-15,,5.949999809265137,4.099999904632568,1.4600000381469727,0.05209999904036522,,,
01-16,,5.579999923706055,3.9000000953674316,1.4800000190734863,,,0.006000000052154064,
01-17,,6.090000152587891,3.619999885559082,,,0.006000000052154064,0.006000000052154064,
01-18,,6.028500080108643,,,,0.006000000052154064,0.006000000052154064,
01-19,,,,,0.08399999886751175,0.006000000052154064,0.006000000052154064,
01-20,,,,1.409999966621399,0.08349999785423279,0.006000000052154064,,
01-21,,,3.75,1.3799999952316284,0.11509999632835388,,,
01-22,,6.210000038146973,4.199999809265137,1.3700000047683716,0.17990000545978546,,0.006000000052154064,
01-23,,6.449999809265137,4.0,1.3899999856948853,,0.006000000052154064,0.006000000052154064,
01-24,,6.650000095367432,3.930000066757202,,,0.006000000052154064,0.006000000052154064,
01-25,,6.449999809265137,,,0.1599999964237213,0.006000000052154064,0.006000000052154064,
01-26,,,,1.350000023841858,0.14000000059604645,0.006000000052154064,0.006000000052154064,
01-27,,,3.930000066757202,1.350000023841858,0.1274999976158142,0.006000000052154064,,
01-28,,5.949999809265137,3.759999990463257,1.3899999856948853,0.125,,,
01-29,,5.0,3.630000114440918,1.3600000143051147,0.17000000178813934,,0.006000000052154064,
01-30,,4.400000095367432,3.819999933242798,1.350000023841858,,0.006000000052154064,0.006000000052154064,
01-31,,4.550000190734863,3.9000000953674316,,,0.006000000052154064,0.006000000052154064,
02-01,,4.320000171661377,,,0.17000000178813934,0.006000000052154064,0.006000000052154064,
02-02,,,,1.3200000524520874,0.2199999988079071,0.006000000052154064,0.006000000052154064,
02-03,,,3.799999952316284,1.340000033378601,0.20000000298023224,0.006000000052154064,,
