,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
01-02,,,,3.759999990463257,6.300000190734862,6.199999809265138,,,3.5,3.0,2.5699999332427983
01-03,,2.700000047683716,3.0699999332427983,3.759999990463257,6.300000190734862,,,4.400000095367432,3.5299999713897705,3.0,2.5199999809265137
01-04,,2.859999895095825,3.0699999332427983,3.759999990463257,,,7.03000020980835,4.400000095367432,3.5299999713897705,3.0,
01-05,,2.859999895095825,3.0699999332427983,,,5.949999809265138,6.769999980926514,4.690000057220459,3.75,,
01-06,,2.859999895095825,3.0699999332427983,,6.300000190734862,5.820000171661378,6.769999980926514,4.690000057220459,,,2.5399999618530282
01-07,,2.859999895095825,,3.759999990463257,6.300000190734862,5.820000171661378,6.769999980926514,,,3.0,2.509999990463257
01-08,,,,3.759999990463257,6.300000190734862,5.820000171661378,6.699999809265138,,3.3499999046325684,3.0,2.5799999237060547
01-09,,,3.0699999332427983,3.759999990463257,6.300000190734862,5.820000171661378,,4.599999904632568,3.3499999046325684,3.0,2.5299999713897705
01-10,,2.859999895095825,3.0699999332427983,3.940000057220459,6.320000171661378,,,4.670000076293945,3.3499999046325684,3.0,2.509999990463257
01-11,,2.9500000476837163,3.0699999332427983,3.940000057220459,,,6.699999809265138,4.670000076293945,3.3499999046325684,3.0,
01-12,,2.9500000476837163,3.0699999332427983,,,5.820000171661378,6.989999771118164,4.670000076293945,3.3499999046325684,,
01-13,,2.9500000476837163,3.0699999332427983,,6.320000171661378,5.820000171661378,6.989999771118164,4.670000076293945,,,2.4600000381469727
01-14,,2.880000114440918,,3.940000057220459,6.320000171661378,5.820000171661378,6.989999771118164,,,3.0,2.4000000953674316
01-15,,,,3.75,6.260000228881836,5.820000171661378,6.550000190734862,,,3.0,2.369999885559082
01-16,,,,3.75,6.260000228881836,6.099999904632568,,,3.75,3.0,2.380000114440918
01-17,,,3.0699999332427983,3.75,6.199999809265138,,,4.670000076293945,3.75,3.0,2.390000104904175
01-18,,2.880000114440918,3.0699999332427983,3.75,,,,4.630000114440918,3.7200000286102295,3.0,
01-19,,2.880000114440918,3.0699999332427983,,,,6.53000020980835,4.630000114440918,3.549999952316284,,
01-20,,2.880000114440918,3.0699999332427983,,,6.179999828338622,6.53000020980835,4.630000114440918,,,
01-21,,2.880000114440918,,,6.199999809265138,6.179999828338622,6.550000190734862,,,,2.3199999332427983
01-22,,,,3.75,6.199999809265138,6.25,6.849999904632568,,3.549999952316284,3.0,2.299999952316284
01-23,,,3.0699999332427983,3.75,6.199999809265138,6.6500000953674325,,4.630000114440918,3.670000076293945,3.0899999141693115,2.25
01-24,,2.880000114440918,3.0699999332427983,3.8499999046325684,6.199999809265138,,,4.630000114440918,3.670000076293945,3.0899999141693115,2.2300000190734863
01-25,,2.75,3.2000000476837163,3.8499999046325684,,,6.679999828338622,4.630000114440918,3.670000076293945,3.0899999141693115,
01-26,,2.799999952316284,3.2000000476837163,,,6.6500000953674325,6.679999828338622,4.630000114440918,3.670000076293945,,
01-27,,2.799999952316284,3.2000000476837163,,6.099999904632568,6.6500000953674325,6.679999828338622,4.630000114440918,,,2.2300000190734863
01-28,,2.700000047683716,,3.8499999046325684,6.429999828338622,6.6500000953674325,6.679999828338622,,,3.0899999141693115,2.25
01-29,,,,3.8499999046325684,6.429999828338622,6.420000076293945,7.059999942779541,,3.670000076293945,3.049999952316284,2.2699999809265137
01-30,,,3.2000000476837163,3.8499999046325684,5.989999771118164,6.420000076293945,,3.740000009536743,3.670000076293945,3.0399999618530287,2.1300001144409184
01-31,,2.75,3.2000000476837163,3.8499999046325684,6.199999809265138,,,3.809999942779541,3.670000076293945,3.0399999618530287,2.0999999046325684
02-01,,2.75,3.2000000476837163,3.8499999046325684,,,7.059999942779541,3.809999942779541,3.670000076293945,3.0399999618530287,
02-02,,2.75,3.2000000476837163,,,6.420000076293945,7.070000171661378,3.799999952316284,3.670000076293945,,
02-03,,2.75,3.2000000476837163,,6.170000076293945,6.349999904632568,7.070000171661378,3.7799999713897705,,,2.1199998855590816
02-04,,2.9000000953674316,,3.8499999046325684,6.170000076293945,6.4000000953674325,7.070000171661378,,,3.0399999618530287,2.1300001144409184
02-05,,,,3.8499999046325684,6.170000076293945,6.4000000953674325,6.800000190734862,,3.670000076293945,3.0399999618530287,2.0699999332427983
02-06,,,3.2000000476837163,4.2100000381469735,6.170000076293945,6.4000000953674325,,3.799999952316284,3.700000047683716,3.0399999618530287,2.0299999713897705
02-07,,2.9000000953674316,3.369999885559082,4.2100000381469735,6.170000076293945,,,3.799999952316284,3.2699999809265137,2.9000000953674316,1.9800000190734863
02-08,,2.9000000953674316,3.369999885559082,4.2100000381469735,,,6.4000000953674325,3.890000104904175,3.2000000476837163,3.0999999046325684,
02-09,,2.9000000953674316,3.369999885559082,,,6.4000000953674325,6.4000000953674325,3.890000104904175,3.2000000476837163,,
