,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
01-02,,,,18.40999984741211,17.209999084472656,16.030000686645508,,,16.65999984741211,13.25,15.649999618530273
01-03,,18.049999237060547,15.5,18.420000076293945,17.110000610351562,,,16.31999969482422,16.6200008392334,13.279999732971191,15.75
01-04,,18.479999542236328,15.539999961853027,18.690000534057617,,,13.949999809265137,16.5,16.59000015258789,13.569999694824219,
01-05,,18.639999389648438,15.619999885559082,,,15.970000267028809,14.010000228881836,16.510000228881836,16.6299991607666,,
01-06,,18.799999237060547,15.699999809265137,,17.15999984741211,15.949999809265137,14.0,16.420000076293945,,,15.699999809265137
01-07,,18.790000915527344,,18.559999465942383,17.31999969482422,15.979999542236328,13.979999542236328,,,13.829999923706055,15.760000228881836
01-08,,,,18.670000076293945,17.399999618530273,16.18000030517578,13.899999618530273,,16.68000030517578,13.930000305175781,15.770000457763672
01-09,,,15.869999885559082,18.770000457763672,17.420000076293945,16.18000030517578,,16.459999084472656,16.719999313354492,13.920000076293945,15.739999771118164
01-10,,18.799999237060547,15.949999809265137,18.700000762939453,17.450000762939453,,,16.510000228881836,16.600000381469727,13.979999542236328,15.739999771118164
01-11,,18.760000228881836,16.1299991607666,18.690000534057617,,,13.890000343322754,16.520000457763672,16.639999389648438,13.920000076293945,
01-12,,18.700000762939453,16.09000015258789,,,16.059999465942383,13.869999885559082,16.5,16.649999618530273,,
01-13,,18.700000762939453,16.059999465942383,,17.489999771118164,16.079999923706055,13.539999961853027,16.459999084472656,,,15.770000457763672
01-14,,18.860000610351562,,18.719999313354492,17.469999313354492,16.040000915527344,13.489999771118164,,,13.779999732971191,15.829999923706055
01-15,,,,18.770000457763672,17.489999771118164,16.010000228881836,13.279999732971191,,,13.899999618530273,15.920000076293945
01-16,,,,18.93000030517578,17.709999084472656,16.09000015258789,,,16.610000610351562,13.970000267028809,15.9399995803833
01-17,,,16.170000076293945,18.979999542236328,17.639999389648438,,,16.469999313354492,16.65999984741211,14.010000228881836,15.90999984741211
01-18,,18.899999618530273,16.239999771118164,18.90999984741211,,,,16.350000381469727,16.520000457763672,13.979999542236328,
01-19,,19.15999984741211,16.3700008392334,,,,13.1899995803833,16.3700008392334,16.56999969482422,,
01-20,,18.899999618530273,16.43000030517578,,,16.0,13.010000228881836,16.40999984741211,,,
01-21,,19.020000457763672,,,17.670000076293945,16.030000686645508,13.0600004196167,,,,15.9399995803833
01-22,,,,18.950000762939453,17.700000762939453,16.1299991607666,13.279999732971191,,16.649999618530273,13.920000076293945,15.970000267028809
01-23,,,16.389999389648438,18.959999084472656,17.649999618530273,16.219999313354492,,16.489999771118164,16.739999771118164,13.979999542236328,15.920000076293945
01-24,,18.940000534057617,16.459999084472656,18.959999084472656,17.790000915527344,,,16.56999969482422,16.75,14.0600004196167,15.850000381469727
01-25,,18.8700008392334,16.68000030517578,19.030000686645508,,,13.220000267028809,16.68000030517578,16.780000686645508,14.100000381469727,
01-26,,18.940000534057617,16.84000015258789,,,16.18000030517578,13.390000343322754,16.68000030517578,16.809999465942383,,
01-27,,19.0,16.850000381469727,,17.649999618530273,16.190000534057617,13.449999809265137,16.600000381469727,,,15.600000381469727
01-28,,18.959999084472656,,18.899999618530273,17.559999465942383,16.100000381469727,13.649999618530273,,,14.09000015258789,15.789999961853027
01-29,,,,18.969999313354492,17.5,16.18000030517578,13.729999542236328,,16.760000228881836,14.100000381469727,15.789999961853027
01-30,,,16.93000030517578,18.889999389648438,17.530000686645508,16.139999389648438,,16.700000762939453,16.65999984741211,14.1899995803833,15.770000457763672
01-31,,18.90999984741211,17.190000534057617,18.829999923706055,17.510000228881836,,,16.670000076293945,16.780000686645508,14.329999923706055,15.649999618530273
02-01,,19.0,17.110000610351562,18.700000762939453,,,13.649999618530273,16.549999237060547,16.65999984741211,14.239999771118164,
02-02,,19.030000686645508,17.020000457763672,,,15.960000038146973,13.539999961853027,16.549999237060547,16.559999465942383,,
02-03,,19.059999465942383,17.059999465942383,,17.34000015258789,16.030000686645508,13.550000190734863,16.639999389648438,,,15.579999923706055
02-04,,19.110000610351562,,18.600000381469727,17.450000762939453,15.970000267028809,13.470000267028809,,,14.289999961853027,15.630000114440918
02-05,,,,18.700000762939453,17.440000534057617,16.170000076293945,13.449999809265137,,16.139999389648438,14.3100004196167,15.699999809265137
02-06,,,17.229999542236328,18.68000030517578,17.459999084472656,16.139999389648438,,16.739999771118164,16.239999771118164,14.350000381469727,15.6899995803833
02-07,,19.170000076293945,17.170000076293945,18.670000076293945,17.579999923706055,,,16.719999313354492,16.219999313354492,14.319999694824219,15.699999809265137
02-08,,19.09000015258789,17.219999313354492,18.81999969482422,,,13.25,16.709999084472656,16.09000015258789,14.25,
02-09,,19.440000534057617,17.239999771118164,,,16.25,13.239999771118164,16.540000915527344,15.979999542236328,,
02-10,,19.450000762939453,17.239999771118164,,17.6200008392334,16.260000228881836,13.199999809265137,16.540000915527344,,,15.75
02-11,,19.389999389648438,,18.790000915527344,17.639999389648438,16.290000915527344,13.079999923706055,,,14.270000457763672,15.75
02-12,,,,18.90999984741211,17.6299991607666,16.299999237060547,13.279999732971191,,16.0,14.399999618530273,15.8100004196167
02-13,,,17.31999969482422,18.850000381469727,17.729999542236328,16.3700008392334,,16.6299991607666,15.989999771118164,14.449999809265137,15.819999694824219
02-14,,19.290000915527344,17.3700008392334,18.850000381469727,17.799999237060547,,,16.729999542236328,16.010000228881836,14.430000305175781,15.8100004196167
02-15,,19.229999542236328,17.31999969482422,18.770000457763672,,,,16.829999923706055,16.100000381469727,14.479999542236328,
02-16,,19.299999237060547,17.479999542236328,,,,13.319999694824219,16.8700008392334,16.219999313354492,,
02-17,,19.520000457763672,17.549999237060547,,,16.350000381469727,13.470000267028809,16.850000381469727,,,
02-18,,19.450000762939453,,,17.770000457763672,16.389999389648438,13.520000457763672,,,,15.880000114440918
02-19,,,,18.889999389648438,17.75,16.360000610351562,13.65999984741211,,,14.470000267028809,15.970000267028809
02-20,,,,18.850000381469727,17.850000381469727,16.350000381469727,,,16.200000762939453,14.5,15.960000038146973
02-21,,,17.610000610351562,18.75,17.770000457763672,,,16.780000686645508,15.859999656677246,14.5,15.890000343322754
02-22,,18.90999984741211,17.6200008392334,18.8700008392334,,,13.770000457763672,16.84000015258789,15.90999984741211,14.59000015258789,
02-23,,18.979999542236328,17.520000457763672,,,16.459999084472656,13.65999984741211,16.84000015258789,15.899999618530273,,
02-24,,18.950000762939453,17.780000686645508,,17.729999542236328,16.459999084472656,13.729999542236328,16.899999618530273,,,15.65999984741211
02-25,,18.889999389648438,,18.799999237060547,17.850000381469727,16.520000457763672,13.760000228881836,,,14.59000015258789,15.329999923706055
02-26,,,,18.850000381469727,17.81999969482422,16.530000686645508,13.729999542236328,,15.9399995803833,14.619999885559082,15.430000305175781
02-27,,,17.889999389648438,18.920000076293945,17.90999984741211,16.600000381469727,,16.940000534057617,15.960000038146973,14.619999885559082,15.140000343322754
02-28,,19.06999969482422,17.969999313354492,18.950000762939453,17.8799991607666,,,17.049999237060547,15.850000381469727,14.579999923706055,14.350000381469727
02-29,,,17.989999771118164,,,,14.010000228881836,,,,
03-01,,18.889999389648438,18.049999237060547,18.93000030517578,,,14.220000267028809,16.969999313354492,15.720000267028809,14.529999732971191,
03-02,,18.959999084472656,17.81999969482422,,,16.420000076293945,14.25,16.899999618530273,15.6899995803833,,14.760000228881836
03-03,,19.040000915527344,,,18.020000457763672,16.389999389648438,14.260000228881836,16.950000762939453,,,14.859999656677246
03-04,,18.959999084472656,,19.06999969482422,18.020000457763672,16.399999618530273,14.319999694824219,,,14.520000457763672,15.380000114440918
03-05,,,18.020000457763672,18.8700008392334,17.780000686645508,16.360000610351562,,,15.640000343322754,14.520000457763672,15.029999732971191
03-06,,,17.770000457763672,18.850000381469727,17.780000686645508,16.280000686645508,,17.040000915527344,15.640000343322754,14.460000038146973,14.84000015258789
03-07,,18.829999923706055,17.860000610351562,18.84000015258789,17.6299991607666,,14.350000381469727,16.940000534057617,15.5600004196167,14.380000114440918,
03-08,,18.84000015258789,17.940000534057617,18.8700008392334,,,14.350000381469727,16.729999542236328,15.550000190734863,14.40999984741211,
03-09,,18.799999237060547,18.010000228881836,,,16.260000228881836,14.380000114440918,16.469999313354492,15.5600004196167,,13.75
03-10,,18.729999542236328,,,17.75,16.209999084472656,14.399999618530273,16.530000686645508,,,13.729999542236328
03-11,,18.700000762939453,,19.020000457763672,17.639999389648438,16.219999313354492,14.59000015258789,,,14.449999809265137,13.300000190734863
03-12,,,17.809999465942383,19.06999969482422,17.65999984741211,16.229999542236328,,,15.529999732971191,14.449999809265137,12.170000076293945
03-13,,,17.8799991607666,19.100000381469727,17.540000915527344,16.260000228881836,,16.540000915527344,15.5,14.479999542236328,12.8100004196167
03-14,,18.610000610351562,17.959999084472656,19.059999465942383,17.520000457763672,,14.600000381469727,16.469999313354492,15.489999771118164,14.460000038146973,
03-15,,18.520000457763672,18.049999237060547,18.84000015258789,,,14.760000228881836,16.639999389648438,15.489999771118164,14.4399995803833,
03-16,,18.559999465942383,18.09000015258789,,,16.309999465942383,14.760000228881836,16.459999084472656,15.460000038146973,,11.649999618530273
03-17,,18.729999542236328,,,17.520000457763672,16.25,14.800000190734863,16.600000381469727,,,11.880000114440918
03-18,,18.65999984741211,,19.040000915527344,17.6200008392334,16.350000381469727,14.800000190734863,,,14.489999771118164,10.119999885559082
03-19,,,18.219999313354492,18.899999618530273,17.530000686645508,16.25,,,15.3100004196167,14.5,10.479999542236328
03-20,,,18.229999542236328,18.81999969482422,17.510000228881836,16.389999389648438,,16.649999618530273,15.170000076293945,14.550000190734863,10.550000190734863
03-21,,18.790000915527344,18.079999923706055,18.950000762939453,17.510000228881836,,14.770000457763672,16.440000534057617,15.140000343322754,14.520000457763672,
03-22,,18.75,17.940000534057617,18.979999542236328,,,14.760000228881836,16.610000610351562,15.020000457763672,14.520000457763672,
03-23,,18.860000610351562,17.940000534057617,,,16.399999618530273,14.739999771118164,16.530000686645508,14.979999542236328,,9.680000305175781
03-24,,18.799999237060547,,,17.459999084472656,16.40999984741211,14.600000381469727,16.469999313354492,,,10.420000076293945
03-25,,18.889999389648438,,18.959999084472656,17.559999465942383,16.34000015258789,,,,14.489999771118164,11.300000190734863
03-26,,,18.06999969482422,19.059999465942383,17.59000015258789,16.360000610351562,,,15.029999732971191,14.529999732971191,12.1899995803833
03-27,,,18.139999389648438,19.049999237060547,17.559999465942383,16.350000381469727,,16.5,14.979999542236328,14.489999771118164,11.869999885559082
03-28,,18.719999313354492,18.209999084472656,18.979999542236328,17.610000610351562,,14.460000038146973,16.540000915527344,15.0,14.5600004196167,
03-29,,18.65999984741211,18.190000534057617,,,,14.479999542236328,16.579999923706055,15.050000190734863,14.609999656677246,
03-30,,18.700000762939453,18.1299991607666,,,16.399999618530273,14.550000190734863,16.600000381469727,,,12.0
03-31,,18.959999084472656,,,17.729999542236328,16.3799991607666,14.619999885559082,16.65999984741211,,,12.170000076293945
04-01,,18.920000076293945,,18.90999984741211,17.610000610351562,16.31999969482422,14.510000228881836,,,14.5600004196167,11.729999542236328
04-02,,,18.149999618530273,18.850000381469727,17.530000686645508,16.34000015258789,,,14.960000038146973,14.609999656677246,11.899999618530273
04-03,,,18.110000610351562,18.799999237060547,17.540000915527344,,,16.600000381469727,14.989999771118164,14.569999694824219,11.479999542236328
