,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
01-02,,,,8500.0,7400.0,7500.0,,,14200.0,12000.0,17100.0
01-03,,24800.0,7300.0,8100.0,7500.0,,,10450.0,14200.0,12000.0,17100.0
01-04,,24900.0,7200.0,8100.0,,,8200.0,10200.0,13900.0,12000.0,
01-05,,24000.0,6900.0,,,7500.0,7900.0,10200.0,14750.0,,
01-06,,23800.0,6900.0,,7700.0,7600.0,8000.0,10200.0,,,16500.0
01-07,,23500.0,,7900.0,7500.0,7400.0,8000.0,,,12000.0,16500.0
01-08,,,,7900.0,7600.0,7500.0,7900.0,,14500.0,12400.0,16500.0
01-09,,,6900.0,7800.0,7500.0,7600.0,,10200.0,14050.0,12400.0,16500.0
01-10,,23500.0,6800.0,8000.0,7400.0,,,10100.0,14300.0,12400.0,16500.0
01-11,,21500.0,6600.0,8000.0,,,8000.0,10100.0,14500.0,12200.0,
01-12,,22200.0,6400.0,,,7300.0,8000.0,9900.0,14500.0,,
01-13,,22400.0,6200.0,,7200.0,7300.0,8000.0,9900.0,,,16450.0
01-14,,23200.0,,8000.0,7300.0,7300.0,7900.0,,,11800.0,16800.0
01-15,,,,8300.0,7400.0,7300.0,7800.0,,,11800.0,16800.0
01-16,,,,8800.0,7200.0,7200.0,,,14500.0,11800.0,17000.0
01-17,,,6500.0,8400.0,7000.0,,,10000.0,14300.0,11800.0,16600.0
01-18,,22800.0,6500.0,8300.0,,,,10000.0,14500.0,11800.0,
01-19,,22700.0,6800.0,,,,7800.0,10200.0,14500.0,,
01-20,,22300.0,6800.0,,,7200.0,7700.0,10200.0,,,
01-21,,22600.0,,,6900.0,7100.0,7700.0,,,,16500.0
01-22,,,,7700.0,6800.0,7200.0,7700.0,,14500.0,11000.0,16200.0
01-23,,,6800.0,7500.0,7000.0,7200.0,,10200.0,14500.0,11750.0,16200.0
01-24,,22800.0,6800.0,7700.0,7000.0,,,10500.0,14500.0,12050.0,16200.0
01-25,,22700.0,6800.0,8100.0,,,8000.0,10500.0,14500.0,11700.0,
01-26,,22900.0,6800.0,,,7100.0,7900.0,10500.0,14200.0,,
01-27,,23500.0,6800.0,,7200.0,7200.0,7900.0,10500.0,,,16200.0
01-28,,23600.0,,8100.0,7200.0,7100.0,8000.0,,,11700.0,16200.0
01-29,,,,8200.0,7200.0,7100.0,7900.0,,14600.0,11700.0,16200.0
01-30,,,6800.0,8500.0,7200.0,6900.0,,10500.0,14400.0,11600.0,16200.0
01-31,,23600.0,6800.0,8200.0,7200.0,,,10500.0,14400.0,11500.0,15800.0
02-01,,23600.0,6800.0,8200.0,,,7900.0,10500.0,14200.0,11500.0,
