,2012,2013,2014,2015,2016,2017,2018,2019,2020
01-02,,4.792921543121338,6.54644775390625,10.877401351928711,,,15.434298515319824,14.595921516418457,24.24563217163086
01-03,,4.792921543121338,6.54644775390625,,,11.488170623779297,15.434298515319824,15.667389869689941,24.24563217163086
01-04,,4.792921543121338,,,13.498494148254395,11.488170623779297,15.434298515319824,15.667389869689941,
01-05,,,,10.877401351928711,13.498494148254395,11.488170623779297,15.434298515319824,,
01-06,,,6.54644775390625,10.877401351928711,13.498494148254395,11.488170623779297,,,24.24563217163086
01-07,,4.792921543121338,6.54644775390625,10.877401351928711,13.498494148254395,,,15.667389869689941,24.24563217163086
01-08,,4.792921543121338,6.54644775390625,10.877401351928711,13.498494148254395,,15.434298515319824,15.667389869689941,24.24563217163086
01-09,,4.792921543121338,6.54644775390625,10.877401351928711,,11.488170623779297,15.434298515319824,15.667389869689941,24.24563217163086
01-10,,4.792921543121338,6.54644775390625,,,11.488170623779297,15.434298515319824,15.667389869689941,24.24563217163086
01-11,,4.792921543121338,,,13.498494148254395,11.488170623779297,15.434298515319824,15.667389869689941,
01-12,,,,10.877401351928711,13.498494148254395,11.488170623779297,15.434298515319824,,
01-13,,,6.54644775390625,10.877401351928711,13.498494148254395,11.488170623779297,,,24.24563217163086
01-14,,4.792921543121338,6.54644775390625,10.877401351928711,13.498494148254395,,,15.667389869689941,24.24563217163086
01-15,,4.792921543121338,6.54644775390625,10.877401351928711,13.498494148254395,,,15.667389869689941,24.24563217163086
01-16,,4.792921543121338,6.54644775390625,10.877401351928711,,,16.353681564331055,15.667389869689941,24.24563217163086
01-17,,4.792921543121338,6.54644775390625,,,11.488170623779297,16.353681564331055,15.667389869689941,24.24563217163086
01-18,,4.792921543121338,,,,11.488170623779297,16.353681564331055,15.667389869689941,
01-19,,,,,13.498494148254395,11.488170623779297,16.353681564331055,,
01-20,,,,10.877401351928711,13.498494148254395,11.488170623779297,,,
01-21,,,6.54644775390625,10.877401351928711,13.498494148254395,,,,24.24563217163086
01-22,,4.792921543121338,6.54644775390625,10.877401351928711,13.498494148254395,,16.353681564331055,15.667389869689941,24.24563217163086
01-23,,4.792921543121338,6.54644775390625,10.877401351928711,,11.488170623779297,16.353681564331055,15.667389869689941,24.24563217163086
01-24,,4.792921543121338,6.54644775390625,,,11.488170623779297,16.353681564331055,15.667389869689941,24.24563217163086
01-25,,4.792921543121338,,,13.498494148254395,11.488170623779297,16.353681564331055,15.667389869689941,
01-26,,,,10.877401351928711,13.498494148254395,11.488170623779297,17.56123161315918,,
01-27,,,6.54644775390625,10.877401351928711,13.498494148254395,11.488170623779297,,,24.24563217163086
01-28,,4.792921543121338,6.54644775390625,10.877401351928711,13.498494148254395,,,16.431833267211914,24.24563217163086
01-29,,4.792921543121338,6.54644775390625,10.877401351928711,13.498494148254395,,17.224775314331055,16.040964126586914,24.24563217163086
01-30,,4.792921543121338,6.54644775390625,10.877401351928711,,11.488170623779297,17.32686424255371,16.040964126586914,24.24563217163086
01-31,,4.792921543121338,6.54644775390625,,,11.488170623779297,17.27257537841797,16.040964126586914,24.24563217163086
02-01,,4.792921543121338,,,13.498494148254395,11.488170623779297,17.265316009521484,16.040964126586914,
02-02,,,,10.877401351928711,13.498494148254395,11.488170623779297,17.101980209350586,,
02-03,,,6.54644775390625,10.877401351928711,13.498494148254395,11.488170623779297,,,24.24563217163086
02-04,,4.792921543121338,6.54644775390625,10.877401351928711,13.498494148254395,,,14.901874542236328,24.24563217163086
02-05,,4.792921543121338,6.54644775390625,10.877401351928711,13.498494148254395,,16.433124542236328,15.566350936889648,24.24563217163086
02-06,,4.792921543121338,6.54644775390625,10.877401351928711,,11.488170623779297,17.134681701660156,15.566350936889648,24.24563217163086
02-07,,4.792921543121338,6.54644775390625,,,11.488170623779297,17.134681701660156,15.566350936889648,24.24563217163086
02-08,,4.792921543121338,,,13.498494148254395,11.488170623779297,17.134681701660156,15.566350936889648,
02-09,,,,10.877401351928711,13.498494148254395,11.488170623779297,17.134681701660156,,
02-10,,,6.54644775390625,10.877401351928711,13.498494148254395,11.488170623779297,,,24.24563217163086
02-11,,4.792921543121338,6.54644775390625,10.877401351928711,13.498494148254395,,,15.566350936889648,24.24563217163086
02-12,,4.792921543121338,6.54644775390625,10.877401351928711,13.498494148254395,,17.134681701660156,16.22936248779297,24.24563217163086
