,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
01-02,0.639884889125824,0.539936363697052,0.7484512329101562,,,,3.1809711456298833,3.3058207035064697,4.501246929168701,,,8.622444152832031,17.52749252319336,15.231165885925293,20.91041755676269,,,,17.555713653564453,18.21384048461914,,,,31.461671829223636,43.69113159179688,60.84199523925781,,,86.67156982421875,88.90335083007812,118.36326599121094
01-03,0.6371503472328186,0.539936363697052,0.7512860298156738,,2.685635566711426,3.2015962600708012,3.2279224395751958,3.3176283836364746,,,10.711989402770996,10.212055206298828,17.094812393188473,14.290583610534668,,22.544626235961914,26.176013946533203,25.1418514251709,17.223278045654293,,,20.967241287231445,21.727712631225586,31.16610908508301,43.25811767578125,,,65.80398559570311,87.04995727539062,87.8434829711914,117.51822662353516
01-04,0.639884889125824,0.539936363697052,,1.145801067352295,2.6798205375671387,3.1431713104248047,3.2513976097106934,,,9.742517471313477,10.1355619430542,10.332479476928713,17.384559631347653,,,22.07396697998047,25.85208511352539,25.251708984375,16.685043334960938,,18.95743179321289,20.46722984313965,22.53653907775879,30.93138694763184,,,68.65306091308594,66.60160827636719,87.73107147216797,90.44497680664062,
01-05,0.6426194906234741,,,1.145801067352295,2.604250431060791,3.1431713104248047,2.9579508304595947,,4.4715538024902335,9.754494667053224,10.12354850769043,9.983247756958008,,,20.8599910736084,21.88726806640625,25.551572799682614,24.94568252563477,,18.47127723693848,18.76097297668457,20.567235946655273,22.451400756835934,,,59.3861083984375,68.79898834228516,65.91529846191406,89.62305450439453,,
01-06,,,0.7711315751075745,1.1170116662979126,2.5228688716888428,3.1198043823242188,,3.105110883712769,4.453741073608398,10.018134117126463,10.099535942077637,,,14.128013610839846,21.453554153442386,21.957284927368164,25.251056671142575,,,18.47127723693848,18.81008529663086,20.108890533447266,22.425861358642575,,42.648345947265625,59.52091979980469,67.43104553222656,65.80398559570311,,,118.25516510009766
01-07,,0.539936363697052,0.7881419062614441,1.145801067352295,2.5635597705841064,,,3.105110883712769,4.358726501464844,10.31771755218506,10.327703475952148,,17.172082901000973,14.30219268798828,21.453554153442386,22.03896713256836,,,16.708795547485348,17.803543090820312,19.350326538085934,19.99221420288086,,30.21851348876953,42.754390716552734,61.29133987426758,65.72565460205078,,,92.16001892089844,117.5477066040039
01-08,0.6508232355117798,0.5371536016464233,0.7626264691352844,1.1400425434112549,,,2.770144462585449,3.0696926116943364,4.305280685424806,10.485487937927246,,9.513587951660156,17.08322525024414,14.387354850769045,20.894908905029297,,,24.875057220458984,16.241804122924805,17.658735275268555,19.309402465820312,,,30.235898971557614,42.90462112426758,62.58548355102539,64.64039611816406,,88.648681640625,94.06778717041016,119.41463470458984
01-09,0.6480887532234192,0.5315871834754944,0.7711315751075745,,,3.1665418148040767,2.82883358001709,3.152337551116944,4.192453861236571,,,9.34499454498291,16.669857025146484,14.87118911743164,20.561260223388672,,25.39936065673828,25.00846099853516,16.352617263793945,17.04731559753418,,,22.22152328491211,30.32283973693848,43.08136367797852,61.40817260742188,,65.91529846191406,89.44332122802734,93.48966217041016,119.92559051513672
01-10,0.6427034735679626,0.5288040637969971,0.7881419062614441,,2.747751951217652,3.27605938911438,2.86404800415039,3.4120800495147705,,,10.639939308166504,9.706269264221193,16.681453704833984,14.882800102233887,,22.497947692871094,25.73500061035156,25.479278564453125,16.44759750366211,,,20.25889205932617,22.502487182617188,30.90530014038086,43.90322494506836,,,66.04514312744139,89.0838394165039,92.47798919677734,118.89385986328124
01-11,0.6179839372634888,0.5315871834754944,,1.1437397003173828,2.8234310150146484,3.4515612125396733,2.8757853507995605,,,10.209867477416992,10.303682327270508,9.621970176696776,16.237174987792972,,,22.39682006835937,26.09015274047852,25.93439865112305,16.075580596923828,,19.145692825317386,20.325565338134766,22.587629318237305,31.14872932434082,,,66.28195190429689,66.09150695800781,90.56903839111328,93.74982452392578,
