,2013,2014,2015,2016,2017,2018,2019,2020
01-02,,0.9100000262260437,0.6600000262260437,,,0.6912999749183655,0.3041999936103821,0.43160000443458557
01-03,,0.9100000262260437,,,0.9399999976158142,0.6912999749183655,0.3228999972343445,0.4399999976158142
01-04,,,,0.5080000162124634,0.9399999976158142,0.6912999749183655,0.3228999972343445,
01-05,,,0.6600000262260437,0.5080000162124634,0.9399999976158142,0.6912999749183655,,
01-06,,0.9100000262260437,0.6600000262260437,0.5080000162124634,0.9399999976158142,,,0.4474000036716461
01-07,,0.9100000262260437,0.6600000262260437,0.5080000162124634,,,0.3499999940395355,0.4399999976158142
01-08,,0.9100000262260437,0.6600000262260437,0.5080000162124634,,0.6912999749183655,0.32499998807907104,0.4296000003814697
01-09,,0.9100000262260437,0.6600000262260437,,1.0,0.6912999749183655,0.32499998807907104,0.4296000003814697
01-10,,0.9100000262260437,,,1.0,0.6912999749183655,0.32499998807907104,0.4296000003814697
01-11,,,,0.5080000162124634,1.0,0.6912999749183655,0.32499998807907104,
01-12,,,0.6600000262260437,0.5080000162124634,1.0,0.6912999749183655,,
01-13,,0.9100000262260437,0.6600000262260437,0.5080000162124634,1.0,,,0.4296000003814697
01-14,,0.9100000262260437,0.6600000262260437,0.5080000162124634,,,0.32499998807907104,0.4296000003814697
01-15,,0.9100000262260437,0.6600000262260437,0.5080000162124634,,,0.32499998807907104,0.4296000003814697
01-16,,0.9100000262260437,0.6399999856948853,,,0.6912999749183655,0.3063200116157532,0.4296000003814697
01-17,,0.9100000262260437,,,1.0,0.6912999749183655,0.3063200116157532,0.4074000120162964
01-18,,,,,1.0,0.6912999749183655,0.3068999946117401,
01-19,,,,0.43799999356269836,1.0,0.6912999749183655,,
01-20,,,0.6399999856948853,0.43799999356269836,1.0,,,
01-21,,0.9100000262260437,0.6399999856948853,0.36000001430511475,,,,0.4487999975681305
01-22,,0.9100000262260437,0.6399999856948853,0.36000001430511475,,0.6912999749183655,0.26910001039505005,0.45660001039505005
01-23,,0.9100000262260437,0.6399999856948853,,1.0,0.6912999749183655,0.26910001039505005,0.45910000801086426
01-24,,0.9100000262260437,,,1.0,0.8148000240325928,0.26910001039505005,0.4364500045776367
01-25,,,,0.36000001430511475,1.0,0.8148000240325928,0.38016998767852783,
01-26,,,0.6399999856948853,0.36000001430511475,1.0,0.7906000018119812,,
01-27,,0.9100000262260437,0.6399999856948853,0.36000001430511475,1.0,,,0.4212000072002411
01-28,,0.9100000262260437,0.6399999856948853,0.36000001430511475,,,0.38016998767852783,0.4320000112056732
01-29,,0.9100000262260437,0.6399999856948853,0.36000001430511475,,0.7906000018119812,0.40209999680519104,0.4544000029563904
01-30,,0.9100000262260437,0.6399999856948853,,1.0,0.7760000228881836,0.40209999680519104,0.4180000126361847
01-31,,0.9100000262260437,,,1.0,0.7760000228881836,0.40209999680519104,0.49900001287460327
02-01,,,,0.36000001430511475,1.0,0.7760000228881836,0.40209999680519104,
02-02,,,0.6399999856948853,0.36000001430511475,1.0,0.7760000228881836,,
02-03,,0.9100000262260437,0.6399999856948853,0.36000001430511475,1.0,,,0.49900001287460327
02-04,,0.9100000262260437,0.6399999856948853,0.36000001430511475,,,0.36381998658180237,0.5159000158309937
02-05,,0.9100000262260437,0.6399999856948853,0.36000001430511475,,0.7760000228881836,0.36381998658180237,0.5159000158309937
02-06,,0.9100000262260437,0.6399999856948853,,1.0,0.7760000228881836,0.36381998658180237,0.4927999973297119
02-07,,0.9100000262260437,,,1.0,0.7760000228881836,0.39989998936653137,0.5263000130653381
02-08,,,,0.36000001430511475,1.0,0.7760000228881836,0.39989998936653137,
02-09,,,0.6399999856948853,0.36000001430511475,1.0,0.7760000228881836,,
02-10,,0.9100000262260437,0.6399999856948853,0.36000001430511475,0.9290000200271606,,,0.5180000066757202
02-11,,0.9100000262260437,0.6399999856948853,0.36000001430511475,,,0.39989998936653137,0.5180000066757202
02-12,,0.9100000262260437,0.6299999952316284,0.36000001430511475,,0.7760000228881836,0.39989998936653137,0.47999998927116394
02-13,,0.9100000262260437,0.6299999952316284,,0.9290000200271606,0.7760000228881836,0.39989998936653137,0.4729200005531311
02-14,,0.9100000262260437,,,0.9290000200271606,0.7760000228881836,0.39989998936653137,0.4729200005531311
02-15,,,,,0.7910000085830688,0.7760000228881836,0.39989998936653137,
02-16,,,,0.36000001430511475,0.7910000085830688,0.7760000228881836,,
02-17,,,0.6299999952316284,0.36000001430511475,0.7910000085830688,,,
02-18,,0.9100000262260437,0.6299999952316284,0.36000001430511475,,,,0.5077000260353088
02-19,,0.9100000262260437,0.6299999952316284,0.36000001430511475,,,0.38600000739097595,0.5077000260353088
02-20,,0.9100000262260437,0.6299999952316284,,,0.7760000228881836,0.460999995470047,0.5077000260353088
02-21,,0.9100000262260437,,,0.8489999771118164,0.7760000228881836,0.48590001463890076,0.5414000153541565
02-22,,,,0.36000001430511475,0.8840000033378601,0.7760000228881836,0.48590001463890076,
02-23,,,0.6299999952316284,0.36000001430511475,0.8840000033378601,0.7760000228881836,,
02-24,,0.9100000262260437,0.6299999952316284,0.36000001430511475,0.8840000033378601,,,0.5509999990463257
02-25,,0.9100000262260437,0.6299999952316284,0.36000001430511475,,,0.5486999750137329,0.5611500144004822
02-26,,0.9100000262260437,0.6299999952316284,0.36000001430511475,,0.7139000296592712,0.54830002784729,0.5611500144004822
02-27,,0.9100000262260437,0.6299999952316284,,0.8840000033378601,0.717199981212616,0.5720000267028809,0.491100013256073
02-28,,0.6380000114440918,,,0.8840000033378601,0.717199981212616,0.6032000184059143,0.4648999869823456
02-29,,,,0.36000001430511475,,,,
03-01,,,,0.36000001430511475,0.8840000033378601,0.717199981212616,0.5939000248908997,
03-02,,,0.6299999952316284,0.36000001430511475,0.8840000033378601,0.717199981212616,,0.45399999618530273
03-03,,0.6380000114440918,0.6299999952316284,0.36000001430511475,0.8840000033378601,,,0.5299999713897705
03-04,,0.6380000114440918,0.5400000214576721,0.36000001430511475,,,0.5659999847412109,0.49524998664855957
03-05,,0.6380000114440918,0.5849999785423279,,,0.717199981212616,0.5648000240325928,0.49524998664855957
03-06,,0.6859999895095825,0.5849999785423279,,0.8840000033378601,0.717199981212616,0.5608999729156494,0.5343000292778015
03-07,,0.6859999895095825,,0.36000001430511475,0.8840000033378601,0.717199981212616,0.5770900249481201,
03-08,,,,0.36000001430511475,0.8840000033378601,0.717199981212616,0.629800021648407,
03-09,,,0.5849999785423279,0.36000001430511475,0.8840000033378601,0.717199981212616,,0.4350000023841858
03-10,,0.6349999904632568,0.5849999785423279,0.36000001430511475,0.8840000033378601,,,0.474700003862381
03-11,,0.6349999904632568,0.5849999785423279,0.36000001430511475,,,0.5730100274085999,0.43299999833106995
03-12,,0.6349999904632568,0.6200000047683716,,,0.717199981212616,0.5730100274085999,0.43939998745918274
03-13,,0.6349999904632568,0.6200000047683716,,0.8840000033378601,0.717199981212616,0.5730100274085999,0.4320000112056732
03-14,,0.6349999904632568,,0.36000001430511475,0.8840000033378601,0.717199981212616,0.5699999928474426,
03-15,,,,0.36000001430511475,0.8840000033378601,0.717199981212616,0.6047999858856201,
03-16,,,0.6600000262260437,0.36000001430511475,0.8840000033378601,0.717199981212616,,0.37599998712539673
03-17,,0.6830000281333923,0.7300000190734863,0.36000001430511475,0.8840000033378601,,,0.36500000953674316
03-18,,0.6830000281333923,0.7300000190734863,0.36000001430511475,,,0.6200000047683716,0.30206000804901123
03-19,,0.6830000281333923,0.7300000190734863,,,0.717199981212616,0.6499999761581421,0.3343999981880188
03-20,,0.6830000281333923,0.7300000190734863,,0.8840000033378601,0.717199981212616,0.6499999761581421,0.3400000035762787
03-21,,0.6830000281333923,,0.36000001430511475,0.8840000033378601,0.717199981212616,0.6826000213623047,
03-22,,,,0.36000001430511475,0.8840000033378601,0.717199981212616,0.699999988079071,
03-23,,,0.7300000190734863,0.36000001430511475,0.8840000033378601,0.717199981212616,,0.3391999900341034
03-24,,0.6830000281333923,0.75,0.36000001430511475,0.8840000033378601,,,0.35199999809265137
03-25,,0.6830000281333923,0.75,,,,0.6171000003814697,0.3894999921321869
03-26,,0.6830000281333923,0.75,,,0.7110000252723694,0.5899999737739563,0.39489999413490295
03-27,,0.6830000281333923,0.75,,0.8840000033378601,0.7110000252723694,0.5913000106811523,0.39489999413490295
03-28,,0.6830000281333923,,0.36000001430511475,0.8840000033378601,0.7110000252723694,0.5913000106811523,
03-29,,,,0.36000001430511475,0.8840000033378601,0.7110000252723694,0.5913000106811523,
03-30,,,0.75,0.36000001430511475,0.8840000033378601,,,0.4424000084400177
03-31,,0.6830000281333923,0.75,0.36000001430511475,0.8840000033378601,,,0.44999998807907104
04-01,,0.6830000281333923,0.699999988079071,0.36000001430511475,,,0.5913000106811523,0.38019999861717224
04-02,,0.6830000281333923,0.699999988079071,,,0.661899983882904,0.5913000106811523,0.44999998807907104
04-03,,0.6830000281333923,,,0.8840000033378601,0.661899983882904,0.550000011920929,0.4269999861717224
04-04,,0.6830000281333923,,0.36000001430511475,0.8840000033378601,0.661899983882904,0.550000011920929,
04-05,,,,0.36000001430511475,0.8840000033378601,0.661899983882904,0.550000011920929,
04-06,,,0.699999988079071,0.36000001430511475,0.8840000033378601,0.661899983882904,,0.4269999861717224
04-07,,0.6830000281333923,0.699999988079071,0.36000001430511475,0.8840000033378601,,,0.43299999833106995
04-08,,0.6830000281333923,0.699999988079071,0.36000001430511475,,,0.550000011920929,0.44804999232292175
04-09,,0.6830000281333923,0.699999988079071,,,0.661899983882904,0.550000011920929,0.44760000705718994
04-10,,0.6830000281333923,0.699999988079071,,0.8840000033378601,0.661899983882904,0.6427000164985657,
04-11,,0.6830000281333923,,0.36000001430511475,0.8840000033378601,0.661899983882904,0.6427000164985657,
04-12,,,,0.36000001430511475,0.8840000033378601,0.661899983882904,0.6427000164985657,
04-13,,,0.699999988079071,0.36000001430511475,0.8840000033378601,0.661899983882904,,0.4253000020980835
04-14,,0.6830000281333923,0.699999988079071,0.5400000214576721,,,,0.42980000376701355
04-15,,0.6830000281333923,0.699999988079071,0.5400000214576721,,,0.6427000164985657,0.42980000376701355
04-16,,0.6890000104904175,0.699999988079071,,,0.661899983882904,0.6899999976158142,0.42980000376701355
04-17,,0.6859999895095825,0.699999988079071,,0.8840000033378601,0.661899983882904,0.6899999976158142,0.4350000023841858
04-18,,,,0.5400000214576721,0.8840000033378601,0.661899983882904,0.6776999831199646,
04-19,,,,0.5400000214576721,0.8840000033378601,0.661899983882904,,
04-20,,,0.6299999952316284,0.3580000102519989,0.8840000033378601,0.661899983882904,,0.4350000023841858
04-21,,0.6859999895095825,0.6299999952316284,0.3580000102519989,0.8840000033378601,,,0.42048999667167664
04-22,,0.6859999895095825,0.6299999952316284,0.3580000102519989,,,0.6776999831199646,0.4090000092983246
04-23,,0.6380000114440918,0.6299999952316284,,,0.661899983882904,0.6776999831199646,0.4178999960422516
04-24,,0.6380000114440918,0.6299999952316284,,0.8880000114440918,0.661899983882904,0.6644399762153625,0.4178999960422516
04-25,,0.6380000114440918,,0.3580000102519989,0.8880000114440918,0.661899983882904,0.6338599920272827,
04-26,,,,0.3580000102519989,0.8880000114440918,0.661899983882904,0.6259999871253967,
04-27,,,0.6299999952316284,0.3580000102519989,0.8880000114440918,0.661899983882904,,0.4341000020503998
04-28,,0.6380000114440918,0.6299999952316284,0.699999988079071,0.8880000114440918,,,0.4399999976158142
04-29,,0.6380000114440918,0.6299999952316284,0.699999988079071,,,0.581820011138916,0.4399999976158142
04-30,,0.6380000114440918,0.6299999952316284,,,0.661899983882904,0.578000009059906,0.4399999976158142
05-01,,0.6380000114440918,0.6299999952316284,,0.8880000114440918,0.661899983882904,0.5550000071525574,0.4399999976158142
05-02,0.8700000047683716,0.6380000114440918,,0.699999988079071,0.8880000114440918,0.661899983882904,0.5550000071525574,
05-03,0.8700000047683716,,,0.699999988079071,0.8880000114440918,0.661899983882904,0.5196999907493591,
05-04,,,0.6299999952316284,0.699999988079071,0.8880000114440918,0.661899983882904,,0.4399999976158142
05-05,,0.6380000114440918,0.6299999952316284,0.699999988079071,0.8880000114440918,,,0.40869998931884766
05-06,0.8700000047683716,0.6380000114440918,0.6299999952316284,0.699999988079071,,,0.499099999666214,0.40869998931884766
05-07,0.8700000047683716,0.6380000114440918,0.6299999952316284,,,0.661899983882904,0.5069000124931335,0.4223000109195709
05-08,0.8700000047683716,0.6380000114440918,0.6299999952316284,,0.8880000114440918,0.661899983882904,0.5069000124931335,0.4223000109195709
05-09,0.8700000047683716,0.6380000114440918,,0.699999988079071,0.8880000114440918,0.661899983882904,0.5069000124931335,
05-10,0.8700000047683716,,,0.699999988079071,0.8880000114440918,0.661899983882904,0.5069000124931335,
05-11,,,0.6299999952316284,0.699999988079071,0.8880000114440918,0.661899983882904,,0.4189999997615814
05-12,,0.6380000114440918,0.6299999952316284,0.699999988079071,0.7799999713897705,,,0.4189999997615814
05-13,0.8700000047683716,0.6380000114440918,0.6299999952316284,0.699999988079071,,,0.5,0.39739999175071716
05-14,0.8700000047683716,0.6380000114440918,0.7200000286102295,,,0.661899983882904,0.5,0.39739999175071716
05-15,0.8700000047683716,0.6380000114440918,0.7200000286102295,,0.7799999713897705,0.661899983882904,0.5,0.41850000619888306
05-16,0.8700000047683716,0.6380000114440918,,0.6000000238418579,0.7799999713897705,0.661899983882904,0.5,
05-17,0.8700000047683716,,,0.6000000238418579,0.7799999713897705,0.661899983882904,0.5,
05-18,,,0.7200000286102295,0.6000000238418579,0.7799999713897705,0.661899983882904,,0.41850000619888306
05-19,,0.6380000114440918,0.7200000286102295,0.6000000238418579,0.7799999713897705,,,0.41106000542640686
05-20,0.8700000047683716,0.6380000114440918,0.7200000286102295,0.6000000238418579,,,0.5,0.4350999891757965
05-21,0.8700000047683716,0.6380000114440918,0.7200000286102295,,,0.661899983882904,0.5,0.4593000113964081
05-22,0.8700000047683716,0.6380000114440918,0.7200000286102295,,0.7799999713897705,0.661899983882904,0.5,0.4593000113964081
05-23,0.8700000047683716,0.6380000114440918,,0.6000000238418579,0.7799999713897705,0.661899983882904,0.5,
