,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
01-02,,,,6.422257900238037,6.496505260467529,5.081171035766602,,,4.8779215812683105,3.905186414718628,4.751082420349121
01-03,,5.478069305419922,5.004117965698242,6.422257900238037,6.496505260467529,,,3.374676465988159,4.8779215812683105,3.905186414718628,4.751082420349121
01-04,,5.478069305419922,5.0109076499938965,6.457937717437744,,,3.634472131729126,3.374676465988159,4.8779215812683105,3.905186414718628,
01-05,,5.731804847717285,5.017697334289551,,,4.941960334777832,3.5936355590820312,3.374676465988159,4.8779215812683105,,
01-06,,5.751323699951172,5.017697334289551,,6.466738700866699,4.941960334777832,3.5936355590820312,3.374676465988159,,,4.751082420349121
01-07,,5.751323699951172,,6.436529159545898,6.533713340759277,4.810484409332275,3.381283760070801,,,3.905186414718628,4.751082420349121
01-08,,,,6.436529159545898,6.608129501342773,4.810484409332275,3.381283760070801,,4.8779215812683105,3.905186414718628,4.751082420349121
01-09,,,4.956588268280029,6.436529159545898,6.518828868865967,4.810484409332275,,3.374676465988159,4.8779215812683105,4.1887006759643555,4.751082420349121
01-10,,5.751323699951172,5.187443733215332,6.572109699249268,6.518828868865967,,,3.374676465988159,4.8779215812683105,4.152118682861328,4.751082420349121
01-11,,5.751323699951172,5.187443733215332,6.572109699249268,,,3.381283760070801,3.374676465988159,4.8779215812683105,4.152118682861328,
01-12,,5.84891414642334,5.187443733215332,,,4.802750110626221,3.381283760070801,3.374676465988159,5.340790271759033,,
01-13,,5.84891414642334,5.397928237915039,,6.518828868865967,4.802750110626221,3.381283760070801,3.374676465988159,,,4.798403739929199
01-14,,5.84891414642334,,6.572109699249268,6.518828868865967,4.802750110626221,2.776900053024292,,,4.152118682861328,4.798403739929199
01-15,,,,6.358034133911133,6.399765968322754,4.7872819900512695,2.744230270385742,,,4.152118682861328,4.798403739929199
01-16,,,,6.358034133911133,6.4518561363220215,4.7872819900512695,,,5.340790271759033,4.152118682861328,4.798403739929199
01-17,,,5.397928237915039,6.529294013977051,6.4518561363220215,,,3.374676465988159,5.340790271759033,4.152118682861328,4.798403739929199
01-18,,5.842407703399658,5.533725738525391,6.529294013977051,,,,3.374676465988159,5.340790271759033,4.152118682861328,
01-19,,5.874937534332275,5.533725738525391,,,,2.744230270385742,3.374676465988159,5.536618709564209,,
01-20,,5.874937534332275,5.533725738525391,,,4.640338897705078,2.629887580871582,3.374676465988159,,,
01-21,,5.777347087860107,,,6.4518561363220215,4.756346225738525,2.629887580871582,,,,4.798403739929199
01-22,,,,6.536430835723877,6.436973571777344,4.655806541442871,2.9565815925598145,,5.616730690002441,4.152118682861328,4.798403739929199
01-23,,,5.723840713500977,6.536430835723877,6.258373737335205,5.104372978210449,,3.374676465988159,5.616730690002441,4.152118682861328,4.798403739929199
01-24,,5.70578145980835,5.683101654052734,6.579246997833252,6.258373737335205,,,3.374676465988159,5.616730690002441,4.152118682861328,4.798403739929199
01-25,,5.751323699951172,5.744210243225098,6.593518257141113,,,2.9565815925598145,3.374676465988159,5.883769989013672,4.152118682861328,
01-26,,6.024576663970947,5.778160095214844,,,4.640338897705078,2.9565815925598145,3.374676465988159,5.883769989013672,,
01-27,,6.167707443237305,5.778160095214844,,6.258373737335205,4.849154472351074,2.776900053024292,3.374676465988159,,,4.798403739929199
01-28,,6.167707443237305,,6.593518257141113,6.2137250900268555,4.887823581695557,2.7115609645843506,,,4.152118682861328,4.798403739929199
01-29,,,,6.593518257141113,6.2137250900268555,4.887823581695557,2.8095691204071045,,5.883769989013672,4.152118682861328,4.798403739929199
01-30,,,5.723840713500977,6.593518257141113,6.2137250900268555,4.887823581695557,,3.374676465988159,5.883769989013672,4.152118682861328,4.798403739929199
01-31,,5.979032516479492,5.934326648712158,6.593518257141113,6.064892768859863,,,3.374676465988159,5.883769989013672,4.152118682861328,4.798403739929199
02-01,,5.979032516479492,5.934326648712158,6.6648759841918945,,,2.727895975112915,3.374676465988159,5.883769989013672,4.152118682861328,
02-02,,5.979032516479492,5.934326648712158,,,4.887823581695557,2.727895975112915,3.374676465988159,5.883769989013672,,
02-03,,5.979032516479492,5.934326648712158,,5.938386917114258,5.104372978210449,2.727895975112915,3.374676465988159,,,4.798403739929199
02-04,,6.044095039367676,,6.650604248046875,5.938386917114258,5.104372978210449,2.7033936977386475,,,4.152118682861328,4.798403739929199
02-05,,,,6.650604248046875,6.087218284606934,5.104372978210449,2.7033936977386475,,5.750250816345215,4.152118682861328,4.798403739929199
02-06,,,5.934326648712158,6.63633394241333,6.03512716293335,5.057968616485596,,3.374676465988159,5.750250816345215,4.152118682861328,4.798403739929199
02-07,,6.044095039367676,5.934326648712158,6.63633394241333,6.16163444519043,,,3.374676465988159,5.750250816345215,4.152118682861328,4.798403739929199
02-08,,6.044095039367676,5.934326648712158,6.63633394241333,,,2.7033936977386475,3.374676465988159,5.750250816345215,4.152118682861328,
02-09,,6.044095039367676,5.88679838180542,,,5.057968616485596,2.7033936977386475,3.374676465988159,5.331888675689697,,
02-10,,5.855418682098389,5.88679838180542,,6.102101802825928,5.019299507141113,2.7033936977386475,3.374676465988159,,,4.798403739929199
02-11,,5.725300312042236,,6.63633394241333,6.176516532897949,5.011565208435059,2.7033936977386475,,,4.0423712730407715,4.798403739929199
02-12,,,,6.622060775756836,6.243491172790527,4.96516227722168,2.7033936977386475,,5.331888675689697,4.097245216369629,4.798403739929199
02-13,,,5.88679838180542,6.622060775756836,6.243491172790527,5.0347676277160645,,3.374676465988159,5.331888675689697,4.097245216369629,4.798403739929199
02-14,,5.7903594970703125,5.88679838180542,6.700554847717285,6.2137250900268555,,,3.374676465988159,5.331888675689697,4.097245216369629,4.798403739929199
02-15,,5.73831033706665,5.880007266998291,6.700554847717285,,,,3.374676465988159,5.314085960388184,4.097245216369629,
02-16,,5.73831033706665,5.880007266998291,,,,2.7033936977386475,3.8407435417175293,5.314085960388184,,
02-17,,5.73831033706665,5.771370887756348,,,4.887823581695557,2.7033936977386475,3.8407435417175293,,,
02-18,,5.998553276062012,,,6.243491172790527,4.887823581695557,2.7033936977386475,,,,4.798403739929199
02-19,,,,6.700554847717285,6.2137250900268555,4.887823581695557,2.7033936977386475,,,4.097245216369629,4.798403739929199
02-20,,,,6.764778137207031,6.176516532897949,4.887823581695557,,,5.314085960388184,4.097245216369629,4.798403739929199
02-21,,,5.8732194900512695,6.686281681060791,6.183959007263184,,,3.8407435417175293,5.314085960388184,4.097245216369629,4.514474391937256
02-22,,5.998553276062012,5.8460588455200195,6.686281681060791,,,2.9974184036254883,3.9788389205932617,5.314085960388184,4.234428882598877,
02-23,,5.73831033706665,5.900376796722412,,,4.880088806152344,2.9974184036254883,3.9788389205932617,5.349691867828369,,
02-24,,5.725300312042236,5.900376796722412,,6.16163444519043,4.880088806152344,2.9974184036254883,3.9788389205932617,,,4.334651947021484
02-25,,5.82288932800293,,6.622060775756836,6.124425411224365,4.880088806152344,2.9974184036254883,,,4.234428882598877,4.381973743438721
02-26,,,,6.622060775756836,6.102101802825928,4.880088806152344,2.9974184036254883,,5.38529634475708,4.234428882598877,4.381973743438721
02-27,,,5.900376796722412,6.622060775756836,6.109541893005371,4.957428932189941,,3.9788389205932617,5.38529634475708,4.234428882598877,4.381973743438721
02-28,,5.829394817352295,5.900376796722412,6.622060775756836,6.16163444519043,,,3.9788389205932617,5.38529634475708,4.234428882598877,4.381973743438721
02-29,,,5.961485385894775,,,,2.9974184036254883,,,,
03-01,,6.011564254760742,6.042964935302734,6.622060775756836,,,2.9974184036254883,3.9788389205932617,5.38529634475708,4.234428882598877,
03-02,,5.939997673034668,5.975067138671875,,,4.957428932189941,2.9974184036254883,3.9788389205932617,5.28738260269165,,4.381973743438721
03-03,,5.99204683303833,,,6.16163444519043,4.957428932189941,3.291443109512329,3.9788389205932617,,,4.381973743438721
03-04,,5.913974285125732,,6.693419456481934,6.139308929443359,4.957428932189941,3.291443109512329,,,4.252720355987549,4.381973743438721
03-05,,,5.934326648712158,6.693419456481934,6.139308929443359,4.957428932189941,,,5.28738260269165,4.252720355987549,4.381973743438721
03-06,,,5.7849507331848145,6.693419456481934,6.265815258026123,4.957428932189941,,3.9788389205932617,5.28738260269165,4.252720355987549,4.381973743438721
03-07,,6.031081199645996,5.7849507331848145,6.693419456481934,6.265815258026123,,3.291443109512329,3.9788389205932617,5.28738260269165,4.252720355987549,
03-08,,6.219757556915283,5.7849507331848145,6.80759334564209,,,3.291443109512329,3.9788389205932617,5.28738260269165,4.252720355987549,
03-09,,6.219757556915283,5.7849507331848145,,,4.957428932189941,3.291443109512329,3.9788389205932617,5.251777648925781,,4.381973743438721
03-10,,5.998553276062012,,,6.265815258026123,4.957428932189941,3.291443109512329,3.9788389205932617,,,4.381973743438721
03-11,,5.998553276062012,,6.829000473022461,6.265815258026123,4.957428932189941,3.291443109512329,,,4.252720355987549,4.381973743438721
03-12,,,5.7849507331848145,6.821866512298584,6.250932216644287,4.82595157623291,,,5.251777648925781,4.252720355987549,3.48286509513855
03-13,,,5.7849507331848145,6.821866512298584,6.124425411224365,4.82595157623291,,3.9788389205932617,5.251777648925781,4.133827209472656,3.48286509513855
03-14,,5.998553276062012,5.9682769775390625,6.821866512298584,6.191400527954102,,3.291443109512329,3.9788389205932617,5.251777648925781,4.133827209472656,
03-15,,5.74481725692749,5.9682769775390625,6.821866512298584,,,3.4057862758636475,3.9788389205932617,5.251777648925781,4.133827209472656,
03-16,,5.74481725692749,5.9682769775390625,,,4.82595157623291,3.4057862758636475,4.142826080322266,5.251777648925781,,3.48286509513855
03-17,,5.74481725692749,,,6.332790374755859,4.82595157623291,3.75698184967041,4.142826080322266,,,3.48286509513855
