,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
01-02,,,,26.0,20.670000076293945,21.959999084472656,,,36.810001373291016,21.06999969482422,25.010000228881836
01-03,,30.100000381469727,23.950000762939453,26.0,20.670000076293945,,,23.100000381469727,36.099998474121094,21.06999969482422,25.010000228881836
01-04,,30.600000381469727,24.0,26.0,,,16.299999237060547,23.100000381469727,37.689998626708984,21.25,
01-05,,30.600000381469727,24.0,,,21.899999618530273,16.299999237060547,23.100000381469727,37.70000076293945,,
01-06,,30.600000381469727,23.5,,20.670000076293945,21.649999618530273,16.299999237060547,23.100000381469727,,,24.0
01-07,,31.25,,26.0,20.670000076293945,21.65999984741211,16.299999237060547,,,23.459999084472656,24.0
01-08,,,,25.450000762939453,19.81999969482422,21.65999984741211,16.299999237060547,,38.22999954223633,23.459999084472656,24.0
01-09,,,23.5,25.450000762939453,19.579999923706055,21.65999984741211,,23.100000381469727,38.22999954223633,23.459999084472656,24.010000228881836
01-10,,31.049999237060547,23.75,25.75,19.579999923706055,,,22.350000381469727,38.22999954223633,23.459999084472656,24.010000228881836
01-11,,31.049999237060547,24.0,26.049999237060547,,,16.299999237060547,22.350000381469727,39.91999816894531,23.40999984741211,
01-12,,31.049999237060547,24.899999618530273,,,21.65999984741211,16.299999237060547,22.350000381469727,40.56999969482422,,
01-13,,31.049999237060547,25.5,,19.579999923706055,21.09000015258789,16.299999237060547,22.350000381469727,,,24.010000228881836
01-14,,30.5,,26.049999237060547,19.790000915527344,20.850000381469727,16.299999237060547,,,23.40999984741211,24.010000228881836
01-15,,,,26.049999237060547,19.670000076293945,21.020000457763672,16.299999237060547,,,23.40999984741211,24.010000228881836
01-16,,,,25.350000381469727,19.3799991607666,20.940000534057617,,,38.97999954223633,23.40999984741211,24.020000457763672
01-17,,,25.5,26.25,19.469999313354492,,,22.350000381469727,38.97999954223633,23.40999984741211,24.020000457763672
01-18,,30.5,25.5,26.25,,,,22.350000381469727,38.97999954223633,25.479999542236328,
01-19,,31.0,26.75,,,,16.299999237060547,23.0,38.97999954223633,,
01-20,,31.0,26.75,,,20.940000534057617,16.299999237060547,23.0,,,
01-21,,31.0,,,19.469999313354492,20.940000534057617,16.299999237060547,,,,24.020000457763672
01-22,,,,26.100000381469727,19.469999313354492,20.940000534057617,16.299999237060547,,38.939998626708984,24.65999984741211,23.65999984741211
01-23,,,26.75,25.920000076293945,19.469999313354492,20.940000534057617,,23.0,38.939998626708984,24.65999984741211,23.65999984741211
01-24,,29.0,27.25,26.350000381469727,20.100000381469727,,,23.889999389648438,38.939998626708984,25.450000762939453,23.65999984741211
01-25,,29.0,27.299999237060547,26.350000381469727,,,16.299999237060547,24.600000381469727,38.790000915527344,25.450000762939453,
01-26,,29.0,27.299999237060547,,,22.700000762939453,16.299999237060547,25.389999389648438,39.040000915527344,,
01-27,,29.0,27.200000762939453,,20.100000381469727,21.889999389648438,16.299999237060547,23.850000381469727,,,23.65999984741211
01-28,,29.0,,25.799999237060547,20.100000381469727,21.889999389648438,14.319999694824219,,,25.0,23.65999984741211
01-29,,,,25.799999237060547,20.780000686645508,21.889999389648438,14.319999694824219,,38.41999816894531,25.100000381469727,23.65999984741211
01-30,,,27.600000381469727,27.0,20.780000686645508,21.889999389648438,,24.90999984741211,38.880001068115234,24.920000076293945,22.959999084472656
01-31,,29.950000762939453,27.600000381469727,26.5,21.15999984741211,,,23.15999984741211,38.970001220703125,25.850000381469727,22.959999084472656
02-01,,29.950000762939453,27.600000381469727,26.5,,,14.319999694824219,23.15999984741211,39.220001220703125,25.850000381469727,
02-02,,30.950000762939453,27.600000381469727,,,21.889999389648438,14.319999694824219,23.15999984741211,37.79999923706055,,
02-03,,30.950000762939453,27.600000381469727,,20.799999237060547,21.889999389648438,14.319999694824219,24.399999618530273,,,21.969999313354492
02-04,,31.5,,26.5,20.799999237060547,20.760000228881836,14.319999694824219,,,25.850000381469727,21.969999313354492
02-05,,,,26.649999618530273,19.8700008392334,20.760000228881836,14.289999961853027,,36.880001068115234,24.649999618530273,21.969999313354492
02-06,,,27.600000381469727,26.649999618530273,19.8700008392334,20.760000228881836,,24.399999618530273,37.15999984741211,24.649999618530273,21.969999313354492
02-07,,31.5,28.450000762939453,26.649999618530273,20.209999084472656,,,24.399999618530273,37.529998779296875,24.079999923706055,21.610000610351562
02-08,,31.5,28.450000762939453,26.649999618530273,,,14.289999961853027,25.079999923706055,37.70000076293945,24.079999923706055,
02-09,,30.450000762939453,28.25,,,20.760000228881836,14.289999961853027,25.079999923706055,35.790000915527344,,
02-10,,30.450000762939453,27.450000762939453,,20.360000610351562,20.760000228881836,14.289999961853027,25.079999923706055,,,21.610000610351562
02-11,,30.450000762939453,,26.649999618530273,20.6299991607666,20.760000228881836,14.289999961853027,,,23.649999618530273,21.610000610351562
02-12,,,,26.649999618530273,20.6299991607666,20.760000228881836,14.289999961853027,,35.790000915527344,23.649999618530273,21.610000610351562
02-13,,,27.450000762939453,26.649999618530273,20.899999618530273,20.760000228881836,,25.079999923706055,36.0099983215332,24.1200008392334,21.610000610351562
02-14,,31.0,27.0,26.649999618530273,20.899999618530273,,,25.079999923706055,36.02000045776367,24.1200008392334,21.610000610351562
02-15,,31.0,27.0,26.649999618530273,,,,25.079999923706055,37.41999816894531,24.1200008392334,
02-16,,31.0,27.0,,,,14.289999961853027,25.079999923706055,37.41999816894531,,
02-17,,31.0,29.700000762939453,,,20.760000228881836,14.289999961853027,25.079999923706055,,,
02-18,,31.0,,,20.899999618530273,20.760000228881836,14.289999961853027,,,,21.610000610351562
02-19,,,,26.649999618530273,20.899999618530273,20.760000228881836,14.289999961853027,,,24.1200008392334,21.610000610351562
02-20,,,,25.799999237060547,20.899999618530273,20.760000228881836,,,37.41999816894531,24.1200008392334,21.610000610351562
02-21,,,29.700000762939453,25.799999237060547,20.56999969482422,,,25.079999923706055,37.41999816894531,24.1200008392334,21.610000610351562
02-22,,31.0,29.700000762939453,25.799999237060547,,,14.289999961853027,25.079999923706055,37.41999816894531,24.1200008392334,
02-23,,31.0,30.0,,,20.760000228881836,14.289999961853027,24.969999313354492,37.41999816894531,,
02-24,,31.0,30.0,,20.56999969482422,20.760000228881836,14.289999961853027,24.969999313354492,,,21.610000610351562
02-25,,31.0,,25.799999237060547,20.459999084472656,20.760000228881836,14.289999961853027,,,24.1200008392334,21.610000610351562
02-26,,,,25.799999237060547,20.459999084472656,20.760000228881836,14.289999961853027,,37.41999816894531,25.649999618530273,21.610000610351562
02-27,,,30.059999465942383,24.850000381469727,20.459999084472656,20.760000228881836,,24.969999313354492,37.41999816894531,25.649999618530273,20.030000686645508
02-28,,30.100000381469727,30.059999465942383,25.219999313354492,20.459999084472656,,,24.969999313354492,36.36000061035156,25.649999618530273,19.93000030517578
02-29,,,30.059999465942383,,,,14.289999961853027,,,,
03-01,,31.0,29.200000762939453,25.219999313354492,,,14.289999961853027,24.969999313354492,34.220001220703125,25.649999618530273,
03-02,,31.3700008392334,29.200000762939453,,,20.760000228881836,14.289999961853027,24.969999313354492,34.970001220703125,,19.93000030517578
03-03,,31.700000762939453,,,20.459999084472656,20.760000228881836,14.289999961853027,24.969999313354492,,,19.93000030517578
03-04,,31.700000762939453,,24.559999465942383,20.459999084472656,20.760000228881836,14.289999961853027,,,25.649999618530273,19.93000030517578
03-05,,,29.200000762939453,24.559999465942383,20.459999084472656,20.760000228881836,,,34.970001220703125,25.649999618530273,19.93000030517578
03-06,,,29.200000762939453,24.559999465942383,20.459999084472656,20.760000228881836,,24.969999313354492,34.970001220703125,25.649999618530273,19.93000030517578
03-07,,31.700000762939453,28.209999084472656,23.760000228881836,21.6200008392334,,16.459999084472656,24.969999313354492,34.970001220703125,25.649999618530273,
03-08,,31.700000762939453,28.799999237060547,23.760000228881836,,,16.459999084472656,24.969999313354492,33.540000915527344,25.649999618530273,
03-09,,31.700000762939453,28.799999237060547,,,20.760000228881836,16.459999084472656,24.969999313354492,33.540000915527344,,19.93000030517578
03-10,,31.700000762939453,,,21.729999542236328,20.760000228881836,16.459999084472656,24.969999313354492,,,17.5
03-11,,30.700000762939453,,23.760000228881836,21.729999542236328,20.06999969482422,16.459999084472656,,,25.649999618530273,17.5
03-12,,,28.799999237060547,23.760000228881836,21.729999542236328,20.06999969482422,,,33.540000915527344,25.649999618530273,17.5
03-13,,,28.799999237060547,23.760000228881836,21.729999542236328,20.06999969482422,,24.969999313354492,35.16999816894531,25.649999618530273,17.5
03-14,,31.799999237060547,28.799999237060547,23.760000228881836,20.600000381469727,,16.459999084472656,24.860000610351562,34.47999954223633,25.649999618530273,
03-15,,32.400001525878906,28.799999237060547,23.760000228881836,,,16.459999084472656,24.860000610351562,34.47999954223633,25.649999618530273,
03-16,,31.549999237060547,28.799999237060547,,,20.06999969482422,16.459999084472656,24.860000610351562,34.47999954223633,,15.109999656677246
03-17,,32.599998474121094,,,20.670000076293945,20.06999969482422,17.229999542236328,24.860000610351562,,,14.850000381469727
03-18,,32.95000076293945,,23.760000228881836,20.670000076293945,20.06999969482422,17.229999542236328,,,25.649999618530273,14.850000381469727
03-19,,,28.799999237060547,23.600000381469727,20.670000076293945,20.06999969482422,,,34.47999954223633,25.649999618530273,14.520000457763672
03-20,,,28.799999237060547,23.600000381469727,20.670000076293945,20.770000457763672,,24.860000610351562,34.47999954223633,25.649999618530273,14.520000457763672
03-21,,33.75,28.799999237060547,23.600000381469727,20.670000076293945,,17.229999542236328,24.860000610351562,34.47999954223633,25.649999618530273,
03-22,,32.75,28.799999237060547,24.1200008392334,,,17.229999542236328,24.860000610351562,34.47999954223633,25.649999618530273,
03-23,,34.5,28.799999237060547,,,20.770000457763672,17.229999542236328,26.280000686645508,34.47999954223633,,14.520000457763672
03-24,,33.900001525878906,,,19.5,20.770000457763672,17.229999542236328,26.280000686645508,,,14.520000457763672
03-25,,35.0,,24.1200008392334,19.5,20.420000076293945,,,,25.649999618530273,14.520000457763672
03-26,,,29.010000228881836,24.510000228881836,19.5,20.420000076293945,,,34.47999954223633,25.649999618530273,14.520000457763672
03-27,,,29.010000228881836,24.510000228881836,19.5,20.420000076293945,,26.280000686645508,34.47999954223633,25.649999618530273,14.520000457763672
03-28,,35.0,28.75,24.510000228881836,20.450000762939453,,17.229999542236328,26.280000686645508,34.47999954223633,25.649999618530273,
03-29,,33.5,28.75,,,,17.229999542236328,26.280000686645508,34.47999954223633,25.649999618530273,
03-30,,34.25,28.75,,,20.420000076293945,17.229999542236328,26.280000686645508,,,17.239999771118164
03-31,,34.099998474121094,,,20.450000762939453,19.40999984741211,17.229999542236328,26.280000686645508,,,17.239999771118164
04-01,,34.099998474121094,,24.510000228881836,20.450000762939453,19.40999984741211,17.229999542236328,,,24.3700008392334,17.239999771118164
04-02,,,28.75,24.510000228881836,20.450000762939453,19.40999984741211,,,33.459999084472656,24.3700008392334,17.239999771118164
04-03,,,28.75,24.510000228881836,21.1299991607666,,,26.280000686645508,33.459999084472656,25.1200008392334,17.239999771118164
04-04,,34.04999923706055,28.200000762939453,24.510000228881836,21.1299991607666,,17.229999542236328,26.280000686645508,33.459999084472656,25.1200008392334,
04-05,,33.5,28.200000762939453,24.510000228881836,,,17.229999542236328,26.280000686645508,33.459999084472656,25.1200008392334,
04-06,,32.099998474121094,,,,20.1200008392334,17.229999542236328,26.280000686645508,33.459999084472656,,17.239999771118164
04-07,,31.25,,,21.079999923706055,20.690000534057617,17.229999542236328,26.280000686645508,,,17.239999771118164
04-08,,32.849998474121094,,23.399999618530273,21.030000686645508,20.690000534057617,17.229999542236328,,,25.1200008392334,16.709999084472656
04-09,,,28.200000762939453,23.399999618530273,21.260000228881836,20.690000534057617,,,33.459999084472656,25.1200008392334,16.709999084472656
04-10,,,28.200000762939453,24.040000915527344,21.040000915527344,20.690000534057617,,26.280000686645508,33.459999084472656,25.1200008392334,
04-11,,32.849998474121094,28.3700008392334,25.549999237060547,21.040000915527344,,17.229999542236328,26.280000686645508,33.459999084472656,25.1200008392334,
04-12,,32.75,28.75,25.420000076293945,,,17.3700008392334,26.280000686645508,33.459999084472656,24.93000030517578,
04-13,,34.45000076293945,28.75,,,20.690000534057617,17.3700008392334,26.280000686645508,33.459999084472656,,16.709999084472656
04-14,,34.45000076293945,,,21.040000915527344,20.690000534057617,17.3700008392334,,,,16.709999084472656
04-15,,34.45000076293945,,25.420000076293945,20.6200008392334,20.690000534057617,17.3700008392334,,,24.93000030517578,17.760000228881836
04-16,,,28.75,25.420000076293945,21.209999084472656,20.690000534057617,,,33.5,24.93000030517578,17.760000228881836
04-17,,,28.75,25.420000076293945,21.209999084472656,20.690000534057617,,26.280000686645508,33.5,24.93000030517578,18.100000381469727
04-18,,34.5,28.75,25.420000076293945,,,18.3799991607666,26.280000686645508,33.5,24.93000030517578,
04-19,,32.45000076293945,28.75,25.420000076293945,,,18.520000457763672,24.850000381469727,33.5,,
04-20,,31.899999618530273,29.450000762939453,,,20.690000534057617,18.520000457763672,24.850000381469727,33.5,,18.079999923706055
04-21,,32.900001525878906,,,21.209999084472656,20.690000534057617,18.520000457763672,24.850000381469727,,,17.709999084472656
04-22,,,,25.420000076293945,21.209999084472656,20.690000534057617,18.520000457763672,,,24.93000030517578,17.709999084472656
04-23,,,29.450000762939453,25.209999084472656,20.56999969482422,21.739999771118164,,,33.5,24.93000030517578,17.709999084472656
04-24,,,29.450000762939453,26.31999969482422,21.149999618530273,21.1200008392334,,24.850000381469727,35.34000015258789,25.030000686645508,17.709999084472656
04-25,,32.900001525878906,29.5,26.5,21.149999618530273,,18.520000457763672,26.200000762939453,35.34000015258789,25.030000686645508,
04-26,,32.900001525878906,29.5,26.850000381469727,,,18.520000457763672,26.899999618530273,35.34000015258789,25.030000686645508,
04-27,,34.400001525878906,29.5,,,21.229999542236328,18.520000457763672,26.260000228881836,35.34000015258789,,17.709999084472656
04-28,,34.25,,,21.149999618530273,21.229999542236328,17.229999542236328,26.68000030517578,,,17.709999084472656
04-29,,34.25,,26.850000381469727,21.149999618530273,21.229999542236328,17.229999542236328,,,25.030000686645508,17.709999084472656
04-30,,,29.5,26.850000381469727,22.149999618530273,21.229999542236328,,,35.34000015258789,25.030000686645508,19.43000030517578
05-01,,,29.5,26.850000381469727,22.149999618530273,21.229999542236328,,26.68000030517578,35.34000015258789,25.030000686645508,19.43000030517578
05-02,,37.0,27.75,26.850000381469727,22.149999618530273,,16.93000030517578,26.68000030517578,35.34000015258789,25.030000686645508,
05-03,,37.0,27.75,26.100000381469727,,,16.93000030517578,26.68000030517578,35.34000015258789,25.030000686645508,
05-04,,35.29999923706055,27.75,,,21.229999542236328,16.93000030517578,26.68000030517578,35.34000015258789,,19.43000030517578
05-05,,35.45000076293945,,,22.09000015258789,21.229999542236328,16.93000030517578,26.270000457763672,,,18.510000228881836
05-06,,35.400001525878906,,26.100000381469727,22.09000015258789,19.950000762939453,16.93000030517578,,,25.40999984741211,18.510000228881836
05-07,,,27.25,26.100000381469727,22.09000015258789,19.950000762939453,,,35.34000015258789,23.0,18.510000228881836
05-08,,,27.25,27.799999237060547,22.09000015258789,20.209999084472656,,26.270000457763672,35.34000015258789,23.0,19.049999237060547
05-09,,35.400001525878906,26.520000457763672,27.799999237060547,21.770000457763672,,16.93000030517578,26.270000457763672,32.709999084472656,23.0,
05-10,,35.0,26.520000457763672,27.799999237060547,,,16.93000030517578,26.270000457763672,32.709999084472656,23.0,
05-11,,34.75,25.850000381469727,,,20.209999084472656,16.93000030517578,25.309999465942383,32.709999084472656,,19.049999237060547
05-12,,33.54999923706055,,,21.770000457763672,20.209999084472656,16.93000030517578,25.309999465942383,,,19.049999237060547
05-13,,33.54999923706055,,27.950000762939453,21.770000457763672,20.209999084472656,16.93000030517578,,,22.0,19.049999237060547
05-14,,,25.850000381469727,27.950000762939453,21.770000457763672,20.209999084472656,,,32.709999084472656,22.030000686645508,19.049999237060547
05-15,,,25.850000381469727,27.950000762939453,22.229999542236328,20.209999084472656,,25.309999465942383,32.709999084472656,22.030000686645508,19.049999237060547
05-16,,32.099998474121094,25.850000381469727,27.950000762939453,22.229999542236328,,16.93000030517578,25.309999465942383,32.709999084472656,22.030000686645508,
05-17,,32.75,25.850000381469727,27.950000762939453,,,16.93000030517578,25.309999465942383,33.36000061035156,22.030000686645508,
05-18,,32.75,25.850000381469727,,,20.209999084472656,16.93000030517578,25.309999465942383,33.36000061035156,,19.049999237060547
