,2012,2013,2014,2015,2016,2017,2018,2019,2020
01-02,,43.453800201416016,64.52999877929688,61.30500030517578,,,79.4000015258789,57.75,70.08000183105469
01-03,,43.453800201416016,64.52999877929688,,,48.65999984741211,79.4000015258789,57.75,70.08000183105469
01-04,,43.453800201416016,,,54.5,48.65999984741211,79.4000015258789,57.75,
01-05,,,,61.30500030517578,54.5,48.65999984741211,79.4000015258789,,
01-06,,,65.4000015258789,61.30500030517578,54.5,48.65999984741211,,,70.08000183105469
01-07,,43.453800201416016,63.5,58.099998474121094,54.5,,,57.75,70.08000183105469
01-08,,43.453800201416016,64.47000122070312,58.099998474121094,54.5,,79.4000015258789,57.75,70.08000183105469
01-09,,43.453800201416016,64.47000122070312,58.099998474121094,,48.65999984741211,79.4000015258789,57.75,70.08000183105469
01-10,,43.453800201416016,64.47000122070312,,,48.65999984741211,79.4000015258789,57.75,70.08000183105469
01-11,,43.453800201416016,,,54.5,48.65999984741211,79.4000015258789,57.75,
01-12,,,,58.099998474121094,54.5,48.65999984741211,79.4000015258789,,
01-13,,,67.2699966430664,58.099998474121094,54.5,48.65999984741211,,,70.08000183105469
01-14,,43.453800201416016,67.2699966430664,58.099998474121094,54.5,,,57.75,70.08000183105469
01-15,,43.453800201416016,67.47000122070312,58.099998474121094,54.5,,,57.75,70.08000183105469
01-16,,43.453800201416016,66.5,59.349998474121094,,,79.4000015258789,57.75,70.18190002441406
01-17,,43.453800201416016,66.5,,,48.65999984741211,79.4000015258789,57.75,70.18190002441406
01-18,,43.453800201416016,,,,48.65999984741211,79.4000015258789,57.75,
01-19,,,,,54.5,48.65999984741211,79.4000015258789,,
01-20,,,,60.02000045776367,54.5,48.65999984741211,,,
01-21,,,66.19000244140625,60.02000045776367,54.5,,,,70.18190002441406
01-22,,43.453800201416016,66.19000244140625,60.02000045776367,54.5,,79.4000015258789,57.75,70.18190002441406
01-23,,43.453800201416016,64.6500015258789,60.02000045776367,,48.65999984741211,79.4000015258789,57.75,70.18190002441406
01-24,,43.453800201416016,64.12000274658203,,,48.65999984741211,79.4000015258789,57.75,69.54900360107422
01-25,,43.453800201416016,,,54.5,48.65999984741211,79.4000015258789,57.75,
01-26,,,,60.02000045776367,54.5,48.65999984741211,79.4000015258789,,
01-27,,,61.90999984741211,60.02000045776367,54.5,48.65999984741211,,,69.54900360107422
01-28,,43.453800201416016,63.4900016784668,60.02000045776367,54.5,,,57.75,69.54900360107422
01-29,,43.453800201416016,63.4900016784668,60.02000045776367,51.61000061035156,,79.4000015258789,62.599998474121094,69.54900360107422
01-30,,43.453800201416016,63.4900016784668,60.02000045776367,,48.65999984741211,79.4000015258789,62.599998474121094,69.54900360107422
01-31,,43.453800201416016,64.08999633789062,,,48.65999984741211,86.75,62.599998474121094,69.54900360107422
02-01,,43.453800201416016,,,51.61000061035156,48.65999984741211,86.75,62.599998474121094,
