symbol,company,price,ignore,start_yr,ignore_error,adj_up_start_schedule_r_75,adj_up_end_schedule_r_75,adj_ups_r_75,adj_downs_r_75,close_ups_r_75,close_downs_r_75,close_up_start_schedule_r_75,close_up_end_schedule_r_75,close_up_percent_avg_r_75,adj_up_start_schedule_r_60,adj_up_end_schedule_r_60,adj_ups_r_60,adj_downs_r_60,close_ups_r_60,close_downs_r_60,close_up_start_schedule_r_60,close_up_end_schedule_r_60,close_up_percent_avg_r_60,adj_up_start_schedule_r_45,adj_up_end_schedule_r_45,adj_ups_r_45,adj_downs_r_45,close_ups_r_45,close_downs_r_45,close_up_start_schedule_r_45,close_up_end_schedule_r_45,close_up_percent_avg_r_45,adj_up_start_schedule_r_30,adj_up_end_schedule_r_30,adj_ups_r_30,adj_downs_r_30,close_ups_r_30,close_downs_r_30,close_up_start_schedule_r_30,close_up_end_schedule_r_30,close_up_percent_avg_r_30,adj_up_start_schedule_r_15,adj_up_end_schedule_r_15,adj_ups_r_15,adj_downs_r_15,close_ups_r_15,close_downs_r_15,close_up_start_schedule_r_15,close_up_end_schedule_r_15,close_up_percent_avg_r_15
BWOWF,Wowjoint Holdings Ltd,0.0081,FALSE,2009,,6-Oct,20-Dec,7,7,4,4,6-Oct,20-Dec,13.47501602,2-Jan,2-Mar,8,3,8,3,2-Jan,2-Mar,18.90655885,2-Jan,16-Feb,7,4,7,4,2-Jan,16-Feb,12.8541484,28-Dec,27-Jan,7,4,7,4,28-Dec,27-Jan,13.49603213,27-Dec,11-Jan,7,4,7,4,27-Dec,11-Jan,0.330778233
WOR,Worthington Industries Inc,51.43999863,FALSE,2009,,13-May,27-Jul,7,7,4,4,12-May,26-Jul,8.6758831,15-May,14-Jul,8,3,8,3,14-May,13-Jul,6.856311574,1-Jun,16-Jul,6,5,6,5,5-Jun,20-Jul,5.946311973,22-Jun,22-Jul,7,4,7,4,22-Jun,22-Jul,7.50674504,21-Jun,6-Jul,7,4,7,4,21-Jun,6-Jul,4.562815082
TEAH,Worry Free Tea House Holdings Co,0.029999999,FALSE,2009,,14-May,28-Jul,4,4,7,7,14-May,28-Jul,2.540852857,3-Dec,1-Feb,4,7,4,7,3-Dec,1-Feb,-12.68207758,23-Dec,6-Feb,3,8,3,8,23-Dec,6-Feb,18.83589722,27-Apr,27-May,4,7,4,7,27-Apr,27-May,19.36895779,26-Dec,10-Jan,2,9,2,9,26-Dec,10-Jan,15.26159573
WYGPY,Worley Ltd,8.899999619,FALSE,2010,,27-Jan,11-Apr,7,7,3,3,27-Jan,11-Apr,3.425405926,4-Jan,4-Mar,6,4,6,4,4-Jan,4-Mar,6.10180531,19-Jan,4-Mar,6,4,6,4,19-Jan,4-Mar,5.368340701,31-Jan,1-Mar,7,3,7,3,31-Jan,1-Mar,5.152252332,4-Apr,19-Apr,8,2,8,2,4-Apr,19-Apr,5.621677575
WYGPF,Worley Ltd,8.020000458,FALSE,2010,,23-Dec,8-Mar,7,7,3,3,10-Jun,24-Aug,5.409372652,30-Jun,29-Aug,6,4,6,4,30-Jun,29-Aug,4.779030493,21-Mar,5-May,5,5,5,5,21-Mar,5-May,10.9607967,6-Feb,7-Mar,7,3,7,3,4-Apr,4-May,9.058326875,5-Apr,20-Apr,6,4,6,4,5-Apr,20-Apr,3.872654401
WDDD,Worlds Inc,0.270000011,FALSE,2009,,16-Dec,1-Mar,9,9,2,2,16-Dec,1-Mar,22.64661055,30-Dec,28-Feb,9,2,9,2,30-Dec,28-Feb,27.57544347,14-Dec,28-Jan,7,4,7,4,14-Dec,28-Jan,23.60775764,10-Jan,9-Feb,7,4,7,4,10-Jan,9-Feb,12.89937786,18-Jan,2-Feb,5,6,5,6,18-Jan,2-Feb,11.79355219
WWE,World Wrestling Entertainment Inc,40.97000122,FALSE,2009,,12-Jun,26-Aug,8,7,3,4,20-Nov,3-Feb,9.575535661,25-May,24-Jul,7,4,7,4,26-Jun,25-Aug,7.394321428,4-Jun,19-Jul,8,3,8,3,23-Nov,7-Jan,3.777925026,13-Nov,13-Dec,7,4,7,4,13-Nov,13-Dec,6.629680612,2-Jul,17-Jul,7,4,7,4,2-Jul,17-Jul,3.657446862
WSGF,World Series of Golf Inc,0.0089,FALSE,2009,,31-Mar,14-Jun,6,6,5,5,31-Mar,14-Jun,-16.51277325,26-Feb,26-Apr,4,7,4,7,26-Feb,26-Apr,29.19626182,14-Mar,28-Apr,6,5,6,5,14-Mar,28-Apr,32.41492201,16-Apr,16-May,4,7,4,7,16-Apr,16-May,27.13146822,9-Jul,24-Jul,4,7,4,7,9-Jul,24-Jul,15.07057016
WPKS,World Poker Store Inc,0.022,FALSE,2010,,7-Jun,21-Aug,1,1,9,9,7-Jun,21-Aug,25.99094547,23-Apr,22-Jun,1,9,1,9,23-Apr,22-Jun,27.74052173,30-Apr,14-Jun,2,8,2,8,30-Apr,14-Jun,32.58168137,13-May,12-Jun,1,8,1,8,13-May,12-Jun,8.41261467,30-May,14-Jun,1,8,1,8,30-May,14-Jun,18.70466751
WPFH,World Poker Fund Holdings Inc,0.050000001,FALSE,2009,,13-Jan,28-Mar,4,4,7,7,13-Jan,28-Mar,-14.70871273,26-Apr,25-Jun,3,8,3,8,26-Apr,25-Jun,8.231314163,3-May,17-Jun,3,8,3,8,3-May,17-Jun,15.17009083,5-Nov,5-Dec,4,7,4,7,5-Nov,5-Dec,25.88843135,25-Feb,11-Mar,2,9,2,9,25-Feb,11-Mar,19.19772498
WWII,World Of Wireless International Telecom Inc,0.00675,FALSE,2009,,19-Mar,2-Jun,6,6,5,5,19-Mar,2-Jun,19.7750168,19-Mar,18-May,3,8,3,8,19-Mar,18-May,6.168441441,18-Mar,2-May,5,6,5,6,18-Mar,2-May,29.0164269,18-Mar,17-Apr,4,7,4,7,18-Mar,17-Apr,26.00188816,2-Sep,17-Sep,3,8,3,8,2-Sep,17-Sep,19.8219269
WHWRF,World Houseware holdings,0.029999999,FALSE,2009,,16-Sep,30-Nov,1,1,10,10,16-Sep,30-Nov,14.29983576,9-Oct,8-Dec,1,10,1,10,9-Oct,8-Dec,11.85741423,11-Oct,25-Nov,3,8,3,8,11-Oct,25-Nov,12.00447281,26-Oct,25-Nov,3,8,3,8,26-Oct,25-Nov,5.308044532,9-Aug,24-Aug,1,9,1,9,9-Aug,24-Aug,6.27741241
INT,World Fuel Services Corp,28.26000023,FALSE,2009,,14-Oct,28-Dec,6,6,5,5,14-Oct,28-Dec,6.958433183,31-Oct,30-Dec,6,5,6,5,31-Oct,30-Dec,4.650286891,16-Mar,30-Apr,6,5,6,5,16-Mar,30-Apr,5.07480399,14-Oct,13-Nov,6,5,6,5,14-Oct,13-Nov,5.220807983,23-Mar,7-Apr,5,6,5,6,23-Mar,7-Apr,1.417615371
WFHG,World Financial Holding Group,10,FALSE,2009,,12-Dec,25-Feb,4,4,7,7,12-Dec,25-Feb,0.439083185,4-Feb,4-Apr,4,7,4,7,4-Feb,4-Apr,10.35056773,18-Mar,2-May,4,7,4,7,18-Mar,2-May,21.09432249,2-Apr,2-May,5,6,5,6,2-Apr,2-May,21.25005012,21-Nov,6-Dec,7,4,7,4,21-Nov,6-Dec,16.21061031
WRLD,World Acceptance Corp,109.7600021,FALSE,2009,,2-Apr,16-Jun,7,7,4,4,2-Apr,16-Jun,10.8446797,3-Apr,2-Jun,7,4,7,4,3-Apr,2-Jun,12.07092026,27-Mar,11-May,6,5,6,5,27-Mar,11-May,11.27576439,6-Apr,6-May,8,3,8,3,6-Apr,6-May,11.18503681,15-Apr,30-Apr,6,5,6,5,15-Apr,30-Apr,6.164851046
WKSP,Worksport Ltd,0.129999995,FALSE,2009,,6-Feb,21-Apr,4,4,7,7,6-Feb,21-Apr,15.2210338,26-Jul,24-Sep,4,7,4,7,26-Jul,24-Sep,13.57513126,10-Aug,24-Sep,2,9,2,9,10-Aug,24-Sep,13.19973646,25-Aug,24-Sep,2,9,2,9,25-Aug,24-Sep,12.13370384,19-Aug,3-Sep,1,10,1,10,19-Aug,3-Sep,11.80292289
WKHS,Workhorse Group Inc,25.78000069,FALSE,2010,,1-Jul,14-Sep,3,3,7,7,1-Jul,14-Sep,5.033916812,30-Oct,29-Dec,5,5,5,5,30-Oct,29-Dec,13.57001736,28-Mar,12-May,4,6,4,6,28-Mar,12-May,21.64031989,29-Jul,28-Aug,3,7,3,7,29-Jul,28-Aug,3.831516927,27-Apr,12-May,5,5,5,5,27-Apr,12-May,16.64496424
WF,Woori Financial Group Inc,27.09000015,FALSE,2009,,23-May,6-Aug,5,5,6,6,23-May,6-Aug,3.804862812,16-Mar,15-May,4,7,4,7,16-Mar,15-May,5.979788372,3-Sep,18-Oct,3,8,3,8,3-Sep,18-Oct,4.066907076,26-Mar,25-Apr,5,6,5,6,26-Mar,25-Apr,5.5010983,18-Dec,2-Jan,2,9,2,9,6-Apr,21-Apr,4.204851655
WOLWF,Woolworths Group Ltd,27.95000076,FALSE,2010,,14-Dec,27-Feb,6,6,4,4,14-Dec,27-Feb,5.658666621,26-Dec,24-Feb,7,3,7,3,26-Dec,24-Feb,4.523537945,22-Jun,6-Aug,6,4,6,4,22-Jun,6-Aug,3.988695452,25-Jun,25-Jul,5,5,5,5,25-Jun,25-Jul,5.03072369,10-Jul,25-Jul,5,5,5,5,10-Jul,25-Jul,3.548930323
WWD,Woodward Inc,108.6399994,FALSE,2009,,30-Oct,13-Jan,6,6,5,5,30-Oct,13-Jan,11.08964688,1-Oct,30-Nov,5,6,4,7,1-Oct,30-Nov,10.97213574,28-Oct,12-Dec,5,6,5,6,22-May,6-Jul,4.693084064,31-Oct,30-Nov,4,7,4,7,31-Oct,30-Nov,8.61627022,19-Nov,4-Dec,8,3,8,3,19-Nov,4-Dec,3.445507964
WSFL,Woodstock Holdings Inc,0.050999999,FALSE,2010,,20-Feb,5-May,2,2,8,8,20-Feb,5-May,22.12222873,11-Mar,10-May,3,7,3,7,11-Mar,10-May,23.47185512,22-Mar,6-May,2,8,2,8,22-Mar,6-May,25.46122959,15-Mar,14-Apr,2,8,2,8,15-Mar,14-Apr,15.66997125,28-Mar,12-Apr,2,8,2,8,28-Mar,12-Apr,10.71887036
WOPEY,Woodside Petroleum Ltd,15.97000027,FALSE,2009,,10-Feb,25-Apr,6,4,5,7,11-Feb,26-Apr,1.761778442,2-Mar,1-May,5,6,5,6,2-Mar,1-May,3.882294224,14-Mar,28-Apr,4,7,4,7,14-Mar,28-Apr,8.049542238,17-Mar,16-Apr,5,6,5,6,17-Mar,16-Apr,5.501253744,18-Apr,3-May,7,4,7,4,3-Oct,18-Oct,3.803197835
WOPEF,Woodside Petroleum Ltd,14.93999958,FALSE,2010,,16-Dec,1-Mar,6,4,4,6,12-Dec,25-Feb,3.037174012,13-Mar,12-May,6,4,5,5,13-Mar,12-May,4.050106138,19-Mar,3-May,4,6,4,6,19-Mar,3-May,6.388721621,4-Apr,4-May,5,5,5,5,4-Apr,4-May,5.150917352,14-Feb,29-Feb,5,5,5,5,21-Dec,5-Jan,2.465379419
WDFN,Woodlands Financial Services Co,25.85000038,FALSE,2009,,12-Jul,25-Sep,7,6,4,5,22-Sep,6-Dec,7.784227541,3-Oct,2-Dec,8,3,6,5,6-Oct,5-Dec,8.505558301,28-Jul,11-Sep,7,4,5,6,21-Oct,5-Dec,7.684686699,25-Oct,24-Nov,6,5,6,5,31-Oct,30-Nov,3.407847676,2-Aug,17-Aug,5,6,5,6,17-Nov,2-Dec,5.470198426
WDBG,Woodbrook Group Holdings Inc,0.400000006,FALSE,2009,,16-Jul,29-Sep,3,3,8,8,16-Jul,29-Sep,-35.40531804,10-Apr,9-Jun,3,8,3,8,10-Apr,9-Jun,2.301586515,15-Aug,29-Sep,3,8,3,8,15-Aug,29-Sep,-8.237860962,19-Nov,19-Dec,3,8,3,8,19-Nov,19-Dec,13.0995015,15-Jul,30-Jul,1,10,1,10,15-Jul,30-Jul,5.735114746
WDGJF,Wood Group (John) PLC,3.559999943,FALSE,2010,,13-Feb,28-Apr,8,8,2,2,28-Dec,13-Mar,4.730309905,20-Mar,19-May,6,4,6,4,14-Jan,14-Mar,4.167005464,3-Apr,18-May,5,5,5,5,3-Apr,18-May,2.166882763,31-Mar,30-Apr,4,6,4,6,30-Mar,29-Apr,4.481228288,15-Apr,30-Apr,5,5,5,5,8-Oct,23-Oct,1.519145349
WWW,Wolverine World Wide Inc,28.60000038,FALSE,2009,,8-Jul,21-Sep,8,8,3,3,8-Jul,21-Sep,3.959387631,21-Feb,21-Apr,8,3,8,3,21-Feb,21-Apr,-0.253837589,17-Mar,1-May,5,6,5,6,25-Oct,9-Dec,7.735420129,1-Apr,1-May,5,6,5,6,1-Apr,1-May,8.427935186,18-Apr,3-May,4,7,4,7,18-Apr,3-May,4.275607141
WTKWY,Wolters Kluwer NV,85.81999969,FALSE,2009,,28-Feb,13-May,7,7,4,4,26-May,9-Aug,4.911056044,25-Feb,25-Apr,7,4,7,4,13-Jun,12-Aug,4.901718408,11-Mar,25-Apr,6,5,6,5,10-Jun,25-Jul,3.702735385,25-Mar,24-Apr,6,5,6,5,14-Mar,13-Apr,3.16163566,9-Jul,24-Jul,6,5,6,5,9-Jul,24-Jul,3.274127496
WOLTF,Wolters Kluwer NV,82.24939728,FALSE,2010,,15-Jul,28-Sep,8,8,2,2,19-Dec,4-Mar,4.721083814,17-Mar,16-May,7,3,7,3,23-Aug,22-Oct,3.267558297,21-Mar,5-May,6,4,6,4,18-Nov,2-Jan,2.728162298,30-Mar,29-Apr,4,6,4,6,23-Mar,22-Apr,3.625184857,14-Apr,29-Apr,3,7,3,7,13-Apr,28-Apr,1.42147932
WNS,WNS (Holdings) Ltd,68.01999664,FALSE,2009,,24-Jun,7-Sep,6,6,5,5,24-Jun,7-Sep,10.92656252,27-Jun,26-Aug,7,4,7,4,27-Jun,26-Aug,9.565629191,25-Jun,9-Aug,8,3,8,3,25-Jun,9-Aug,8.538083232,14-Jul,13-Aug,9,2,9,2,14-Jul,13-Aug,7.957703278,7-Jan,22-Jan,7,4,7,4,7-Jan,22-Jan,6.438720705
WETF,WisdomTree Investments Inc,4.239999771,FALSE,2009,,14-Oct,28-Dec,6,6,5,5,14-Oct,28-Dec,10.40354102,2-Oct,1-Dec,6,5,6,5,2-Oct,1-Dec,13.17833266,11-Oct,25-Nov,6,5,6,5,11-Oct,25-Nov,10.71755999,13-Oct,12-Nov,7,4,7,4,13-Oct,12-Nov,11.75416781,28-Oct,12-Nov,5,6,5,6,28-Oct,12-Nov,5.880177615
WIRX,Wireless Xcessories Group Inc,0.01,FALSE,2009,,19-Feb,4-May,4,4,7,7,19-Feb,4-May,5.708286968,3-Mar,2-May,3,8,3,8,3-Mar,2-May,8.23310679,19-Feb,4-Apr,5,6,5,6,27-Feb,12-Apr,-0.309480928,28-Feb,29-Mar,3,8,3,8,21-Feb,22-Mar,9.670457304,8-Mar,23-Mar,4,7,4,7,8-Mar,23-Mar,9.598062097
WTT,Wireless Telecom Group Inc,1.529999971,FALSE,2009,,22-Oct,5-Jan,6,6,5,5,22-Oct,5-Jan,11.49708566,24-Oct,23-Dec,7,4,7,4,24-Oct,23-Dec,8.00574759,20-Oct,4-Dec,6,5,6,5,20-Oct,4-Dec,9.151439189,21-Oct,20-Nov,6,5,6,5,21-Oct,20-Nov,7.755586627,26-Oct,10-Nov,7,4,7,4,26-Oct,10-Nov,2.700522078
WIT,Wipro Ltd,5.059999943,FALSE,2009,,22-Aug,5-Nov,8,8,3,3,22-Aug,5-Nov,5.10429309,29-Nov,28-Jan,6,5,6,5,20-Aug,19-Oct,6.113822713,10-Dec,24-Jan,6,5,6,5,10-Dec,24-Jan,3.783185983,25-Aug,24-Sep,6,5,6,5,25-Aug,24-Sep,3.834212519,26-Aug,10-Sep,7,4,7,4,26-Aug,10-Sep,1.861408351
WTFC,Wintrust Financial Corp,54.75999832,FALSE,2009,,27-Oct,10-Jan,9,7,2,4,27-Oct,10-Jan,4.560872311,16-Aug,15-Oct,7,4,7,4,16-Aug,15-Oct,3.342948219,3-Feb,19-Mar,5,6,5,6,1-Feb,17-Mar,-1.342404711,13-Dec,12-Jan,7,4,7,4,13-Dec,12-Jan,3.325273025,3-Feb,18-Feb,4,7,4,7,3-Feb,18-Feb,3.156675528
WPHM,Winston Pharmaceuticals Inc,0.079999998,FALSE,2009,,29-May,12-Aug,1,1,10,10,29-May,12-Aug,26.82692304,22-Apr,21-Jun,2,9,2,9,22-Apr,21-Jun,-2.685184811,24-Dec,7-Feb,3,8,3,8,24-Dec,7-Feb,11.01641449,27-Dec,26-Jan,4,7,4,7,27-Dec,26-Jan,21.14141446,24-Dec,8-Jan,3,8,3,8,24-Dec,8-Jan,6.458467978
WGO,Winnebago Industries Inc,50.24000168,FALSE,2009,,19-Apr,3-Jul,7,7,4,4,19-Apr,3-Jul,6.661422742,18-May,17-Jul,6,5,6,5,18-May,17-Jul,5.728350717,22-May,6-Jul,6,5,6,5,22-May,6-Jul,8.817072155,9-Sep,9-Oct,6,5,6,5,9-Sep,9-Oct,8.010692414,15-Apr,30-Apr,6,5,6,5,15-Apr,30-Apr,5.98437849
WNMLA,Winmill & Co Inc,0.699999988,FALSE,2009,,18-Mar,1-Jun,4,4,7,7,18-Mar,1-Jun,2.644446392,2-Apr,1-Jun,5,6,5,6,2-Apr,1-Jun,6.368768393,3-Jul,17-Aug,4,7,4,7,3-Jul,17-Aug,4.40888051,9-Jul,8-Aug,3,8,3,8,9-Jul,8-Aug,-0.148668426,6-Sep,21-Sep,2,9,2,9,6-Sep,21-Sep,2.504046913
WINA,Winmark Corp,178.3999939,FALSE,2009,,1-Jun,15-Aug,6,5,5,6,1-Jun,15-Aug,9.118091224,7-May,6-Jul,6,5,6,5,7-May,6-Jul,9.41672386,2-Jun,17-Jul,5,6,5,6,2-Jun,17-Jul,10.11760381,2-Jun,2-Jul,5,6,5,6,2-Jun,2-Jul,9.00226223,4-Jun,19-Jun,4,7,4,7,4-Jun,19-Jun,5.193410953
WELX,Winland Holdings Corp,1.850000024,FALSE,2009,,24-Oct,7-Jan,4,4,7,7,24-Oct,7-Jan,8.974760715,17-Nov,16-Jan,3,8,3,8,17-Nov,16-Jan,8.135988157,23-Nov,7-Jan,4,7,4,7,23-Nov,7-Jan,13.18089597,8-Dec,7-Jan,3,8,3,8,8-Dec,7-Jan,10.84262574,22-May,6-Jun,2,9,2,9,22-May,6-Jun,4.542564667
WINT,Windtree Therapeutics Inc,6.539999962,FALSE,2009,,31-Jan,15-Apr,4,4,7,7,31-Jan,15-Apr,1.664494337,10-Dec,8-Feb,4,7,4,7,10-Dec,8-Feb,1.747117453,15-Dec,29-Jan,5,6,5,6,15-Dec,29-Jan,4.302481781,17-Mar,16-Apr,6,5,6,5,17-Mar,16-Apr,9.615481012,31-Mar,15-Apr,8,3,8,3,31-Mar,15-Apr,11.88466386
WINMQ,Windstream Holdings Inc,0.079000004,FALSE,2009,,13-Jul,26-Sep,4,4,7,7,13-Jul,26-Sep,1.180475632,24-Jul,22-Sep,4,7,4,7,24-Jul,22-Sep,2.995460665,8-Aug,22-Sep,5,6,5,6,8-Aug,22-Sep,9.289877929,22-Aug,21-Sep,5,6,5,6,22-Aug,21-Sep,9.896668647,30-Aug,14-Sep,7,4,7,4,30-Aug,14-Sep,8.048797897
WWPW,Wind Works Power Corp.,0.008,FALSE,2009,,7-Apr,21-Jun,3,3,8,8,7-Apr,21-Jun,-3.272109691,22-Aug,21-Oct,4,7,4,7,22-Aug,21-Oct,14.59449213,15-Oct,29-Nov,5,6,5,6,15-Oct,29-Nov,7.325578925,5-Oct,4-Nov,3,8,3,8,5-Oct,4-Nov,11.10340764,22-Aug,6-Sep,4,7,4,7,22-Aug,6-Sep,21.42715036
WLMIY,Wilmar International Ltd,32.63000107,FALSE,2010,,22-Aug,5-Nov,7,7,3,3,22-Aug,5-Nov,3.898175917,12-Sep,11-Nov,7,3,7,3,12-Sep,11-Nov,3.66478142,21-Mar,5-May,6,4,6,4,20-Mar,4-May,5.442296386,6-Oct,5-Nov,5,5,5,5,6-Oct,5-Nov,5.11390867,22-Mar,6-Apr,6,4,6,4,22-Mar,6-Apr,3.698263243
WLMIF,Wilmar International Ltd,3.170000076,FALSE,2010,,24-Sep,8-Dec,5,5,5,5,24-Sep,8-Dec,3.188751396,9-Sep,8-Nov,8,2,8,2,9-Sep,8-Nov,4.449291699,18-Mar,2-May,5,5,5,5,18-Mar,2-May,3.803788451,9-Jun,9-Jul,6,4,6,4,9-Jun,9-Jul,3.408820205,21-Oct,5-Nov,6,4,6,4,21-Oct,5-Nov,3.987182575
WLTW,Willis Towers Watson PLC,199.3999939,FALSE,2009,,5-Apr,19-Jun,7,7,4,4,5-Apr,19-Jun,5.469815651,19-May,18-Jul,8,3,8,3,19-May,18-Jul,2.622235075,14-Mar,28-Apr,9,2,9,2,14-Mar,28-Apr,3.281033759,27-Jun,27-Jul,8,3,8,3,28-Jun,28-Jul,3.141795288,6-Feb,21-Feb,7,4,7,4,6-Feb,21-Feb,0.677947777
WLFC,Willis Lease Finance Corp,28.62999916,FALSE,2009,,20-Sep,4-Dec,7,7,4,4,20-Sep,4-Dec,11.74390862,29-Sep,28-Nov,8,3,8,3,29-Sep,28-Nov,11.95849831,14-Oct,28-Nov,8,3,8,3,14-Oct,28-Nov,9.599718833,13-Oct,12-Nov,6,5,6,5,13-Oct,12-Nov,8.695374755,30-Oct,14-Nov,7,4,7,4,30-Oct,14-Nov,4.770312628
WSM,Williams-Sonoma Inc,107.7099991,FALSE,2009,,22-Mar,5-Jun,6,6,5,5,30-Jan,14-Apr,9.249691501,2-Feb,2-Apr,7,4,7,4,2-Feb,2-Apr,5.412911935,1-Feb,17-Mar,7,4,5,6,1-Feb,17-Mar,3.12862829,31-Jan,1-Mar,5,6,5,6,31-Jan,1-Mar,4.181097191,4-Feb,19-Feb,7,4,7,4,4-Feb,19-Feb,5.436765354
