,symbol,company,price,ignore,start_yr,ignore_error,adj_up_start_schedule_r_75,adj_up_end_schedule_r_75,adj_ups_r_75,adj_downs_r_75,close_ups_r_75,close_downs_r_75,close_up_start_schedule_r_75,close_up_end_schedule_r_75,close_up_percent_avg_r_75,adj_up_start_schedule_r_60,adj_up_end_schedule_r_60,adj_ups_r_60,adj_downs_r_60,close_ups_r_60,close_downs_r_60,close_up_start_schedule_r_60,close_up_end_schedule_r_60,close_up_percent_avg_r_60,adj_up_start_schedule_r_45,adj_up_end_schedule_r_45,adj_ups_r_45,adj_downs_r_45,close_ups_r_45,close_downs_r_45,close_up_start_schedule_r_45,close_up_end_schedule_r_45,close_up_percent_avg_r_45,adj_up_start_schedule_r_30,adj_up_end_schedule_r_30,adj_ups_r_30,adj_downs_r_30,close_ups_r_30,close_downs_r_30,close_up_start_schedule_r_30,close_up_end_schedule_r_30,close_up_percent_avg_r_30,adj_up_start_schedule_r_15,adj_up_end_schedule_r_15,adj_ups_r_15,adj_downs_r_15,close_ups_r_15,close_downs_r_15,close_up_start_schedule_r_15,close_up_end_schedule_r_15,close_up_percent_avg_r_15
0,EGHT,8x8 Inc,18.850000381469727,False,2009.0,,05-15,07-29,5.0,6.0,5.0,6.0,05-15,07-29,12.097534046657698,05-29,07-28,7.0,4.0,7.0,4.0,05-29,07-28,10.307637619977722,05-27,07-11,6.0,5.0,6.0,5.0,05-27,07-11,7.556328266163247,03-23,04-22,8.0,3.0,8.0,3.0,03-23,04-22,9.184084290582174,01-04,01-19,7.0,4.0,7.0,4.0,01-04,01-19,5.4324218900377454
1,FPLSF,5N Plus Inc,1.809999942779541,False,2009.0,,11-10,01-24,5.0,6.0,5.0,6.0,11-10,01-24,2.1333264596123547,11-17,01-16,6.0,5.0,6.0,5.0,11-17,01-16,4.758345546402028,03-23,05-07,6.0,5.0,6.0,5.0,03-23,05-07,7.2103235931222915,08-15,09-14,6.0,5.0,6.0,5.0,08-15,09-14,6.459395438753308,04-02,04-17,5.0,6.0,5.0,6.0,04-02,04-17,3.1640215915207777
2,JOBS,51job Inc,70.02999877929689,False,2009.0,,09-12,11-26,8.0,3.0,8.0,3.0,09-12,11-26,10.357619829254416,09-12,11-11,7.0,4.0,7.0,4.0,09-12,11-11,8.86691360040683,03-08,04-22,6.0,5.0,6.0,5.0,03-08,04-22,7.217456980439135,03-21,04-20,6.0,5.0,6.0,5.0,03-21,04-20,6.170783692283645,02-07,02-22,8.0,3.0,8.0,3.0,02-07,02-22,4.921803166393313
3,FNINF,49 North Resources Inc,0.09000000357627869,False,2009.0,,02-19,05-04,5.0,6.0,5.0,6.0,02-19,05-04,-4.026088832606795,12-11,02-09,4.0,7.0,4.0,7.0,12-11,02-09,-1.7860598884854728,12-20,02-03,3.0,8.0,3.0,8.0,12-20,02-03,-5.16163124327695,12-03,01-02,2.0,9.0,2.0,9.0,12-03,01-02,4.361036300257716,12-18,01-02,1.0,10.0,1.0,10.0,12-18,01-02,-2.9170256727721857
4,PSPW,3Power Energy Group Inc,0.05000000074505806,False,2009.0,,08-12,10-26,6.0,5.0,6.0,5.0,08-12,10-26,-31.76099278651909,08-09,10-08,6.0,5.0,6.0,5.0,08-09,10-08,-3.955026871704768,08-12,09-26,6.0,5.0,6.0,5.0,08-12,09-26,2.5577201876879965,01-13,02-12,5.0,6.0,5.0,6.0,01-13,02-12,17.20144750008146,01-28,02-12,3.0,8.0,3.0,8.0,01-28,02-12,18.982259622832192
5,MMM,3M Co,170.7899932861328,False,2009.0,,10-29,01-12,8.0,3.0,7.0,4.0,10-29,01-12,5.1938007285462895,10-15,12-14,8.0,3.0,8.0,3.0,10-15,12-14,4.761738016917934,10-30,12-14,7.0,4.0,7.0,4.0,10-30,12-14,3.8471525551399615,10-30,11-29,5.0,6.0,5.0,6.0,10-30,11-29,3.1513999621125013,10-30,11-14,7.0,4.0,7.0,4.0,10-30,11-14,2.780814639672576
6,TGOPY,3i Group PLC,7.177999973297119,False,2010.0,,11-09,01-23,5.0,5.0,4.0,6.0,12-11,02-24,10.030819817572002,06-01,07-31,5.0,5.0,4.0,6.0,12-26,02-24,9.271217853311366,12-06,01-20,4.0,6.0,3.0,7.0,01-09,02-23,7.9692135694717585,12-06,01-05,4.0,6.0,3.0,7.0,01-25,02-24,6.805577165090349,12-05,12-20,3.0,6.0,2.0,7.0,07-19,08-03,5.980336737614483
7,TGOPF,3i Group PLC,13.960000038146973,False,2009.0,,03-05,05-19,7.0,4.0,7.0,4.0,03-05,05-19,5.842591222052361,04-15,06-14,7.0,4.0,7.0,4.0,04-15,06-14,8.419024421380117,03-18,05-02,9.0,2.0,9.0,2.0,03-18,05-02,6.308668052463712,05-03,06-02,6.0,5.0,6.0,5.0,05-03,06-02,6.427106228234272,05-14,05-29,7.0,4.0,7.0,4.0,05-14,05-29,3.722841268175623
8,DDDX,3DX Industries Inc,0.009999999776482582,False,2010.0,,10-11,12-25,3.0,7.0,3.0,7.0,10-11,12-25,-2.6987774468661545,10-25,12-24,5.0,5.0,5.0,5.0,10-25,12-24,12.56618342287259,12-11,01-25,5.0,5.0,5.0,5.0,12-11,01-25,5.321536408660369,12-18,01-17,6.0,4.0,6.0,4.0,12-18,01-17,18.41745348017973,12-31,01-15,7.0,3.0,7.0,3.0,12-31,01-15,17.02173078941302
9,THDS,3Dshopping.com Inc,0.007550000213086605,False,2009.0,,11-13,01-27,4.0,7.0,4.0,7.0,11-13,01-27,11.195729654903278,07-11,09-09,4.0,7.0,4.0,7.0,07-11,09-09,10.65075291586331,12-20,02-03,2.0,9.0,2.0,9.0,12-20,02-03,17.66748455505575,01-04,02-03,4.0,7.0,4.0,7.0,01-04,02-03,14.527895067025325,01-11,01-26,1.0,10.0,1.0,10.0,01-11,01-26,12.115196520773992
10,DDD,3D Systems Corp,7.079999923706055,False,2009.0,,12-11,02-24,7.0,4.0,7.0,4.0,12-11,02-24,15.075710535648431,11-14,01-13,9.0,2.0,9.0,2.0,11-14,01-13,13.022245440520921,08-05,09-19,8.0,3.0,8.0,3.0,08-05,09-19,5.204686161375754,03-24,04-23,6.0,5.0,6.0,5.0,03-24,04-23,5.298100320806082,02-08,02-23,7.0,4.0,7.0,4.0,02-08,02-23,5.092202004568498
11,SAYFF,3 Sixty Risk Solutions Ltd,0.030689999,False,2010.0,,20-Apr,4-Jul,4.0,4.0,4.0,4.0,20-Apr,4-Jul,5.627459717000001,26-Apr,25-Jun,4.0,4.0,4.0,4.0,26-Apr,25-Jun,20.3028312,14-Dec,28-Jan,5.0,3.0,5.0,3.0,14-Dec,28-Jan,26.47509905,17-Dec,16-Jan,5.0,3.0,5.0,3.0,17-Dec,16-Jan,18.55277324,9-Jan,24-Jan,3.0,5.0,3.0,5.0,9-Jan,24-Jan,7.449118893
12,SRCE,1st Source Corp,37.09999847,False,2009.0,,9-Oct,23-Dec,7.0,4.0,6.0,5.0,21-Oct,4-Jan,6.592675748,21-Oct,20-Dec,6.0,5.0,5.0,6.0,21-Oct,20-Dec,5.157011585,19-Oct,3-Dec,3.0,8.0,2.0,9.0,19-Oct,3-Dec,4.144418213,21-Oct,20-Nov,4.0,7.0,4.0,7.0,26-Jun,26-Jul,3.440629851,3-Feb,18-Feb,4.0,7.0,4.0,7.0,3-Feb,18-Feb,1.109133254
13,FCCY,1st Constitution Bancorp,15.5,False,2009.0,,30-Oct,13-Jan,7.0,4.0,7.0,4.0,30-Oct,13-Jan,6.9490242879999995,13-Oct,12-Dec,7.0,4.0,7.0,4.0,13-Oct,12-Dec,6.3839595010000005,17-Oct,1-Dec,7.0,4.0,7.0,4.0,17-Oct,1-Dec,5.065158322,15-Dec,14-Jan,5.0,6.0,5.0,6.0,15-Dec,14-Jan,5.398811201,21-Dec,5-Jan,7.0,4.0,7.0,4.0,21-Dec,5-Jan,2.100286558
14,FCOB,1st Colonial Bancorp Inc,6.75,False,2009.0,,26-Mar,9-Jun,7.0,4.0,7.0,4.0,6-Nov,20-Jan,3.9045294569999998,23-Mar,22-May,9.0,2.0,9.0,2.0,19-Nov,18-Jan,4.559814268999999,6-Dec,20-Jan,7.0,4.0,7.0,4.0,11-Jan,25-Feb,5.029732879,18-Jul,17-Aug,5.0,6.0,5.0,6.0,18-Jul,17-Aug,4.885420494,2-Aug,17-Aug,6.0,5.0,6.0,5.0,2-Jun,17-Jun,4.3103651560000005
15,FISB,1st Cap Bancorp,11.19999981,False,2009.0,,22-Jan,6-Apr,8.0,3.0,8.0,3.0,22-Jan,6-Apr,-0.7628979909999999,24-Jan,24-Mar,7.0,4.0,7.0,4.0,24-Jan,24-Mar,0.750290008,25-Feb,10-Apr,8.0,3.0,8.0,3.0,25-Feb,10-Apr,-2.005344888,17-Apr,17-May,7.0,4.0,7.0,4.0,17-Apr,17-May,2.29413321,27-Jul,11-Aug,7.0,4.0,7.0,4.0,27-Jul,11-Aug,2.335845206
16,TURN,180 Degree Capital Corp,1.902199983596801,False,2009.0,,11-10,01-24,7.0,4.0,7.0,4.0,11-10,01-24,2.8356588015057524,12-17,02-15,7.0,4.0,7.0,4.0,12-17,02-15,3.2810733549079263,12-10,01-24,8.0,3.0,8.0,3.0,12-10,01-24,3.2570444167187933,12-16,01-15,8.0,3.0,8.0,3.0,12-16,01-15,3.3924970575509046,05-28,06-12,8.0,3.0,8.0,3.0,05-28,06-12,3.640962307350285
17,YSGG,1399 Internet Technology Application Group Inc,2.0,False,2009.0,,12-11,02-24,5.0,6.0,5.0,6.0,12-11,02-24,44.116666280336815,12-23,02-21,6.0,5.0,6.0,5.0,12-23,02-21,40.374999520179145,12-14,01-28,5.0,6.0,5.0,6.0,12-14,01-28,35.11904759691285,12-28,01-27,4.0,7.0,4.0,7.0,12-28,01-27,32.813492386377824,01-16,01-31,1.0,10.0,1.0,10.0,01-16,01-31,21.785713896871272
18,FLWS,1-800-Flowers.com Inc,22.8700008392334,False,2009.0,,01-29,04-13,8.0,3.0,8.0,3.0,01-29,04-13,15.425729132337082,03-01,04-30,8.0,3.0,8.0,3.0,03-01,04-30,12.778011682833176,01-23,03-08,8.0,3.0,8.0,3.0,01-23,03-08,10.578729443347012,03-27,04-26,5.0,6.0,5.0,6.0,03-27,04-26,9.258076789383807,04-05,04-20,4.0,7.0,4.0,7.0,04-05,04-20,5.446182555492501
