symbol,company,price,ignore,start_yr,ignore_error,adj_up_start_schedule_r_75,adj_up_end_schedule_r_75,adj_ups_r_75,adj_downs_r_75,close_ups_r_75,close_downs_r_75,close_up_start_schedule_r_75,close_up_end_schedule_r_75,close_up_percent_avg_r_75,adj_up_start_schedule_r_60,adj_up_end_schedule_r_60,adj_ups_r_60,adj_downs_r_60,close_ups_r_60,close_downs_r_60,close_up_start_schedule_r_60,close_up_end_schedule_r_60,close_up_percent_avg_r_60,adj_up_start_schedule_r_45,adj_up_end_schedule_r_45,adj_ups_r_45,adj_downs_r_45,close_ups_r_45,close_downs_r_45,close_up_start_schedule_r_45,close_up_end_schedule_r_45,close_up_percent_avg_r_45,adj_up_start_schedule_r_30,adj_up_end_schedule_r_30,adj_ups_r_30,adj_downs_r_30,close_ups_r_30,close_downs_r_30,close_up_start_schedule_r_30,close_up_end_schedule_r_30,close_up_percent_avg_r_30,adj_up_start_schedule_r_15,adj_up_end_schedule_r_15,adj_ups_r_15,adj_downs_r_15,close_ups_r_15,close_downs_r_15,close_up_start_schedule_r_15,close_up_end_schedule_r_15,close_up_percent_avg_r_15
OSTK,Overstock.com Inc,57.31999969,FALSE,2009,,16-May,30-Jul,3,3,8,8,16-May,30-Jul,15.65905368,9-Jun,8-Aug,4,7,4,7,9-Jun,8-Aug,16.32452279,24-Jun,8-Aug,4,7,4,7,24-Jun,8-Aug,14.96212926,28-Jun,28-Jul,4,7,4,7,28-Jun,28-Jul,12.8930673,6-Jul,21-Jul,4,7,4,7,6-Jul,21-Jul,4.974585648
OVCHY,Oversea-Chinese Banking Corp Ltd,14.81000042,FALSE,2010,,19-Feb,4-May,7,7,3,3,14-Feb,29-Apr,5.539159197,8-Mar,7-May,5,5,5,5,8-Feb,8-Apr,4.219056048,23-Mar,7-May,4,6,4,6,23-Mar,7-May,3.956011345,4-Apr,4-May,5,5,5,5,27-Jun,27-Jul,3.5635761,15-Apr,30-Apr,4,6,4,6,7-Mar,22-Mar,1.715288363
MRDDF,Outcrop Gold Corp,0.370000005,FALSE,2009,,27-Jun,10-Sep,3,3,8,8,27-Jun,10-Sep,8.222088149,12-Jul,10-Sep,5,6,5,6,12-Jul,10-Sep,7.148238131,20-Jun,4-Aug,4,7,4,7,20-Jun,4-Aug,8.552359656,27-Jun,27-Jul,4,7,4,7,27-Jun,27-Jul,14.89955404,12-Jul,27-Jul,5,6,5,6,12-Jul,27-Jul,13.36686726
OTTEF,Otto Energy Ltd,0.005,FALSE,2010,,27-Jul,10-Oct,4,4,6,6,27-Jul,10-Oct,-22.05409272,10-Dec,8-Feb,4,6,4,6,10-Dec,8-Feb,14.42748978,26-Dec,9-Feb,5,5,5,5,26-Dec,9-Feb,15.64679057,22-Sep,22-Oct,2,8,2,8,3-May,2-Jun,17.52685319,6-Jun,21-Jun,1,9,1,9,12-May,27-May,18.434902
OTTR,Otter Tail Corp,41.27999878,FALSE,2009,,5-Oct,19-Dec,5,5,6,6,1-Sep,15-Nov,4.938047807,1-Oct,30-Nov,7,4,6,5,1-Oct,30-Nov,5.430139596,1-Oct,15-Nov,7,4,7,4,13-Nov,28-Dec,4.322004275,2-Oct,1-Nov,4,7,4,7,2-Oct,1-Nov,4.43416184,15-Mar,30-Mar,4,7,4,7,15-Mar,30-Mar,3.798254331
OTTW,Ottawa Bancorp Inc,13.10000038,FALSE,2009,,17-Feb,2-May,5,5,6,6,17-Feb,2-May,7.745787828,6-Mar,5-May,5,6,5,6,6-Mar,5-May,8.122632993,18-Mar,2-May,4,7,4,7,18-Mar,2-May,4.780214211,4-Apr,4-May,7,4,7,4,4-Apr,4-May,4.355259904,17-Apr,2-May,4,7,4,7,17-Apr,2-May,2.656830586
OTPGF,OTP Bank PLC,13.75,FALSE,2010,,7-Jul,20-Sep,0,0,8,8,7-Jul,20-Sep,7.315808982,22-Jul,20-Sep,0,8,0,8,22-Jul,20-Sep,7.315808982,6-Aug,20-Sep,0,8,0,8,6-Aug,20-Sep,7.315808982,21-Aug,20-Sep,0,8,0,8,21-Aug,20-Sep,7.315808982,5-Sep,20-Sep,0,8,0,8,5-Sep,20-Sep,7.315808982
OPESF,Otello Corp ASA,1.870000005,FALSE,2009,,24-May,7-Aug,8,8,3,3,24-May,7-Aug,7.367770249,14-May,13-Jul,5,6,5,6,14-May,13-Jul,9.095739046,24-May,8-Jul,5,6,5,6,24-May,8-Jul,7.908624412,24-May,23-Jun,3,8,3,8,24-May,23-Jun,6.248119766,24-May,8-Jun,3,8,3,8,24-May,8-Jun,3.963741492
OTEL,Otelco Inc,11.47999954,FALSE,2009,,27-Aug,10-Nov,5,5,6,6,27-Aug,10-Nov,4.565764988,1-May,30-Jun,7,4,7,4,11-Sep,10-Nov,4.868614791,18-Sep,2-Nov,6,5,6,5,18-Sep,2-Nov,2.860708891,11-Oct,10-Nov,8,3,8,3,11-Oct,10-Nov,2.654477964,29-May,13-Jun,7,4,7,4,29-May,13-Jun,3.37546176
OTCM,OTC Markets Group Inc,33.59999847,FALSE,2010,,2-Nov,16-Jan,6,6,4,4,15-Sep,29-Nov,4.098253305,5-Nov,4-Jan,6,4,6,4,1-Nov,31-Dec,5.330183711,31-Oct,15-Dec,5,5,5,5,13-Nov,28-Dec,3.28457969,7-Nov,7-Dec,4,6,4,6,7-Nov,7-Dec,4.587740636,13-Nov,28-Nov,4,6,4,6,22-Nov,7-Dec,2.810586762
OSKA,Osyka Corp,0.016000001,FALSE,2009,,11-Sep,25-Nov,4,4,7,7,11-Sep,25-Nov,24.47543975,22-Sep,21-Nov,3,8,3,8,22-Sep,21-Nov,25.07560681,4-Oct,18-Nov,4,7,4,7,4-Oct,18-Nov,31.12138709,16-Apr,16-May,3,8,3,8,16-Apr,16-May,14.61728747,8-Sep,23-Sep,1,10,1,10,8-Sep,23-Sep,16.19697522
OSN,Ossen Innovation Co Ltd,4.400000095,FALSE,2010,,11-Apr,25-Jun,4,4,6,6,11-Apr,25-Jun,3.128699289,1-Jun,31-Jul,5,5,5,5,1-Jun,31-Jul,9.037061214,13-Jun,28-Jul,5,5,5,5,13-Jun,28-Jul,6.257060989,3-Jul,2-Aug,4,6,4,6,3-Jul,2-Aug,8.420429015,10-Jun,25-Jun,7,3,7,3,10-Jun,25-Jun,7.997757523
OSRS,Osiris Corp,0.090000004,FALSE,2009,,3-Jul,16-Sep,2,2,7,7,3-Jul,16-Sep,-511.0430807,18-Jul,16-Sep,1,8,1,8,18-Jul,16-Sep,-512.3445161,2-Aug,16-Sep,1,8,1,8,2-Aug,16-Sep,21.28099188,3-Sep,3-Oct,1,8,1,8,3-Sep,3-Oct,23.53393096,31-Aug,15-Sep,1,8,1,8,31-Aug,15-Sep,24.43434351
OSIS,OSI Systems Inc,85.40000153,FALSE,2009,,11-Apr,25-Jun,8,8,3,3,11-Apr,25-Jun,7.44834792,12-Sep,11-Nov,7,4,7,4,12-Sep,11-Nov,6.848412429,13-May,27-Jun,7,4,7,4,13-May,27-Jun,5.58977752,21-May,20-Jun,6,5,6,5,21-May,20-Jun,5.634715573,21-May,5-Jun,7,4,7,4,21-May,5-Jun,4.003561359
OSK,Oshkosh Corp,79.23000336,FALSE,2009,,26-Sep,10-Dec,6,6,5,5,26-Sep,10-Dec,12.05077789,9-Oct,8-Dec,8,3,8,3,9-Oct,8-Dec,8.902429378,1-Oct,15-Nov,7,4,7,4,1-Oct,15-Nov,9.912750511,2-Nov,2-Dec,7,4,7,4,2-Nov,2-Dec,7.029409009,5-Sep,20-Sep,7,4,7,4,5-Sep,20-Sep,3.798571349
ORYX,Oryx Technology Corp,0.017999999,FALSE,2009,,15-Sep,29-Nov,4,4,7,7,15-Sep,29-Nov,6.900964239,25-Sep,24-Nov,3,8,3,8,25-Sep,24-Nov,10.60466785,9-Oct,23-Nov,3,8,3,8,9-Oct,23-Nov,9.563001375,24-Oct,23-Nov,3,8,3,8,24-Oct,23-Nov,10.53164331,22-Apr,7-May,1,10,1,10,22-Apr,7-May,16.52329795
ORVMF,Orvana Minerals Corp,0.200000003,FALSE,2009,,10-Dec,23-Feb,4,4,7,7,10-Dec,23-Feb,15.8690208,24-Nov,23-Jan,6,5,6,5,24-Nov,23-Jan,16.2102718,24-Nov,8-Jan,7,4,7,4,24-Nov,8-Jan,14.27515095,8-Dec,7-Jan,7,4,7,4,8-Dec,7-Jan,14.37638181,11-Jul,26-Jul,9,2,9,2,11-Jul,26-Jul,3.987664771
OFIX,Orthofix Medical Inc,36.36999893,FALSE,2009,,9-Jan,24-Mar,9,9,2,2,9-Jan,24-Mar,-0.444358246,17-Jan,17-Mar,7,4,7,4,17-Jan,17-Mar,-1.583033271,22-May,6-Jul,5,6,5,6,22-May,6-Jul,5.091519647,23-May,22-Jun,5,6,5,6,23-May,22-Jun,5.368116938,8-Feb,23-Feb,5,6,5,6,8-Feb,23-Feb,5.150336776
ORSUF,Orsu Metals Corp,0.270000011,FALSE,2009,,24-Jul,7-Oct,3,3,8,8,24-Jul,7-Oct,3.263904266,24-Jul,22-Sep,2,9,2,9,24-Jul,22-Sep,11.55202127,16-Aug,30-Sep,2,9,2,9,16-Aug,30-Sep,13.71162567,22-Oct,21-Nov,3,8,3,8,22-Oct,21-Nov,10.05679502,26-Dec,10-Jan,3,8,3,8,26-Dec,10-Jan,7.611535904
ORRF,Orrstown Financial Services Inc,15.89999962,FALSE,2009,,16-Mar,30-May,4,4,7,7,16-Mar,30-May,1.994731622,16-Mar,15-May,5,6,5,6,27-Aug,26-Oct,0.496079615,16-Mar,30-Apr,4,7,3,8,16-Mar,30-Apr,2.093181092,16-Apr,16-May,6,5,6,5,18-Apr,18-May,3.797081447,16-Apr,1-May,4,7,4,7,16-Apr,1-May,5.082375096
OROXF,Orosur Mining Inc,0.307999998,FALSE,2010,,2-Jul,15-Sep,5,5,5,5,2-Jul,15-Sep,21.2424454,22-Jun,21-Aug,5,5,5,5,22-Jun,21-Aug,19.37111916,6-Jul,20-Aug,4,6,4,6,6-Jul,20-Aug,14.93116453,15-Aug,14-Sep,3,7,3,7,15-Aug,14-Sep,9.945622803,6-Aug,21-Aug,4,6,4,6,6-Aug,21-Aug,7.811376934
OROCF,Orocobre Ltd,2.49000001,FALSE,2009,,1-Nov,15-Jan,4,4,7,7,1-Nov,15-Jan,13.22452308,29-Nov,28-Jan,4,7,4,7,29-Nov,28-Jan,13.26845281,15-Dec,29-Jan,5,6,5,6,15-Dec,29-Jan,14.16972559,27-Dec,26-Jan,8,3,8,3,27-Dec,26-Jan,14.12444521,26-Dec,10-Jan,8,3,8,3,26-Dec,10-Jan,7.965894054
ORA,Ormat Technologies Inc,74.98999786,FALSE,2009,,6-Aug,20-Oct,7,7,4,4,26-Aug,9-Nov,6.37069226,14-Mar,13-May,7,4,7,4,14-Mar,13-May,6.303583716,22-May,6-Jul,5,6,5,6,22-May,6-Jul,2.458490217,14-Mar,13-Apr,7,4,7,4,14-Mar,13-Apr,2.177062259,6-Oct,21-Oct,7,4,7,4,6-Oct,21-Oct,3.768208555
ORKLY,Orkla ASA,9.539999962,FALSE,2010,,1-Mar,15-May,6,6,4,4,11-Aug,25-Oct,3.404393631,7-Mar,6-May,6,4,6,4,30-Aug,29-Oct,3.74279892,6-Sep,21-Oct,4,6,4,6,6-Sep,21-Oct,3.209418775,3-Apr,3-May,6,4,6,4,23-Aug,22-Sep,2.782531028,28-Jun,13-Jul,4,6,4,6,28-Jun,13-Jul,2.178599068
ORXCF,ORIX Corp,15.35000038,FALSE,2010,,23-Feb,8-May,4,4,6,6,30-Aug,13-Nov,6.910871753,27-Feb,27-Apr,4,6,6,4,16-Sep,15-Nov,5.974541656,19-Mar,3-May,3,7,5,5,9-Oct,23-Nov,6.32331322,22-Mar,21-Apr,2,8,3,7,8-Oct,7-Nov,4.561932194,20-Mar,4-Apr,2,8,1,9,8-Oct,23-Oct,4.711953904
IX,ORIX Corp,74.62999725,FALSE,2009,,24-Aug,7-Nov,6,6,5,5,24-Aug,7-Nov,7.431381532,3-Oct,2-Dec,6,5,6,5,3-Oct,2-Dec,6.979410363,6-Oct,20-Nov,8,3,8,3,6-Oct,20-Nov,6.130938892,6-Oct,5-Nov,7,4,7,4,6-Oct,5-Nov,6.137039882,20-Oct,4-Nov,7,4,7,4,20-Oct,4-Nov,2.579026965
ORN,Orion Group Holdings Inc,3.99000001,FALSE,2009,,2-Oct,16-Dec,3,3,8,8,2-Oct,16-Dec,4.764913513,4-Oct,3-Dec,4,7,4,7,4-Oct,3-Dec,8.520659123,7-Nov,22-Dec,3,8,3,8,7-Nov,22-Dec,2.767354995,16-Jun,16-Jul,6,5,6,5,16-Jun,16-Jul,5.935292947,3-Jul,18-Jul,6,5,6,5,3-Jul,18-Jul,4.595190029
OESX,Orion Energy Systems Inc,8.289999962,FALSE,2009,,7-Nov,21-Jan,5,5,6,6,7-Nov,21-Jan,16.27246995,20-Nov,19-Jan,5,6,5,6,20-Nov,19-Jan,13.39746926,29-Aug,13-Oct,5,6,5,6,29-Aug,13-Oct,7.579312829,31-Aug,30-Sep,6,5,6,5,31-Aug,30-Sep,5.180747589,1-Sep,16-Sep,7,4,7,4,1-Sep,16-Sep,4.827673733
OCLN,OriginClear Inc,0.024700001,FALSE,2009,,15-Dec,28-Feb,4,4,7,7,15-Dec,28-Feb,-19.71486612,7-Jan,7-Mar,5,6,5,6,7-Jan,7-Mar,-8.572653157,16-Oct,30-Nov,5,6,5,6,16-Oct,30-Nov,-5.527641952,3-Jul,2-Aug,4,7,4,7,3-Jul,2-Aug,-26.94765126,7-Jan,22-Jan,5,6,5,6,7-Jan,22-Jan,1.24449753
SEED,Origin Agritech Ltd,9.590000153,FALSE,2009,,15-Sep,29-Nov,5,5,6,6,15-Sep,29-Nov,5.927885373,23-Aug,22-Oct,4,7,4,7,23-Aug,22-Oct,8.943133406,4-Sep,19-Oct,6,5,6,5,4-Sep,19-Oct,8.366314496,19-Dec,18-Jan,6,5,6,5,19-Dec,18-Jan,13.80482947,29-Dec,13-Jan,8,3,8,3,29-Dec,13-Jan,10.07881338
OROVY,Orient Overseas (International) Ltd,34.72000122,FALSE,2009,,11-Jul,24-Sep,6,6,5,5,9-Sep,23-Nov,0.126611384,9-Jul,7-Sep,5,6,5,6,23-Jan,23-Mar,1.682294702,26-Aug,10-Oct,3,8,3,8,29-Aug,13-Oct,1.986533327,26-Aug,25-Sep,4,7,4,7,10-Sep,10-Oct,1.79992272,10-Sep,25-Sep,2,9,2,9,12-Sep,27-Sep,1.654362759
OCLDF,Orica Ltd,11.13000011,FALSE,2010,,29-Sep,13-Dec,5,5,5,5,15-Dec,28-Feb,2.385717969,27-Oct,26-Dec,6,4,6,4,22-Dec,20-Feb,2.222940007,22-Oct,6-Dec,5,5,5,5,21-Dec,4-Feb,1.403633176,29-Oct,28-Nov,5,5,5,5,15-Dec,14-Jan,1.176807931,4-Nov,19-Nov,2,8,2,8,21-Dec,5-Jan,0.869087035
ORHB,ORHub Inc,0.0244,FALSE,2009,,5-Jun,19-Aug,2,2,7,7,5-Jun,19-Aug,-56.99891839,3-Jun,2-Aug,2,7,2,7,3-Jun,2-Aug,-55.22441256,28-Jun,12-Aug,2,7,2,7,28-Jun,12-Aug,-56.49019002,1-Jul,31-Jul,2,7,2,7,1-Jul,31-Jul,-57.90767554,30-Jun,15-Jul,2,7,2,7,30-Jun,15-Jul,14.77070439
ONZBF,Organizacion Soriana SAB de CV,0.689999998,FALSE,2010,,27-Feb,12-May,1,1,9,9,27-Feb,12-May,-2.512445517,13-Mar,12-May,2,8,2,8,13-Mar,12-May,-1.931802258,20-Mar,4-May,1,9,1,9,20-Mar,4-May,2.563526507,6-Dec,5-Jan,1,9,1,9,6-Dec,5-Jan,2.732545411,22-Mar,6-Apr,1,9,1,9,22-Mar,6-Apr,2.689688883
OGSM,Organic Sales and Marketing Inc,0.079999998,FALSE,2009,,6-Jan,21-Mar,6,6,5,5,6-Jan,21-Mar,17.61215074,31-Jan,31-Mar,6,5,6,5,31-Jan,31-Mar,14.07828182,31-Jan,16-Mar,6,5,6,5,31-Jan,16-Mar,15.2350879,14-Feb,15-Mar,6,5,6,5,14-Feb,15-Mar,13.78542467,31-Aug,15-Sep,3,8,3,8,31-Aug,15-Sep,14.83643716
ORZCF,Orezone Gold Corp,0.709999979,FALSE,2009,,5-Jul,18-Sep,5,5,6,6,5-Jul,18-Sep,6.149946906,13-Jul,11-Sep,6,5,6,5,13-Jul,11-Sep,2.698062055,6-Aug,20-Sep,4,7,4,7,6-Aug,20-Sep,6.275799103,10-Aug,9-Sep,3,8,3,8,10-Aug,9-Sep,2.953637431,24-Aug,8-Sep,3,8,3,8,24-Aug,8-Sep,7.480919273
ORPB,Oregon Pacific Bancorp,4.400000095,FALSE,2009,,22-Mar,5-Jun,5,5,6,6,22-Mar,5-Jun,10.04392578,21-Mar,20-May,6,5,6,5,21-Mar,20-May,9.65035184,21-Mar,5-May,5,6,5,6,21-Mar,5-May,9.641168421,21-Mar,20-Apr,4,7,4,7,21-Mar,20-Apr,7.582801435,29-Mar,13-Apr,3,8,3,8,29-Mar,13-Apr,5.188728731
ORBN,Oregon Bancorp Inc,38.75,FALSE,2009,,9-Jul,22-Sep,5,5,6,6,9-Jul,22-Sep,6.724119393,16-Jul,14-Sep,7,4,7,4,16-Jul,14-Sep,7.810605616,16-Jul,30-Aug,7,4,7,4,16-Jul,30-Aug,5.788459813,16-Jul,15-Aug,2,9,2,9,16-Jul,15-Aug,6.664140935,30-Aug,14-Sep,1,10,1,10,30-Aug,14-Sep,2.473300171
OREAF,Orea Mining Corp,0.090000004,FALSE,2009,,10-Nov,24-Jan,5,5,6,6,10-Nov,24-Jan,15.33967117,10-Nov,9-Jan,5,6,5,6,10-Nov,9-Jan,10.97804848,26-Dec,9-Feb,8,3,8,3,26-Dec,9-Feb,8.112469979,10-Nov,10-Dec,5,6,5,6,10-Nov,10-Dec,10.01894654,6-Jan,21-Jan,6,5,6,5,6-Jan,21-Jan,6.60457165
CANWF,Orca Gold Inc,0.460000008,FALSE,2009,,21-Nov,4-Feb,5,5,6,6,21-Nov,4-Feb,8.215491639,20-Dec,18-Feb,6,5,6,5,20-Dec,18-Feb,9.822584525,9-Jan,23-Feb,7,4,7,4,9-Jan,23-Feb,3.916572255,19-Aug,18-Sep,5,6,5,6,19-Aug,18-Sep,7.09736176,29-Jan,13-Feb,3,8,3,8,29-Jan,13-Feb,8.631709687
ORXGF,Orca Energy Group Inc,4.340000153,FALSE,2009,,20-Dec,5-Mar,8,7,3,4,13-Dec,26-Feb,6.114211984,28-Dec,26-Feb,7,4,7,4,28-Dec,26-Feb,6.68251196,11-Dec,25-Jan,7,4,7,4,14-Dec,28-Jan,5.921008564,26-Dec,25-Jan,7,4,7,4,26-Dec,25-Jan,7.872356534,28-Sep,13-Oct,9,2,9,2,29-Sep,14-Oct,4.050828699
OSAT,Orbsat Corp,2.25,FALSE,2009,,17-Feb,2-May,6,6,5,5,17-Feb,2-May,6.151041856,13-Nov,12-Jan,3,8,3,8,13-Nov,12-Jan,17.95189553,22-Mar,6-May,3,8,3,8,22-Mar,6-May,-23.47086164,18-Mar,17-Apr,4,7,4,7,18-Mar,17-Apr,-19.17242752,20-Apr,5-May,3,8,3,8,20-Apr,5-May,19.09948533
OEG,Orbital Energy Group Inc,0.772499979,FALSE,2009,,24-Dec,9-Mar,3,3,6,6,24-Dec,9-Mar,38.22360169,22-Nov,21-Jan,6,3,6,3,22-Nov,21-Jan,43.82460439,27-Mar,11-May,3,6,3,6,27-Mar,11-May,-139.0883808,3-Aug,2-Sep,5,4,5,4,3-Aug,2-Sep,35.12654314,6-Apr,21-Apr,2,7,2,7,6-Apr,21-Apr,43.43670194
ORBT,Orbit International Corp,5.400000095,FALSE,2009,,21-Oct,4-Jan,6,6,5,5,21-Oct,4-Jan,5.933844204,24-Dec,22-Feb,8,3,8,3,24-Dec,22-Feb,5.127365839,23-Dec,6-Feb,8,3,8,3,23-Dec,6-Feb,4.60417184,20-Aug,19-Sep,5,6,5,6,20-Aug,19-Sep,4.440701837,22-Oct,6-Nov,5,6,5,6,22-Oct,6-Nov,3.065393725
OBGRF,Orbit Garant Drilling Inc,0.730000019,FALSE,2010,,3-Dec,16-Feb,5,5,5,5,3-Dec,16-Feb,6.516727938,7-Dec,5-Feb,4,6,4,6,7-Dec,5-Feb,4.996355851,23-Dec,6-Feb,6,4,6,4,23-Dec,6-Feb,1.583715611,3-Dec,2-Jan,4,6,4,6,3-Dec,2-Jan,4.25705681,13-Nov,28-Nov,3,7,3,7,13-Nov,28-Nov,2.77643847
ORBC,ORBCOMM Inc,6.099999905,FALSE,2009,,3-May,17-Jul,6,6,5,5,3-May,17-Jul,9.717027724,17-May,16-Jul,7,4,7,4,17-May,16-Jul,11.05060157,17-May,1-Jul,6,5,6,5,17-May,1-Jul,6.342242376,22-May,21-Jun,5,6,5,6,22-May,21-Jun,6.676913282,2-Jul,17-Jul,7,4,7,4,2-Jul,17-Jul,4.350597009
OSUR,OraSure Technologies Inc,12.14999962,FALSE,2009,,5-Nov,19-Jan,6,6,5,5,5-Nov,19-Jan,7.634233179,15-Aug,14-Oct,6,5,6,5,15-Aug,14-Oct,6.562301988,19-Nov,3-Jan,4,7,4,7,19-Nov,3-Jan,8.837589449,23-Feb,24-Mar,5,6,5,6,23-Feb,24-Mar,4.37821886,2-Jul,17-Jul,10,1,10,1,2-Jul,17-Jul,5.071299869
FNCTF,Orange SA,12.38000011,FALSE,2009,,6-Sep,20-Nov,4,4,7,7,6-Sep,20-Nov,3.841078359,5-Sep,4-Nov,6,5,6,5,5-Sep,4-Nov,3.544891781,1-Oct,15-Nov,3,8,3,8,1-Oct,15-Nov,3.578814231,7-Oct,6-Nov,7,4,7,4,7-Oct,6-Nov,2.545463637,6-Oct,21-Oct,4,7,4,7,6-Oct,21-Oct,2.913359688
ORAN,Orange SA,12.35000038,FALSE,2009,,30-Aug,13-Nov,4,4,7,7,3-Sep,17-Nov,2.886732983,1-Oct,30-Nov,4,7,4,7,3-Sep,2-Nov,4.061328403,1-Oct,15-Nov,3,8,3,8,1-Oct,15-Nov,3.842671286,2-Oct,1-Nov,6,5,6,5,2-Oct,1-Nov,4.745774254,7-Oct,22-Oct,5,6,5,6,7-Oct,22-Oct,2.908625339
