,symbol,company,price,ignore,start_yr,ignore_error,adj_up_start_schedule_r_75,adj_up_end_schedule_r_75,adj_ups_r_75,adj_downs_r_75,close_ups_r_75,close_downs_r_75,close_up_start_schedule_r_75,close_up_end_schedule_r_75,close_up_percent_avg_r_75,adj_up_start_schedule_r_60,adj_up_end_schedule_r_60,adj_ups_r_60,adj_downs_r_60,close_ups_r_60,close_downs_r_60,close_up_start_schedule_r_60,close_up_end_schedule_r_60,close_up_percent_avg_r_60,adj_up_start_schedule_r_45,adj_up_end_schedule_r_45,adj_ups_r_45,adj_downs_r_45,close_ups_r_45,close_downs_r_45,close_up_start_schedule_r_45,close_up_end_schedule_r_45,close_up_percent_avg_r_45,adj_up_start_schedule_r_30,adj_up_end_schedule_r_30,adj_ups_r_30,adj_downs_r_30,close_ups_r_30,close_downs_r_30,close_up_start_schedule_r_30,close_up_end_schedule_r_30,close_up_percent_avg_r_30,adj_up_start_schedule_r_15,adj_up_end_schedule_r_15,adj_ups_r_15,adj_downs_r_15,close_ups_r_15,close_downs_r_15,close_up_start_schedule_r_15,close_up_end_schedule_r_15,close_up_percent_avg_r_15
0,QUTR,Quture International Inc,0.006599999964237213,False,2010,,31-Mar,14-Jun,3,3,7,7,31-Mar,14-Jun,28.09180606,04-14,06-13,2.0,8.0,2.0,8.0,04-14,06-13,30.382739035061718,04-01,05-16,4.0,6.0,4.0,6.0,04-01,05-16,31.237996408616095,04-01,05-01,2.0,8.0,2.0,8.0,04-01,05-01,18.439367548532207,11-08,11-23,3.0,7.0,3.0,7.0,11-08,11-23,15.970888613209436
1,QRTEB,Qurate Retail Inc,8.9399995803833,False,2009,,3-Sep,17-Nov,5,5,6,6,3-Sep,17-Nov,7.1978421,10-03,12-02,8.0,3.0,8.0,3.0,10-03,12-02,6.007895273067423,09-30,11-14,6.0,5.0,6.0,5.0,09-30,11-14,6.483215233843996,08-22,09-21,6.0,5.0,6.0,5.0,07-08,08-07,6.634786270809264,08-29,09-13,7.0,4.0,7.0,4.0,08-29,09-13,3.3077749609469778
2,QRTEA,Qurate Retail Inc,8.9399995803833,False,2009,,1-Sep,15-Nov,5,5,6,6,1-Sep,15-Nov,5.976155624,10-07,12-06,7.0,4.0,7.0,4.0,10-07,12-06,6.431279334266253,09-29,11-13,6.0,5.0,6.0,5.0,09-29,11-13,7.0444737510714335,01-25,02-24,7.0,4.0,7.0,4.0,01-25,02-24,4.725686315863103,02-06,02-21,7.0,4.0,7.0,4.0,02-06,02-21,3.55531849471838
3,QMCI,QuoteMedia Inc,0.07999999821186066,False,2009,,25-Jun,8-Sep,4,4,7,7,25-Jun,8-Sep,14.29833991,06-19,08-18,3.0,8.0,3.0,8.0,06-19,08-18,16.98255957867619,06-19,08-03,3.0,8.0,3.0,8.0,06-19,08-03,18.412697599005448,04-13,05-13,3.0,8.0,3.0,8.0,04-13,05-13,12.260422930522349,04-19,05-04,2.0,9.0,2.0,9.0,04-19,05-04,5.381069015746193
4,QUMU,Qumu Corp,4.960000038146973,False,2009,,17-Feb,2-May,4,4,7,7,17-Feb,2-May,9.695571581,03-05,05-04,5.0,6.0,5.0,6.0,05-23,07-22,8.000979359685184,06-01,07-16,6.0,5.0,6.0,5.0,06-01,07-16,10.61011769649744,06-21,07-21,6.0,5.0,6.0,5.0,06-21,07-21,4.880221271086684,09-07,09-22,7.0,4.0,7.0,4.0,09-07,09-22,2.9823807200023578
5,QQQFF,Quizam Media Corp,0.38609999418258667,False,2009,,7-Mar,21-May,1,1,10,10,7-Mar,21-May,7.638890493,03-22,05-21,1.0,10.0,1.0,10.0,03-22,05-21,7.6388904926902255,04-06,05-21,1.0,10.0,1.0,10.0,04-06,05-21,7.6388904926902255,04-21,05-21,1.0,10.0,1.0,10.0,04-21,05-21,7.6388904926902255,05-06,05-21,0.0,11.0,0.0,11.0,05-06,05-21,7.6388904926902255
6,QNST,QuinStreet Inc,17.190000534057614,False,2010,,30-Oct,13-Jan,3,3,7,7,30-Oct,13-Jan,7.527145122999999,11-12,01-11,4.0,6.0,4.0,6.0,11-12,01-11,5.460519825090474,06-11,07-26,3.0,7.0,3.0,7.0,06-11,07-26,5.145667525037167,08-19,09-18,3.0,7.0,3.0,7.0,08-19,09-18,7.73750865855809,07-02,07-17,5.0,5.0,5.0,5.0,07-02,07-17,5.512497981947063
7,QDEL,Quidel Corp,187.27999877929688,False,2009,,7-May,21-Jul,5,5,6,6,7-May,21-Jul,13.07358471,05-27,07-26,4.0,7.0,4.0,7.0,05-27,07-26,15.359839690675905,05-21,07-05,3.0,8.0,3.0,8.0,05-21,07-05,8.542962085074388,05-22,06-21,4.0,7.0,4.0,7.0,05-22,06-21,7.305450917783183,05-22,06-06,6.0,5.0,6.0,5.0,05-22,06-06,4.216572571657717
8,QUIK,QuickLogic Corp,2.9300000667572017,False,2009,,25-Nov,8-Feb,5,5,6,6,25-Nov,8-Feb,17.41679115,12-10,02-08,5.0,6.0,5.0,6.0,12-10,02-08,14.95421102690104,11-13,12-28,8.0,3.0,8.0,3.0,11-13,12-28,7.339314222712737,12-11,01-10,7.0,4.0,7.0,4.0,12-11,01-10,11.967601713682365,01-24,02-08,4.0,7.0,4.0,7.0,01-24,02-08,6.148305943035807
9,QMDT,Quick-Med Technologies Inc,0.01730000041425228,False,2009,,7-Jan,22-Mar,7,7,4,4,7-Jan,22-Mar,38.81352318,02-03,04-03,6.0,5.0,6.0,5.0,02-03,04-03,38.00323533816338,02-05,03-21,5.0,6.0,5.0,6.0,02-05,03-21,3.669078296904233,03-11,04-10,5.0,6.0,5.0,6.0,03-11,04-10,17.562595895642055,03-08,03-23,3.0,8.0,3.0,8.0,03-08,03-23,16.879078569302507
10,QTEYF,Questerre Energy Corp,0.09000000357627869,False,2009,,18-Aug,1-Nov,5,5,6,6,18-Aug,1-Nov,2.017224654,09-10,11-09,6.0,5.0,6.0,5.0,09-10,11-09,-0.6991282171294471,08-20,10-04,6.0,5.0,6.0,5.0,08-20,10-04,4.4236151492791915,05-18,06-17,5.0,6.0,5.0,6.0,05-18,06-17,2.7846650463348506,06-08,06-23,1.0,10.0,1.0,10.0,06-08,06-23,6.58066698580776
11,COPRF,QuestCap Inc,0.11299999803304672,False,2009,,13-Aug,27-Oct,1,1,10,10,13-Aug,27-Oct,5.077777083,08-25,10-24,2.0,9.0,2.0,9.0,08-25,10-24,8.88022684994624,08-07,09-21,1.0,10.0,1.0,10.0,08-07,09-21,12.374149362066936,08-03,09-02,3.0,8.0,3.0,8.0,08-03,09-02,7.7437866559188215,03-22,04-06,2.0,9.0,2.0,9.0,03-22,04-06,11.408356303103712
12,QRHC,Quest Resource Holding Corp,1.9099999666213991,False,2010,,5-Apr,19-Jun,6,6,4,4,5-Apr,19-Jun,9.066147537,09-28,11-27,4.0,6.0,4.0,6.0,09-28,11-27,6.165168989585386,05-07,06-21,4.0,6.0,4.0,6.0,05-07,06-21,12.212830799892187,05-22,06-21,6.0,4.0,6.0,4.0,05-22,06-21,12.107275708020964,12-27,01-11,8.0,2.0,8.0,2.0,12-27,01-11,7.516221069700038
