,symbol,company,price,ignore,start_yr,ignore_error,adj_up_start_schedule_r_75,adj_up_end_schedule_r_75,adj_ups_r_75,adj_downs_r_75,close_ups_r_75,close_downs_r_75,close_up_start_schedule_r_75,close_up_end_schedule_r_75,close_up_percent_avg_r_75,adj_up_start_schedule_r_60,adj_up_end_schedule_r_60,adj_ups_r_60,adj_downs_r_60,close_ups_r_60,close_downs_r_60,close_up_start_schedule_r_60,close_up_end_schedule_r_60,close_up_percent_avg_r_60,adj_up_start_schedule_r_45,adj_up_end_schedule_r_45,adj_ups_r_45,adj_downs_r_45,close_ups_r_45,close_downs_r_45,close_up_start_schedule_r_45,close_up_end_schedule_r_45,close_up_percent_avg_r_45,adj_up_start_schedule_r_30,adj_up_end_schedule_r_30,adj_ups_r_30,adj_downs_r_30,close_ups_r_30,close_downs_r_30,close_up_start_schedule_r_30,close_up_end_schedule_r_30,close_up_percent_avg_r_30,adj_up_start_schedule_r_15,adj_up_end_schedule_r_15,adj_ups_r_15,adj_downs_r_15,close_ups_r_15,close_downs_r_15,close_up_start_schedule_r_15,close_up_end_schedule_r_15,close_up_percent_avg_r_15
0,EZTD,EZTD Inc,0.006,False,2010.0,,24-Sep,8-Dec,4.0,4.0,6.0,6.0,24-Sep,8-Dec,0.014646555,19-Sep,18-Nov,4.0,6.0,4.0,6.0,19-Sep,18-Nov,0.598390014,6-Feb,22-Mar,3.0,7.0,3.0,7.0,6-Feb,22-Mar,15.61696066,22-Dec,21-Jan,1.0,9.0,1.0,9.0,22-Dec,21-Jan,10.94381575,24-Feb,10-Mar,4.0,6.0,4.0,6.0,24-Feb,10-Mar,10.60633886
1,EZPW,EZCORP Inc,5.25,False,2009.0,,1-Nov,15-Jan,7.0,7.0,4.0,4.0,1-Nov,15-Jan,0.33107847,8-Nov,7-Jan,7.0,4.0,7.0,4.0,8-Nov,7-Jan,3.1942219460000003,29-Oct,13-Dec,7.0,4.0,7.0,4.0,29-Oct,13-Dec,-0.33856896799999997,20-Aug,19-Sep,4.0,7.0,4.0,7.0,20-Aug,19-Sep,4.97617035,4-Sep,19-Sep,5.0,6.0,5.0,6.0,4-Sep,19-Sep,1.843804931
2,EYPT,EyePoint Pharmaceuticals Inc,0.411000013,False,2009.0,,7-Apr,21-Jun,7.0,7.0,4.0,4.0,7-Apr,21-Jun,12.72658682,5-Apr,4-Jun,6.0,5.0,6.0,5.0,5-Apr,4-Jun,14.96928268,25-Mar,9-May,6.0,5.0,6.0,5.0,25-Mar,9-May,10.57523258,7-Apr,7-May,7.0,4.0,7.0,4.0,7-Apr,7-May,13.93170711,6-Apr,21-Apr,6.0,5.0,6.0,5.0,6-Apr,21-Apr,7.347413748999999
3,XOM,Exxon Mobil Corp,38.72999954,False,2009.0,,31-Aug,14-Nov,5.0,5.0,6.0,6.0,25-Aug,8-Nov,3.6121560269999997,1-Oct,30-Nov,5.0,6.0,5.0,6.0,7-Oct,6-Dec,3.518288267,14-Mar,28-Apr,4.0,7.0,4.0,7.0,14-Mar,28-Apr,4.641208875,13-Oct,12-Nov,5.0,6.0,5.0,6.0,16-Mar,15-Apr,2.915479589,19-Mar,3-Apr,6.0,5.0,6.0,5.0,19-Mar,3-Apr,1.932707606
4,EXXAY,Exxaro Resources Ltd,8.100000381000001,False,2010.0,,8-Dec,21-Feb,5.0,5.0,5.0,5.0,8-Dec,21-Feb,11.74320354,22-Dec,20-Feb,6.0,4.0,6.0,4.0,22-Dec,20-Feb,11.47986528,13-Dec,27-Jan,6.0,4.0,6.0,4.0,13-Dec,27-Jan,8.497037118,11-Dec,10-Jan,6.0,4.0,6.0,4.0,11-Dec,10-Jan,5.525498977000001,3-Sep,18-Sep,5.0,5.0,5.0,5.0,17-Dec,1-Jan,4.434970096
5,EXTR,Extreme Networks Inc,5.659999847000001,False,2009.0,,22-Oct,5-Jan,6.0,6.0,5.0,5.0,22-Oct,5-Jan,12.46571646,25-Oct,24-Dec,4.0,7.0,4.0,7.0,25-Oct,24-Dec,9.382950797000001,21-Oct,5-Dec,4.0,7.0,4.0,7.0,21-Oct,5-Dec,8.423794638,31-Oct,30-Nov,7.0,4.0,7.0,4.0,31-Oct,30-Nov,9.619511241,11-Jul,26-Jul,7.0,4.0,7.0,4.0,11-Jul,26-Jul,6.487718902
6,EXR,Extra Space Storage Inc,117.33000179999999,False,2009.0,,20-Mar,3-Jun,8.0,8.0,3.0,3.0,20-Mar,3-Jun,9.829692943,23-Mar,22-May,8.0,3.0,8.0,3.0,23-Mar,22-May,7.76442631,16-Mar,30-Apr,7.0,4.0,7.0,4.0,16-Mar,30-Apr,8.332517856,17-Mar,16-Apr,8.0,3.0,8.0,3.0,17-Mar,16-Apr,4.187050465,25-Mar,9-Apr,7.0,4.0,7.0,4.0,25-Mar,9-Apr,3.273296621
7,EXETF,Extendicare Inc,4.75,False,2009.0,,27-Jun,10-Sep,7.0,7.0,4.0,4.0,29-Jun,12-Sep,3.759881845,11-Dec,9-Feb,6.0,5.0,5.0,6.0,15-Jun,14-Aug,1.55382783,14-Dec,28-Jan,7.0,4.0,6.0,5.0,14-Dec,28-Jan,6.012059325,11-Dec,10-Jan,4.0,7.0,4.0,7.0,30-Jun,30-Jul,2.012418066,26-Dec,10-Jan,7.0,4.0,7.0,4.0,9-Jul,24-Jul,3.756513268
8,EXPR,"Express, Inc.",1.070000052,False,2010.0,,25-Aug,8-Nov,4.0,4.0,6.0,6.0,25-Aug,8-Nov,-1.422396007,2-Oct,1-Dec,4.0,6.0,4.0,6.0,2-Oct,1-Dec,4.79249761,20-Oct,4-Dec,4.0,6.0,4.0,6.0,20-Oct,4-Dec,6.623404036,12-Oct,11-Nov,3.0,7.0,3.0,7.0,12-Oct,11-Nov,7.42665365,25-Aug,9-Sep,3.0,7.0,3.0,7.0,25-Aug,9-Sep,5.982328969
9,EXPO,Exponent Inc,84.70950317,False,2009.0,,9-May,23-Jul,7.0,7.0,4.0,4.0,9-May,23-Jul,9.527046402,22-May,21-Jul,6.0,5.0,6.0,5.0,22-May,21-Jul,9.922871654,2-Jun,17-Jul,5.0,6.0,5.0,6.0,15-Jun,30-Jul,6.401579496,15-May,14-Jun,4.0,7.0,4.0,7.0,15-May,14-Jun,4.869444959,25-May,9-Jun,5.0,6.0,5.0,6.0,26-May,10-Jun,3.2988279819999997
