symbol,company,price,ignore,start_yr,ignore_error,adj_up_start_schedule_r_75,adj_up_end_schedule_r_75,adj_ups_r_75,adj_downs_r_75,close_ups_r_75,close_downs_r_75,close_up_start_schedule_r_75,close_up_end_schedule_r_75,close_up_percent_avg_r_75,adj_up_start_schedule_r_60,adj_up_end_schedule_r_60,adj_ups_r_60,adj_downs_r_60,close_ups_r_60,close_downs_r_60,close_up_start_schedule_r_60,close_up_end_schedule_r_60,close_up_percent_avg_r_60,adj_up_start_schedule_r_45,adj_up_end_schedule_r_45,adj_ups_r_45,adj_downs_r_45,close_ups_r_45,close_downs_r_45,close_up_start_schedule_r_45,close_up_end_schedule_r_45,close_up_percent_avg_r_45,adj_up_start_schedule_r_30,adj_up_end_schedule_r_30,adj_ups_r_30,adj_downs_r_30,close_ups_r_30,close_downs_r_30,close_up_start_schedule_r_30,close_up_end_schedule_r_30,close_up_percent_avg_r_30,adj_up_start_schedule_r_15,adj_up_end_schedule_r_15,adj_ups_r_15,adj_downs_r_15,close_ups_r_15,close_downs_r_15,close_up_start_schedule_r_15,close_up_end_schedule_r_15,close_up_percent_avg_r_15
PCYO,Pure Cycle Corp,10.01500034,FALSE,2009,,16-Dec,1-Mar,7,7,4,4,16-Dec,1-Mar,6.679539459,18-Mar,17-May,7,4,7,4,18-Mar,17-May,8.636368477,3-Apr,18-May,6,5,6,5,3-Apr,18-May,8.28757578,27-Mar,26-Apr,7,4,7,4,27-Mar,26-Apr,3.983986453,7-Apr,22-Apr,5,6,5,6,7-Apr,22-Apr,4.326498178
PURE,PURE Bioscience Inc,1.179999948,FALSE,2009,,3-Apr,17-Jun,8,8,3,3,3-Apr,17-Jun,6.822280295,31-Dec,1-Mar,9,2,9,2,31-Dec,1-Mar,7.597586914,19-Apr,3-Jun,7,4,7,4,19-Apr,3-Jun,10.61922089,13-Sep,13-Oct,8,3,8,3,13-Sep,13-Oct,-1.000244985,3-Sep,18-Sep,7,4,7,4,3-Sep,18-Sep,6.987785485
PFTI,Puradyn Filter Technologies Inc,0.01,FALSE,2009,,2-Jul,15-Sep,5,5,6,6,2-Jul,15-Sep,4.913298259,23-Dec,21-Feb,5,6,5,6,23-Dec,21-Feb,18.70847006,3-Jan,17-Feb,5,6,5,6,3-Jan,17-Feb,-1.16747949,19-Dec,18-Jan,6,5,6,5,19-Dec,18-Jan,9.968669935,6-Feb,21-Feb,6,5,6,5,6-Feb,21-Feb,15.41618099
URBT,Punch Animation Inc,0.043000001,FALSE,2009,,10-Apr,24-Jun,4,4,7,7,10-Apr,24-Jun,37.2766005,17-Sep,16-Nov,8,3,8,3,17-Sep,16-Nov,41.1072608,3-Oct,17-Nov,6,5,6,5,3-Oct,17-Nov,45.78236842,14-Oct,13-Nov,5,6,5,6,14-Oct,13-Nov,31.84376016,28-Oct,12-Nov,5,6,5,6,28-Oct,12-Nov,24.86186839
PUXPF,Puma Exploration Inc,0.177399993,FALSE,2009,,30-Oct,13-Jan,5,5,6,6,30-Oct,13-Jan,8.212041142,30-Oct,29-Dec,5,6,5,6,30-Oct,29-Dec,11.31054082,14-Oct,28-Nov,4,7,4,7,14-Oct,28-Nov,14.42901261,30-Oct,29-Nov,4,7,4,7,30-Oct,29-Nov,17.16049496,30-Oct,14-Nov,2,9,2,9,30-Oct,14-Nov,16.76455105
PHM,PulteGroup Inc,43.93999863,FALSE,2009,,12-Nov,26-Jan,6,6,5,5,12-Nov,26-Jan,9.52384174,15-Nov,14-Jan,8,3,8,3,15-Nov,14-Jan,8.761868608,9-Nov,24-Dec,8,3,8,3,9-Nov,24-Dec,4.730014525,15-Dec,14-Jan,8,3,8,3,2-Nov,2-Dec,6.853779188,4-Sep,19-Sep,9,2,9,2,4-Sep,19-Sep,4.570278233
PLSDF,Pulse Seismic Inc,0.699999988,FALSE,2010,,16-Dec,1-Mar,6,6,4,4,16-Dec,1-Mar,5.837817694,24-Dec,22-Feb,6,4,6,4,24-Dec,22-Feb,6.913336091,8-Jan,22-Feb,4,6,4,6,8-Jan,22-Feb,5.829028544,15-Mar,14-Apr,6,4,6,4,15-Mar,14-Apr,3.592451761,22-Dec,6-Jan,3,7,3,7,22-Dec,6-Jan,3.354631963
PUBGY,Publicis Groupe SA,11.18700027,FALSE,2009,,13-Nov,27-Jan,7,7,4,4,13-Nov,27-Jan,6.174710132,16-Nov,15-Jan,6,5,6,5,16-Nov,15-Jan,3.918853339,20-Nov,4-Jan,5,6,5,6,20-Nov,4-Jan,4.964966143,29-Mar,28-Apr,6,5,6,5,29-Mar,28-Apr,4.567331269,7-Feb,22-Feb,8,3,8,3,7-Feb,22-Feb,3.762362554
PGPEF,Publicis Groupe SA,45.40000153,FALSE,2010,,24-Nov,7-Feb,8,8,2,2,24-Nov,7-Feb,6.321670418,25-Nov,24-Jan,6,4,6,4,25-Nov,24-Jan,5.183821742,16-Dec,30-Jan,5,5,5,5,16-Dec,30-Jan,3.971365444,24-Nov,24-Dec,7,3,7,3,24-Nov,24-Dec,3.167168818,19-Dec,3-Jan,6,4,6,4,19-Dec,3-Jan,1.654948408
PSA,Public Storage,228.4900055,FALSE,2009,,21-Nov,4-Feb,8,8,3,3,16-Dec,1-Mar,4.729026503,22-May,21-Jul,10,1,10,1,20-Jun,19-Aug,4.269652725,11-Jun,26-Jul,7,4,7,4,11-Jun,26-Jul,3.68805102,16-Mar,15-Apr,8,3,8,3,16-Mar,15-Apr,3.601284512,12-Jan,27-Jan,5,6,5,6,12-Jan,27-Jan,1.427592877
PEG,Public Service Enterprise Group Inc,57.47499847,FALSE,2009,,6-Aug,20-Oct,6,5,5,6,16-Mar,30-May,5.14994414,16-Mar,15-May,7,4,7,4,16-Mar,15-May,5.05339854,16-Mar,30-Apr,5,6,5,6,16-Mar,30-Apr,5.462341457,2-Sep,2-Oct,8,3,8,3,20-Mar,19-Apr,4.5988802,25-Mar,9-Apr,4,7,4,7,25-Mar,9-Apr,2.992077896
PUTRF,Ptt PCL,1.200000048,FALSE,2010,,26-Aug,9-Nov,6,5,4,5,18-Feb,3-May,6.21306347,23-Aug,22-Oct,1,9,3,7,26-Feb,26-Apr,6.220968978,5-Aug,19-Sep,2,8,2,8,8-Feb,24-Mar,5.667609811,15-Aug,14-Sep,0,10,0,10,18-Feb,19-Mar,5.455810688,2-Mar,17-Mar,0,10,1,9,3-Mar,18-Mar,5.259963339
PEXNY,PTT Exploration & Production PCL,5.25,FALSE,2010,,23-Dec,8-Mar,8,5,2,5,23-Dec,8-Mar,7.212121374,28-Dec,26-Feb,8,2,7,3,30-Dec,28-Feb,6.284724972,20-Mar,4-May,8,2,6,4,20-Mar,4-May,7.002142924,25-Mar,24-Apr,4,6,4,6,25-Mar,24-Apr,4.872076885,25-Jun,10-Jul,4,6,4,6,25-Jun,10-Jul,3.64784899
PTC,PTC Inc,99.11000061,FALSE,2009,,29-Sep,13-Dec,7,7,4,4,29-Sep,13-Dec,7.536930078,14-Oct,13-Dec,9,2,9,2,14-Oct,13-Dec,5.822154357,25-Oct,9-Dec,9,2,9,2,25-Oct,9-Dec,7.092546012,26-Oct,25-Nov,7,4,7,4,26-Oct,25-Nov,5.76007635,26-Oct,10-Nov,8,3,8,3,26-Oct,10-Nov,5.839556976
PTNDF,PT Vale Indonesia Tbk,0.335099995,FALSE,2010,,25-Sep,9-Dec,5,5,5,5,25-Sep,9-Dec,9.732290906,4-Oct,3-Dec,5,5,5,5,4-Oct,3-Dec,11.11802685,18-Oct,2-Dec,3,7,3,7,18-Oct,2-Dec,11.68786554,2-Nov,2-Dec,1,9,1,9,2-Nov,2-Dec,8.805064503,11-Nov,26-Nov,1,9,1,9,11-Nov,26-Nov,5.251708771
TLK,PT Telekomunikasi Indonesia (Persero) Tbk,22.19000053,FALSE,2009,,26-Mar,9-Jun,4,4,7,7,25-Mar,8-Jun,6.709842702,11-Apr,10-Jun,5,6,5,6,12-Jun,11-Aug,6.82912658,15-Jun,30-Jul,5,6,5,6,15-Jun,30-Jul,6.955104686,12-Jun,12-Jul,4,7,4,7,27-Mar,26-Apr,5.677139607,27-Jun,12-Jul,7,4,7,4,27-Jun,12-Jul,3.707351828
PSGTY,PT Semen Indonesia (Persero) Tbk,15.78999996,FALSE,2010,,12-Nov,26-Jan,6,6,4,4,12-Nov,26-Jan,6.096883317,12-Nov,11-Jan,5,5,5,5,12-Nov,11-Jan,7.208472344,26-Nov,10-Jan,7,3,7,3,26-Nov,10-Jan,5.281601799,27-Sep,27-Oct,5,5,5,5,27-Sep,27-Oct,6.180065594,24-Mar,8-Apr,5,5,5,5,24-Mar,8-Apr,4.578755115
PPAAF,PT Perusahaan Gas Negara Tbk,0.095200002,FALSE,2010,,23-Dec,8-Mar,7,8,3,2,30-Dec,15-Mar,-0.374981871,9-Jan,9-Mar,8,2,5,5,15-Jan,15-Mar,7.307692311,8-Jan,22-Feb,8,2,4,6,30-Jan,15-Mar,-0.255641727,30-Dec,29-Jan,6,4,3,7,9-Feb,10-Mar,5.492403382,6-Jan,21-Jan,3,7,0,10,24-Feb,10-Mar,4.354561274
PIFMY,PT Indofood Sukses Makmur Tbk,24.29999924,FALSE,2010,,21-Dec,6-Mar,7,7,3,3,21-Dec,6-Mar,9.826301343,16-Dec,14-Feb,9,1,9,1,16-Dec,14-Feb,8.807375698,28-Dec,11-Feb,10,0,10,0,28-Dec,11-Feb,9.128652438,2-Jan,1-Feb,9,1,9,1,2-Jan,1-Feb,3.689076715,26-Dec,10-Jan,8,2,8,2,26-Dec,10-Jan,4.494228145
PPERY,PT Bank Mandiri (Persero) Tbk,9.029899597,FALSE,2009,,12-Nov,26-Jan,7,7,4,4,12-Nov,26-Jan,6.417085991,26-Sep,25-Nov,6,5,6,5,26-Sep,25-Nov,7.010940058,28-Sep,12-Nov,8,3,8,3,28-Sep,12-Nov,9.188788964,6-Oct,5-Nov,8,3,8,3,6-Oct,5-Nov,5.999345174,22-Oct,6-Nov,7,4,7,4,22-Oct,6-Nov,3.310340004
PBCRF,PT Bank Central Asia Tbk,2.25,FALSE,2010,,25-Sep,9-Dec,2,5,8,5,6-Dec,19-Feb,5.318464859,11-Oct,10-Dec,3,7,6,4,12-Dec,10-Feb,5.457242249,26-Oct,10-Dec,3,7,5,5,22-Apr,6-Jun,4.484374731,15-Nov,15-Dec,3,7,3,7,25-Jan,24-Feb,3.440356162,5-Dec,20-Dec,2,8,2,8,26-Jan,10-Feb,2.75141256
PMD,Psychemedics Corp,4.217999935,FALSE,2009,,28-Oct,11-Jan,7,7,4,4,18-Dec,3-Mar,11.10626425,29-Dec,27-Feb,9,2,9,2,20-Dec,18-Feb,7.179220778,13-Dec,27-Jan,8,3,8,3,13-Dec,27-Jan,6.977535703,28-Oct,27-Nov,8,3,8,3,24-Oct,23-Nov,6.443680152,28-Oct,12-Nov,9,2,9,2,25-Oct,9-Nov,5.405279887
PSBQ,PSB Holdings Inc,20.79999924,FALSE,2009,,5-Jun,19-Aug,10,8,1,3,20-Jan,4-Apr,5.770483946,2-Jan,2-Mar,11,0,8,3,7-Jan,7-Mar,6.868577782,2-Jan,16-Feb,10,1,9,2,8-Jan,22-Feb,5.958283544,6-Jan,5-Feb,9,2,5,6,8-Jan,7-Feb,4.095700906,30-Jan,14-Feb,5,6,4,7,30-Jan,14-Feb,3.776230896
PSB,PS Business Parks Inc,134.0899963,FALSE,2009,,15-Mar,29-May,8,8,3,3,15-Mar,29-May,5.598101207,22-May,21-Jul,8,3,8,3,22-May,21-Jul,4.434860843,11-Jun,26-Jul,8,3,8,3,20-Mar,4-May,5.681947238,11-Jun,11-Jul,7,4,7,4,11-Jun,11-Jul,3.007415539,9-Jan,24-Jan,8,3,8,3,9-Jan,24-Jan,2.736385295
PRYMF,Prysmian SpA,30.89999962,FALSE,2009,,12-Jul,25-Sep,6,6,5,5,12-Jul,25-Sep,7.964151252,19-Aug,18-Oct,6,5,6,5,19-Aug,18-Oct,7.885334545,10-Aug,24-Sep,7,4,7,4,10-Aug,24-Sep,6.737472727,2-Jul,1-Aug,6,5,6,5,2-Jul,1-Aug,5.852779709,14-Jul,29-Jul,3,8,3,8,14-Jul,29-Jul,3.706387912
PUKPF,Prudential PLC,16.90399933,FALSE,2010,,14-Oct,28-Dec,8,8,2,2,14-Oct,28-Dec,4.982185154,14-Mar,13-May,8,2,8,2,13-Mar,12-May,5.154611879,12-Mar,26-Apr,8,2,8,2,30-Mar,14-May,4.215769753,31-Mar,30-Apr,8,2,8,2,31-Mar,30-Apr,4.949509263,15-Apr,30-Apr,7,3,7,3,15-Apr,30-Apr,3.558488042
PUK,Prudential PLC,33.65999985,FALSE,2009,,28-Feb,13-May,8,8,3,3,27-Feb,12-May,6.318739641,13-Mar,12-May,8,3,8,3,2-Mar,1-May,7.843177142,13-Mar,27-Apr,7,4,7,4,28-Mar,12-May,8.098482407,3-Apr,3-May,6,5,6,5,30-Mar,29-Apr,5.826394719,3-Sep,18-Sep,6,5,6,5,3-Sep,18-Sep,4.057306185
PRU,Prudential Financial Inc,74.45500183,FALSE,2009,,10-Oct,24-Dec,6,6,5,5,23-Mar,6-Jun,7.168375802,7-Oct,6-Dec,6,5,6,5,22-Aug,21-Oct,3.482586363,25-Oct,9-Dec,6,5,6,5,30-Mar,14-May,5.95805452,21-Aug,20-Sep,7,4,7,4,21-Aug,20-Sep,4.388585776,3-Sep,18-Sep,8,3,8,3,3-Sep,18-Sep,4.481446677
PBIP,Prudential Bancorp Inc,12.52499962,FALSE,2009,,18-Apr,2-Jul,6,5,5,6,18-Apr,2-Jul,3.637812352,12-Nov,11-Jan,8,3,8,3,12-Nov,11-Jan,3.080570304,29-Aug,13-Oct,6,5,6,5,10-Jan,24-Feb,3.021091958,16-Nov,16-Dec,6,5,6,5,16-Nov,16-Dec,1.684635334,12-Nov,27-Nov,3,8,3,8,12-Nov,27-Nov,2.547473462
BGAOY,Proximus SA,4.090000153,FALSE,2009,,16-Nov,30-Jan,5,5,6,6,22-May,5-Aug,3.541156163,7-Nov,6-Jan,6,5,6,5,9-Jul,7-Sep,1.930920135,16-Dec,30-Jan,4,7,4,7,16-Dec,30-Jan,3.080150934,15-Mar,14-Apr,7,4,7,4,10-Jul,9-Aug,4.358295292,7-Apr,22-Apr,4,7,4,7,28-May,12-Jun,1.963118683
BGAOF,Proximus SA,20.51000023,FALSE,2009,,12-Nov,26-Jan,3,3,8,8,12-Nov,26-Jan,2.96564812,8-Nov,7-Jan,3,8,3,8,27-Nov,26-Jan,2.146814762,29-Oct,13-Dec,3,8,3,8,7-Nov,22-Dec,1.657475761,12-Nov,12-Dec,2,9,2,9,8-Sep,8-Oct,1.545666432,28-Nov,13-Dec,1,10,1,10,27-Nov,12-Dec,2.011659312
PRXM,Proxim Wireless Corp,1.200000048,FALSE,2009,,28-Aug,11-Nov,7,7,4,4,28-Aug,11-Nov,14.47159223,12-Aug,11-Oct,6,5,6,5,12-Aug,11-Oct,17.3315996,6-Aug,20-Sep,5,6,5,6,6-Aug,20-Sep,14.07643958,28-Jan,27-Feb,5,6,5,6,28-Jan,27-Feb,4.852245912,24-Oct,8-Nov,5,6,5,6,24-Oct,8-Nov,12.00276565
PFS,Provident Financial Services Inc,15.01000023,FALSE,2009,,1-Oct,15-Dec,5,5,6,6,14-May,28-Jul,5.356600504,2-Oct,1-Dec,5,6,4,7,2-Oct,1-Dec,8.229110805,4-Nov,19-Dec,4,7,4,7,1-Oct,15-Nov,7.271433692,1-Oct,31-Oct,3,8,3,8,1-Oct,31-Oct,7.01753264,27-Sep,12-Oct,5,6,5,6,27-Sep,12-Oct,2.148327731
PROV,Provident Financial Holdings Inc,13.60000038,FALSE,2009,,20-Apr,4-Jul,7,6,4,5,9-Jul,22-Sep,7.516835309,13-Apr,12-Jun,6,5,6,5,13-Apr,12-Jun,4.735970304,28-Jul,11-Sep,7,4,7,4,14-Apr,29-May,3.835654551,21-Apr,21-May,6,5,6,5,22-Aug,21-Sep,3.443797029,18-Jul,2-Aug,5,6,5,6,18-Jul,2-Aug,4.563220789
PVCT,Provectus Biopharmaceuticals Inc,0.068800002,FALSE,2009,,17-Dec,2-Mar,7,7,4,4,17-Dec,2-Mar,17.13045031,23-Dec,21-Feb,6,5,6,5,23-Dec,21-Feb,7.481908226,30-Jan,15-Mar,5,6,5,6,30-Jan,15-Mar,9.544124853,27-Jan,26-Feb,4,7,4,7,27-Jan,26-Feb,8.866175489,28-Jan,12-Feb,6,5,6,5,28-Jan,12-Feb,4.254991744
PKTX,ProtoKinetix Inc,0.093999997,FALSE,2009,,31-Oct,14-Jan,7,7,4,4,31-Oct,14-Jan,9.755998832,16-Dec,14-Feb,4,7,4,7,16-Dec,14-Feb,12.51713778,11-May,25-Jun,6,5,6,5,11-May,25-Jun,9.566353615,12-Feb,13-Mar,8,3,8,3,12-Feb,13-Mar,11.1620657,23-Feb,9-Mar,8,3,8,3,23-Feb,9-Mar,13.34379416
PPMD,Protide Pharmaceuticals Inc,0.150000006,FALSE,2009,,31-Jan,15-Apr,8,8,3,3,31-Jan,15-Apr,29.60241785,16-Jan,16-Mar,6,5,6,5,16-Jan,16-Mar,33.73859546,6-Jan,20-Feb,7,4,7,4,6-Jan,20-Feb,32.81796086,19-Jan,18-Feb,4,7,4,7,19-Jan,18-Feb,29.5638397,25-Feb,11-Mar,3,8,3,8,25-Feb,11-Mar,15.3853772
PMSNF,Proteome Sciences PLC,0.039999999,FALSE,2010,,7-Jan,22-Mar,5,5,5,5,7-Jan,22-Mar,17.47521744,26-May,25-Jul,5,5,5,5,26-May,25-Jul,-1.238246423,25-Jun,9-Aug,2,8,2,8,25-Jun,9-Aug,12.53275733,27-Jun,27-Jul,2,8,2,8,27-Jun,27-Jul,16.0383413,1-Jun,16-Jun,1,9,1,9,1-Jun,16-Jun,6.071217271
PTEO,Proteo Inc,0.090000004,FALSE,2009,,14-Mar,28-May,3,3,8,8,14-Mar,28-May,13.02557555,12-Mar,11-May,5,6,5,6,12-Mar,11-May,16.8046914,26-Mar,10-May,3,8,3,8,26-Mar,10-May,15.64130876,4-Feb,5-Mar,3,8,3,8,4-Feb,5-Mar,-5.346144868,25-Apr,10-May,3,8,3,8,25-Apr,10-May,11.32564961
PTVCB,Protective Insurance Corp,14.2798996,FALSE,2009,,14-Apr,28-Jun,6,6,5,5,22-May,5-Aug,4.73316903,6-May,5-Jul,6,5,3,8,18-May,17-Jul,4.640841762,31-May,15-Jul,2,9,2,9,31-May,15-Jul,5.583693561,13-May,12-Jun,3,8,3,8,31-May,30-Jun,3.208076668,1-Jun,16-Jun,3,8,3,8,1-Jun,16-Jun,3.202484519
PTVCA,Protective Insurance Corp,15.05799961,FALSE,2009,,2-Nov,16-Jan,5,5,6,6,30-May,13-Aug,3.31360324,19-Apr,18-Jun,6,5,6,5,31-May,30-Jul,3.820642509,8-Apr,23-May,5,6,5,6,29-May,13-Jul,3.376014234,25-Jan,24-Feb,4,7,4,7,25-Jan,24-Feb,5.033551311,11-Feb,26-Feb,3,8,3,8,11-Feb,26-Feb,3.152197386
PLX,Protalix BioTherapeutics Inc,3.744999886,FALSE,2009,,15-Dec,28-Feb,6,6,5,5,15-Dec,28-Feb,13.54841074,20-Dec,18-Feb,8,3,8,3,20-Dec,18-Feb,13.00440265,16-Dec,30-Jan,8,3,8,3,16-Dec,30-Jan,10.57148862,16-Dec,15-Jan,7,4,7,4,16-Dec,15-Jan,12.6219105,27-Dec,11-Jan,9,2,9,2,27-Dec,11-Jan,12.42769008
PB,Prosperity Bancshares Inc,60.54000092,FALSE,2009,,15-Oct,29-Dec,8,8,3,3,6-Jan,21-Mar,0.767714378,2-Oct,1-Dec,7,4,7,4,2-Oct,1-Dec,7.023246985,17-Oct,1-Dec,6,5,6,5,17-Oct,1-Dec,6.649863796,16-Oct,15-Nov,8,3,8,3,16-Oct,15-Nov,5.424629397,3-Feb,18-Feb,6,5,6,5,3-Feb,18-Feb,2.727978213
PSEC,Prospect Capital Corp,5.313399792,FALSE,2009,,12-Dec,25-Feb,8,7,3,4,9-Dec,22-Feb,5.107113667,29-May,28-Jul,7,4,6,5,5-Jun,4-Aug,0.614254507,12-Dec,26-Jan,8,3,8,3,13-Dec,27-Jan,4.497702207,2-Nov,2-Dec,8,3,8,3,11-Dec,10-Jan,3.352931616,12-Jul,27-Jul,8,3,8,3,12-Jul,27-Jul,1.37211528
PBSFF,ProSiebenSat 1 Media SE,14.85000038,FALSE,2009,,15-Mar,29-May,7,7,4,4,4-Oct,18-Dec,9.079579593,4-Apr,3-Jun,7,4,7,4,15-Oct,14-Dec,3.902979871,22-Apr,6-Jun,6,5,6,5,29-Mar,13-May,9.46420667,30-Apr,30-May,6,5,6,5,3-Oct,2-Nov,6.155523738,27-Mar,11-Apr,3,8,3,8,27-Mar,11-Apr,4.630359338
PRO,Pros Holdings Inc,42.79999924,FALSE,2009,,15-May,29-Jul,6,6,5,5,15-May,29-Jul,12.57658745,17-May,16-Jul,7,4,7,4,17-May,16-Jul,11.91526417,22-May,6-Jul,5,6,5,6,22-May,6-Jul,11.37755471,24-May,23-Jun,6,5,6,5,24-May,23-Jun,9.660220903,4-Jun,19-Jun,6,5,6,5,4-Jun,19-Jun,5.456038621
STKR,ProPhotonix Ltd,0.074000001,FALSE,2009,,21-Feb,6-May,6,6,5,5,21-Feb,6-May,19.44504547,18-Feb,18-Apr,5,6,5,6,18-Feb,18-Apr,17.07236021,1-Mar,15-Apr,4,7,4,7,1-Mar,15-Apr,14.8716332,19-Feb,20-Mar,3,8,3,8,19-Feb,20-Mar,16.07263113,1-Mar,16-Mar,5,6,5,6,1-Mar,16-Mar,15.16700612
PRPH,ProPhase Labs Inc,7.794000149,FALSE,2009,,26-Jul,9-Oct,6,5,5,6,26-Jul,9-Oct,13.43113496,30-Sep,29-Nov,6,5,5,6,30-Sep,29-Nov,11.10443617,24-Jul,7-Sep,7,4,6,5,24-Jul,7-Sep,9.750073404,28-Oct,27-Nov,8,3,7,4,28-Oct,27-Nov,9.96472361,5-Sep,20-Sep,8,3,7,4,5-Sep,20-Sep,5.409178757
