,symbol,company,price,ignore,start_yr,ignore_error,adj_up_start_schedule_r_75,adj_up_end_schedule_r_75,adj_ups_r_75,adj_downs_r_75,close_ups_r_75,close_downs_r_75,close_up_start_schedule_r_75,close_up_end_schedule_r_75,close_up_percent_avg_r_75,adj_up_start_schedule_r_60,adj_up_end_schedule_r_60,adj_ups_r_60,adj_downs_r_60,close_ups_r_60,close_downs_r_60,close_up_start_schedule_r_60,close_up_end_schedule_r_60,close_up_percent_avg_r_60,adj_up_start_schedule_r_45,adj_up_end_schedule_r_45,adj_ups_r_45,adj_downs_r_45,close_ups_r_45,close_downs_r_45,close_up_start_schedule_r_45,close_up_end_schedule_r_45,close_up_percent_avg_r_45,adj_up_start_schedule_r_30,adj_up_end_schedule_r_30,adj_ups_r_30,adj_downs_r_30,close_ups_r_30,close_downs_r_30,close_up_start_schedule_r_30,close_up_end_schedule_r_30,close_up_percent_avg_r_30,adj_up_start_schedule_r_15,adj_up_end_schedule_r_15,adj_ups_r_15,adj_downs_r_15,close_ups_r_15,close_downs_r_15,close_up_start_schedule_r_15,close_up_end_schedule_r_15,close_up_percent_avg_r_15
0,CTIB,Yunhong CTI Ltd,2.0639998912811284,False,2009.0,,11-14,01-28,6.0,5.0,6.0,5.0,11-14,01-28,12.537603690399466,11-14,01-13,7.0,4.0,7.0,4.0,11-14,01-13,11.949819077918926,11-27,01-11,7.0,4.0,7.0,4.0,11-27,01-11,11.494269655850887,12-28,01-27,7.0,4.0,7.0,4.0,12-28,01-27,8.745123089036996,09-29,10-14,10.0,1.0,10.0,1.0,09-29,10-14,5.740800652849446
1,YUMAQ,Yuma Energy Inc,0.08299999684095383,False,2009.0,,02-02,04-17,5.0,6.0,5.0,6.0,02-02,04-17,-8.467947719027864,12-26,02-24,5.0,6.0,5.0,6.0,12-26,02-24,2.4073142583895852,12-06,01-20,4.0,7.0,4.0,7.0,12-06,01-20,1.5809944186470288,01-26,02-25,6.0,5.0,6.0,5.0,01-26,02-25,2.2115347054228067,02-08,02-23,6.0,5.0,6.0,5.0,02-08,02-23,5.7581208711938165
2,YUM,Yum Brands Inc,104.1999969482422,False,2009.0,,03-19,06-02,10.0,1.0,10.0,1.0,03-19,06-02,8.43801957052964,03-19,05-18,5.0,6.0,5.0,6.0,03-19,05-18,7.132370736877447,03-12,04-26,6.0,5.0,6.0,5.0,03-18,05-02,7.6515230606012725,11-01,12-01,7.0,4.0,6.0,5.0,11-01,12-01,4.905301218884883,04-06,04-21,6.0,5.0,6.0,5.0,04-07,04-22,3.5848846845954534
3,YUEIY,Yue Yuen Industrial (Holdings) Ltd,9.970000267028807,False,2010.0,,08-30,11-13,6.0,4.0,6.0,4.0,09-21,12-05,5.781309595040478,09-20,11-19,6.0,4.0,6.0,4.0,09-20,11-19,4.114981612841553,06-11,07-26,5.0,5.0,5.0,5.0,09-23,11-07,4.1278639237497785,06-22,07-22,5.0,5.0,4.0,6.0,10-09,11-08,4.354743144539594,12-22,01-06,5.0,5.0,4.0,6.0,12-22,01-06,2.075528202132587
4,YUEIF,Yue Yuen Industrial (Holdings) Ltd,1.820000052452088,False,2010.0,,03-29,06-12,6.0,4.0,5.0,5.0,09-22,12-06,5.6657754878303646,10-28,12-27,7.0,3.0,6.0,4.0,10-28,12-27,6.150039654458967,04-28,06-12,5.0,5.0,5.0,5.0,10-24,12-08,5.471674185364536,05-13,06-12,4.0,6.0,4.0,6.0,10-28,11-27,5.240371366414873,05-27,06-11,3.0,7.0,3.0,7.0,03-29,04-13,4.495674418337921
5,YRCW,YRC Worldwide Inc,5.239999771118164,False,2009.0,,07-10,09-23,3.0,8.0,3.0,8.0,07-10,09-23,1.7511249344023223,06-02,08-01,3.0,8.0,3.0,8.0,06-02,08-01,5.430816908845465,08-17,10-01,4.0,7.0,4.0,7.0,08-17,10-01,8.426202373598349,08-22,09-21,7.0,4.0,7.0,4.0,08-22,09-21,-57.14983299761499,09-06,09-21,4.0,7.0,4.0,7.0,09-06,09-21,4.9308216254722685
6,YPF,YPF SA,4.820000171661377,False,2009.0,,11-09,01-23,6.0,5.0,6.0,5.0,11-13,01-27,4.494284074862244,11-14,01-13,5.0,6.0,5.0,6.0,11-14,01-13,6.080355537811522,12-08,01-22,3.0,8.0,3.0,8.0,12-08,01-22,3.5193743565814386,12-14,01-13,6.0,5.0,6.0,5.0,12-14,01-13,7.6469753927943565,06-28,07-13,7.0,4.0,7.0,4.0,10-26,11-10,2.195434991030297
7,YNVYF,Ynvisible Interactive Inc,0.23199999332427976,False,2009.0,,12-14,02-27,3.0,8.0,3.0,8.0,12-14,02-27,9.459138138145088,12-23,02-21,2.0,9.0,2.0,9.0,12-23,02-21,9.506907527230494,05-01,06-15,2.0,9.0,2.0,9.0,05-01,06-15,-26.286752123915964,05-22,06-21,2.0,9.0,2.0,9.0,05-22,06-21,11.5269474189188,11-06,11-21,2.0,9.0,2.0,9.0,11-06,11-21,11.513946502431992
8,YIPCF,Yip's Chemical Holdings Ltd,0.3700000047683716,False,2009.0,,04-10,06-24,5.0,6.0,5.0,6.0,02-24,05-09,6.7702773164951555,03-08,05-07,5.0,6.0,5.0,6.0,03-08,05-07,9.532158149358748,03-09,04-23,5.0,6.0,5.0,6.0,03-09,04-23,8.205354218665615,04-05,05-05,5.0,6.0,5.0,6.0,04-07,05-07,6.680642295309798,06-07,06-22,4.0,7.0,4.0,7.0,04-13,04-28,5.22029745697825
9,YGEHY,Yingli Green Energy Holding Co Ltd,0.10000000149011612,False,2009.0,,05-19,08-02,6.0,5.0,6.0,5.0,05-19,08-02,-0.5983596558404551,05-18,07-17,5.0,6.0,5.0,6.0,05-18,07-17,-5.87795902830941,05-21,07-05,7.0,4.0,7.0,4.0,05-21,07-05,7.235911184914625,06-03,07-03,7.0,4.0,7.0,4.0,06-03,07-03,7.773508835001143,10-02,10-17,9.0,2.0,9.0,2.0,10-02,10-17,7.028824929039726
