,symbol,company,price,ignore,start_yr,ignore_error,adj_up_start_schedule_r_75,adj_up_end_schedule_r_75,adj_ups_r_75,adj_downs_r_75,close_ups_r_75,close_downs_r_75,close_up_start_schedule_r_75,close_up_end_schedule_r_75,close_up_percent_avg_r_75,adj_up_start_schedule_r_60,adj_up_end_schedule_r_60,adj_ups_r_60,adj_downs_r_60,close_ups_r_60,close_downs_r_60,close_up_start_schedule_r_60,close_up_end_schedule_r_60,close_up_percent_avg_r_60,adj_up_start_schedule_r_45,adj_up_end_schedule_r_45,adj_ups_r_45,adj_downs_r_45,close_ups_r_45,close_downs_r_45,close_up_start_schedule_r_45,close_up_end_schedule_r_45,close_up_percent_avg_r_45,adj_up_start_schedule_r_30,adj_up_end_schedule_r_30,adj_ups_r_30,adj_downs_r_30,close_ups_r_30,close_downs_r_30,close_up_start_schedule_r_30,close_up_end_schedule_r_30,close_up_percent_avg_r_30,adj_up_start_schedule_r_15,adj_up_end_schedule_r_15,adj_ups_r_15,adj_downs_r_15,close_ups_r_15,close_downs_r_15,close_up_start_schedule_r_15,close_up_end_schedule_r_15,close_up_percent_avg_r_15
0,JE,Just Energy Group Inc,4.860000134,False,2009.0,,17-Feb,2-May,7.0,7.0,4.0,4.0,12-Feb,27-Apr,-12.67323874,25-May,24-Jul,6.0,5.0,6.0,5.0,13-Nov,12-Jan,-0.319075655,22-Mar,6-May,5.0,6.0,5.0,6.0,22-Mar,6-May,2.740844726,24-Sep,24-Oct,5.0,6.0,5.0,6.0,24-Sep,24-Oct,2.4115098269999997,22-Dec,6-Jan,4.0,7.0,4.0,7.0,22-Dec,6-Jan,4.037548461
1,JNPR,Juniper Networks Inc,21.85000038,False,2009.0,,1-Oct,15-Dec,6.0,6.0,5.0,5.0,1-Oct,15-Dec,5.98493114,7-Oct,6-Dec,7.0,4.0,7.0,4.0,7-Oct,6-Dec,4.814645728,19-Oct,3-Dec,5.0,6.0,5.0,6.0,19-Oct,3-Dec,5.460692592999999,27-Jun,27-Jul,6.0,5.0,6.0,5.0,27-Jun,27-Jul,5.6754994960000005,3-Feb,18-Feb,6.0,5.0,6.0,5.0,3-Feb,18-Feb,4.21776341
2,JUVF,Juniata Valley Financial Corp,17.79999924,False,2009.0,,28-Jul,11-Oct,7.0,6.0,4.0,5.0,16-Apr,30-Jun,4.112913665,19-Jul,17-Sep,7.0,4.0,3.0,8.0,3-Aug,2-Oct,2.8965270660000004,1-Aug,15-Sep,4.0,7.0,2.0,9.0,29-Aug,13-Oct,2.853083855,6-Feb,7-Mar,4.0,7.0,4.0,7.0,21-Aug,20-Sep,2.551553657,3-Nov,18-Nov,4.0,7.0,4.0,7.0,31-Aug,15-Sep,2.237764158
3,JBAXY,Julius Baer Gruppe AG,10.86999989,False,2010.0,,1-Nov,15-Jan,5.0,5.0,5.0,5.0,5-Dec,18-Feb,4.501938052,6-Nov,5-Jan,5.0,5.0,5.0,5.0,6-Nov,5-Jan,3.25035765,13-Nov,28-Dec,6.0,4.0,6.0,4.0,13-Nov,28-Dec,1.8226808980000002,3-Apr,3-May,6.0,4.0,6.0,4.0,15-Dec,14-Jan,3.057214951,4-Feb,19-Feb,4.0,6.0,4.0,6.0,4-Feb,19-Feb,2.4567912130000003
4,JUBPF,Jubilee Metals Group PLC,0.11500000199999999,False,2009.0,,16-Dec,1-Mar,4.0,4.0,7.0,7.0,16-Dec,1-Mar,2.8565516939999998,27-Dec,25-Feb,6.0,5.0,6.0,5.0,27-Dec,25-Feb,2.8565516939999998,16-Dec,30-Jan,5.0,6.0,5.0,6.0,16-Dec,30-Jan,3.8023872560000003,27-Dec,26-Jan,6.0,5.0,6.0,5.0,27-Dec,26-Jan,10.74189052,5-Jan,20-Jan,3.0,8.0,3.0,8.0,5-Jan,20-Jan,9.452207618
5,JTNB,JTNB Bancorp Inc,12.5,False,2009.0,,23-Oct,6-Jan,6.0,6.0,5.0,5.0,2-Oct,16-Dec,2.251462258,31-Oct,30-Dec,5.0,6.0,5.0,6.0,23-Sep,22-Nov,1.625719347,12-Nov,27-Dec,3.0,8.0,3.0,8.0,21-Mar,5-May,3.264037692,27-Nov,27-Dec,3.0,8.0,3.0,8.0,4-Apr,4-May,1.595486002,3-Dec,18-Dec,2.0,9.0,2.0,9.0,10-Apr,25-Apr,2.164401368
6,JSCPY,JSR Corp,23.88999939,False,2010.0,,26-Oct,9-Jan,7.0,7.0,3.0,3.0,26-Oct,9-Jan,3.974232655,2-Sep,1-Nov,7.0,3.0,7.0,3.0,29-Sep,28-Nov,2.622610702,19-Sep,3-Nov,6.0,4.0,6.0,4.0,26-Jun,10-Aug,4.312594385,26-Jun,26-Jul,6.0,4.0,6.0,4.0,26-Jun,26-Jul,3.565752463,16-Oct,31-Oct,6.0,4.0,6.0,4.0,16-Oct,31-Oct,2.900823941
7,JSEJF,Jse Ltd,7.78000021,False,2009.0,,15-Apr,29-Jun,5.0,5.0,6.0,6.0,29-Oct,12-Jan,4.674480766,17-Mar,16-May,5.0,6.0,5.0,6.0,16-Mar,15-May,6.9835360070000005,29-Mar,13-May,3.0,8.0,3.0,8.0,29-Mar,13-May,7.079592527999999,16-Apr,16-May,3.0,8.0,3.0,8.0,29-Mar,28-Apr,5.238444099,16-Apr,1-May,3.0,8.0,3.0,8.0,16-Apr,1-May,5.123357512
8,TAPP,JRS Holdings Inc,0.360000014,False,2010.0,,21-Mar,4-Jun,0.0,0.0,10.0,10.0,21-Mar,4-Jun,9.054905783999999,27-Mar,26-May,0.0,10.0,0.0,10.0,27-Mar,26-May,9.054905783999999,19-Aug,3-Oct,0.0,10.0,0.0,10.0,19-Aug,3-Oct,6.103110653,26-Aug,25-Sep,0.0,10.0,0.0,10.0,26-Aug,25-Sep,6.103110653,10-Sep,25-Sep,0.0,10.0,0.0,10.0,10-Sep,25-Sep,6.103110653
9,JPIVF,JPMorgan Indian Investment Trust PLC,6.6999998089999995,False,2010.0,,2-May,16-Jul,3.0,3.0,7.0,7.0,2-May,16-Jul,4.117130252,24-May,23-Jul,3.0,7.0,3.0,7.0,24-May,23-Jul,1.504900048,1-Jun,16-Jul,1.0,9.0,1.0,9.0,1-Jun,16-Jul,1.504900048,5-Jun,5-Jul,1.0,9.0,1.0,9.0,5-Jun,5-Jul,1.174321851,3-May,18-May,1.0,9.0,1.0,9.0,3-May,18-May,3.0688159689999996
10,JPM,JPMorgan Chase & Co,115.25,False,2009.0,,20-May,3-Aug,7.0,7.0,4.0,4.0,20-May,3-Aug,5.026853466,21-Jan,21-Mar,6.0,5.0,6.0,5.0,21-Jan,21-Mar,0.627510217,17-Jun,1-Aug,6.0,5.0,5.0,6.0,11-Jun,26-Jul,3.446176992,18-Jun,18-Jul,5.0,6.0,5.0,6.0,27-Jun,27-Jul,5.217922089,12-Jul,27-Jul,7.0,4.0,6.0,5.0,12-Jul,27-Jul,3.362581425
11,GTVI,Joway Health Industries Group Inc,0.061000001,False,2009.0,,4-Jan,19-Mar,6.0,6.0,5.0,5.0,4-Jan,19-Mar,6.794191851,19-Jan,19-Mar,3.0,7.0,3.0,7.0,19-Jan,19-Mar,12.02889674,5-Feb,21-Mar,3.0,7.0,3.0,7.0,5-Feb,21-Mar,13.74020606,15-Feb,16-Mar,0.0,10.0,0.0,10.0,15-Feb,16-Mar,7.78251642,25-Feb,11-Mar,0.0,9.0,0.0,9.0,25-Feb,11-Mar,11.06238582
12,JSDA,Jones Soda Co,0.150000006,False,2009.0,,22-Dec,7-Mar,7.0,7.0,4.0,4.0,22-Dec,7-Mar,12.18278172,3-Jan,3-Mar,8.0,3.0,8.0,3.0,3-Jan,3-Mar,17.88317448,4-Jan,18-Feb,8.0,3.0,8.0,3.0,4-Jan,18-Feb,13.17429169,3-Feb,4-Mar,8.0,3.0,8.0,3.0,3-Feb,4-Mar,11.48129129,3-Jan,18-Jan,8.0,3.0,8.0,3.0,3-Jan,18-Jan,11.91294372
13,JLL,Jones Lang LaSalle Inc,137.6100006,False,2009.0,,27-Oct,10-Jan,9.0,9.0,2.0,2.0,27-Oct,10-Jan,11.19872058,11-Oct,10-Dec,9.0,2.0,9.0,2.0,11-Oct,10-Dec,9.795353269,27-Oct,11-Dec,7.0,4.0,7.0,4.0,27-Oct,11-Dec,8.228642449,28-Oct,27-Nov,8.0,3.0,8.0,3.0,28-Oct,27-Nov,6.6784989370000005,19-Nov,4-Dec,7.0,4.0,7.0,4.0,19-Nov,4-Dec,2.882938227
14,JBFCF,Jollibee Foods Corporation,4.269999981000001,False,2009.0,,5-Oct,19-Dec,7.0,7.0,4.0,4.0,22-Aug,5-Nov,6.024465115,20-Oct,19-Dec,6.0,5.0,6.0,5.0,12-Sep,11-Nov,6.604138549,14-Oct,28-Nov,7.0,4.0,7.0,4.0,29-Sep,13-Nov,6.873916247,13-Nov,13-Dec,6.0,5.0,6.0,5.0,14-Oct,13-Nov,5.52319311,13-Nov,28-Nov,7.0,4.0,7.0,4.0,12-Oct,27-Oct,5.115369761
15,JOUT,Johnson Outdoors Inc,84.69999695,False,2009.0,,16-Apr,30-Jun,8.0,8.0,3.0,3.0,16-Apr,30-Jun,9.851003856,22-Aug,21-Oct,7.0,4.0,6.0,5.0,22-Aug,21-Oct,7.5371675520000005,27-Aug,11-Oct,6.0,5.0,6.0,5.0,27-Aug,11-Oct,4.419806908,21-Sep,21-Oct,5.0,6.0,5.0,6.0,21-Sep,21-Oct,3.428186484,28-Apr,13-May,7.0,4.0,6.0,5.0,28-Apr,13-May,3.928187538
16,JMPLY,Johnson Matthey PLC,67.40000153,False,2010.0,,24-Mar,7-Jun,3.0,3.0,7.0,7.0,24-Mar,7-Jun,7.187694206000001,11-Mar,10-May,6.0,4.0,6.0,4.0,11-Mar,10-May,2.480366795,21-Mar,5-May,6.0,4.0,6.0,4.0,21-Mar,5-May,6.719016215,28-Mar,27-Apr,5.0,5.0,5.0,5.0,28-Mar,27-Apr,4.487892419,13-Apr,28-Apr,6.0,4.0,6.0,4.0,13-Apr,28-Apr,1.4974177569999998
17,JMPLF,Johnson Matthey PLC,34.34999847,False,2010.0,,31-Mar,14-Jun,4.0,4.0,6.0,6.0,31-Mar,14-Jun,6.984769932000001,15-Apr,14-Jun,5.0,5.0,5.0,5.0,15-Apr,14-Jun,5.430815277000001,23-Mar,7-May,6.0,4.0,6.0,4.0,23-Mar,7-May,5.555724113999999,27-Mar,26-Apr,4.0,6.0,4.0,6.0,27-Mar,26-Apr,4.480781613,1-Jun,16-Jun,3.0,7.0,3.0,7.0,14-Apr,29-Apr,3.107991924
18,JEHLY,Johnson Electric Holdings Ltd,25.96999931,False,2010.0,,28-Oct,11-Jan,3.0,3.0,7.0,7.0,21-Aug,4-Nov,12.76086901,10-Nov,9-Jan,3.0,7.0,3.0,7.0,21-Aug,20-Oct,12.95395954,7-Nov,22-Dec,2.0,8.0,2.0,8.0,20-Aug,4-Oct,11.22987924,12-Dec,11-Jan,3.0,7.0,3.0,7.0,22-Sep,22-Oct,3.463858872,12-Dec,27-Dec,3.0,7.0,3.0,7.0,22-Sep,7-Oct,2.164829843
19,JCI,Johnson Controls International PLC,45.95999908,False,2009.0,,8-Apr,22-Jun,7.0,7.0,4.0,4.0,3-Apr,17-Jun,6.155260618,24-Mar,23-May,7.0,4.0,7.0,4.0,24-Mar,23-May,6.699492901,13-Dec,27-Jan,7.0,4.0,7.0,4.0,14-Dec,28-Jan,4.075162955,13-Oct,12-Nov,9.0,2.0,9.0,2.0,15-Dec,14-Jan,3.7010914180000003,26-Oct,10-Nov,8.0,3.0,8.0,3.0,26-Oct,10-Nov,2.602460157
