,symbol,company,price,ignore,start_yr,ignore_error,adj_up_start_schedule_r_75,adj_up_end_schedule_r_75,adj_ups_r_75,adj_downs_r_75,close_ups_r_75,close_downs_r_75,close_up_start_schedule_r_75,close_up_end_schedule_r_75,close_up_percent_avg_r_75,adj_up_start_schedule_r_60,adj_up_end_schedule_r_60,adj_ups_r_60,adj_downs_r_60,close_ups_r_60,close_downs_r_60,close_up_start_schedule_r_60,close_up_end_schedule_r_60,close_up_percent_avg_r_60,adj_up_start_schedule_r_45,adj_up_end_schedule_r_45,adj_ups_r_45,adj_downs_r_45,close_ups_r_45,close_downs_r_45,close_up_start_schedule_r_45,close_up_end_schedule_r_45,close_up_percent_avg_r_45,adj_up_start_schedule_r_30,adj_up_end_schedule_r_30,adj_ups_r_30,adj_downs_r_30,close_ups_r_30,close_downs_r_30,close_up_start_schedule_r_30,close_up_end_schedule_r_30,close_up_percent_avg_r_30,adj_up_start_schedule_r_15,adj_up_end_schedule_r_15,adj_ups_r_15,adj_downs_r_15,close_ups_r_15,close_downs_r_15,close_up_start_schedule_r_15,close_up_end_schedule_r_15,close_up_percent_avg_r_15
0,ZYXI,Zynex Inc,13.50500011,False,2009.0,,10-Apr,24-Jun,5.0,6.0,5.0,6.0,3-Feb,18-Apr,4.901126878,18-Feb,18-Apr,4.0,7.0,4.0,7.0,18-Feb,18-Apr,7.873214645,18-Oct,2-Dec,5.0,6.0,5.0,6.0,18-Oct,2-Dec,12.80671649,13-May,12-Jun,4.0,7.0,4.0,7.0,13-May,12-Jun,6.283992874,30-Oct,14-Nov,6.0,5.0,6.0,5.0,30-Oct,14-Nov,9.926493017
1,CNET,ZW Data Action Technologies Inc,1.4600000380000002,False,2009.0,,15-Aug,29-Oct,5.0,6.0,5.0,6.0,15-Aug,29-Oct,8.62925949,14-Sep,13-Nov,7.0,4.0,7.0,4.0,14-Sep,13-Nov,13.54570199,29-Sep,13-Nov,8.0,3.0,8.0,3.0,29-Sep,13-Nov,7.261306319,13-Oct,12-Nov,6.0,5.0,6.0,5.0,13-Oct,12-Nov,10.9049364,12-Oct,27-Oct,7.0,4.0,7.0,4.0,12-Oct,27-Oct,9.079277309
2,ZVLO,Zvelo Inc,0.01,False,2009.0,,22-Dec,7-Mar,7.0,4.0,7.0,4.0,22-Dec,7-Mar,34.50592795,6-Jan,6-Mar,4.0,7.0,4.0,7.0,6-Jan,6-Mar,20.56161658,21-Jan,6-Mar,3.0,8.0,3.0,8.0,21-Jan,6-Mar,22.49266387,5-Feb,6-Mar,4.0,7.0,4.0,7.0,5-Feb,6-Mar,29.94128565,9-Feb,24-Feb,3.0,8.0,3.0,8.0,9-Feb,24-Feb,26.631444300000002
3,ZRVT,Zurvita Holdings Inc,0.10000000099999999,False,2009.0,,25-Jan,9-Apr,4.0,7.0,4.0,7.0,25-Jan,9-Apr,9.786642203,24-Sep,23-Nov,4.0,7.0,4.0,7.0,24-Sep,23-Nov,10.40098274,26-Jan,11-Mar,3.0,8.0,3.0,8.0,26-Jan,11-Mar,2.9776212330000003,23-Jan,22-Feb,1.0,10.0,1.0,10.0,23-Jan,22-Feb,12.21394381,27-Mar,11-Apr,2.0,9.0,2.0,9.0,27-Mar,11-Apr,13.830524300000002
4,ZURVY,Zurich Insurance Group AG,40.15499878,False,2009.0,,12-Nov,26-Jan,9.0,2.0,9.0,2.0,8-Dec,21-Feb,5.5212476310000005,15-Dec,13-Feb,9.0,2.0,9.0,2.0,15-Dec,13-Feb,5.275205023,14-Dec,28-Jan,10.0,1.0,10.0,1.0,15-Dec,29-Jan,4.997680678,25-Jun,25-Jul,10.0,1.0,10.0,1.0,25-Jun,25-Jul,2.8281821289999995,11-Jul,26-Jul,8.0,3.0,8.0,3.0,11-Jul,26-Jul,1.471573306
5,ZFSVF,Zurich Insurance Group AG,401.4599915,False,2010.0,,16-Nov,30-Jan,8.0,2.0,8.0,2.0,16-Nov,30-Jan,5.925971134,16-Nov,15-Jan,8.0,2.0,8.0,2.0,16-Nov,15-Jan,4.216004776,15-Dec,29-Jan,9.0,1.0,9.0,1.0,15-Dec,29-Jan,5.119514253999999,22-Dec,21-Jan,9.0,1.0,9.0,1.0,8-Jan,7-Feb,3.4769087130000003,11-Jul,26-Jul,6.0,4.0,6.0,4.0,3-Jan,18-Jan,1.7557305909999998
6,ZNCM,Zunicom Inc,0.01,False,2009.0,,26-Dec,11-Mar,7.0,4.0,7.0,4.0,26-Dec,11-Mar,14.85703119,20-Apr,19-Jun,6.0,5.0,6.0,5.0,20-Apr,19-Jun,14.68525078,27-Apr,11-Jun,6.0,5.0,6.0,5.0,27-Apr,11-Jun,16.17539802,29-Apr,29-May,5.0,6.0,5.0,6.0,29-Apr,29-May,13.51159203,27-Dec,11-Jan,4.0,7.0,4.0,7.0,27-Dec,11-Jan,12.34553668
7,ZUMZ,Zumiez Inc,34.15000153,False,2009.0,,22-Jan,6-Apr,6.0,5.0,6.0,5.0,22-Jan,6-Apr,2.647507853,2-Feb,2-Apr,5.0,6.0,5.0,6.0,2-Feb,2-Apr,3.754643433,11-Sep,26-Oct,5.0,6.0,5.0,6.0,11-Sep,26-Oct,7.760008514,25-Sep,25-Oct,6.0,5.0,6.0,5.0,25-Sep,25-Oct,6.000659367999999,2-Oct,17-Oct,7.0,4.0,7.0,4.0,2-Oct,17-Oct,6.855199347
8,ZULU,Zulu Tek Inc,0.050000000999999995,False,2009.0,,4-Jan,19-Mar,3.0,7.0,3.0,7.0,4-Jan,19-Mar,34.99833345,5-Jan,5-Mar,4.0,6.0,4.0,6.0,5-Jan,5-Mar,30.83166679,4-Jan,18-Feb,2.0,8.0,2.0,8.0,4-Jan,18-Feb,35.5538889,6-Jan,5-Feb,1.0,9.0,1.0,9.0,6-Jan,5-Feb,28.88722218,11-Nov,26-Nov,1.0,9.0,1.0,9.0,11-Nov,26-Nov,18.05555525
9,ZTCOY,ZTE Corp,5.400000095,False,2010.0,,28-Aug,11-Nov,8.0,2.0,8.0,2.0,28-Aug,11-Nov,10.54303964,12-Aug,11-Oct,5.0,5.0,5.0,5.0,12-Aug,11-Oct,8.832301976,24-Aug,8-Oct,5.0,5.0,5.0,5.0,24-Aug,8-Oct,8.866309494,6-Feb,7-Mar,7.0,3.0,7.0,3.0,6-Feb,7-Mar,8.425732261,11-Feb,26-Feb,7.0,3.0,7.0,3.0,11-Feb,26-Feb,7.29399655
