,symbol,company,price,ignore,start_yr,ignore_error,adj_up_start_schedule_r_75,adj_up_end_schedule_r_75,adj_ups_r_75,adj_downs_r_75,close_ups_r_75,close_downs_r_75,close_up_start_schedule_r_75,close_up_end_schedule_r_75,close_up_percent_avg_r_75,adj_up_start_schedule_r_60,adj_up_end_schedule_r_60,adj_ups_r_60,adj_downs_r_60,close_ups_r_60,close_downs_r_60,close_up_start_schedule_r_60,close_up_end_schedule_r_60,close_up_percent_avg_r_60,adj_up_start_schedule_r_45,adj_up_end_schedule_r_45,adj_ups_r_45,adj_downs_r_45,close_ups_r_45,close_downs_r_45,close_up_start_schedule_r_45,close_up_end_schedule_r_45,close_up_percent_avg_r_45,adj_up_start_schedule_r_30,adj_up_end_schedule_r_30,adj_ups_r_30,adj_downs_r_30,close_ups_r_30,close_downs_r_30,close_up_start_schedule_r_30,close_up_end_schedule_r_30,close_up_percent_avg_r_30,adj_up_start_schedule_r_15,adj_up_end_schedule_r_15,adj_ups_r_15,adj_downs_r_15,close_ups_r_15,close_downs_r_15,close_up_start_schedule_r_15,close_up_end_schedule_r_15,close_up_percent_avg_r_15
0,AHC,A H Belo Corp,1.4464000463485718,False,2009.0,,08-23,11-06,7.0,4.0,7.0,4.0,08-23,11-06,6.83403540316974,08-20,10-19,8.0,3.0,7.0,4.0,08-20,10-19,6.149404021873754,09-05,10-20,9.0,2.0,8.0,3.0,09-05,10-20,7.4776466947158715,09-22,10-22,8.0,3.0,8.0,3.0,09-22,10-22,6.879257969281768,10-02,10-17,7.0,4.0,7.0,4.0,10-02,10-17,6.552011103140365
1,AWRRF,A&W Revenue Royalties Income Fund,23.440000534057607,False,2009.0,,06-28,09-11,7.0,4.0,6.0,5.0,06-28,09-11,3.489611339468912,03-22,05-21,6.0,5.0,6.0,5.0,03-22,05-21,6.571538167247522,07-03,08-17,5.0,6.0,5.0,6.0,07-03,08-17,4.09986378484196,03-23,04-22,5.0,6.0,5.0,6.0,03-23,04-22,4.872029657129921,04-05,04-20,7.0,4.0,7.0,4.0,04-05,04-20,2.7860041425468713
2,AMKAF,A. P. Moller Maersk A/S,1541.199951171875,False,2009.0,,03-13,05-27,9.0,2.0,9.0,2.0,01-04,03-19,1.3719532941337746,03-19,05-18,8.0,3.0,8.0,3.0,01-02,03-02,4.128337588836033,03-26,05-10,6.0,5.0,6.0,5.0,08-13,09-27,4.7163461230803945,03-29,04-28,5.0,6.0,5.0,6.0,08-07,09-06,6.136263458893282,04-20,05-05,2.0,9.0,2.0,9.0,08-19,09-03,5.858623477766634
3,AMKBF,A. P. Moller Maersk A/S,1751.0,False,2009.0,,03-19,06-02,9.0,2.0,9.0,2.0,12-12,02-25,7.3308905865473495,03-31,05-30,8.0,3.0,8.0,3.0,12-26,02-24,5.719278450554338,03-20,05-04,7.0,4.0,7.0,4.0,12-12,01-26,6.102229943154973,03-26,04-25,8.0,3.0,8.0,3.0,04-13,05-13,4.4350069487351815,04-10,04-25,6.0,5.0,6.0,5.0,09-06,09-21,4.091616962718345
4,AOS,A.O. Smith Corp,53.849998474121094,False,2009.0,,07-11,09-24,8.0,3.0,8.0,3.0,02-09,04-24,5.743823521897463,03-02,05-01,8.0,3.0,8.0,3.0,07-21,09-19,5.907150573703537,03-14,04-28,7.0,4.0,7.0,4.0,03-14,04-28,6.625347640750384,08-19,09-18,8.0,3.0,8.0,3.0,08-19,09-18,3.8940740688151942,10-26,11-10,8.0,3.0,8.0,3.0,09-04,09-19,3.334561291402196
5,AEMMF,A2A SpA,1.0499999523162842,False,2010.0,,03-21,06-04,0.0,8.0,0.0,8.0,03-21,06-04,1.8848044777385504,03-21,05-20,0.0,8.0,0.0,8.0,03-21,05-20,1.8848044777385504,03-21,05-05,0.0,8.0,0.0,8.0,03-21,05-05,1.8848044777385504,03-21,04-20,0.0,8.0,0.0,8.0,03-21,04-20,1.8848044777385504,04-02,04-17,0.0,8.0,0.0,8.0,04-02,04-17,1.8848044777385504
6,AACAF,AAC Technologies Holdings Inc,5.590000152587892,False,2009.0,,05-04,07-18,8.0,3.0,8.0,3.0,01-28,04-12,8.069370622277258,03-21,05-20,6.0,5.0,6.0,5.0,01-30,03-30,9.873053092808547,08-19,10-03,5.0,6.0,5.0,6.0,01-28,03-13,6.98924457091883,05-12,06-11,5.0,6.0,5.0,6.0,02-06,03-07,7.81542165976842,08-28,09-12,5.0,6.0,5.0,6.0,08-28,09-12,7.0701391843896735
7,AAON,AAON Inc,62.66999816894531,False,2009.0,,09-04,11-18,8.0,3.0,8.0,3.0,09-04,11-18,10.21375219200957,10-03,12-02,9.0,2.0,9.0,2.0,10-03,12-02,11.155297972259119,10-18,12-02,6.0,5.0,6.0,5.0,10-18,12-02,9.168535463324767,11-01,12-01,6.0,5.0,6.0,5.0,11-01,12-01,5.350015784735356,01-15,01-30,5.0,6.0,5.0,6.0,01-15,01-30,2.795836552269673
8,AAPJ,AAP Inc,0.032000001519918435,False,2009.0,,06-13,08-27,7.0,3.0,7.0,3.0,06-13,08-27,-12.017349019492158,06-20,08-19,5.0,5.0,5.0,5.0,06-20,08-19,-4.4818556042279525,07-15,08-29,5.0,5.0,5.0,5.0,07-15,08-29,15.740724702317927,07-26,08-25,3.0,7.0,3.0,7.0,07-26,08-25,0.5934155835701986,06-29,07-14,4.0,6.0,4.0,6.0,06-29,07-14,10.947845421068957
9,AIR,AAR Corp,23.05500030517578,False,2009.0,,10-11,12-25,6.0,5.0,6.0,5.0,10-11,12-25,11.1496235816689,10-25,12-24,5.0,6.0,5.0,6.0,10-25,12-24,9.844845961491707,05-22,07-06,7.0,4.0,5.0,6.0,05-22,07-06,5.305936913716079,10-12,11-11,6.0,5.0,6.0,5.0,10-15,11-14,3.9183485250735064,02-06,02-21,6.0,5.0,6.0,5.0,02-06,02-21,2.15135850291188
