symbol,company,price,ignore,start_yr,ignore_error,adj_up_start_schedule_r_75,adj_up_end_schedule_r_75,adj_ups_r_75,adj_downs_r_75,close_ups_r_75,close_downs_r_75,close_up_start_schedule_r_75,close_up_end_schedule_r_75,close_up_percent_avg_r_75,adj_up_start_schedule_r_60,adj_up_end_schedule_r_60,adj_ups_r_60,adj_downs_r_60,close_ups_r_60,close_downs_r_60,close_up_start_schedule_r_60,close_up_end_schedule_r_60,close_up_percent_avg_r_60,adj_up_start_schedule_r_45,adj_up_end_schedule_r_45,adj_ups_r_45,adj_downs_r_45,close_ups_r_45,close_downs_r_45,close_up_start_schedule_r_45,close_up_end_schedule_r_45,close_up_percent_avg_r_45,adj_up_start_schedule_r_30,adj_up_end_schedule_r_30,adj_ups_r_30,adj_downs_r_30,close_ups_r_30,close_downs_r_30,close_up_start_schedule_r_30,close_up_end_schedule_r_30,close_up_percent_avg_r_30,adj_up_start_schedule_r_15,adj_up_end_schedule_r_15,adj_ups_r_15,adj_downs_r_15,close_ups_r_15,close_downs_r_15,close_up_start_schedule_r_15,close_up_end_schedule_r_15,close_up_percent_avg_r_15
ITOCY,ITOCHU Corp,51.83850098,FALSE,2009,,10-Dec,23-Feb,8,8,3,3,10-Dec,23-Feb,5.708233884,21-Dec,19-Feb,10,1,10,1,21-Dec,19-Feb,5.749112074,6-Aug,20-Sep,10,1,10,1,6-Aug,20-Sep,3.067861427,25-Aug,24-Sep,9,2,9,2,25-Aug,24-Sep,4.185614288,5-Sep,20-Sep,7,4,7,4,6-Sep,21-Sep,3.784722494
ITOEF,ITO EN Ltd,59.5,FALSE,2010,,8-Oct,22-Dec,7,7,3,3,9-Feb,24-Apr,6.895068586,8-Oct,7-Dec,6,4,6,4,18-Feb,18-Apr,5.162227832,14-Oct,28-Nov,4,6,4,6,10-Mar,24-Apr,4.618670155,9-Oct,8-Nov,3,7,3,7,30-May,29-Jun,2.66675297,24-Oct,8-Nov,2,8,2,8,2-Jun,17-Jun,2.421710493
ITEX,ITEX Corp,3.900000095,FALSE,2009,,16-Feb,1-May,5,5,6,6,10-Feb,25-Apr,8.748385302,25-Feb,25-Apr,6,5,6,5,25-Feb,25-Apr,7.289862309,6-Feb,22-Mar,3,8,3,8,6-Feb,22-Mar,7.529906151,12-Feb,13-Mar,3,8,3,8,6-Oct,5-Nov,2.340735438,1-Jun,16-Jun,6,5,6,5,6-Mar,21-Mar,7.262389658
ITI,Iteris Inc,4.659999847,FALSE,2009,,1-Jul,14-Sep,8,8,3,3,1-Jul,14-Sep,7.148618642,15-Aug,14-Oct,8,3,8,3,15-Aug,14-Oct,5.345380608,21-Aug,5-Oct,6,5,6,5,21-Aug,5-Oct,5.473065734,21-Aug,20-Sep,7,4,7,4,21-Aug,20-Sep,6.887320752,26-Aug,10-Sep,7,4,7,4,26-Aug,10-Sep,4.076507635
ITC,ITC Holdings Corp,14400,FALSE,2010,,11-Jan,26-Mar,7,7,3,3,11-Jan,26-Mar,9.42513215,22-Jan,22-Mar,6,4,6,4,22-Jan,22-Mar,11.05740293,5-Feb,21-Mar,3,7,3,7,5-Feb,21-Mar,20.51031715,5-Feb,6-Mar,1,9,1,9,5-Feb,6-Mar,7.065714913,5-Feb,20-Feb,2,8,2,8,5-Feb,20-Feb,15.03228969
ITUB,Itau Unibanco Holding SA,5.389999866,FALSE,2009,,29-Aug,12-Nov,6,6,5,5,29-Aug,12-Nov,6.520721552,23-Sep,22-Nov,6,5,5,6,10-Sep,9-Nov,7.75032941,27-Jan,12-Mar,5,6,5,6,25-Sep,9-Nov,8.685205636,28-Sep,28-Oct,5,6,5,6,28-Sep,28-Oct,6.283331304,1-Oct,16-Oct,6,5,6,5,1-Oct,16-Oct,6.676016977
ITCB,Itau Corpbanca,4.28000021,FALSE,2009,,12-Nov,26-Jan,6,6,5,5,12-Nov,26-Jan,2.515600862,22-Aug,21-Oct,6,5,6,5,22-Aug,21-Oct,4.361372887,23-Mar,7-May,4,7,4,7,23-Mar,7-May,5.187273921,23-Mar,22-Apr,5,6,5,6,23-Mar,22-Apr,4.978673624,29-Mar,13-Apr,4,7,4,7,29-Mar,13-Apr,4.119412762
ICLTF,Itasca Capital Ltd,0.540000021,FALSE,2009,,9-Jul,22-Sep,4,4,7,7,9-Jul,22-Sep,6.136732114,10-Aug,9-Oct,6,5,6,5,10-Aug,9-Oct,7.267237868,9-Aug,23-Sep,6,5,6,5,9-Aug,23-Sep,7.514761081,10-Aug,9-Sep,4,7,4,7,10-Aug,9-Sep,6.104622505,27-Dec,11-Jan,5,6,5,6,27-Dec,11-Jan,5.998818573
ITP,IT Tech Packaging Inc,0.579100013,FALSE,2009,,13-Sep,27-Nov,3,3,8,8,13-Sep,27-Nov,17.02383317,5-Oct,4-Dec,4,7,4,7,5-Oct,4-Dec,20.85644781,5-Oct,19-Nov,3,8,3,8,5-Oct,19-Nov,18.49712911,15-Oct,14-Nov,4,7,4,7,15-Oct,14-Nov,16.28201704,1-Nov,16-Nov,5,6,5,6,1-Nov,16-Nov,8.398834867
ISWH,ISW Holdings Inc,0.021,FALSE,2010,,5-Mar,19-May,4,4,6,6,5-Mar,19-May,-9.237445225,6-Mar,5-May,6,4,6,4,6-Mar,5-May,2.333797179,3-Apr,18-May,5,5,5,5,3-Apr,18-May,10.58246858,18-Apr,18-May,6,4,6,4,18-Apr,18-May,19.64321328,12-Jun,27-Jun,4,6,4,6,12-Jun,27-Jun,16.71274165
ISUZY,Isuzu Motors Ltd,9.159999847,FALSE,2009,,2-Jun,16-Aug,5,5,6,6,2-Jun,16-Aug,3.148827544,5-Oct,4-Dec,6,5,6,5,5-Oct,4-Dec,5.48820502,19-Mar,3-May,7,4,7,4,14-Oct,28-Nov,5.641529026,6-Apr,6-May,7,4,7,4,6-Apr,6-May,8.176253594,15-Apr,30-Apr,8,3,8,3,15-Apr,30-Apr,6.171269686
STAR,iStar Inc,14.14999962,FALSE,2009,,25-Mar,8-Jun,6,6,5,5,25-Mar,8-Jun,5.924318587,7-Apr,6-Jun,6,5,6,5,7-Apr,6-Jun,6.742905898,20-Mar,4-May,7,4,7,4,20-Mar,4-May,8.823317009,7-Apr,7-May,7,4,7,4,7-Apr,7-May,6.853986914,5-Sep,20-Sep,7,4,7,4,5-Sep,20-Sep,6.837075063
ISDR,Issuer Direct Corp,21.36000061,FALSE,2009,,23-Aug,6-Nov,7,7,4,4,23-Aug,6-Nov,14.52980329,4-Aug,3-Oct,7,4,7,4,4-Aug,3-Oct,8.892844473,25-Sep,9-Nov,7,4,7,4,25-Sep,9-Nov,9.228884394,3-Feb,4-Mar,7,4,7,4,3-Feb,4-Mar,13.90553937,13-Apr,28-Apr,5,6,5,6,7-Oct,22-Oct,10.54520981
ISR,Isoray Inc,0.364499986,FALSE,2009,,8-Mar,22-May,6,6,5,5,8-Mar,22-May,16.92326233,18-Apr,17-Jun,7,4,7,4,18-Apr,17-Jun,6.515190454,18-Mar,2-May,6,5,6,5,18-Mar,2-May,13.86387014,18-Apr,18-May,6,5,6,5,18-Apr,18-May,9.281010985,29-Dec,13-Jan,9,2,9,2,29-Dec,13-Jan,1.455237882
IOMT,Isomet Corp,0.029999999,FALSE,2009,,1-May,15-Jul,4,4,7,7,1-May,15-Jul,43.60492536,22-Apr,21-Jun,2,9,2,9,22-Apr,21-Jun,39.86044979,14-Apr,29-May,2,9,2,9,14-Apr,29-May,31.79153991,3-May,2-Jun,2,9,2,9,3-May,2-Jun,30.37961644,5-May,20-May,1,10,1,10,5-May,20-May,20.12459579
PPPS,iSocialy Inc,3.25,FALSE,2009,,31-Oct,14-Jan,3,3,8,8,31-Oct,14-Jan,-3.276157755,3-Dec,1-Feb,3,8,3,8,3-Dec,1-Feb,-1.464473659,18-Dec,1-Feb,3,8,3,8,18-Dec,1-Feb,13.7482188,14-Dec,13-Jan,4,7,4,7,14-Dec,13-Jan,12.69967362,20-Jul,4-Aug,3,8,3,8,20-Jul,4-Aug,10.65328142
ISGN,iSign Solutions Inc,0.38499999,FALSE,2009,,26-Jun,9-Sep,3,3,8,8,26-Jun,9-Sep,4.315509832,14-Dec,12-Feb,5,6,5,6,14-Dec,12-Feb,7.505079238,24-Dec,7-Feb,4,7,4,7,24-Dec,7-Feb,9.299804132,24-Dec,23-Jan,4,7,4,7,24-Dec,23-Jan,19.43478488,18-Jun,3-Jul,4,7,4,7,18-Jun,3-Jul,16.79825782
ISDSF,iSign Media Solutions Inc,0.02,FALSE,2009,,28-Sep,12-Dec,4,4,7,7,28-Sep,12-Dec,7.069706823,3-Oct,2-Dec,4,7,4,7,3-Oct,2-Dec,2.437205333,31-Mar,15-May,5,6,5,6,31-Mar,15-May,14.99338575,11-Apr,11-May,3,8,3,8,11-Apr,11-May,9.406644045,26-Apr,11-May,1,10,1,10,26-Apr,11-May,8.788584758
ISBA,Isabella Bank Corp,18.79999924,FALSE,2009,,13-Apr,27-Jun,4,4,7,7,10-Apr,24-Jun,2.262598843,22-May,21-Jul,4,7,4,7,20-Apr,19-Jun,2.558340808,18-May,2-Jul,4,7,4,7,8-May,22-Jun,2.148099128,26-May,25-Jun,2,9,2,9,8-May,7-Jun,1.35374279,14-Sep,29-Sep,2,9,2,9,1-Nov,16-Nov,2.335690465
ISAT,ISA Internationale Inc,0.025,FALSE,2009,,10-Feb,25-Apr,5,5,6,6,10-Feb,25-Apr,15.95029191,9-Jan,9-Mar,4,7,4,7,9-Jan,9-Mar,-33.95481694,16-Aug,30-Sep,3,8,3,8,16-Aug,30-Sep,12.06857005,8-Feb,9-Mar,2,9,2,9,8-Feb,9-Mar,-19.00793527,23-Feb,9-Mar,2,9,2,9,23-Feb,9-Mar,-7.777777316
IRCP,IRSA Propiedades Comerciales SA,13.88500023,FALSE,2009,,30-Aug,13-Nov,3,3,8,8,30-Aug,13-Nov,11.68740414,21-May,20-Jul,4,7,4,7,11-Sep,10-Nov,10.75887352,21-May,5-Jul,6,5,6,5,20-May,4-Jul,5.258151969,13-May,12-Jun,7,4,7,4,13-May,12-Jun,6.1302321,13-Oct,28-Oct,7,4,7,4,18-Sep,3-Oct,2.57923084
IRS,IRSA Inversiones y Representaciones SA,5.039999962,FALSE,2009,,26-Oct,9-Jan,6,6,5,5,24-Sep,8-Dec,10.24737146,12-Nov,11-Jan,4,7,4,7,11-Sep,10-Nov,10.93580021,1-Nov,16-Dec,4,7,4,7,1-Nov,16-Dec,-0.102605722,30-Sep,30-Oct,4,7,4,7,30-Sep,30-Oct,4.89919603,12-Oct,27-Oct,4,7,4,7,12-Oct,27-Oct,4.269648383
IRWD,Ironwood Pharmaceuticals Inc,11.57999992,FALSE,2010,,9-Jan,24-Mar,8,8,2,2,9-Jan,24-Mar,7.306242711,7-Jan,7-Mar,7,3,7,3,7-Jan,7-Mar,8.987408894,21-Jan,6-Mar,7,3,7,3,21-Jan,6-Mar,5.983782078,5-Feb,6-Mar,7,3,7,3,5-Feb,6-Mar,7.847142013,5-Feb,20-Feb,5,5,5,5,5-Feb,20-Feb,5.695781502
IRM,Iron Mountain Inc,25.89999962,FALSE,2009,,8-Dec,21-Feb,6,6,5,5,16-Mar,30-May,4.227152747,29-May,28-Jul,8,3,8,3,21-Mar,20-May,4.793844612,11-Mar,25-Apr,5,6,5,6,11-Mar,25-Apr,4.4373616,14-Mar,13-Apr,8,3,8,3,27-Mar,26-Apr,3.8306085,1-Apr,16-Apr,6,5,6,5,1-Apr,16-Apr,3.042923421
IRBT,iRobot Corp,75.51999664,FALSE,2009,,27-Nov,10-Feb,4,4,7,7,27-Nov,10-Feb,10.97619464,9-Feb,9-Apr,5,6,5,6,9-Feb,9-Apr,6.867104598,9-Feb,25-Mar,5,6,5,6,9-Feb,25-Mar,5.927070379,24-May,23-Jun,8,3,8,3,24-May,23-Jun,6.227632727,8-Jun,23-Jun,9,2,9,2,8-Jun,23-Jun,3.272248666
IRDM,Iridium Communications Inc,31.71999931,FALSE,2009,,16-May,30-Jul,5,5,6,6,16-May,30-Jul,8.292485533,18-May,17-Jul,5,6,5,6,18-May,17-Jul,9.906852687,25-May,9-Jul,6,5,6,5,25-May,9-Jul,6.996487222,13-May,12-Jun,6,5,6,5,13-May,12-Jun,5.801477768,4-Feb,19-Feb,8,3,8,3,4-Feb,19-Feb,3.090625778
IRIX,IRIDEX Corp,1.700000048,FALSE,2009,,23-Dec,8-Mar,6,6,5,5,23-Dec,8-Mar,3.672339472,2-Oct,1-Dec,7,4,7,4,2-Oct,1-Dec,8.276398796,22-Oct,6-Dec,6,5,6,5,22-Oct,6-Dec,10.36041812,21-Dec,20-Jan,6,5,6,5,21-Dec,20-Jan,7.28894897,2-Jan,17-Jan,8,3,8,3,2-Jan,17-Jan,6.732555376
IPGP,IPG Photonics Corp,198.2700043,FALSE,2009,,25-Aug,8-Nov,7,7,4,4,25-Aug,8-Nov,7.754344366,5-Oct,4-Dec,6,5,6,5,5-Oct,4-Dec,9.111290887,15-Oct,29-Nov,8,3,8,3,15-Oct,29-Nov,8.375544728,29-Oct,28-Nov,6,5,6,5,29-Oct,28-Nov,5.736654806,1-Feb,16-Feb,5,6,5,6,1-Feb,16-Feb,7.380436631
IOFB,Iowa First Bancshares Corp,27,FALSE,2009,,11-Oct,25-Dec,8,8,3,3,9-Oct,23-Dec,4.092873394,6-Jun,5-Aug,8,3,8,3,16-Oct,15-Dec,3.3774392,14-Jun,29-Jul,6,5,6,5,16-Oct,30-Nov,2.689179842,27-Dec,26-Jan,5,6,5,6,19-Oct,18-Nov,2.315904065,22-Mar,6-Apr,4,7,4,7,4-Nov,19-Nov,1.976284376
IOVA,Iovance Biotherapeutics Inc,36.5,FALSE,2010,,17-Oct,31-Dec,6,6,4,4,17-Oct,31-Dec,2.469896262,29-Oct,28-Dec,7,3,7,3,29-Oct,28-Dec,3.228136306,25-Oct,9-Dec,5,5,5,5,25-Oct,9-Dec,14.32507985,27-Jun,27-Jul,3,7,3,7,27-Jun,27-Jul,12.29181911,26-Oct,10-Nov,4,6,4,6,26-Oct,10-Nov,6.598384157
IONS,Ionis Pharmaceuticals Inc,50.68000031,FALSE,2009,,2-Oct,16-Dec,6,6,5,5,2-Oct,16-Dec,5.297948057,6-Oct,5-Dec,6,5,6,5,6-Oct,5-Dec,7.013540144,2-Nov,17-Dec,5,6,5,6,2-Nov,17-Dec,7.377131325,12-Dec,11-Jan,7,4,7,4,12-Dec,11-Jan,6.108553705,29-Oct,13-Nov,9,2,9,2,29-Oct,13-Nov,5.732131377
IO,ION Geophysical Corp,1.730000019,FALSE,2009,,6-Oct,20-Dec,5,5,6,6,6-Oct,20-Dec,-3.424352926,13-Nov,12-Jan,6,5,6,5,13-Nov,12-Jan,7.14116165,5-Sep,20-Oct,5,6,5,6,5-Sep,20-Oct,4.744966296,20-Aug,19-Sep,5,6,5,6,20-Aug,19-Sep,7.207462233,13-Apr,28-Apr,7,4,7,4,13-Apr,28-Apr,5.524628883
IOBCF,Ion Beam Applications SA,13.47999954,FALSE,2009,,9-Jan,24-Mar,6,6,5,5,9-Jan,24-Mar,9.677300036,12-Jan,12-Mar,7,4,7,4,12-Jan,12-Mar,9.232561933,12-Jan,26-Feb,4,7,4,7,12-Jan,26-Feb,7.278000323,31-Aug,30-Sep,4,7,4,7,31-Aug,30-Sep,7.587528841,6-Oct,21-Oct,0,11,0,11,6-Oct,21-Oct,4.997831222
IOFNF,Iofina PLC,0.180000007,FALSE,2009,,22-Mar,5-Jun,5,5,6,6,22-Mar,5-Jun,17.09281131,21-Mar,20-May,4,7,4,7,21-Mar,20-May,15.45253976,23-Mar,7-May,5,6,5,6,23-Mar,7-May,14.52418644,21-Mar,20-Apr,6,5,6,5,21-Mar,20-Apr,14.793318,5-Jan,20-Jan,4,7,4,7,5-Jan,20-Jan,12.75247596
IOCJY,Iochpe-Maxion SA,0.699999988,FALSE,2009,,23-Jun,6-Sep,6,6,5,5,23-Jun,6-Sep,10.9871981,7-Feb,7-Apr,6,5,6,5,7-Feb,7-Apr,9.014288944,23-Feb,8-Apr,6,5,6,5,15-Jul,29-Aug,8.254819402,11-Mar,10-Apr,4,7,4,7,9-Oct,8-Nov,6.038296248,25-Mar,9-Apr,4,7,4,7,25-Mar,9-Apr,7.966956108
NVIV,InVivo Therapeutics Holdings Corp,0.579999983,FALSE,2010,,17-May,31-Jul,5,5,5,5,17-May,31-Jul,-26.32137505,19-May,18-Jul,4,6,4,6,19-May,18-Jul,-18.24691115,13-May,27-Jun,4,6,4,6,13-May,27-Jun,-13.72632569,9-Feb,10-Mar,5,5,5,5,9-Feb,10-Mar,-4.350494231,17-Feb,3-Mar,5,5,5,5,17-Feb,3-Mar,6.03864048
IVRO,Invitro International,0.079999998,FALSE,2009,,2-Jan,17-Mar,7,7,4,4,2-Jan,17-Mar,24.67939413,20-Jan,20-Mar,7,4,7,4,20-Jan,20-Mar,19.85313267,1-Feb,17-Mar,5,6,5,6,1-Feb,17-Mar,19.57125922,16-Feb,17-Mar,5,6,5,6,16-Feb,17-Mar,12.42427791,27-Apr,12-May,3,8,3,8,27-Apr,12-May,6.195072838
IVINF,Invincible Investment Corp,289.3299866,FALSE,2010,,2-Jan,17-Mar,1,1,9,9,2-Jan,17-Mar,5.367955356,2-Jan,2-Mar,1,9,1,9,2-Jan,2-Mar,5.367955356,14-Jan,28-Feb,0,10,0,10,14-Jan,28-Feb,5.367955356,29-Jan,28-Feb,0,10,0,10,29-Jan,28-Feb,5.367955356,13-Feb,28-Feb,0,10,0,10,13-Feb,28-Feb,5.367955356
IVFZF,Invictus Financial Inc,0.020500001,FALSE,2009,,21-Jul,4-Oct,4,4,7,7,21-Jul,4-Oct,-555.2939162,30-Jul,28-Sep,3,8,3,8,30-Jul,28-Sep,-255.8576607,17-Aug,1-Oct,1,10,1,10,17-Aug,1-Oct,23.52604132,30-Aug,29-Sep,3,8,3,8,30-Aug,29-Sep,16.28727016,7-Dec,22-Dec,2,9,2,9,7-Dec,22-Dec,-809.921396
INVU,Investview Inc,0.022,FALSE,2009,,30-Mar,13-Jun,3,3,8,8,30-Mar,13-Jun,11.57925073,21-Mar,20-May,3,8,3,8,21-Mar,20-May,-7.114487106,28-Mar,12-May,1,10,1,10,28-Mar,12-May,-9.953421567,22-Apr,22-May,1,10,1,10,22-Apr,22-May,9.977043143,25-May,9-Jun,3,8,3,8,25-May,9-Jun,9.229029283
ITIC,Investors Title Co,171.9600067,FALSE,2009,,29-Oct,12-Jan,4,4,7,7,15-Sep,29-Nov,8.04290237,12-Nov,11-Jan,6,5,6,5,12-Sep,11-Nov,3.892991763,15-Aug,29-Sep,5,6,5,6,15-Aug,29-Sep,2.465429261,11-Nov,11-Dec,5,6,5,6,19-Sep,19-Oct,3.413078608,3-Nov,18-Nov,5,6,5,6,3-Nov,18-Nov,4.143406868
IRET,Investors Real Estate Trust,72.94000244,FALSE,2009,,11-Nov,25-Jan,7,7,4,4,24-Sep,8-Dec,4.12927533,6-May,5-Jul,7,4,7,4,3-Oct,2-Dec,3.128244115,22-May,6-Jul,5,6,5,6,9-Nov,24-Dec,2.230122085,21-Sep,21-Oct,7,4,7,4,21-Sep,21-Oct,2.744280547,7-Oct,22-Oct,5,6,5,6,7-Oct,22-Oct,3.314882973
ISBC,Investors Bancorp Inc,9.510000229,FALSE,2009,,22-Aug,5-Nov,9,9,2,2,22-Aug,5-Nov,5.088415715,1-Oct,30-Nov,7,4,7,4,1-Oct,30-Nov,6.503381789,6-Oct,20-Nov,9,2,8,3,6-Oct,20-Nov,4.943004767,15-Oct,14-Nov,5,6,5,6,15-Oct,14-Nov,3.386968602,13-Apr,28-Apr,7,4,7,4,13-Apr,28-Apr,2.018955385
IVSXF,Investor AB,67.84999847,FALSE,2010,,24-Feb,9-May,8,8,2,2,19-Dec,4-Mar,6.568615082,12-Mar,11-May,9,1,9,1,8-Feb,8-Apr,3.63958512,23-Mar,7-May,8,2,8,2,20-Feb,5-Apr,2.263455642,6-Apr,6-May,7,3,7,3,30-Jun,30-Jul,6.1368491,6-Apr,21-Apr,3,7,3,7,11-Jul,26-Jul,4.116027069
IVSBF,Investor AB,69.55000305,FALSE,2010,,8-Feb,23-Apr,7,7,3,3,23-Nov,6-Feb,7.385575742,13-Mar,12-May,7,3,7,3,15-Oct,14-Dec,3.860187699,18-Mar,2-May,6,4,6,4,13-Jun,28-Jul,4.194735261,24-Mar,23-Apr,7,3,7,3,23-Jun,23-Jul,3.163256541,8-Apr,23-Apr,3,7,3,7,8-Feb,23-Feb,1.719482533
IVTJF,Investec PLC,2.420000076,FALSE,2010,,20-Nov,3-Feb,6,6,4,4,2-Jan,17-Mar,7.177571935,19-Jul,17-Sep,6,4,6,4,8-Jan,8-Mar,6.741546556,22-Jul,5-Sep,4,6,4,6,23-Jan,8-Mar,5.526413692,23-Nov,23-Dec,2,8,2,8,15-Feb,16-Mar,2.962713197,29-Nov,14-Dec,2,8,2,8,20-Feb,6-Mar,2.349141381
IIM,Invesco Value Municipal Income Trust,15.14000034,FALSE,2009,,21-Mar,4-Jun,6,6,5,5,22-May,5-Aug,0.662921189,18-Mar,17-May,7,4,6,5,18-Mar,17-May,3.433662676,22-Mar,6-May,7,4,7,4,23-Mar,7-May,3.124309788,12-Dec,11-Jan,8,3,8,3,12-Dec,11-Jan,2.507320036,19-Mar,3-Apr,9,2,9,2,19-Mar,3-Apr,1.880492656
VTN,Invesco Trust For Investment Grade New York Munici,12.40999985,FALSE,2009,,19-Mar,2-Jun,7,4,4,7,27-Dec,12-Mar,2.320738148,4-Apr,3-Jun,9,2,8,3,12-Nov,11-Jan,1.306715737,15-Dec,29-Jan,9,2,8,3,15-Jun,30-Jul,2.297254718,2-Jan,1-Feb,10,1,10,1,18-Mar,17-Apr,2.848989669,27-Dec,11-Jan,9,2,8,3,27-Dec,11-Jan,1.485573437
