symbol,company,price,ignore,start_yr,ignore_error,adj_up_start_schedule_r_75,adj_up_end_schedule_r_75,adj_ups_r_75,adj_downs_r_75,close_ups_r_75,close_downs_r_75,close_up_start_schedule_r_75,close_up_end_schedule_r_75,close_up_percent_avg_r_75,adj_up_start_schedule_r_60,adj_up_end_schedule_r_60,adj_ups_r_60,adj_downs_r_60,close_ups_r_60,close_downs_r_60,close_up_start_schedule_r_60,close_up_end_schedule_r_60,close_up_percent_avg_r_60,adj_up_start_schedule_r_45,adj_up_end_schedule_r_45,adj_ups_r_45,adj_downs_r_45,close_ups_r_45,close_downs_r_45,close_up_start_schedule_r_45,close_up_end_schedule_r_45,close_up_percent_avg_r_45,adj_up_start_schedule_r_30,adj_up_end_schedule_r_30,adj_ups_r_30,adj_downs_r_30,close_ups_r_30,close_downs_r_30,close_up_start_schedule_r_30,close_up_end_schedule_r_30,close_up_percent_avg_r_30,adj_up_start_schedule_r_15,adj_up_end_schedule_r_15,adj_ups_r_15,adj_downs_r_15,close_ups_r_15,close_downs_r_15,close_up_start_schedule_r_15,close_up_end_schedule_r_15,close_up_percent_avg_r_15
LNDNF,Lundin Energy AB,24.87700081,FALSE,2010,,13-Mar,27-May,5,5,5,5,28-Nov,11-Feb,6.301712813,15-Dec,13-Feb,5,5,5,5,15-Dec,13-Feb,6.431395017,7-Mar,21-Apr,4,6,4,6,7-Mar,21-Apr,4.06705074,12-Dec,11-Jan,4,6,4,6,12-Dec,11-Jan,4.503219174,26-Mar,10-Apr,8,2,8,2,27-Jun,12-Jul,3.130320271
LUNA,Luna Innovations Inc,7.690000057,FALSE,2009,,21-Oct,4-Jan,7,7,4,4,21-Oct,4-Jan,7.659550104,29-Oct,28-Dec,7,4,7,4,29-Oct,28-Dec,10.5137688,10-Dec,24-Jan,8,3,8,3,10-Dec,24-Jan,15.06208185,15-Dec,14-Jan,9,2,9,2,15-Dec,14-Jan,10.35337573,25-Aug,9-Sep,8,3,8,3,25-Aug,9-Sep,3.406317619
LMNX,Luminex Corp,21.12000084,FALSE,2009,,4-Mar,18-May,7,7,4,4,4-Mar,18-May,5.310584916,21-Apr,20-Jun,5,6,5,6,21-Apr,20-Jun,5.818072771,24-Mar,8-May,4,7,4,7,24-Mar,8-May,4.739432237,7-Nov,7-Dec,3,8,3,8,7-Nov,7-Dec,3.204069874,5-Sep,20-Sep,7,4,7,4,5-Sep,20-Sep,4.646836622
LL,Lumber Liquidators Holdings Inc,26.80999947,FALSE,2009,,6-Aug,20-Oct,5,5,6,6,6-Aug,20-Oct,8.55463039,8-Aug,7-Oct,6,5,6,5,8-Aug,7-Oct,4.788745751,5-Aug,19-Sep,5,6,5,6,5-Aug,19-Sep,13.54734061,31-Mar,30-Apr,6,5,6,5,31-Mar,30-Apr,11.89106115,17-Apr,2-May,5,6,5,6,17-Apr,2-May,6.862043388
LULU,Lululemon Athletica Inc,336.9299927,FALSE,2009,,29-Oct,12-Jan,7,7,4,4,29-Oct,12-Jan,10.82902877,12-Nov,11-Jan,7,4,7,4,12-Nov,11-Jan,9.595010565,7-Mar,21-Apr,7,4,7,4,7-Mar,21-Apr,13.45439683,18-Mar,17-Apr,6,5,6,5,18-Mar,17-Apr,12.54540723,24-Mar,8-Apr,8,3,8,3,24-Mar,8-Apr,7.006234338
LKSGF,Luks Group (Vietnam Holdings) Co Ltd,0.140000001,FALSE,2009,,12-Sep,26-Nov,6,6,5,5,26-Sep,10-Dec,1.232179638,26-Sep,25-Nov,5,6,5,6,26-Sep,25-Nov,4.83376223,14-Oct,28-Nov,3,8,3,8,14-Oct,28-Nov,4.439194422,12-Sep,12-Oct,3,8,3,8,1-Mar,31-Mar,1.514102505,14-Sep,29-Sep,3,8,3,8,4-Oct,19-Oct,2.927826739
LFEX,Lucky Friday Extension Mining Co,0.039999999,FALSE,2009,,17-Oct,31-Dec,1,1,10,10,17-Oct,31-Dec,15.34236604,1-Nov,31-Dec,0,11,0,11,1-Nov,31-Dec,14.58479015,15-Jun,30-Jul,0,11,0,11,15-Jun,30-Jul,15.20978997,25-Feb,26-Mar,0,11,0,11,25-Feb,26-Mar,4.259259719,12-Mar,27-Mar,0,11,0,11,12-Mar,27-Mar,7.870369709
LUB,Luby's Inc,2.900000095,FALSE,2009,,4-Nov,18-Jan,6,6,5,5,4-Nov,18-Jan,3.124302085,21-Oct,20-Dec,7,4,7,4,21-Oct,20-Dec,4.932635564,20-Oct,4-Dec,6,5,6,5,20-Oct,4-Dec,6.877188645,4-Nov,4-Dec,6,5,6,5,4-Nov,4-Dec,6.596335406,12-Nov,27-Nov,5,6,5,6,12-Nov,27-Nov,4.367025616
LTC,LTC Properties Inc,37.31999969,FALSE,2009,,15-Mar,29-May,8,7,3,4,15-Mar,29-May,5.580184414,18-Mar,17-May,9,2,8,3,18-Mar,17-May,5.23391652,16-Mar,30-Apr,7,4,7,4,16-Mar,30-Apr,4.63621206,15-Mar,14-Apr,7,4,7,4,15-Mar,14-Apr,5.351246587,24-Mar,8-Apr,7,4,7,4,24-Mar,8-Apr,3.759295732
LYTS,LSI Industries Inc,7.599999905,FALSE,2009,,9-Sep,23-Nov,4,4,7,7,9-Sep,23-Nov,8.693220339,12-Sep,11-Nov,6,5,6,5,12-Sep,11-Nov,9.044478137,12-Sep,27-Oct,8,3,7,4,12-Sep,27-Oct,7.413568126,25-Jan,24-Feb,6,5,6,5,1-Oct,31-Oct,5.76369182,4-Oct,19-Oct,5,6,5,6,4-Oct,19-Oct,3.401962435
LXU,LSB Industries Inc,2.109999895,FALSE,2009,,4-Jan,19-Mar,8,8,3,3,4-Jan,19-Mar,3.06523423,26-Feb,26-Apr,6,5,6,5,26-Feb,26-Apr,8.085722414,13-Dec,27-Jan,5,6,5,6,13-Dec,27-Jan,7.371104432,15-Dec,14-Jan,5,6,5,6,15-Dec,14-Jan,7.689783165,21-Feb,7-Mar,6,5,6,5,21-Feb,7-Mar,6.859656824
LPLA,LPL Financial Holdings Inc,91.69999695,FALSE,2010,,27-Oct,10-Jan,7,7,3,3,27-Oct,10-Jan,10.11107913,24-Oct,23-Dec,7,3,7,3,24-Oct,23-Dec,7.75685195,22-Oct,6-Dec,8,2,8,2,22-Oct,6-Dec,9.44840534,6-Nov,6-Dec,7,3,7,3,6-Nov,6-Dec,6.347947601,21-Nov,6-Dec,7,3,7,3,21-Nov,6-Dec,3.982231206
LOW,Lowe's Companies Inc,157.9700012,FALSE,1990,,8-Jan,23-Mar,18,17,12,13,8-Jan,23-Mar,5.246146415,31-Dec,1-Mar,24,6,24,6,21-Oct,20-Dec,5.800006805,6-Jan,20-Feb,18,12,18,12,6-Jan,20-Feb,3.693150792,20-Nov,20-Dec,18,12,18,12,20-Nov,20-Dec,4.391335179,23-Nov,8-Dec,14,16,14,16,23-Nov,8-Dec,3.352566103
LPX,Louisiana-Pacific Corp,33.31000137,FALSE,2009,,27-Oct,10-Jan,7,7,4,4,27-Oct,10-Jan,9.920926871,30-Oct,29-Dec,8,3,8,3,30-Oct,29-Dec,10.6543429,10-Nov,25-Dec,7,4,7,4,10-Nov,25-Dec,6.851434952,5-Nov,5-Dec,8,3,8,3,31-Oct,30-Nov,5.561284863,3-Sep,18-Sep,8,3,8,3,3-Sep,18-Sep,4.48357323
LTEC,LOUD Technologies Inc,0.02,FALSE,2009,,3-Jun,17-Aug,4,4,7,7,3-Jun,17-Aug,13.14102631,31-Dec,1-Mar,6,5,6,5,31-Dec,1-Mar,10.3356485,31-Dec,14-Feb,6,5,6,5,31-Dec,14-Feb,20.75231556,17-Jul,16-Aug,4,7,4,7,17-Jul,16-Aug,14.44444481,23-Sep,8-Oct,2,9,2,9,23-Sep,8-Oct,2.857143379
LSANF,Los Andes Copper Ltd,4.53000021,FALSE,2009,,16-Jun,30-Aug,5,5,6,6,16-Jun,30-Aug,12.70295077,27-Jun,26-Aug,5,6,5,6,27-Jun,26-Aug,11.93830178,15-Jun,30-Jul,4,7,4,7,15-Jun,30-Jul,11.62758036,30-Jun,30-Jul,4,7,4,7,30-Jun,30-Jul,11.82857005,16-Apr,1-May,1,10,1,10,16-Apr,1-May,10.86286963
LORL,Loral Space & Communications Inc,20.26000023,FALSE,2009,,8-Jul,21-Sep,5,5,6,6,22-Aug,5-Nov,5.094239498,23-Jul,21-Sep,7,4,7,4,5-Sep,4-Nov,3.772787082,2-Jun,17-Jul,5,6,5,6,8-Aug,22-Sep,3.558222817,18-Aug,17-Sep,5,6,5,6,18-Aug,17-Sep,3.016705526,9-Feb,24-Feb,5,6,5,6,9-Feb,24-Feb,1.985971576
LOIMF,Loomis AB,22.64999962,FALSE,2009,,30-Mar,13-Jun,4,4,7,7,30-Mar,13-Jun,9.77556789,14-Apr,13-Jun,4,7,4,7,14-Apr,13-Jun,7.576517085,27-Mar,11-May,3,8,3,8,12-May,26-Jun,5.523468322,11-Apr,11-May,2,9,2,9,14-May,13-Jun,5.161799435,3-May,18-May,2,9,2,9,29-May,13-Jun,6.328495191
LZAGY,Lonza Group Ltd,63.52000046,FALSE,2010,,19-May,2-Aug,7,7,3,3,19-May,2-Aug,9.763259631,6-Jun,5-Aug,7,3,7,3,6-Jun,5-Aug,10.03320594,14-Jun,29-Jul,6,4,6,4,14-Jun,29-Jul,9.500448266,28-Jun,28-Jul,7,3,7,3,28-Jun,28-Jul,9.110417529,5-Jul,20-Jul,7,3,7,3,5-Jul,20-Jul,4.876935344
LZAGF,Lonza Group Ltd,635.2700195,FALSE,2009,,14-May,28-Jul,8,8,3,3,14-May,28-Jul,8.815070414,31-May,30-Jul,8,3,8,3,31-May,30-Jul,9.326892778,16-Jun,31-Jul,7,4,7,4,16-Jun,31-Jul,8.624738854,30-Jun,30-Jul,8,3,8,3,30-Jun,30-Jul,8.56602982,15-Jul,30-Jul,5,6,5,6,15-Jul,30-Jul,5.120508807
LONKF,Lonking Holdings Ltd,0.25,FALSE,2009,,29-Oct,12-Jan,4,4,7,7,11-Nov,25-Jan,12.52594051,17-Nov,16-Jan,2,9,2,9,17-Nov,16-Jan,12.93725645,29-Nov,13-Jan,1,10,1,10,29-Nov,13-Jan,12.44316372,30-Nov,30-Dec,1,10,1,10,30-Nov,30-Dec,8.826421675,25-May,9-Jun,2,9,2,9,29-Mar,13-Apr,6.086716373
LBCC,Long Blockchain Corp,0.075000003,FALSE,2009,,25-Mar,8-Jun,6,6,5,5,25-Mar,8-Jun,-68.77685366,9-Apr,8-Jun,6,5,6,5,9-Apr,8-Jun,16.50432448,24-Apr,8-Jun,7,4,7,4,24-Apr,8-Jun,5.292158788,15-Jan,14-Feb,4,7,4,7,15-Jan,14-Feb,13.49600512,27-Jan,11-Feb,6,5,6,5,27-Jan,11-Feb,-0.174647612
LDNXF,London Stock Exchange Group PLC,107.0999985,FALSE,2009,,7-Jul,20-Sep,9,9,2,2,7-Jul,20-Sep,10.06542434,10-Jul,8-Sep,9,2,9,2,10-Jul,8-Sep,6.883489573,8-Aug,22-Sep,9,2,9,2,27-Jun,11-Aug,7.044835939,24-Jun,24-Jul,8,3,8,3,24-Jun,24-Jul,4.794140432,10-Jul,25-Jul,5,6,5,6,10-Jul,25-Jul,4.242268339
LONCF,Loncor Resources Inc,0.546452999,FALSE,2010,,24-Dec,9-Mar,7,7,3,3,24-Dec,9-Mar,20.6028436,26-Jun,25-Aug,6,4,6,4,26-Jun,25-Aug,7.536788817,31-Dec,14-Feb,7,3,7,3,31-Dec,14-Feb,17.17709009,29-Dec,28-Jan,8,2,8,2,29-Dec,28-Jan,9.104978648,26-Jun,11-Jul,6,4,6,4,26-Jun,11-Jul,12.60042924
LOGM,LogMeIn Inc,86.04000092,FALSE,2009,,25-Aug,8-Nov,5,5,6,6,25-Aug,8-Nov,12.45305771,20-Aug,19-Oct,3,8,3,8,20-Aug,19-Oct,6.580163587,23-Aug,7-Oct,5,6,5,6,23-Aug,7-Oct,7.390103194,25-Aug,24-Sep,7,4,7,4,25-Aug,24-Sep,6.873454536,26-Aug,10-Sep,8,3,8,3,26-Aug,10-Sep,3.433748666
LOGI,Logitech International SA,81.05999756,FALSE,2009,,6-Jul,19-Sep,6,6,5,5,4-Aug,18-Oct,3.17341204,28-Nov,27-Jan,8,3,8,3,28-Nov,27-Jan,7.568154749,11-Aug,25-Sep,7,4,7,4,15-Dec,29-Jan,7.527579294,28-Dec,27-Jan,8,3,8,3,28-Dec,27-Jan,7.134670467,24-May,8-Jun,7,4,7,4,24-May,8-Jun,3.735667139
AHFCF,Logiq Asset Management Ltd.,0.230000004,FALSE,2009,,7-Aug,21-Oct,3,2,8,9,26-Mar,9-Jun,3.934896065,9-May,8-Jul,4,7,2,9,22-Aug,21-Oct,3.738575401,9-May,23-Jun,4,7,2,9,6-Sep,21-Oct,3.738575401,9-May,8-Jun,1,10,1,10,9-May,8-Jun,0.886301269,30-Jan,14-Feb,1,10,1,10,26-May,10-Jun,3.131679303
LOGN,Logansport Financial Corp,50,FALSE,2009,,27-Aug,10-Nov,10,9,1,2,27-Aug,10-Nov,4.523762072,8-Aug,7-Oct,9,2,9,2,4-Sep,3-Nov,5.536305313,3-Sep,18-Oct,7,4,7,4,22-Sep,6-Nov,5.441942013,31-Jan,1-Mar,7,4,7,4,31-Jan,1-Mar,1.804575436,4-Sep,19-Sep,3,8,3,8,31-Jan,15-Feb,4.119524338
L,Loews Corp,43.06999969,FALSE,2009,,26-Aug,9-Nov,7,6,4,5,26-Aug,9-Nov,4.269441995,9-Sep,8-Nov,6,5,6,5,9-Sep,8-Nov,3.43011075,20-Mar,4-May,4,7,4,7,19-Mar,3-May,2.779362459,27-Mar,26-Apr,5,6,5,6,27-Mar,26-Apr,2.676302832,27-Jun,12-Jul,5,6,5,6,27-Jun,12-Jul,1.54468544
LSMG,Lode-Star Mining Inc,0.064999998,FALSE,2010,,2-Jan,17-Mar,6,6,4,4,2-Jan,17-Mar,19.99089311,12-Jun,11-Aug,4,6,4,6,12-Jun,11-Aug,22.06998547,27-Jun,11-Aug,4,5,4,5,27-Jun,11-Aug,10.34083484,2-Feb,3-Mar,3,6,3,6,2-Feb,3-Mar,5.470335884,5-Jul,20-Jul,1,8,1,8,5-Jul,20-Jul,14.91214861
LMT,Lockheed Martin Corp,377.5599976,FALSE,2009,,7-Nov,21-Jan,10,9,1,2,7-Nov,21-Jan,3.794638541,10-Nov,9-Jan,10,1,10,1,31-Dec,1-Mar,5.690623022,20-Oct,4-Dec,8,3,8,3,8-Jan,22-Feb,4.790851689,1-Sep,1-Oct,7,4,7,4,1-Sep,1-Oct,2.681188652,2-Jul,17-Jul,9,2,9,2,2-Jul,17-Jul,2.441402293
LBLCF,Loblaw Companies Ltd,49.13000107,FALSE,2009,,27-Mar,10-Jun,5,5,6,6,27-Mar,10-Jun,5.924222275,22-Feb,22-Apr,5,6,5,6,22-Mar,21-May,5.779340567,26-Mar,10-May,3,8,3,8,26-Mar,10-May,5.075936263,22-Mar,21-Apr,5,6,5,6,22-Mar,21-Apr,3.882004778,23-Mar,7-Apr,4,7,4,7,23-Mar,7-Apr,2.063131324
LFLS,Loans4Less.Com,0.02,FALSE,2009,,17-Mar,31-May,3,3,8,8,17-Mar,31-May,-395.81495,31-Mar,30-May,3,8,3,8,31-Mar,30-May,15.79567601,9-Oct,23-Nov,2,9,2,9,9-Oct,23-Nov,27.17770578,11-Oct,10-Nov,2,9,2,9,11-Oct,10-Nov,24.2220182,1-May,16-May,1,10,1,10,1-May,16-May,10.24138487
SCD,Lmp Capital & Income Fund Inc,11.09000015,FALSE,2009,,28-Oct,11-Jan,8,8,3,3,8-Dec,21-Feb,3.496597631,21-Dec,19-Feb,7,4,7,4,21-Dec,19-Feb,4.631661675,18-Mar,2-May,7,4,7,4,23-Mar,7-May,6.134300867,3-Apr,3-May,7,4,7,4,3-Apr,3-May,4.49209988,21-Dec,5-Jan,4,7,4,7,21-Dec,5-Jan,2.800240713
LLDTF,Lloyds Banking Group PLC,0.460000008,FALSE,2010,,12-Dec,25-Feb,7,7,3,3,12-Dec,25-Feb,6.621404915,27-Dec,25-Feb,7,3,7,3,27-Dec,25-Feb,5.81699246,11-Aug,25-Sep,5,5,5,5,11-Aug,25-Sep,3.838482056,21-Aug,20-Sep,6,4,6,4,21-Aug,20-Sep,7.392384343,8-Feb,23-Feb,5,5,5,5,8-Feb,23-Feb,3.853432236
LYG,Lloyds Banking Group PLC,1.830000043,FALSE,2009,,21-Feb,6-May,7,7,4,4,21-Feb,6-May,2.239351913,26-Dec,24-Feb,8,3,8,3,26-Dec,24-Feb,3.783186633,11-Aug,25-Sep,6,5,6,5,11-Aug,25-Sep,3.179734253,29-Mar,28-Apr,7,4,7,4,5-Apr,5-May,6.150882196,18-Apr,3-May,8,3,8,3,18-Apr,3-May,4.875957174
LKQ,LKQ Corp,35.66999817,FALSE,2009,,5-Jul,18-Sep,6,6,5,5,5-Jul,18-Sep,9.245455172,22-Jun,21-Aug,5,6,5,6,22-Jun,21-Aug,5.117245129,22-Mar,6-May,5,6,5,6,22-Mar,6-May,8.409823615,30-Oct,29-Nov,6,5,6,5,30-Oct,29-Nov,3.742246418,23-Mar,7-Apr,7,4,7,4,23-Mar,7-Apr,4.056657479
LKAI,LKA Gold Inc,0.09245,FALSE,2009,,21-Jun,4-Sep,4,4,7,7,21-Jun,4-Sep,8.530417403,7-Apr,6-Jun,7,4,7,4,7-Apr,6-Jun,20.15722117,11-Mar,25-Apr,5,6,5,6,11-Mar,25-Apr,23.68413533,7-Apr,7-May,5,6,5,6,7-Apr,7-May,16.74559322,7-Apr,22-Apr,4,7,4,7,7-Apr,22-Apr,18.05652514
LIXT,Lixte Biotech Holdings Inc,0.949800014,FALSE,2009,,22-Jan,6-Apr,8,8,3,3,22-Jan,6-Apr,21.413611,20-Jan,20-Mar,5,6,5,6,20-Jan,20-Mar,16.9179151,21-Jan,6-Mar,5,6,5,6,21-Jan,6-Mar,19.14058771,30-Apr,30-May,4,7,4,7,30-Apr,30-May,19.56103681,13-May,28-May,3,8,3,8,13-May,28-May,16.27759329
JSGRY,Lixil Group Corp,44.22999954,FALSE,2010,,21-Aug,4-Nov,5,5,5,5,22-Aug,5-Nov,3.028960724,5-Sep,4-Nov,6,4,6,4,5-Sep,4-Nov,3.901485904,20-Sep,4-Nov,6,4,6,4,20-Sep,4-Nov,1.413654682,31-Aug,30-Sep,6,4,6,4,1-Sep,1-Oct,4.456825448,20-Oct,4-Nov,5,5,5,5,20-Oct,4-Nov,3.34136149
LVCLY,Living Cell Technologies Ltd,0.109999999,FALSE,2009,,28-Aug,11-Nov,5,5,6,6,28-Aug,11-Nov,21.62624911,11-Sep,10-Nov,5,6,5,6,11-Sep,10-Nov,19.53374936,29-Sep,13-Nov,7,4,7,4,29-Sep,13-Nov,11.39159892,16-Oct,15-Nov,7,4,7,4,16-Oct,15-Nov,-56.20858369,23-Mar,7-Apr,5,6,5,6,23-Mar,7-Apr,9.295074647
LVCLF,Living Cell Technologies Ltd,0.01,FALSE,2009,,21-Aug,4-Nov,3,3,8,8,21-Aug,4-Nov,15.19290112,27-Aug,26-Oct,3,8,3,8,27-Aug,26-Oct,16.57946885,11-Sep,26-Oct,3,8,3,8,11-Sep,26-Oct,20.86065839,29-Sep,29-Oct,5,6,5,6,29-Sep,29-Oct,16.96567795,8-Oct,23-Oct,3,8,3,8,8-Oct,23-Oct,15.06963384
LTDH,Living 3D Holdings Inc,1.5,FALSE,2010,,22-Jul,5-Oct,3,3,7,7,22-Jul,5-Oct,10.31238793,26-Jul,24-Sep,2,8,2,8,26-Jul,24-Sep,10.97514814,9-Aug,23-Sep,1,9,1,9,9-Aug,23-Sep,11.66124568,25-Aug,24-Sep,1,9,1,9,25-Aug,24-Sep,14.21327461,23-Nov,8-Dec,1,9,1,9,23-Nov,8-Dec,3.330321654
LVWD,LiveWorld Inc,0.090000004,FALSE,2009,,22-Jan,6-Apr,5,5,6,6,22-Jan,6-Apr,26.0002037,28-Dec,26-Feb,5,6,5,6,28-Dec,26-Feb,23.52128511,23-Aug,7-Oct,6,5,6,5,23-Aug,7-Oct,6.187275697,15-Jan,14-Feb,3,8,3,8,15-Jan,14-Feb,16.71351383,25-Jan,9-Feb,3,8,3,8,25-Jan,9-Feb,12.36110993
RAMP,LiveRamp Holdings Inc,58.5,FALSE,2009,,28-Aug,11-Nov,8,8,3,3,28-Aug,11-Nov,12.83594378,14-Oct,13-Dec,6,5,6,5,14-Oct,13-Dec,9.472887363,25-Oct,9-Dec,5,6,5,6,25-Oct,9-Dec,8.426946442,12-Oct,11-Nov,5,6,5,6,12-Oct,11-Nov,8.797124576,4-Sep,19-Sep,6,5,6,5,4-Sep,19-Sep,4.547709444
LPSN,LivePerson Inc,52.90000153,FALSE,2009,,22-May,5-Aug,5,5,6,6,22-May,5-Aug,14.23644208,29-May,28-Jul,4,7,4,7,29-May,28-Jul,10.0552736,1-Jun,16-Jul,5,6,5,6,1-Jun,16-Jul,10.41827153,4-Jun,4-Jul,4,7,4,7,4-Jun,4-Jul,6.746973731,30-Sep,15-Oct,7,4,7,4,30-Sep,15-Oct,4.222077979
LIVE,Live Ventures Inc,12.64999962,FALSE,2009,,5-Oct,19-Dec,4,4,7,7,5-Oct,19-Dec,18.06803599,2-Nov,1-Jan,3,8,3,8,2-Nov,1-Jan,13.32974937,23-Mar,7-May,5,6,5,6,23-Mar,7-May,6.744617614,8-Jun,8-Jul,4,7,4,7,8-Jun,8-Jul,7.812696739,15-Apr,30-Apr,3,8,3,8,15-Apr,30-Apr,5.393839388
LYV,Live Nation Entertainment Inc,67.08999634,FALSE,2009,,6-Apr,20-Jun,7,7,4,4,6-Apr,20-Jun,11.71227709,21-Apr,20-Jun,7,4,7,4,21-Apr,20-Jun,9.549391677,8-Apr,23-May,9,2,9,2,8-Apr,23-May,9.69468814,5-Apr,5-May,8,3,8,3,5-Apr,5-May,6.369150706,12-Apr,27-Apr,9,2,9,2,12-Apr,27-Apr,4.205431844
