,2010,2012,2013,2014,2015,2016,2017,2018,2019,2020
01-02,,,19.454500198364258,23.72369956970215,22.451499938964844,,,24.09429931640625,22.477800369262695,20.94379997253418
01-03,,,19.454500198364258,23.72369956970215,,,20.59000015258789,24.09429931640625,22.477800369262695,20.94379997253418
01-04,,,19.454500198364258,,,20.964399337768555,20.865299224853516,24.09429931640625,22.477800369262695,
01-05,,,,,22.451499938964844,20.51020050048828,20.865299224853516,24.09429931640625,,
01-06,,,,23.72369956970215,22.094499588012695,19.995100021362305,20.865299224853516,,,20.94379997253418
01-07,,,19.454500198364258,23.72369956970215,22.094499588012695,19.995100021362305,,,22.477800369262695,20.94379997253418
01-08,,,19.454500198364258,23.72369956970215,22.094499588012695,19.770000457763672,,24.09429931640625,22.477800369262695,20.94379997253418
01-09,,,19.454500198364258,23.72369956970215,22.094499588012695,,20.865299224853516,24.09429931640625,22.477800369262695,20.94379997253418
01-10,,,19.454500198364258,23.72369956970215,,,20.865299224853516,24.09429931640625,22.477800369262695,20.94379997253418
01-11,,,19.454500198364258,,,19.770000457763672,20.865299224853516,24.09429931640625,22.477800369262695,
01-12,,,,,22.094499588012695,19.761499404907227,21.1200008392334,24.09429931640625,,
01-13,,,,23.72369956970215,22.094499588012695,19.761499404907227,21.1200008392334,,,20.94379997253418
01-14,,,19.454500198364258,22.96179962158203,22.094499588012695,19.225099563598633,,,22.477800369262695,20.94379997253418
01-15,,,19.454500198364258,22.96179962158203,22.094499588012695,19.225099563598633,,,24.083200454711914,20.94379997253418
01-16,,,19.454500198364258,23.300199508666992,22.094499588012695,,,24.09429931640625,24.083200454711914,20.94379997253418
01-17,,,19.454500198364258,23.25,,,21.1200008392334,24.09429931640625,24.083200454711914,20.94379997253418
01-18,,,19.454500198364258,,,,22.194000244140625,24.09429931640625,24.083200454711914,
01-19,,,,,,19.225099563598633,22.194000244140625,24.09429931640625,,
01-20,,,,,22.094499588012695,18.975799560546875,22.53700065612793,,,
01-21,,,,23.25,20.840700149536133,18.975799560546875,,,,20.94379997253418
01-22,,,19.454500198364258,23.25,20.711999893188477,18.975799560546875,,24.09429931640625,24.083200454711914,21.499900817871094
01-23,,,19.454500198364258,23.25,20.839399337768555,,22.461999893188477,24.09429931640625,24.083200454711914,21.499900817871094
01-24,,,19.454500198364258,23.25,,,22.461999893188477,24.051000595092773,24.083200454711914,21.499900817871094
01-25,,,19.454500198364258,,,18.975799560546875,22.461999893188477,24.051000595092773,24.083200454711914,
01-26,,,,,20.839399337768555,18.975799560546875,22.461999893188477,24.051000595092773,,
01-27,,,,23.25,20.839399337768555,18.975799560546875,22.461999893188477,,,21.499900817871094
01-28,,,19.454500198364258,23.25,20.660499572753906,18.975799560546875,,,24.083200454711914,21.499900817871094
01-29,,,19.454500198364258,23.25,20.660499572753906,21.352399826049805,,24.051000595092773,24.083200454711914,21.499900817871094
01-30,,,19.454500198364258,23.25,20.660499572753906,,22.461999893188477,24.051000595092773,24.083200454711914,21.499900817871094
01-31,,,19.454500198364258,23.25,,,22.557899475097656,24.051000595092773,24.083200454711914,21.499900817871094
02-01,,,19.454500198364258,,,21.352399826049805,22.557899475097656,24.051000595092773,24.083200454711914,
02-02,,,,,21.166500091552734,21.352399826049805,22.557899475097656,22.846799850463867,,
02-03,,,,23.25,20.832000732421875,21.352399826049805,22.557899475097656,,,21.499900817871094
02-04,,,19.454500198364258,23.25,20.832000732421875,21.352399826049805,,,24.083200454711914,21.499900817871094
