,2013,2014,2015,2016,2017,2018,2019,2020
01-02,,-0.8734204173088074,0.2544000148773193,,,0.1420000046491623,0.048900000751018524,0.019050000235438347
01-03,,-0.8216847777366638,,,0.03999999910593033,0.15299999713897705,0.04800000041723251,0.019050000235438347
01-04,,,,0.029999999329447743,0.03999999910593033,0.14000000059604645,0.03999999910593033,
01-05,,,0.239999994635582,0.029999999329447743,0.06120000034570694,0.16329999268054962,,
01-06,,-0.8064683079719543,0.239999994635582,0.029999999329447743,0.07670000195503235,,,0.019050000235438347
01-07,,-0.8216847777366638,0.239999994635582,0.029999999329447743,,,0.03999999910593033,0.013399999588727951
01-08,,-0.8216847777366638,0.2863999903202057,0.029999999329447743,,0.164000004529953,0.035999998450279236,0.014600000344216825
01-09,,-0.7912519574165344,0.2879999876022339,,0.0706000030040741,0.1745000034570694,0.035999998450279236,0.014600000344216825
01-10,,-0.7608191967010498,,,0.0706000030040741,0.16500000655651093,0.04650000110268593,0.019999999552965164
01-11,,,,0.029999999329447743,0.09600000083446504,0.16539999842643738,0.04600000008940697,
01-12,,,0.2879999876022339,0.029999999329447743,0.09000000357627869,0.2303999960422516,,
01-13,,-0.7456028461456299,0.2879999876022339,0.029999999329447743,0.08269999921321869,,,0.020999999716877937
01-14,,-0.7608191967010498,0.2168000042438507,0.029999999329447743,,,0.04030000045895577,0.020099999383091927
01-15,,-0.7334296703338623,0.2168000042438507,0.029999999329447743,,,0.04030000045895577,0.019999999552965164
01-16,,-0.7212566137313843,0.2840000092983246,,,0.20309999585151672,0.04030000045895577,0.017500000074505806
01-17,,-0.742559552192688,,,0.08269999921321869,0.19859999418258667,0.03999999910593033,0.017500000074505806
01-18,,,,,0.08250000327825546,0.1899999976158142,0.03999999910593033,
01-19,,,,0.029999999329447743,0.06800000369548798,0.19380000233650208,,
01-20,,,0.31119999289512634,0.029999999329447743,0.06800000369548798,,,
01-21,,-0.7982515692710876,0.31119999289512634,0.029999999329447743,,,,0.017500000074505806
01-22,,-0.7848610877990723,0.20000000298023224,0.04419999942183495,,0.20329999923706052,0.03500000014901161,0.017500000074505806
01-23,,-0.7608191967010498,0.239999994635582,,0.06800000369548798,0.17170000076293945,0.04610000178217888,0.02174999937415123
01-24,,-0.7778615355491638,,,0.06800000369548798,0.17790000140666962,0.043699998408555984,0.018899999558925632
01-25,,,,0.04419999942183495,0.06800000369548798,0.1665000021457672,0.03999999910593033,
01-26,,,0.20000000298023224,0.030500000342726707,0.06800000369548798,0.18000000715255735,,
01-27,,-0.7729923129081726,0.239999994635582,0.030500000342726707,0.06800000369548798,,,0.018899999558925632
01-28,,-0.7303864359855652,0.239999994635582,0.030500000342726707,,,0.03999999910593033,0.01549999974668026
01-29,,-0.7456028461456299,0.239999994635582,0.030500000342726707,,0.1793999969959259,0.03999999910593033,0.018899999558925632
01-30,,-0.6886935234069824,0.239999994635582,,0.06800000369548798,0.17239999771118164,0.03999999910593033,0.019579999148845676
01-31,,-0.7608191967010498,,,0.06800000369548798,0.17649999260902405,0.03999999910593033,0.019750000908970836
02-01,,,,0.030500000342726707,0.059999998658895486,0.17800000309944153,0.03999999910593033,
02-02,,,0.239999994635582,0.030500000342726707,0.059999998658895486,0.15809999406337738,,
02-03,,-0.748646080493927,0.2544000148773193,0.030500000342726707,0.059999998658895486,,,0.01549999974668026
02-04,,-0.748646080493927,0.2240000069141388,0.030500000342726707,,,0.04193999990820885,0.01549999974668026
02-05,,-0.7303864359855652,0.2240000069141388,0.030500000342726707,,0.14319999516010284,0.04193999990820885,0.016000000759959217
02-06,,-0.6573477983474731,0.2240000069141388,,0.07000000029802322,0.1598999947309494,0.04193999990820885,0.019999999552965164
02-07,,-0.6576521396636963,,,0.09700000286102296,0.1598999947309494,0.0397999994456768,0.024000000208616257
02-08,,,,0.052000001072883606,0.09700000286102296,0.16779999434947968,0.045400001108646386,
02-09,,,0.2391999959945679,0.052000001072883606,0.0949999988079071,0.14869999885559082,,
02-10,,-0.6908238530158997,0.2391999959945679,0.049699999392032616,0.10450000315904616,,,0.019999999552965164
02-11,,-0.6543045043945312,0.2231999933719635,0.049699999392032616,,,0.045400001108646386,0.01899999938905239
02-12,,-0.6695209145545961,0.2391999959945679,0.049699999392032616,,0.15279999375343326,0.045400001108646386,0.018500000238418583
02-13,,-0.6725641489028931,0.2391999959945679,,0.11299999803304672,0.15279999375343326,0.04039999842643738,0.017249999567866325
02-14,,-0.6695209145545961,,,0.10750000178813934,0.14589999616146088,0.0364999994635582,0.016000000759959217
02-15,,,,,0.119999997317791,0.14000000059604645,0.04259999841451645,
02-16,,,,0.049699999392032616,0.119999997317791,0.1363999992609024,,
02-17,,,0.2391999959945679,0.049699999392032616,0.11599999666213988,,,
02-18,,-0.6390880942344666,0.2391999959945679,0.049699999392032616,,,,0.016000000759959217
02-19,,-0.6847372651100159,0.2391999959945679,0.049699999392032616,,,0.03999999910593033,0.016000000759959217
02-20,,-0.6089596748352051,0.2391999959945679,,,0.14000000059604645,0.0430000014603138,0.016000000759959217
02-21,,-0.6914324760437012,,,0.11400000005960464,0.1430000066757202,0.0430000014603138,0.016000000759959217
02-22,,,,0.04100000113248825,0.11400000005960464,0.1430000066757202,0.034299999475479126,
02-23,,,0.2391999959945679,0.04100000113248825,0.11400000005960464,0.1404999941587448,,
02-24,,-0.7121267318725586,0.2391999959945679,0.04100000113248825,0.119999997317791,,,0.017000000923871994
02-25,,-0.7273431420326233,0.2391999959945679,0.04100000113248825,,,0.034299999475479126,0.017000000923871994
02-26,,-0.7191263437271118,0.2391999959945679,0.04100000113248825,,0.13600000739097595,0.046999998390674584,0.016000000759959217
02-27,,-0.6664776206016539,0.2391999959945679,,0.14900000393390656,0.10999999940395357,0.046999998390674584,0.016000000759959217
02-28,,-0.7066488862037659,,,0.14900000393390656,0.10999999940395357,0.046999998390674584,0.01119999960064888
02-29,,,,0.04100000113248825,,,,
03-01,,,,0.05000000074505806,0.1599999964237213,0.11500000208616255,0.046999998390674584,
03-02,,,0.1395999938249588,0.05000000074505806,0.1599999964237213,0.1143999993801117,,0.011300000362098215
03-03,,-0.7790789008140564,0.1395999938249588,0.05000000074505806,0.1816000044345856,,,0.011300000362098215
03-04,,-0.8977665901184082,0.1395999938249588,0.03999999910593033,,,0.046999998390674584,0.014999999664723871
03-05,,-0.8369011282920837,0.1395999938249588,,,0.11180000007152556,0.046999998390674584,0.014999999664723871
03-06,,-0.8216847777366638,0.1395999938249588,,0.1816000044345856,0.11649999767541885,0.046999998390674584,0.01720000058412552
03-07,,-0.8216847777366638,,0.03999999910593033,0.1816000044345856,0.1031000018119812,0.046999998390674584,
03-08,,,,0.03999999910593033,0.15000000596046448,0.11209999769926073,0.046999998390674584,
03-09,,,0.1395999938249588,0.03999999910593033,0.156700000166893,0.1111999973654747,,0.016899999231100082
03-10,,-0.8186414241790771,0.12240000069141388,0.03060000017285347,0.15530000627040866,,,0.016899999231100082
