,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
01-12,2.5200774669647217,,,4.0558414459228525,5.639909267425537,7.317610263824463,9.163360595703123,,19.273380279541016,13.884594917297365,22.38618278503418,19.63498306274414,,,28.716350555419922,35.57079315185547,36.49679565429688,40.22306823730469,,32.61374282836914,47.25122833251953,73.47480010986328,70.07257080078125,,,112.01983642578124,82.44930267333984,133.8629150390625,198.8274383544922,,
01-13,,,3.516017436981201,4.039553165435791,5.550102233886719,7.317610263824463,,10.870460510253906,19.74539375305176,13.804021835327148,22.11117172241211,,,21.724210739135746,28.468515396118164,35.754127502441406,36.36028289794922,,,32.43012237548828,47.50403213500977,73.94720458984375,69.53279876708984,,109.9583969116211,110.5771942138672,81.72966766357422,136.19096374511722,,,204.32827758789062
01-14,,2.442371129989624,3.5306665897369385,4.0558414459228525,5.478255271911621,,,10.870460510253906,19.71915435791016,13.293758392333984,21.836151123046875,,20.892578125,21.330949783325195,29.10028648376465,36.38338088989258,,,52.83026885986328,31.11281013488769,47.94441604614258,74.29524230957031,,76.81481170654297,111.83159637451172,108.97422790527344,82.57682037353516,,,150.36068725585938,203.03204345703125
01-15,2.5200774669647217,2.507676362991333,3.6332166194915767,4.0558414459228525,,,9.067578315734863,10.565682411193848,20.32227325439453,13.508609771728516,,,21.05916976928711,21.070348739624023,29.168317794799805,,,,51.88827514648438,31.75149917602539,47.75685119628906,,,77.09001159667969,112.88197326660156,106.80133819580078,80.15373229980469,,,148.65655517578125,201.63766479492188
01-16,2.5085160732269287,2.494614601135254,3.750420331954956,,,7.2980918884277335,8.876008987426758,10.972051620483398,20.08626747131348,,,19.804244995117188,20.198486328125,20.838178634643555,29.49392509460449,,,40.36212539672852,51.70772933959961,31.75149917602539,,,,77.26203155517578,113.0658187866211,106.8636474609375,,,198.70440673828125,150.02371215820312,204.00421142578125
01-17,2.485396385192871,2.5207362174987797,3.6625185012817374,,5.388443946838379,7.5517730712890625,8.429018020629883,11.378427505493164,,,,19.888879776000977,20.938865661621094,20.39754676818848,,,37.01248168945313,41.88658905029297,47.97113800048828,,,,70.40150451660156,78.56920623779297,111.542724609375,,,133.74183654785156,199.5469055175781,153.58609008789062,203.2677459716797
01-18,2.5085160732269287,2.507676362991333,,4.104706287384033,5.298640727996826,7.649336814880371,8.556731224060059,,,,20.5435848236084,19.606773376464844,20.92960357666016,,,32.746543884277344,36.56757354736328,41.69603729248047,48.48139190673828,,,76.16815948486328,71.74258422851562,80.58160400390625,,,,134.46820068359378,199.3007354736328,156.4456024169922,
01-19,2.496957302093506,,,4.120994091033936,5.316600322723389,7.512744426727295,8.556731224060059,,,13.642889022827148,21.066104888916016,19.381084442138672,,,,32.89021682739258,37.40174865722656,42.154388427734375,,,50.08922958374024,75.48031616210938,71.66665649414062,,,,80.0444107055664,133.8629150390625,199.67941284179688,,
01-20,,,3.677168130874634,4.072127819061278,5.370488166809082,7.5517730712890625,,11.513885498046875,17.70003318786621,13.616031646728516,20.928598403930664,,,,28.07486724853516,32.146987915039055,36.65351867675781,,,32.16666030883789,49.42865371704102,70.86431884765625,68.7568359375,,,107.86106872558594,78.80554962158203,132.717529296875,,,
01-21,,2.507676362991333,3.589268207550049,4.120994091033936,5.370488166809082,,,11.581609725952148,18.355602264404297,13.105770111083984,20.57109260559082,,,19.86212921142578,28.478233337402344,31.81006622314453,,,,31.51198005676269,48.53974914550781,71.2704086303711,,,111.00880432128906,108.74268341064452,80.11729431152344,,,,198.40696716308597
01-22,2.485396385192871,2.5468571186065674,3.603918313980103,4.202437877655028,,,8.812154769897461,11.480020523071287,18.198261260986328,12.729783058166506,,19.098960876464844,21.05916976928711,19.345678329467773,28.32272720336914,,,41.72177505493164,48.9288444519043,30.785459518432614,46.9902572631836,,,80.22040557861328,107.15734100341795,109.5263442993164,81.82076263427734,,199.00729370117188,152.45960998535156,195.1566619873047
01-23,2.462277173995972,2.5468571186065674,3.589268207550049,,,7.5322585105896,8.844079971313477,11.412290573120115,18.486705780029297,,,19.437509536743164,20.892578125,19.73420524597168,28.021413803100586,,37.00235366821289,42.705474853515625,49.023033142089844,31.20060729980469,,,68.90863037109375,80.02262115478516,103.94488525390624,108.61800384521484,,132.69888305664062,198.1553497314453,150.97689819335938,198.1712951660156
01-24,2.450716733932495,2.638284683227539,3.618565797805786,,5.370488166809082,7.493232250213622,8.876008987426758,11.446157455444336,,,19.498531341552734,19.663190841674805,21.595943450927734,19.24144554138184,,31.30961990356445,37.76575469970703,42.52006149291992,48.99948501586914,,,72.15715026855469,68.54595184326172,80.8138198852539,100.33856201171876,,,135.47395324707028,197.6820373535156,152.1900177001953,194.7049560546875
01-25,2.416036605834961,2.7297089099884038,,4.169860363006592,5.424371719360352,7.5517730712890625,8.620589256286621,,,13.266904830932615,18.975997924804688,20.14278221130371,22.06330680847168,,,31.20557975769043,37.39669036865234,42.01533889770508,50.26333236694336,,46.7863883972168,71.67650604248047,69.4737548828125,81.15782165527344,,,80.27216339111328,139.23606872558594,196.43251037597656,155.00140380859375,
01-26,2.462277173995972,,,4.186150074005127,5.424371719360352,7.5517730712890625,8.269377708435059,,18.250715255737305,12.890917778015135,19.388525009155273,19.381084442138672,,,28.55598449707031,31.3145809173584,37.70004653930664,42.03595352172852,,31.01699066162109,46.15842819213867,73.0853042602539,68.73996734619139,,,109.32154083251952,83.5970687866211,138.84490966796878,198.4677581787109,,
01-27,,,3.7211179733276367,4.169860363006592,5.406406879425049,7.434691905975343,,11.378427505493164,18.303157806396484,13.105770111083984,19.30601501464844,,,18.976104736328125,27.554880142211914,31.77538871765137,38.42805862426758,,,31.82334899902344,46.81085205078125,73.46651458740234,68.73996734619139,,100.11974334716795,108.06587982177734,83.52420806884766,139.00326538085938,,,190.52175903320312
01-28,,2.703587293624878,3.794368743896485,4.218724727630615,5.388443946838379,,,11.344560623168945,18.250715255737305,13.213191032409668,18.563474655151367,,22.401111602783203,19.217756271362305,27.190399169921875,31.65150260925293,,,50.23977279663086,33.36421585083008,45.93008804321289,72.2566146850586,,80.684814453125,100.86375427246094,104.2544174194336,85.70137786865234,,,151.79527282714844,193.2516326904297
01-29,2.450716733932495,2.6513454914093018,3.823667049407959,4.251300811767578,,,8.460945129394531,11.242968559265137,18.224491119384766,13.213191032409668,,19.40928840637207,21.7902946472168,19.298303604125977,26.6946964263916,,,42.05139923095703,50.9227294921875,31.631731033325195,45.5957260131836,,,80.9686050415039,99.78711700439452,105.61692810058594,88.5070571899414,,195.44805908203125,156.08937072753906,195.43161010742188
01-30,2.462277173995972,2.664405345916748,3.8090198040008554,,,7.415175437927246,8.907941818237305,11.412290573120115,18.32938003540039,,,19.928377151489254,22.354829788208008,18.720252990722656,26.723857879638672,,38.54938888549805,42.06168746948242,51.54288864135742,30.506032943725586,,,68.70623016357422,80.22040557861328,100.26853942871094,103.711181640625,,137.19668579101562,193.7251739501953,158.8622283935547,201.45106506347656
01-31,2.5431971549987797,2.795013427734375,3.7650682926177983,,5.496217250823975,7.376147270202638,8.748299598693848,11.683209419250488,,,19.031009674072266,19.770397186279297,22.692628860473636,19.09930229187012,,32.28573226928711,38.30671310424805,42.6230697631836,53.07362747192383,,,74.09637451171875,68.04834747314453,79.95379638671875,99.23565673828124,,,137.01043701171878,190.66758728027344,158.67929077148438,192.1616516113281
02-01,2.5431971549987797,2.7688922882080083,,4.28387975692749,5.424371719360352,7.12247371673584,8.748299598693848,,,14.15314483642578,19.416019439697266,19.75685310363769,22.60009002685547,,,32.231231689453125,39.00440979003906,43.61706161499024,54.07842254638672,,46.59879684448242,74.95821380615234,69.6761474609375,80.71060180664062,,,87.78741455078125,135.44596862792972,183.1420135498047,158.27493286132812,
02-02,2.5431971549987797,,,4.332746505737306,5.388443946838379,7.083445072174072,8.716374397277832,,18.64404296875,14.180007934570312,18.94849967956543,19.53567123413086,,,26.55862808227539,32.905086517333984,38.48366165161133,43.9106330871582,,30.42619514465332,47.41433334350586,74.52728271484375,69.59183502197266,,,106.5430908203125,86.84003448486328,139.45021057128906,180.46307373046875,,
02-03,,,3.750420331954956,4.381612300872804,5.352523326873778,7.2590675354003915,,11.547744750976562,18.250715255737305,14.018872261047365,18.72848892211914,,,19.464134216308594,26.213579177856445,32.454208374023445,38.58983612060547,,,31.3922176361084,46.729286193847656,74.65989685058594,72.29927825927734,,95.7518539428711,107.97683715820312,89.02629852294922,139.87860107421878,,,194.5576477050781
02-04,,2.795013427734375,3.6918203830718994,4.332746505737306,5.172910690307617,,,11.480020523071287,18.486705780029297,14.072582244873047,18.45347785949707,,22.28079605102539,19.55415916442871,26.26704406738281,33.019046783447266,,,53.36407852172852,31.95108985900879,44.79652404785156,75.42230987548828,,79.55821228027344,97.06484985351562,106.61431121826172,92.12350463867188,,,159.33401489257812,202.4035797119141
02-05,2.5085160732269287,2.795013427734375,3.6625185012817374,4.4304771423339835,,,8.684439659118652,11.513885498046875,18.801380157470703,14.233725547790527,,19.25581932067871,22.10495376586914,19.73894500732422,26.753009796142575,,,43.967262268066406,51.92752075195313,32.50197219848633,44.82912826538086,,,80.79659271240234,98.57915496826172,107.15754699707031,92.46965789794922,,172.28431701660156,160.02723693847656,206.6457061767578
02-06,2.5200774669647217,2.8733787536621094,3.6332166194915767,,,7.337120532989503,8.844079971313477,11.480020523071287,19.037378311157227,,,19.44087791442871,22.308565139770508,19.83844757080078,27.511150360107425,,39.0650634765625,43.22050476074219,51.57427978515625,33.428077697753906,,,73.10896301269531,80.73612213134766,100.46035766601562,107.94534301757812,,138.4259033203125,176.94166564941406,159.82504272460938,206.9316864013672
02-07,2.5316367149353027,2.8733787536621094,3.618565797805786,,5.154947757720947,7.337120532989503,8.907941818237305,11.784797668457033,,,18.013446807861328,19.4047794342041,21.471004486083984,19.573118209838867,,32.99426651000977,38.67578887939453,43.68401336669922,51.08757781982422,,,76.00243377685547,74.01144409179688,81.03850555419922,104.31949615478516,,,137.79266357421878,173.52438354492188,156.9910430908203,204.92991638183597
02-08,2.5200774669647217,2.8603174686431885,,4.365321159362793,5.190868377685547,7.317610263824463,8.939863204956055,,,14.690277099609375,18.013446807861328,19.24228286743164,21.679241180419922,,,33.3212890625,38.90328979492188,43.35439682006836,50.99338912963867,,44.47846221923828,76.8423843383789,74.68917083740234,81.48775482177734,,,92.66214752197266,137.92361450195312,165.79107666015625,156.7782745361328,
02-09,2.5316367149353027,,,4.332746505737306,5.226792335510254,7.473715782165527,8.971796035766602,,19.16848945617676,15.46911334991455,17.02339744567871,19.15651512145996,,,27.428524017333984,32.59292984008789,39.02965927124024,42.911468505859375,,33.06882095336914,45.46523666381836,75.9858169555664,74.70610809326172,,,108.1780776977539,91.41554260253906,139.71954345703122,168.05218505859375,,
02-10,,,3.8529696464538574,4.3164591789245605,5.244751453399658,7.356636524200439,,11.852527618408205,18.95870590209961,15.46911334991455,16.638378143310547,,,19.615747451782227,27.316753387451172,32.627613067626946,39.1004524230957,,,31.47205924987793,45.30213165283203,76.36003112792969,74.13850402832031,,101.60319519042969,108.59884643554688,88.06065368652344,140.54270935058594,,,206.5372314453125
02-11,,2.8472566604614262,3.823667049407959,4.441488742828369,5.208833694458008,,,11.987981796264648,18.932491302490234,15.442252159118652,15.620826721191404,,21.98464584350586,19.40254020690918,27.89506912231445,33.08347320556641,,,50.65583038330078,32.15867233276367,46.28891372680664,77.80703735351562,,81.54824829101562,102.42072296142578,107.7573471069336,88.81230163574219,,,158.4709014892578,209.2982940673828
02-12,2.473837614059448,2.821134090423584,3.916937112808228,4.40809440612793,,,9.259145736694336,11.987981796264648,19.089824676513672,15.683951377868652,,19.24228286743164,22.15219116210937,19.203536987304688,28.055421829223636,,,42.8084716796875,51.15038299560547,31.935117721557614,45.73435974121094,,,82.23074340820312,103.03605651855469,109.0643539428711,89.14230346679688,,171.93783569335938,164.51611328125,210.9352264404297
02-13,2.496957302093506,2.8912630081176762,3.9319477081298833,,,7.490743160247803,9.418784141540527,11.920260429382324,18.801380157470703,,,19.44669532775879,22.54310607910156,18.961896896362305,28.04085731506348,,39.1510009765625,42.99474716186523,53.4033203125,32.48600006103516,,,76.4598388671875,83.22431945800781,102.64047241210938,111.06068420410156,,142.6099395751953,170.84527587890625,165.75416564941406,210.06744384765625
02-14,2.5709290504455566,2.837470293045044,3.976970195770264,,5.190868377685547,7.451006889343263,9.227216720581056,11.954121589660645,,,16.803380966186527,19.18776512145996,22.547760009765625,19.340946197509766,,33.068592071533196,39.7781867980957,43.88475799560547,51.93538665771485,,,76.8423843383789,75.38389587402344,83.20703125,103.5986785888672,,,142.7689666748047,174.70240783691406,163.52952575683594,208.8939971923828
02-15,2.5709290504455566,2.9316048622131348,,,5.296830654144287,7.629830837249756,9.099506378173828,,,,18.343467712402344,19.537548065185547,22.48725891113281,,,33.36722946166992,40.08795547485352,44.25215148925781,51.70772933959961,,,76.01072692871094,74.21475982666016,82.97374725341797,,,,145.44415283203125,175.4054718017578,167.96910095214844,
02-16,2.5709290504455566,,,4.241118431091309,5.296830654144287,7.669566631317139,9.13955307006836,,,15.522815704345705,18.45347785949707,19.246828079223636,,,,33.198001861572266,40.43835067749024,44.27286148071289,,,46.89757919311523,75.85273742675781,75.62109375,,,,91.3421859741211,144.43394470214844,174.06588745117188,,
02-17,,,,4.224421977996826,5.388792514801025,7.7251834869384775,,,19.028026580810547,15.38853645324707,17.820941925048828,,,,28.58053398132324,32.536022186279304,40.58563232421875,,,30.97577476501465,47.66761016845703,76.2186508178711,75.03654479980469,,,110.2907943725586,92.60714721679688,143.9475555419922,,,
02-18,,,3.871915340423584,4.241118431091309,5.333617210388184,,,12.077255249023438,19.107097625732425,15.361677169799805,18.123455047607425,,,19.99224281311035,28.28749084472656,32.61068344116211,,,,31.064144134521484,48.13451766967773,76.409912109375,,,103.62503814697266,109.97747802734376,92.3596649169922,,,,207.65151977539062
02-19,,2.9047107696533203,3.9319477081298833,4.224421977996826,,,,12.043035507202148,19.001672744750977,15.442252159118652,,,22.240610122680664,19.586671829223636,28.32655143737793,,,,52.10149002075195,30.27689552307129,48.33114624023438,,,84.2005615234375,102.63169860839844,110.33556365966795,91.56220245361328,,,167.64991760253906,208.8348388671875
02-20,2.547124147415161,2.8912630081176762,4.08202075958252,,,,9.358355522155762,12.043035507202148,19.13344383239746,,,19.44669532775879,22.71994781494141,19.51509666442871,27.720956802368164,,,44.77994918823242,52.47948455810547,30.100160598754886,,,,82.092529296875,103.5459213256836,110.7294692993164,,,172.53634643554688,169.59408569335938,212.2861633300781
02-21,2.594732999801636,2.9047107696533203,4.127041816711427,,,7.684732913970947,9.489702224731444,12.077255249023438,,,,19.00152015686035,22.85025787353516,19.787067413330078,,,40.43327713012695,44.78512573242188,50.92021560668945,,,,76.2480239868164,80.57197570800781,103.5283432006836,,,145.56576538085938,172.2418212890625,169.20716857910156,212.20726013183597
02-22,2.594732999801636,2.9047107696533203,,4.224421977996826,5.42557430267334,7.644287586212157,9.621051788330078,,,16.472234725952152,18.291706085205078,18.928844451904297,23.32494735717773,,,32.10300827026367,40.42312240600586,44.75924301147461,51.11711120605469,,48.26560592651367,74.09800720214844,76.2480239868164,81.67784118652344,,,94.20208740234376,145.7902374267578,174.73095703125,170.00994873046875,
02-23,2.6185379028320312,,,4.207726001739502,5.407183647155762,7.5633955001831055,9.358355522155762,,19.265220642089844,16.499282836914062,18.264028549194336,18.85616683959961,,,27.37421226501465,32.287166595458984,40.2098503112793,45.421592712402344,,28.53368949890137,47.76591110229492,72.5428466796875,76.60384368896484,,,110.23709106445312,92.36881256103516,143.76980590820312,174.3984375,,
02-24,,,4.172065734863281,4.291213035583496,5.223265171051025,7.4825029373168945,,12.14568328857422,18.84354591369629,16.445182800292972,16.575994491577152,,,19.30038833618164,27.310705184936523,32.381744384765625,40.326637268066406,,,29.54587173461914,48.22462844848633,72.88381958007812,75.93456268310547,,104.29314422607422,110.5862274169922,92.7354736328125,145.02320861816406,,,200.2854156494141
02-25,,2.864367961883545,4.0520052909851065,4.324606418609618,5.1313066482543945,,,11.803553581237793,19.55512237548828,16.282896041870114,15.192355155944824,,23.79498672485352,19.27175521850586,27.91630744934082,32.625625610351555,,,51.8652229309082,28.429277420043945,48.24922180175781,73.64059448242188,,78.5330581665039,103.55472564697266,110.50566864013672,93.1571273803711,,,170.47422790527344,191.7754211425781
02-26,2.725661516189575,2.837470293045044,4.142049789428712,4.324606418609618,,,9.391192436218262,11.974620819091795,19.581472396850586,16.066518783569336,,19.619314193725586,23.78567695617676,18.83279037475586,27.88212585449219,,,44.888614654541016,52.046363830566406,27.56971740722656,49.40425491333008,,,79.18103790283203,104.58324432373048,110.29975128173828,93.68877410888672,,176.27947998046875,169.49734497070312,187.0323181152344
02-27,2.7732713222503658,2.810576915740967,4.142049789428712,,,7.543170928955077,9.456864356994627,12.008831024169922,19.660533905029297,,,19.66928482055664,23.32494735717773,19.276531219482425,27.43280792236328,,40.26568603515625,42.632545471191406,52.88111114501953,26.80657386779785,,,76.45133209228516,80.83118438720703,105.63811492919922,109.83424377441406,,146.0521697998047,172.80235290527344,171.72193908691406,183.3246154785156
02-28,2.7613682746887207,2.837470293045044,4.172065734863281,,5.204873561859131,7.5633955001831055,9.456864356994627,11.974620819091795,,,15.469082832336426,19.546628952026367,23.18532752990723,19.23358917236328,,32.75005340576172,39.69692993164063,42.6222038269043,52.51884841918945,,,74.16453552246094,76.45133209228516,81.62600708007812,105.97217559814452,,,144.8361358642578,169.55325317382812,170.38720703125,182.20046997070312
02-29,,,,,,,9.194174766540527,,,,16.050203323364258,,,,,,,,50.89657592773438,,,,76.08705139160156,,,,92.76296997070312,,,,
03-01,2.7613682746887207,2.9181582927703857,,4.274516105651856,5.24165678024292,7.5633955001831055,9.194174766540527,,,15.877180099487305,16.409954071044922,19.45123291015625,23.362173080444336,,27.750267028808594,33.611122131347656,40.85478210449219,42.886085510253906,,,50.55109786987305,72.16861724853516,75.6888656616211,81.6000747680664,,,95.85204315185548,148.20358276367188,168.4416961669922,170.28079223632812,
03-02,2.725661516189575,,4.217086315155028,4.324606418609618,5.204873561859131,7.421834945678711,,,19.739599227905273,15.823080062866213,15.801154136657715,19.57843017578125,,,27.87236022949219,33.50160598754883,40.53992080688477,42.69980239868164,,25.24011421203613,50.845985412597656,72.04389953613281,75.01111602783203,,,110.80107879638672,96.94281768798828,146.94078063964844,166.77911376953125,,189.9117126464844
03-03,,,4.172065734863281,4.324606418609618,5.149696826934815,7.361166477203369,,12.077255249023438,19.502405166625977,15.741930961608887,15.91184902191162,,,19.224040985107425,27.97491836547852,34.30295181274414,40.89033889770508,,50.98321914672852,24.85452651977539,51.12451171875,74.47223663330078,,,104.95243072509766,110.44300079345705,97.78612518310548,146.91275024414062,,,183.916259765625
03-04,,2.971949338912964,4.097024440765382,4.241118431091309,5.149696826934815,,9.391192436218262,12.14568328857422,19.89773178100586,15.93126392364502,,,25.06081962585449,18.374732971191406,28.35097503662109,34.482112884521484,,,50.6997184753418,25.15978813171387,50.845985412597656,72.62602233886719,,80.90892791748047,106.4820327758789,108.75102996826172,97.49278259277344,,,168.8492889404297,191.8641815185547
03-05,2.6661465167999268,3.0795316696166988,4.021988868713379,4.241118431091309,,,9.259848594665527,12.214117050170898,19.68689727783203,16.25584602355957,,20.30523681640625,24.43255424499512,18.331789016723636,28.595163345336914,,,42.3427734375,51.04623031616211,23.23182487487793,51.55048751831055,,74.68070983886719,83.32795715332031,107.1677017211914,109.4134750366211,,,168.2706756591797,168.6558380126953,175.95849609375
03-06,2.7018556594848637,2.9853978157043457,3.961961507797241,,,7.300491809844972,9.358355522155762,12.179899215698242,19.81866836547852,,15.69046688079834,20.05994415283203,25.32609558105469,17.9500789642334,,,40.21998596191406,42.91714859008789,49.45544815063477,22.998868942260746,,,72.46952056884766,83.30206298828125,107.6423797607422,105.87737274169922,,147.72653198242188,168.95468139648438,166.59564208984375,162.69554138183594
03-07,2.689953088760376,2.95850157737732,,,5.149696826934815,7.199378490447997,9.391192436218262,12.214117050170898,,,15.081664085388185,20.455141067504886,25.1306266784668,18.31747055053711,,34.41741943359375,40.3723258972168,42.80328369140625,49.13257217407226,,,70.86296844482422,73.02020263671875,84.01051330566406,109.33902740478516,,99.32604217529295,147.31495666503906,167.5771484375,164.7869415283203,
03-08,2.7613682746887207,2.9316048622131348,,4.357999801635741,5.24165678024292,7.239829063415527,9.456864356994627,,,16.472234725952152,15.607447624206545,20.91849136352539,25.16785430908203,,28.43889045715332,34.054073333740234,40.09303665161133,42.92749786376953,,,51.62421417236328,71.51164245605469,74.42655944824219,84.6239242553711,,,97.6394500732422,147.46463012695312,172.1088409423828,163.49082946777344,
03-09,2.725661516189575,,3.991976261138916,4.391395092010498,5.260048389434815,7.138710975646973,,,19.291576385498047,16.093557357788086,15.93952465057373,20.441516876220703,,,27.935853958129886,33.421974182128906,39.80357360839844,43.50185012817383,,22.38031578063965,51.87815475463867,70.93779754638672,74.74002075195312,,,106.00271606445312,98.29027557373048,146.19248962402344,177.25802612304688,,144.4429473876953
03-10,,,3.9319477081298833,4.341304302215576,5.37039852142334,7.158936023712157,,12.282533645629885,19.81866836547852,15.958318710327148,15.718138694763185,,,17.978696823120114,27.08604431152344,33.974437713623054,40.11842727661133,,47.79382705688477,24.07530975341797,52.27954864501953,70.03965759277344,,,108.31929779052734,104.6061782836914,97.77693176269531,147.1559295654297,,,157.84396362304688
03-11,,2.8509202003479004,3.8118855953216553,4.374701023101807,5.407183647155762,,9.555375099182127,12.556244850158693,20.293046951293945,16.120613098144528,,,25.251628875732425,17.458620071411133,26.661148071289066,33.864952087402344,,,50.06183624267578,24.29220771789551,52.17305374145508,71.01265716552734,,84.60661315917969,106.1479721069336,105.31340789794922,99.36271667480469,,,166.4505615234375,145.60653686523438
03-12,2.725661516189575,2.743336677551269,3.916937112808228,4.274516105651856,,,9.949417114257812,12.453606605529785,20.662010192871094,15.768985748291016,,20.332494735717773,25.42381858825684,17.396587371826172,27.393733978271484,,,43.27417755126953,49.920082092285156,24.89468193054199,52.10751724243164,,75.51095581054688,83.84635162353516,104.87332153320312,106.00271606445312,,,173.24887084960938,165.44464111328125,128.5865478515625
03-13,2.689953088760376,2.810576915740967,4.021988868713379,,,7.138710975646973,10.179265975952148,12.24832534790039,20.84649085998535,,15.49675464630127,20.03268814086914,25.1259765625,18.966384887695312,,,39.894996643066406,42.43073654174805,50.794212341308594,24.71795463562012,,,75.9938735961914,83.79451751708984,102.68444061279295,105.385009765625,,147.86683654785156,172.7738800048828,166.9341583251953,138.36860656738278
03-14,2.7494659423828125,2.810576915740967,,,5.333617210388184,7.199378490447997,10.01508617401123,12.316750526428224,,,15.026315689086914,19.58297348022461,25.070127487182614,18.828020095825195,,34.128746032714844,40.75321578979492,42.6222038269043,49.51845169067383,,,71.52826690673828,75.60417175292969,84.01912689208984,102.139404296875,,99.4177017211914,146.9033966064453,170.4937744140625,164.4193878173828,
03-15,2.7851734161376958,2.837470293045044,,4.274516105651856,5.37039852142334,7.138710975646973,9.883736610412598,,,16.012414932250973,16.160900115966793,20.03268814086914,23.73448371887207,,27.22768211364746,34.14366912841797,41.74855041503906,42.58080673217773,,,52.2959213256836,71.27877807617188,76.88343811035156,83.56124114990234,,,99.2068862915039,149.26991271972656,171.08277893066406,165.173828125,
03-16,2.8208796977996826,,4.036998271942139,4.291213035583496,5.42557430267334,7.199378490447997,,,21.004621505737305,15.958318710327148,17.821269989013672,19.383100509643555,,,27.46211814880371,33.745494842529304,41.80442810058594,42.64288330078125,,24.47696685791016,52.78742599487305,71.4533920288086,76.37511444091797,,,107.4619140625,100.77433776855469,148.01651000976562,173.58140563964844,,116.12235260009766
