,2012,2013,2014,2015,2016,2017,2018,2019,2020
01-02,,0.17503951489925385,0.23296213150024414,0.23710356652736664,,,0.3633210361003876,0.5245457887649536,0.9056666493415833
01-03,,0.17503951489925385,0.23296213150024414,,,0.2986008822917938,0.3633210361003876,0.5245457887649536,0.8857618570327759
01-04,,0.17503951489925385,,,0.31132298707962036,0.2986008822917938,0.3633210361003876,0.5245457887649536,
01-05,,,,0.23710356652736664,0.31132298707962036,0.2986008822917938,0.3633210361003876,,
01-06,,,0.23296213150024414,0.23710356652736664,0.31132298707962036,0.2986008822917938,,,0.8857618570327759
01-07,,0.17503951489925385,0.23296213150024414,0.23710356652736664,0.31132298707962036,,,0.5245457887649536,0.8857618570327759
01-08,,0.17503951489925385,0.23296213150024414,0.23710356652736664,0.31132298707962036,,0.3633210361003876,0.5245457887649536,0.8857618570327759
01-09,,0.17503951489925385,0.23296213150024414,0.23710356652736664,,0.2986008822917938,0.3633210361003876,0.5245457887649536,0.8857618570327759
01-10,,0.17503951489925385,0.23296213150024414,,,0.2986008822917938,0.3633210361003876,0.5245457887649536,0.8857618570327759
01-11,,0.17503951489925385,,,0.31132298707962036,0.2986008822917938,0.3633210361003876,0.5245457887649536,
01-12,,,,0.23710356652736664,0.31132298707962036,0.2986008822917938,0.3633210361003876,,
01-13,,,0.23296213150024414,0.23710356652736664,0.31132298707962036,0.2986008822917938,,,0.8857618570327759
01-14,,0.17503951489925385,0.23296213150024414,0.23710356652736664,0.31132298707962036,,,0.5245457887649536,0.8857618570327759
01-15,,0.17503951489925385,0.23296213150024414,0.23710356652736664,0.31132298707962036,,,0.5245457887649536,0.8857618570327759
01-16,,0.19691947102546692,0.23296213150024414,0.23710356652736664,,,0.3633210361003876,0.5245457887649536,0.8857618570327759
01-17,,0.19691947102546692,0.23296213150024414,,,0.2986008822917938,0.3633210361003876,0.5245457887649536,0.8857618570327759
01-18,,0.2187993973493576,,,,0.2986008822917938,0.3633210361003876,0.5245457887649536,
01-19,,,,,0.31132298707962036,0.2986008822917938,0.3762967884540558,,
01-20,,,,0.23710356652736664,0.31132298707962036,0.2986008822917938,,,
01-21,,,0.23296213150024414,0.23710356652736664,0.31132298707962036,,,,0.7862380743026733
01-22,,0.2187993973493576,0.23296213150024414,0.23710356652736664,0.31132298707962036,,0.3762967884540558,0.5245457887649536,0.7862380743026733
01-23,,0.2187993973493576,0.23296213150024414,0.23710356652736664,,0.2986008822917938,0.3762967884540558,0.5245457887649536,0.7862380743026733
01-24,,0.2187993973493576,0.23296213150024414,,,0.2986008822917938,0.3762967884540558,0.5245457887649536,0.7862380743026733
01-25,,0.2187993973493576,,,0.31132298707962036,0.2986008822917938,0.3762967884540558,0.5245457887649536,
01-26,,,,0.23710356652736664,0.31132298707962036,0.2986008822917938,0.3762967884540558,,
01-27,,,0.23296213150024414,0.23710356652736664,0.31132298707962036,0.2986008822917938,,,0.7862380743026733
01-28,,0.2187993973493576,0.23296213150024414,0.23710356652736664,0.31132298707962036,,,0.5245457887649536,0.7862380743026733
01-29,,0.2187993973493576,0.23296213150024414,0.23710356652736664,0.31132298707962036,,0.3762967884540558,0.5245457887649536,0.7862380743026733
