,2013,2014,2015,2016,2017,2018,2019,2020
01-02,,2.2960000038146973,0.2544000148773193,,,0.1420000046491623,0.048900000751018524,0.019050000235438347
01-03,,2.1600000858306885,,,0.03999999910593033,0.15299999713897705,0.04800000041723251,0.019050000235438347
01-04,,,,0.029999999329447743,0.03999999910593033,0.14000000059604645,0.03999999910593033,
01-05,,,0.239999994635582,0.029999999329447743,0.06120000034570694,0.16329999268054962,,
01-06,,2.1199998855590816,0.239999994635582,0.029999999329447743,0.07670000195503235,,,0.019050000235438347
01-07,,2.1600000858306885,0.239999994635582,0.029999999329447743,,,0.03999999910593033,0.013399999588727951
01-08,,2.1600000858306885,0.2863999903202057,0.029999999329447743,,0.164000004529953,0.035999998450279236,0.014600000344216825
01-09,,2.0799999237060547,0.2879999876022339,,0.0706000030040741,0.1745000034570694,0.035999998450279236,0.014600000344216825
01-10,,2.0,,,0.0706000030040741,0.16500000655651093,0.04650000110268593,0.019999999552965164
01-11,,,,0.029999999329447743,0.09600000083446504,0.16539999842643738,0.04600000008940697,
01-12,,,0.2879999876022339,0.029999999329447743,0.09000000357627869,0.2303999960422516,,
01-13,,1.9600000381469729,0.2879999876022339,0.029999999329447743,0.08269999921321869,,,0.020999999716877937
01-14,,2.0,0.2168000042438507,0.029999999329447743,,,0.04030000045895577,0.020099999383091927
01-15,,1.9279999732971191,0.2168000042438507,0.029999999329447743,,,0.04030000045895577,0.019999999552965164
01-16,,1.8960000276565552,0.2840000092983246,,,0.20309999585151672,0.04030000045895577,0.017500000074505806
01-17,,1.9520000219345093,,,0.08269999921321869,0.19859999418258667,0.03999999910593033,0.017500000074505806
01-18,,,,,0.08250000327825546,0.1899999976158142,0.03999999910593033,
01-19,,,,0.029999999329447743,0.06800000369548798,0.19380000233650208,,
01-20,,,0.31119999289512634,0.029999999329447743,0.06800000369548798,,,
01-21,,2.098400115966797,0.31119999289512634,0.029999999329447743,,,,0.017500000074505806
01-22,,2.0631999969482417,0.20000000298023224,0.04419999942183495,,0.20329999923706052,0.03500000014901161,0.017500000074505806
01-23,,2.0,0.239999994635582,,0.06800000369548798,0.17170000076293945,0.04610000178217888,0.02174999937415123
01-24,,2.044800043106079,,,0.06800000369548798,0.17790000140666962,0.043699998408555984,0.018899999558925632
01-25,,,,0.04419999942183495,0.06800000369548798,0.1665000021457672,0.03999999910593033,
01-26,,,0.20000000298023224,0.030500000342726707,0.06800000369548798,0.18000000715255735,,
01-27,,2.032000064849853,0.239999994635582,0.030500000342726707,0.06800000369548798,,,0.018899999558925632
01-28,,1.919999957084656,0.239999994635582,0.030500000342726707,,,0.03999999910593033,0.01549999974668026
01-29,,1.9600000381469729,0.239999994635582,0.030500000342726707,,0.1793999969959259,0.03999999910593033,0.018899999558925632
01-30,,1.8104000091552732,0.239999994635582,,0.06800000369548798,0.17239999771118164,0.03999999910593033,0.019579999148845676
01-31,,2.0,,,0.06800000369548798,0.17649999260902405,0.03999999910593033,0.019750000908970836
02-01,,,,0.030500000342726707,0.059999998658895486,0.17800000309944153,0.03999999910593033,
02-02,,,0.239999994635582,0.030500000342726707,0.059999998658895486,0.15809999406337738,,
02-03,,1.968000054359436,0.2544000148773193,0.030500000342726707,0.059999998658895486,,,0.01549999974668026
02-04,,1.968000054359436,0.2240000069141388,0.030500000342726707,,,0.04193999990820885,0.01549999974668026
02-05,,1.919999957084656,0.2240000069141388,0.030500000342726707,,0.14319999516010284,0.04193999990820885,0.016000000759959217
02-06,,1.7280000448226929,0.2240000069141388,,0.07000000029802322,0.1598999947309494,0.04193999990820885,0.019999999552965164
02-07,,1.7288000583648682,,,0.09700000286102296,0.1598999947309494,0.0397999994456768,0.024000000208616257
02-08,,,,0.052000001072883606,0.09700000286102296,0.16779999434947968,0.045400001108646386,
02-09,,,0.2391999959945679,0.052000001072883606,0.0949999988079071,0.14869999885559082,,
02-10,,1.815999984741211,0.2391999959945679,0.049699999392032616,0.10450000315904616,,,0.019999999552965164
02-11,,1.7200000286102295,0.2231999933719635,0.049699999392032616,,,0.045400001108646386,0.01899999938905239
02-12,,1.7599999904632568,0.2391999959945679,0.049699999392032616,,0.15279999375343326,0.045400001108646386,0.018500000238418583
02-13,,1.7680000066757202,0.2391999959945679,,0.11299999803304672,0.15279999375343326,0.04039999842643738,0.017249999567866325
02-14,,1.7599999904632568,,,0.10750000178813934,0.14589999616146088,0.0364999994635582,0.016000000759959217
02-15,,,,,0.119999997317791,0.14000000059604645,0.04259999841451645,
02-16,,,,0.049699999392032616,0.119999997317791,0.1363999992609024,,
02-17,,,0.2391999959945679,0.049699999392032616,0.11599999666213988,,,
02-18,,1.6799999475479126,0.2391999959945679,0.049699999392032616,,,,0.016000000759959217
02-19,,1.7999999523162842,0.2391999959945679,0.049699999392032616,,,0.03999999910593033,0.016000000759959217
02-20,,1.6008000373840332,0.2391999959945679,,,0.14000000059604645,0.0430000014603138,0.016000000759959217
02-21,,1.8176000118255613,,,0.11400000005960464,0.1430000066757202,0.0430000014603138,0.016000000759959217
02-22,,,,0.04100000113248825,0.11400000005960464,0.1430000066757202,0.034299999475479126,
02-23,,,0.2391999959945679,0.04100000113248825,0.11400000005960464,0.1404999941587448,,
02-24,,1.871999979019165,0.2391999959945679,0.04100000113248825,0.119999997317791,,,0.017000000923871994
02-25,,1.9119999408721924,0.2391999959945679,0.04100000113248825,,,0.034299999475479126,0.017000000923871994
02-26,,1.8904000520706177,0.2391999959945679,0.04100000113248825,,0.13600000739097595,0.046999998390674584,0.016000000759959217
02-27,,1.7519999742507937,0.2391999959945679,,0.14900000393390656,0.10999999940395357,0.046999998390674584,0.016000000759959217
02-28,,1.8575999736785889,,,0.14900000393390656,0.10999999940395357,0.046999998390674584,0.01119999960064888
02-29,,,,0.04100000113248825,,,,
03-01,,,,0.05000000074505806,0.1599999964237213,0.11500000208616255,0.046999998390674584,
03-02,,,0.1395999938249588,0.05000000074505806,0.1599999964237213,0.1143999993801117,,0.011300000362098215
03-03,,2.0480000972747803,0.1395999938249588,0.05000000074505806,0.1816000044345856,,,0.011300000362098215
03-04,,2.359999895095825,0.1395999938249588,0.03999999910593033,,,0.046999998390674584,0.014999999664723871
03-05,,2.200000047683716,0.1395999938249588,,,0.11180000007152556,0.046999998390674584,0.014999999664723871
03-06,,2.1600000858306885,0.1395999938249588,,0.1816000044345856,0.11649999767541885,0.046999998390674584,0.01720000058412552
03-07,,2.1600000858306885,,0.03999999910593033,0.1816000044345856,0.1031000018119812,0.046999998390674584,
03-08,,,,0.03999999910593033,0.15000000596046448,0.11209999769926073,0.046999998390674584,
03-09,,,0.1395999938249588,0.03999999910593033,0.156700000166893,0.1111999973654747,,0.016899999231100082
03-10,,2.1519999504089355,0.12240000069141388,0.03060000017285347,0.15530000627040866,,,0.016899999231100082
03-11,,2.095999956130981,0.12240000069141388,0.03060000017285347,,,0.03999999910593033,0.01575000025331974
03-12,,2.095999956130981,0.10620000213384627,,,0.10909999907016754,0.03999999910593033,0.011500000022351742
03-13,,2.0,0.10620000213384627,,0.1770000010728836,0.11299999803304672,0.03999999910593033,0.016249999403953552
03-14,,1.9256000518798828,,0.03060000017285347,0.15399999916553495,0.1137000024318695,0.03999999910593033,
03-15,,,,0.03060000017285347,0.15320000052452087,0.1137000024318695,0.032999999821186066,
03-16,,,0.09000000357627869,0.03060000017285347,0.15320000052452087,0.11590000241994858,,0.016310000792145733
03-17,,2.1440000534057617,0.09000000357627869,0.03999999910593033,0.14100000262260434,,,0.016310000792145733
03-18,,1.9919999837875368,0.09000000357627869,0.029999999329447743,,,0.037000000476837165,0.011500000022351742
03-19,,1.9919999837875368,0.09000000357627869,,,0.11590000241994858,0.037000000476837165,0.011500000022351742
03-20,,2.1600000858306885,0.09000000357627869,,0.14100000262260434,0.10599999874830246,0.037000000476837165,0.011500000022351742
03-21,,2.089600086212158,,0.03999999910593033,0.14180000126361847,0.10599999874830246,0.037000000476837165,
03-22,,,,0.03999999910593033,0.14180000126361847,0.10999999940395357,0.04360000044107437,
03-23,,,0.09000000357627869,0.029999999329447743,0.14180000126361847,0.10999999940395357,,0.011500000022351742
03-24,,2.0799999237060547,0.09000000357627869,0.03999999910593033,0.14180000126361847,,,0.011500000022351742
03-25,,2.1760001182556152,0.119999997317791,,,,0.04360000044107437,0.011500000022351742
03-26,,2.1600000858306885,0.119999997317791,,,0.10999999940395357,0.04360000044107437,0.011500000022351742
03-27,,2.1919999122619633,0.119999997317791,,0.1770000010728836,0.10999999940395357,0.04360000044107437,0.011500000022351742
03-28,,2.0,,0.03999999910593033,0.1850000023841858,0.10000000149011612,0.04600000008940697,
03-29,,,,0.029999999329447743,0.2045000046491623,0.09799999743700027,0.04600000008940697,
03-30,,,0.119999997317791,0.029999999329447743,0.1860000044107437,,,0.010999999940395357
03-31,,2.1080000400543213,0.09860000014305116,0.029999999329447743,0.19099999964237213,,,0.010999999940395357
04-01,,2.015199899673462,0.09860000014305116,0.029999999329447743,,,0.029999999329447743,0.010999999940395357
04-02,,1.704800009727478,0.09860000014305116,,,0.10260000079870224,0.029999999329447743,0.014499999582767488
04-03,,1.5279999971389768,,,0.17499999701976776,0.090659998357296,0.029999999329447743,0.016499999910593033
04-04,,1.784000039100647,,0.029999999329447743,0.17170000076293945,0.08399999886751175,0.042399998754262924,
04-05,,,,0.029999999329447743,0.1379999965429306,0.08739999681711197,0.029330000281333923,
04-06,,,0.09860000014305116,0.031599998474121094,0.12999999523162842,0.09582000225782394,,0.019999999552965164
