,2013,2014,2015,2016,2017,2018,2019,2020
01-02,,0.00014599392306990921,9.374396177008748e-05,,,2.320922613143921,3.380000114440918,1.6699999570846558
01-03,,0.00014578575792256743,,,0.5358999967575073,2.3150618076324463,3.1500000953674316,1.6699999570846558
01-04,,,,0.0465720035135746,0.5131924152374268,2.373671054840088,3.1500000953674316,
01-05,,,9.200152271660045e-05,0.04643893614411354,0.5279523730278015,2.402975559234619,,
01-06,,0.00014363475202117115,9.278560901293531e-05,0.04803568497300148,0.5279523730278015,,,1.659999966621399
01-07,,0.0001429408584954217,9.017194679472595e-05,0.04643893614411354,,,3.200000047683716,1.6200000047683716
01-08,,0.00014238573203328997,8.912647172110155e-05,0.04737037420272827,,2.402975559234619,3.2300000190734863,1.6200000047683716
01-09,,0.00014085916336625814,8.895221981219947e-05,,0.5256815552711487,2.3443663120269775,3.299999952316284,1.6100000143051147
01-10,,0.0001412061246810481,,,0.5109215974807739,2.3443663120269775,3.390000104904175,1.6699999570846558
01-11,,,,0.0465720035135746,0.4904848039150238,2.402975559234619,3.390000104904175,
01-12,,,8.773250738158822e-05,0.0465720035135746,0.49956783652305603,2.3443663120269775,,
01-13,,0.00013794485130347311,8.71226511662826e-05,0.04524136707186699,0.4893493950366974,,,1.5299999713897705
01-14,,0.0001412061246810481,8.860373782226816e-05,0.04617281258106232,,,3.299999952316284,1.6799999475479126
01-15,,0.00014210815425030887,8.851660822983831e-05,0.044176869094371796,,,3.25,1.5199999809265137
01-16,,0.0001429408584954217,9.08689180505462e-05,,,2.402975559234619,3.240000009536743,1.5199999809265137
01-17,,0.00014224692131392658,,,0.49956783652305603,2.4322803020477295,3.240000009536743,1.5199999809265137
01-18,,,,,0.5279523730278015,2.4146971702575684,3.059999942779541,
01-19,,,,0.04550749808549881,0.5165985822677612,2.3502275943756104,,
01-20,,,9.365685400553048e-05,0.04550749808549881,0.497297078371048,,,
01-21,,0.00014196937263477594,9.339547978015617e-05,0.045906685292720795,,,,1.5199999809265137
