,2014,2015,2016,2017,2018,2019,2020
12-08,10.0,0.44999998807907104,8.949999809265137,7.090000152587891,,,
12-09,10.0,0.44999998807907104,7.960000038146973,,,0.4300000071525574,
12-10,10.0,0.44999998807907104,,,0.9100000262260437,0.38999998569488525,
12-11,10.0,0.44999998807907104,,6.900000095367432,0.9350000023841858,0.4230000078678131,
12-12,10.0,,7.170000076293945,7.010000228881836,0.9200000166893005,0.4050000011920929,
12-13,,,7.809999942779541,7.079999923706055,0.8999999761581421,0.4300000071525574,
12-14,,1.2599999904632568,8.479999542236328,7.0,0.9200000166893005,,
12-15,10.0,0.44999998807907104,8.989999771118164,7.199999809265137,,,
12-16,10.0,0.44999998807907104,8.199999809265137,,,0.4000000059604645,
12-17,10.0,0.44999998807907104,,,0.8799999952316284,0.38999998569488525,
12-18,10.0,0.44999998807907104,,7.119999885559082,0.7099999785423279,0.40400001406669617,
12-19,10.0,,8.239999771118164,7.139999866485596,0.7200000286102295,0.38600000739097595,
12-20,,,7.849999904632568,7.130000114440918,0.5799999833106995,0.4000000059604645,
12-21,,0.6000000238418579,7.800000190734863,7.130000114440918,0.5199999809265137,,
12-22,10.0,0.6000000238418579,7.25,7.150000095367432,,,
12-23,10.0,0.6000000238418579,7.769999980926514,,,0.3619999885559082,
12-24,10.0,0.6000000238418579,,,0.5320000052452087,0.38999998569488525,
12-26,10.0,,,7.230000019073486,0.5899999737739563,0.3720000088214874,
12-27,,,8.0,7.900000095367432,0.6700000166893005,0.3799999952316284,
12-28,,0.6000000238418579,8.270000457763672,8.920000076293945,0.8899999856948853,,
12-29,10.0,0.6000000238418579,8.479999542236328,9.25,,,
12-30,10.0,0.30000001192092896,8.699999809265137,,,0.35100001096725464,
12-31,10.0,0.30000001192092896,,,0.75,0.36500000953674316,
