,2012,2013,2014,2015,2016,2017,2018,2019,2020
01-02,,35.722312927246094,53.04854965209961,52.49391555786133,,,76.31945037841797,57.1881103515625,69.39814758300781
01-03,,35.722312927246094,53.04854965209961,,,44.78048324584961,76.31945037841797,57.1881103515625,69.39814758300781
01-04,,35.722312927246094,,,48.18308639526367,44.78048324584961,76.31945037841797,57.1881103515625,
01-05,,,,52.49391555786133,48.18308639526367,44.78048324584961,76.31945037841797,,
01-06,,,53.76375961303711,52.49391555786133,48.18308639526367,44.78048324584961,,,69.39814758300781
01-07,,35.722312927246094,52.201812744140625,49.749549865722656,48.18308639526367,,,57.1881103515625,69.39814758300781
01-08,,35.722312927246094,52.99922561645508,49.749549865722656,48.18308639526367,,76.31945037841797,57.1881103515625,69.39814758300781
01-09,,35.722312927246094,52.99922561645508,49.749549865722656,,44.78048324584961,76.31945037841797,57.1881103515625,69.39814758300781
01-10,,35.722312927246094,52.99922561645508,,,44.78048324584961,76.31945037841797,57.1881103515625,69.39814758300781
01-11,,35.722312927246094,,,48.18308639526367,44.78048324584961,76.31945037841797,57.1881103515625,
01-12,,,,49.749549865722656,48.18308639526367,44.78048324584961,76.31945037841797,,
01-13,,,55.3010368347168,49.749549865722656,48.18308639526367,44.78048324584961,,,69.39814758300781
01-14,,35.722312927246094,55.3010368347168,49.749549865722656,48.18308639526367,,,57.1881103515625,69.39814758300781
01-15,,35.722312927246094,55.4654541015625,49.749549865722656,48.18308639526367,,,57.1881103515625,69.39814758300781
01-16,,35.722312927246094,54.66804504394531,50.81989288330078,,,76.31945037841797,57.1881103515625,69.49905395507812
01-17,,35.722312927246094,54.66804504394531,,,44.78048324584961,76.31945037841797,57.1881103515625,69.49905395507812
01-18,,35.722312927246094,,,,44.78048324584961,76.31945037841797,57.1881103515625,
01-19,,,,,48.18308639526367,44.78048324584961,76.31945037841797,,
01-20,,,,51.39360046386719,48.18308639526367,44.78048324584961,,,
01-21,,,54.41320037841797,51.39360046386719,48.18308639526367,,,,69.49905395507812
01-22,,35.722312927246094,54.41320037841797,51.39360046386719,48.18308639526367,,76.31945037841797,57.1881103515625,69.49905395507812
01-23,,35.722312927246094,53.1472053527832,51.39360046386719,,44.78048324584961,76.31945037841797,57.1881103515625,69.49905395507812
01-24,,35.722312927246094,52.71150588989258,,,44.78048324584961,76.31945037841797,57.1881103515625,68.872314453125
01-25,,35.722312927246094,,,48.18308639526367,44.78048324584961,76.31945037841797,57.1881103515625,
01-26,,,,51.39360046386719,48.18308639526367,44.78048324584961,76.31945037841797,,
01-27,,,50.89471435546875,51.39360046386719,48.18308639526367,44.78048324584961,,,68.872314453125
01-28,,35.722312927246094,52.19359588623047,51.39360046386719,48.18308639526367,,,57.1881103515625,68.872314453125
01-29,,35.722312927246094,52.19359588623047,51.39360046386719,45.628055572509766,,76.31945037841797,61.99092102050781,68.872314453125
01-30,,35.722312927246094,52.19359588623047,51.39360046386719,,44.78048324584961,76.31945037841797,61.99092102050781,68.872314453125
01-31,,35.722312927246094,52.68684005737305,,,44.78048324584961,83.38428497314453,61.99092102050781,68.872314453125
02-01,,35.722312927246094,,,45.628055572509766,44.78048324584961,83.38428497314453,61.99092102050781,
02-02,,,,51.39360046386719,45.628055572509766,44.78048324584961,83.38428497314453,,
02-03,,,52.52242660522461,51.39360046386719,45.628055572509766,44.78048324584961,,,68.872314453125
02-04,,35.722312927246094,52.52242660522461,51.39360046386719,45.628055572509766,,,61.99092102050781,68.872314453125
02-05,,35.722312927246094,52.94990539550781,51.39360046386719,45.628055572509766,,83.38428497314453,61.99092102050781,68.872314453125
02-06,,35.722312927246094,52.94990539550781,51.39360046386719,,44.78048324584961,83.38428497314453,61.99092102050781,68.872314453125
02-07,,35.722312927246094,54.265228271484375,,,44.78048324584961,83.38428497314453,61.99092102050781,68.872314453125
02-08,,35.722312927246094,,,45.628055572509766,44.78048324584961,83.38428497314453,61.99092102050781,
02-09,,,,51.39360046386719,45.628055572509766,44.78048324584961,83.38428497314453,,
02-10,,,54.01860809326172,51.39360046386719,45.628055572509766,44.78048324584961,,,68.872314453125
02-11,,35.722312927246094,55.11196517944336,51.39360046386719,45.628055572509766,,,61.99092102050781,68.872314453125
02-12,,35.722312927246094,56.715003967285156,51.39360046386719,45.628055572509766,,83.38428497314453,61.99092102050781,68.872314453125
02-13,,35.722312927246094,56.4437255859375,51.39360046386719,,44.78048324584961,83.38428497314453,61.99092102050781,68.872314453125
02-14,,35.722312927246094,56.641029357910156,,,44.78048324584961,83.38428497314453,61.99092102050781,68.872314453125
02-15,,35.722312927246094,,,,44.78048324584961,83.38428497314453,61.99092102050781,
02-16,,,,,45.628055572509766,44.78048324584961,83.38428497314453,,
02-17,,,,51.39360046386719,45.628055572509766,44.78048324584961,,,
02-18,,,56.4437255859375,51.39360046386719,45.628055572509766,,,,68.872314453125
02-19,,35.722312927246094,57.701507568359375,51.39360046386719,45.628055572509766,,,61.99092102050781,68.872314453125
02-20,,35.722312927246094,57.00273513793945,51.39360046386719,,,83.38428497314453,61.99092102050781,68.872314453125
02-21,,35.722312927246094,57.00273513793945,,,44.78048324584961,83.38428497314453,61.99092102050781,68.872314453125
02-22,,35.722312927246094,,,45.628055572509766,44.78048324584961,83.38428497314453,61.99092102050781,
02-23,,,,51.39360046386719,45.628055572509766,44.78048324584961,83.38428497314453,,
02-24,,,57.800148010253906,51.39360046386719,45.628055572509766,44.78048324584961,,,68.872314453125
02-25,,35.722312927246094,57.7343864440918,51.39360046386719,45.628055572509766,,,61.99092102050781,68.872314453125
02-26,,35.722312927246094,57.01095199584961,51.39360046386719,45.628055572509766,,83.38428497314453,61.99092102050781,68.872314453125
02-27,,35.722312927246094,57.01095199584961,51.39360046386719,,44.78048324584961,83.38428497314453,61.99092102050781,68.872314453125
02-28,,35.722312927246094,57.89879608154297,,,44.78048324584961,83.38428497314453,61.99092102050781,68.872314453125
02-29,,,,,45.628055572509766,,,,
03-01,,35.722312927246094,,,45.628055572509766,44.78048324584961,83.38428497314453,61.99092102050781,
03-02,,,,51.39360046386719,45.628055572509766,44.78048324584961,83.38428497314453,,68.872314453125
03-03,,,55.84360885620117,51.39360046386719,45.628055572509766,44.78048324584961,,,68.872314453125
03-04,,35.722312927246094,57.15070724487305,51.39360046386719,45.628055572509766,,,61.99092102050781,68.872314453125
03-05,,35.722312927246094,56.27108383178711,51.39360046386719,,,83.38428497314453,61.99092102050781,68.872314453125
03-06,,35.722312927246094,53.99393844604492,51.39360046386719,,44.78048324584961,83.38428497314453,61.99092102050781,68.872314453125
03-07,,35.722312927246094,53.80485916137695,,45.628055572509766,44.78048324584961,83.38428497314453,61.99092102050781,
03-08,,35.722312927246094,,,45.628055572509766,44.78048324584961,83.38428497314453,61.99092102050781,
03-09,,,,51.39360046386719,45.628055572509766,44.78048324584961,83.38428497314453,,68.872314453125
03-10,,,53.07321548461914,51.39360046386719,45.628055572509766,44.78048324584961,,,68.872314453125
03-11,,35.722312927246094,53.07321548461914,50.26332092285156,45.628055572509766,,,61.99092102050781,68.872314453125
03-12,,35.722312927246094,52.242916107177734,50.26332092285156,,,83.38428497314453,61.99092102050781,68.872314453125
03-13,,35.722312927246094,52.90057373046875,50.26332092285156,,44.78048324584961,83.38428497314453,61.99092102050781,68.872314453125
03-14,,35.722312927246094,52.90057373046875,,45.628055572509766,44.78048324584961,83.38428497314453,61.99092102050781,
03-15,,35.722312927246094,,,45.628055572509766,44.78048324584961,83.38428497314453,61.99092102050781,
03-16,,,,50.26332092285156,45.628055572509766,44.78048324584961,83.38428497314453,,68.872314453125
03-17,,,52.76905059814453,50.26332092285156,45.628055572509766,44.78048324584961,,,68.872314453125
03-18,,35.722312927246094,52.966346740722656,50.26332092285156,45.628055572509766,,,61.99092102050781,68.872314453125
03-19,,35.722312927246094,52.56352615356445,50.26332092285156,,,79.42412567138672,61.99092102050781,68.872314453125
03-20,,35.722312927246094,51.83188247680664,50.26332092285156,,44.78048324584961,79.42412567138672,61.99092102050781,66.3595962524414
03-21,,35.722312927246094,52.0045166015625,,45.628055572509766,44.78048324584961,79.42412567138672,61.99092102050781,
03-22,,35.722312927246094,,,45.628055572509766,44.78048324584961,79.42412567138672,61.99092102050781,
03-23,,,,51.24803161621094,45.628055572509766,44.78048324584961,79.42412567138672,,66.3595962524414
03-24,,,52.0045166015625,51.24803161621094,45.628055572509766,44.78048324584961,,,66.3595962524414
03-25,,35.722312927246094,51.133121490478516,51.24803161621094,,,,61.99092102050781,66.3595962524414
03-26,,35.722312927246094,51.5770378112793,51.24803161621094,,,79.42412567138672,61.99092102050781,66.3595962524414
03-27,,35.722312927246094,52.514198303222656,51.24803161621094,,44.78048324584961,79.42412567138672,61.99092102050781,66.3595962524414
03-28,,35.722312927246094,53.00745391845703,,45.628055572509766,44.78048324584961,79.42412567138672,61.99092102050781,
03-29,,,,,45.628055572509766,44.78048324584961,79.42412567138672,61.99092102050781,
03-30,,,,51.24803161621094,45.628055572509766,44.78048324584961,,,66.3595962524414
03-31,,,53.17186737060547,51.24803161621094,45.628055572509766,44.78048324584961,,,66.3595962524414
04-01,,35.722312927246094,53.138980865478516,51.24803161621094,45.628055572509766,,,61.99092102050781,66.3595962524414
04-02,,35.722312927246094,53.138980865478516,52.19422149658203,,,79.42412567138672,61.99092102050781,66.3595962524414
04-03,,35.722312927246094,53.9610595703125,,,44.78048324584961,79.42412567138672,61.99092102050781,66.3595962524414
04-04,,35.722312927246094,52.99922561645508,,45.628055572509766,44.78048324584961,79.42412567138672,61.99092102050781,
04-05,,35.722312927246094,,,45.628055572509766,44.78048324584961,79.42412567138672,61.99092102050781,
04-06,,,,52.19422149658203,45.628055572509766,44.78048324584961,79.42412567138672,,66.3595962524414
