,2013,2014,2015,2016,2017,2018,2019,2020
01-02,,1.350000023841858,0.02500000037252903,,,0.022500000894069668,0.006000000052154064,0.010449999943375587
01-03,,1.4900000095367432,,,0.004999999888241291,0.022500000894069668,0.006000000052154064,0.007849999703466892
01-04,,,,0.023499999195337296,0.004999999888241291,0.022500000894069668,0.006000000052154064,
01-05,,,0.02500000037252903,0.023499999195337296,0.004999999888241291,0.022500000894069668,,
01-06,,1.559999942779541,0.02500000037252903,0.023499999195337296,0.004999999888241291,,,0.007849999703466892
01-07,,1.5700000524520874,0.02500000037252903,0.023499999195337296,,,0.006000000052154064,0.007199999876320362
01-08,,1.6000000238418581,0.02500000037252903,0.023499999195337296,,0.021020000800490383,0.006000000052154064,0.0071000000461936
01-09,,1.6499999761581419,0.02500000037252903,,0.004999999888241291,0.021020000800490383,0.006000000052154064,0.007199999876320362
01-10,,1.6200000047683716,,,0.004999999888241291,0.021020000800490383,0.006000000052154064,0.0054999999701976785
01-11,,,,0.023499999195337296,0.004999999888241291,0.021020000800490383,0.006000000052154064,
01-12,,,0.02500000037252903,0.023499999195337296,0.004999999888241291,0.021020000800490383,,
01-13,,1.690000057220459,0.02500000037252903,0.023499999195337296,0.004999999888241291,,,0.0052999998442828655
01-14,,1.6200000047683716,0.02500000037252903,0.023499999195337296,,,0.006000000052154064,0.00570000009611249
01-15,,1.5900000333786009,0.02500000037252903,0.023499999195337296,,,0.006000000052154064,0.005100000184029341
01-16,,1.7300000190734863,0.02500000037252903,,,0.021020000800490383,0.006000000052154064,0.004900000058114529
01-17,,1.7899999618530271,,,0.004999999888241291,0.021020000800490383,0.006000000052154064,0.005100000184029341
01-18,,,,,0.005100000184029341,0.021020000800490383,0.006000000052154064,
01-19,,,,0.023499999195337296,0.005100000184029341,0.021020000800490383,,
01-20,,,0.02500000037252903,0.024700000882148743,0.005100000184029341,,,
01-21,,1.7100000381469729,0.02500000037252903,0.024700000882148743,,,,0.00430000014603138
01-22,,1.75,0.02500000037252903,0.024700000882148743,,0.021020000800490383,0.006000000052154064,0.0044999998062849045
01-23,,1.7799999713897705,0.02500000037252903,,0.005100000184029341,0.021020000800490383,0.006000000052154064,0.0037000000011175867
01-24,,1.7999999523162842,,,0.005100000184029341,0.021020000800490383,0.006000000052154064,0.0038300000596791506
01-25,,,,0.024700000882148743,0.004999999888241291,0.021020000800490383,0.006000000052154064,
01-26,,,0.02500000037252903,0.024700000882148743,0.004999999888241291,0.021020000800490383,,
01-27,,1.7999999523162842,0.02500000037252903,0.024700000882148743,0.004999999888241291,,,0.004999999888241291
01-28,,1.9299999475479128,0.02500000037252903,0.024769999086856842,,,0.006000000052154064,0.00419999985024333
01-29,,1.9299999475479128,0.02500000037252903,0.024769999086856842,,0.021020000800490383,0.006000000052154064,0.003800000064074993
