,2015,2016,2017,2018,2019,2020
01-02,,,,1.2000000476837158,0.9300000071525574,1.0075000524520874
01-03,,,0.6000000238418579,1.2000000476837158,0.9300000071525574,1.0075000524520874
01-04,,1.4500000476837158,0.6000000238418579,1.2000000476837158,0.9300000071525574,
01-05,,1.4500000476837158,0.6000000238418579,1.2000000476837158,,
01-06,,1.25,0.6000000238418579,,,1.0149999856948853
01-07,,1.0,,,0.9300000071525574,1.0149999856948853
01-08,,1.0,,1.2000000476837158,0.9300000071525574,1.0149999856948853
01-09,,,0.6000000238418579,1.3700000047683716,0.9300000071525574,1.0149999856948853
01-10,,,0.6000000238418579,1.3700000047683716,0.9300000071525574,1.0149999856948853
01-11,,1.350000023841858,0.6000000238418579,1.2999999523162842,0.9300000071525574,
01-12,,1.2999999523162842,0.6000000238418579,1.2999999523162842,,
01-13,,1.2999999523162842,0.6000000238418579,,,1.0149999856948853
01-14,,1.0,,,0.9300000071525574,1.0149999856948853
01-15,,1.340000033378601,,,0.9300000071525574,1.0149999856948853
01-16,,,,1.2999999523162842,0.9300000071525574,1.0149999856948853
01-17,,,0.6000000238418579,1.2999999523162842,0.9300000071525574,1.0149999856948853
01-18,,,1.0299999713897705,1.2999999523162842,0.9300000071525574,
01-19,,1.0,1.0299999713897705,1.2999999523162842,,
01-20,,1.0,1.0299999713897705,,,
01-21,,1.350000023841858,,,,1.0149999856948853
01-22,,1.3300000429153442,,1.2999999523162842,0.9300000071525574,1.0149999856948853
01-23,,,1.0299999713897705,1.2999999523162842,0.9300000071525574,1.0149999856948853
01-24,,,1.0299999713897705,1.2999999523162842,0.9300000071525574,1.0149999856948853
01-25,,1.350000023841858,1.0299999713897705,1.2999999523162842,0.9300000071525574,
01-26,,1.0,1.0299999713897705,1.2999999523162842,,
01-27,,1.0,1.0299999713897705,,,1.0149999856948853
01-28,,1.0,,,0.9300000071525574,1.0149999856948853
01-29,,1.0,,1.2999999523162842,0.5,1.0149999856948853
01-30,,,1.0299999713897705,1.2999999523162842,0.5,1.0149999856948853
01-31,,,1.0299999713897705,1.2999999523162842,0.5,1.0149999856948853
02-01,,1.0,1.0299999713897705,1.2999999523162842,0.5,
02-02,,1.0,1.0299999713897705,1.2999999523162842,,
02-03,,1.0,1.0299999713897705,,,1.0149999856948853
02-04,,1.350000023841858,,,0.5,1.0149999856948853
02-05,,1.350000023841858,,1.2999999523162842,0.5,1.0149999856948853
02-06,,,1.0299999713897705,1.2999999523162842,0.5,1.0149999856948853
02-07,,,1.0299999713897705,1.2999999523162842,0.5,1.0149999856948853
02-08,,1.2999999523162842,1.0299999713897705,1.2999999523162842,0.5,
02-09,1.909999966621399,1.2999999523162842,1.0299999713897705,1.2999999523162842,,
02-10,1.8799999952316284,1.2999999523162842,1.0299999713897705,,,0.800000011920929
02-11,1.8799999952316284,1.2999999523162842,,,0.5,0.800000011920929
02-12,1.8600000143051147,1.2999999523162842,,1.2999999523162842,0.5,0.800000011920929
02-13,1.8600000143051147,,1.0299999713897705,1.2999999523162842,0.5,0.800000011920929
02-14,,,1.0299999713897705,1.2999999523162842,0.5,0.800000011920929
02-15,,,1.0299999713897705,1.2999999523162842,0.5,
02-16,,1.340000033378601,1.0299999713897705,1.2999999523162842,,
02-17,1.8700000047683716,1.3300000429153442,1.0299999713897705,,,
02-18,1.8700000047683716,1.3300000429153442,,,,0.800000011920929
02-19,1.8700000047683716,1.3600000143051147,,,0.5,0.800000011920929
02-20,1.8700000047683716,,,1.2999999523162842,0.5,0.800000011920929
02-21,,,1.0299999713897705,1.2999999523162842,0.5,0.800000011920929
02-22,,1.350000023841858,1.0299999713897705,1.2999999523162842,0.5,
02-23,1.8600000143051147,1.3700000047683716,1.0299999713897705,1.2999999523162842,,
02-24,2.0,1.3700000047683716,1.0299999713897705,,,0.800000011920929
02-25,2.0,1.3700000047683716,,,0.5,0.800000011920929
02-26,2.0,1.0800000429153442,,1.2999999523162842,0.5,0.800000011920929
02-27,2.0,,1.0299999713897705,1.2999999523162842,0.550000011920929,0.800000011920929
02-28,,,1.0299999713897705,1.2999999523162842,0.550000011920929,0.800000011920929
02-29,,1.3899999856948853,,,,
03-01,,1.3899999856948853,1.0299999713897705,1.2999999523162842,0.550000011920929,
03-02,2.0,1.3899999856948853,1.0299999713897705,1.2999999523162842,,0.800000011920929
03-03,2.0,1.3899999856948853,1.0299999713897705,,,0.800000011920929
03-04,2.0,1.3600000143051147,,,0.550000011920929,0.800000011920929
03-05,1.9900000095367432,,,1.2999999523162842,0.550000011920929,0.800000011920929
03-06,1.9900000095367432,,1.0299999713897705,1.2999999523162842,0.550000011920929,0.800000011920929
03-07,,1.399999976158142,1.0299999713897705,1.2999999523162842,0.550000011920929,
03-08,,1.399999976158142,1.0299999713897705,1.2999999523162842,0.550000011920929,
03-09,1.9900000095367432,1.4199999570846558,1.0199999809265137,1.2999999523162842,,0.800000011920929
03-10,1.9900000095367432,1.4199999570846558,1.0199999809265137,,,0.800000011920929
03-11,1.9900000095367432,1.440000057220459,,,0.550000011920929,0.800000011920929
03-12,1.9900000095367432,,,1.2999999523162842,0.550000011920929,0.800000011920929
03-13,1.9900000095367432,,1.0199999809265137,1.2999999523162842,0.550000011920929,0.800000011920929
03-14,,1.399999976158142,0.9800000190734863,1.2999999523162842,0.550000011920929,
03-15,,1.4500000476837158,0.9800000190734863,1.2999999523162842,0.550000011920929,
03-16,1.9900000095367432,1.350000023841858,0.9800000190734863,1.2999999523162842,,0.800000011920929
03-17,1.9900000095367432,1.350000023841858,0.9800000190734863,,,0.800000011920929
03-18,1.9900000095367432,1.350000023841858,,,1.0199999809265137,0.800000011920929
03-19,1.9900000095367432,,,1.2999999523162842,1.0199999809265137,0.800000011920929
03-20,1.9900000095367432,,0.9800000190734863,1.2999999523162842,1.0199999809265137,0.800000011920929
03-21,,1.399999976158142,0.9800000190734863,1.2999999523162842,1.0199999809265137,
03-22,,1.340000033378601,0.9800000190734863,1.2999999523162842,1.0199999809265137,
03-23,1.9900000095367432,1.340000033378601,0.9800000190734863,1.2999999523162842,,0.800000011920929
03-24,1.9900000095367432,1.4700000286102295,0.9800000190734863,,,0.800000011920929
03-25,1.9900000095367432,,,,1.0049999952316284,0.800000011920929
03-26,2.0299999713897705,,,1.2999999523162842,1.0049999952316284,0.800000011920929
03-27,2.0299999713897705,,0.9800000190734863,1.2999999523162842,1.0049999952316284,0.800000011920929
03-28,,1.409999966621399,0.9800000190734863,1.2999999523162842,1.0049999952316284,
03-29,,1.409999966621399,0.9800000190734863,1.2999999523162842,1.0049999952316284,
03-30,2.0299999713897705,1.4500000476837158,0.9800000190734863,,,0.800000011920929
03-31,2.0299999713897705,1.4500000476837158,0.9800000190734863,,,0.800000011920929
04-01,2.0299999713897705,1.4500000476837158,,,1.0049999952316284,0.800000011920929
04-02,2.0299999713897705,,,1.2999999523162842,1.0049999952316284,0.800000011920929
04-03,,,0.9800000190734863,1.2999999523162842,1.0049999952316284,0.800000011920929
04-04,,1.4700000286102295,0.9800000190734863,1.2999999523162842,1.0049999952316284,
04-05,,1.4700000286102295,0.9800000190734863,1.2999999523162842,1.0049999952316284,
04-06,2.0299999713897705,1.4600000381469727,0.9800000190734863,1.2999999523162842,,0.800000011920929
04-07,2.0299999713897705,1.4600000381469727,0.9800000190734863,,,0.800000011920929
04-08,2.0299999713897705,1.4500000476837158,,,1.0049999952316284,0.800000011920929
04-09,1.899999976158142,,,1.2999999523162842,1.0049999952316284,0.800000011920929
04-10,1.899999976158142,,0.9800000190734863,1.2999999523162842,1.0049999952316284,
04-11,,1.4500000476837158,0.9800000190734863,1.2999999523162842,1.0049999952316284,
04-12,,1.4500000476837158,0.9800000190734863,1.2999999523162842,1.0049999952316284,
04-13,1.899999976158142,1.4500000476837158,0.9800000190734863,1.2999999523162842,,0.800000011920929
04-14,1.899999976158142,1.4500000476837158,,,,0.800000011920929
04-15,1.899999976158142,1.4500000476837158,,,1.0049999952316284,0.800000011920929
04-16,1.899999976158142,,,1.2999999523162842,1.0049999952316284,0.800000011920929
04-17,1.8799999952316284,,0.9800000190734863,1.2999999523162842,1.0049999952316284,0.800000011920929
04-18,,1.4500000476837158,0.9800000190734863,1.2999999523162842,1.0049999952316284,
04-19,,1.4500000476837158,0.9800000190734863,1.2999999523162842,,
04-20,1.8799999952316284,1.399999976158142,0.9800000190734863,1.2999999523162842,,0.800000011920929
04-21,1.8799999952316284,1.4800000190734863,0.9800000190734863,,,0.800000011920929
04-22,1.8799999952316284,1.4500000476837158,,,1.0049999952316284,0.800000011920929
04-23,1.8799999952316284,,,1.2999999523162842,1.0049999952316284,0.800000011920929
04-24,1.9900000095367432,,0.9800000190734863,1.2999999523162842,1.0049999952316284,0.800000011920929
04-25,,1.350000023841858,0.9800000190734863,1.2999999523162842,1.0049999952316284,
04-26,,1.350000023841858,1.2000000476837158,1.2999999523162842,1.0049999952316284,
04-27,1.9900000095367432,1.350000023841858,1.2000000476837158,1.2999999523162842,,0.800000011920929
04-28,1.9900000095367432,1.350000023841858,1.2000000476837158,,,0.800000011920929
04-29,1.9900000095367432,1.350000023841858,,,1.0049999952316284,0.800000011920929
04-30,1.9900000095367432,,,1.2999999523162842,0.9399999976158142,0.800000011920929
05-01,1.9900000095367432,,1.2000000476837158,1.2999999523162842,0.9399999976158142,0.800000011920929
05-02,,1.350000023841858,1.2000000476837158,1.2999999523162842,0.9399999976158142,
05-03,,1.399999976158142,1.2000000476837158,1.2999999523162842,0.9399999976158142,
05-04,1.9900000095367432,1.3600000143051147,1.2000000476837158,1.2999999523162842,,0.800000011920929
05-05,1.9900000095367432,1.3200000524520874,1.2000000476837158,,,0.800000011920929
05-06,1.9900000095367432,1.3600000143051147,,,0.9399999976158142,0.800000011920929
05-07,1.9900000095367432,,,1.2999999523162842,0.9399999976158142,0.800000011920929
05-08,1.9900000095367432,,1.2000000476837158,1.2999999523162842,0.9399999976158142,0.800000011920929
05-09,,1.3600000143051147,1.2000000476837158,1.2999999523162842,0.9399999976158142,
05-10,,1.3600000143051147,1.2000000476837158,1.2999999523162842,0.9399999976158142,
05-11,1.9900000095367432,1.3600000143051147,1.2000000476837158,1.2999999523162842,,0.800000011920929
05-12,1.7799999713897705,1.3600000143051147,1.2000000476837158,,,0.800000011920929
05-13,1.7799999713897705,1.3600000143051147,,,0.9399999976158142,0.800000011920929
05-14,1.7799999713897705,,,1.2999999523162842,0.9399999976158142,0.800000011920929
05-15,1.7799999713897705,,1.2000000476837158,1.2999999523162842,0.9399999976158142,0.800000011920929
05-16,,1.3600000143051147,1.2000000476837158,1.2999999523162842,0.9399999976158142,
05-17,,1.3600000143051147,1.2000000476837158,1.2999999523162842,0.9399999976158142,
05-18,1.7799999713897705,1.3600000143051147,1.2000000476837158,1.2999999523162842,,0.800000011920929
05-19,1.7799999713897705,1.3600000143051147,1.2000000476837158,,,0.800000011920929
05-20,1.7799999713897705,1.3600000143051147,,,0.9399999976158142,0.800000011920929
05-21,1.7799999713897705,,,1.2999999523162842,0.9399999976158142,0.800000011920929
05-22,1.7799999713897705,,1.2000000476837158,1.2999999523162842,0.9399999976158142,0.800000011920929
05-23,,1.2899999618530273,1.2000000476837158,1.2999999523162842,0.9399999976158142,
05-24,,0.8500000238418579,1.2000000476837158,1.2999999523162842,0.9399999976158142,
05-25,,0.8500000238418579,1.2000000476837158,1.2999999523162842,,
05-26,1.7799999713897705,1.3148599863052368,1.2000000476837158,,,0.800000011920929
05-27,1.7799999713897705,1.3148599863052368,,,,0.800000011920929
05-28,1.7799999713897705,,,,0.9399999976158142,0.800000011920929
05-29,1.7799999713897705,,,1.2999999523162842,0.9399999976158142,0.800000011920929
05-30,,,1.2000000476837158,1.2999999523162842,1.0800000429153442,
05-31,,1.2100000381469727,0.800000011920929,1.2999999523162842,1.0800000429153442,
06-01,1.7799999713897705,1.2100000381469727,0.800000011920929,1.2999999523162842,,0.800000011920929
06-02,1.7799999713897705,1.2100000381469727,0.800000011920929,,,0.800000011920929
06-03,1.7799999713897705,1.2999999523162842,,,1.0800000429153442,0.800000011920929
06-04,1.7799999713897705,,,1.2999999523162842,1.0800000429153442,0.800000011920929
06-05,1.7799999713897705,,0.800000011920929,1.2999999523162842,1.0800000429153442,0.800000011920929
06-06,,1.2999999523162842,0.800000011920929,1.2999999523162842,1.0800000429153442,
06-07,,1.2999999523162842,0.800000011920929,1.2999999523162842,1.0800000429153442,
06-08,1.6299999952316284,1.2999999523162842,0.800000011920929,1.2999999523162842,,0.800000011920929
06-09,1.6299999952316284,1.2999999523162842,0.800000011920929,,,0.800000011920929
06-10,1.6299999952316284,1.3300000429153442,,,1.0800000429153442,0.800000011920929
06-11,1.6299999952316284,,,1.2999999523162842,1.0800000429153442,0.800000011920929
06-12,1.6299999952316284,,0.800000011920929,1.2999999523162842,1.0800000429153442,0.800000011920929
06-13,,1.3300000429153442,0.800000011920929,1.2999999523162842,1.059999942779541,
06-14,,1.3300000429153442,0.800000011920929,1.2999999523162842,1.059999942779541,
06-15,1.6299999952316284,1.3300000429153442,0.800000011920929,1.2999999523162842,,0.800000011920929
06-16,1.6299999952316284,1.25,0.800000011920929,,,0.800000011920929
06-17,1.6299999952316284,1.25,,,1.059999942779541,0.800000011920929
06-18,1.6299999952316284,,,1.1299999952316284,1.059999942779541,0.800000011920929
06-19,1.6299999952316284,,0.800000011920929,1.1299999952316284,1.059999942779541,0.800000011920929
06-20,,1.25,0.800000011920929,1.1299999952316284,1.059999942779541,
06-21,,1.3300000429153442,0.800000011920929,1.1299999952316284,1.059999942779541,
06-22,1.6299999952316284,1.3300000429153442,0.800000011920929,1.1299999952316284,,0.800000011920929
06-23,1.6299999952316284,1.340000033378601,0.800000011920929,,,0.800000011920929
06-24,1.6299999952316284,1.340000033378601,,,1.059999942779541,0.800000011920929
06-25,1.6299999952316284,,,1.1299999952316284,1.059999942779541,0.800000011920929
06-26,1.6299999952316284,,0.800000011920929,1.1299999952316284,1.059999942779541,0.800000011920929
06-27,,1.340000033378601,0.800000011920929,1.1299999952316284,1.059999942779541,
06-28,,0.8999999761581421,0.800000011920929,1.1299999952316284,1.059999942779541,
06-29,1.6299999952316284,0.8999999761581421,0.800000011920929,1.1299999952316284,,0.800000011920929
06-30,1.6299999952316284,0.8999999761581421,0.800000011920929,,,0.800000011920929
07-01,1.6299999952316284,0.8999999761581421,,,1.059999942779541,0.800000011920929
07-02,1.6299999952316284,,,1.1299999952316284,1.059999942779541,0.800000011920929
07-03,,,0.800000011920929,1.1299999952316284,1.059999942779541,
07-05,,0.8999999761581421,0.800000011920929,1.1299999952316284,1.059999942779541,
07-06,1.6299999952316284,0.8999999761581421,0.800000011920929,1.1299999952316284,,0.800000011920929
07-07,1.7100000381469727,0.8999999761581421,0.800000011920929,,,0.800000011920929
07-08,1.7100000381469727,0.8999999761581421,,,1.059999942779541,0.800000011920929
07-09,1.7100000381469727,,,1.1299999952316284,1.059999942779541,0.800000011920929
07-10,1.690000057220459,,0.800000011920929,1.1299999952316284,1.059999942779541,0.800000011920929
07-11,,0.8999999761581421,0.800000011920929,1.1299999952316284,1.059999942779541,
07-12,,0.8999999761581421,0.800000011920929,1.1299999952316284,1.059999942779541,
07-13,1.690000057220459,1.5,0.800000011920929,1.1299999952316284,,0.800000011920929
07-14,1.690000057220459,1.5,0.800000011920929,,,0.800000011920929
07-15,1.690000057220459,1.5,,,1.059999942779541,0.8399999737739563
07-16,1.690000057220459,,,1.1299999952316284,1.059999942779541,0.8399999737739563
07-17,1.690000057220459,,0.800000011920929,1.1299999952316284,1.059999942779541,0.8399999737739563
07-18,,1.5,0.800000011920929,1.1299999952316284,1.059999942779541,
07-19,,1.0,0.800000011920929,1.1299999952316284,1.059999942779541,
07-20,1.690000057220459,1.0,0.800000011920929,1.1299999952316284,,0.8399999737739563
