,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
01-02,,,,8.880000114440918,7.550000190734863,6.690000057220459,,,10.529999732971191,7.679999828338623,10.15999984741211
01-03,,9.760000228881836,7.670000076293945,8.8100004196167,7.630000114440918,,,8.960000038146973,10.489999771118164,7.730000019073486,10.109999656677246
01-04,,9.609999656677246,7.670000076293945,8.850000381469727,,,7.690000057220459,9.0,10.460000038146973,7.949999809265137,
01-05,,9.430000305175781,7.510000228881836,,,6.489999771118164,7.679999828338623,9.0600004196167,10.619999885559082,,
01-06,,9.489999771118164,7.449999809265137,,7.599999904632568,6.489999771118164,7.579999923706055,9.020000457763672,,,10.069999694824219
01-07,,9.489999771118164,,8.779999732971191,7.559999942779541,6.630000114440918,7.400000095367432,,,8.039999961853027,10.0600004196167
01-08,,,,8.770000457763672,7.5,6.699999809265137,7.400000095367432,,10.630000114440918,8.0,9.850000381469727
01-09,,,7.420000076293945,8.720000267028809,7.480000019073486,6.650000095367432,,9.0,10.449999809265137,8.100000381469727,9.739999771118164
01-10,,9.489999771118164,7.449999809265137,8.800000190734863,7.610000133514404,,,8.890000343322754,10.170000076293945,8.1899995803833,9.789999961853027
01-11,,9.640000343322754,7.400000095367432,8.729999542236328,,,7.269999980926514,8.989999771118164,10.229999542236328,8.149999618530273,
01-12,,9.640000343322754,7.579999923706055,,,6.690000057220459,7.429999828338623,8.970000267028809,10.25,,
01-13,,9.699999809265137,7.239999771118164,,7.579999923706055,6.710000038146973,7.610000133514404,8.880000114440918,,,9.84000015258789
01-14,,9.699999809265137,,8.920000076293945,7.710000038146973,6.849999904632568,7.53000020980835,,,8.039999961853027,9.819999694824219
01-15,,,,8.770000457763672,7.610000133514404,6.889999866485596,7.420000076293945,,,8.100000381469727,9.819999694824219
01-16,,,,8.449999809265137,7.710000038146973,6.989999771118164,,,10.289999961853027,8.109999656677246,9.699999809265137
01-17,,,7.429999828338623,8.710000038146973,8.020000457763672,,,8.850000381469727,10.34000015258789,8.100000381469727,9.770000457763672
01-18,,9.520000457763672,7.610000133514404,8.5600004196167,,,,8.899999618530273,10.260000228881836,8.279999732971191,
01-19,,9.470000267028809,7.829999923706055,,,,7.619999885559082,9.130000114440918,10.34000015258789,,
01-20,9.850000381469727,9.470000267028809,7.860000133514404,,,6.980000019073486,7.309999942779541,9.15999984741211,,,
01-21,9.850000381469727,9.470000267028809,,,8.130000114440918,7.079999923706055,7.440000057220459,,,,9.65999984741211
01-22,9.850000381469727,,,8.670000076293945,8.149999618530273,7.199999809265137,7.690000057220459,,10.390000343322754,8.220000267028809,9.630000114440918
01-23,,,7.949999809265137,8.529999732971191,8.279999732971191,7.239999771118164,,9.300000190734863,10.40999984741211,8.210000038146973,9.710000038146973
01-24,,9.239999771118164,7.849999904632568,8.579999923706055,8.149999618530273,,,9.350000381469727,10.489999771118164,8.229999542236328,9.739999771118164
01-25,9.149999618530273,9.109999656677246,7.849999904632568,8.710000038146973,,,7.659999847412109,9.3100004196167,10.350000381469727,7.96999979019165,
01-26,9.100000381469727,9.109999656677246,8.170000076293945,,,7.329999923706055,7.860000133514404,9.229999542236328,10.470000267028809,,
01-27,9.100000381469727,9.210000038146973,8.109999656677246,,8.010000228881836,7.320000171661377,7.869999885559082,9.239999771118164,,,9.579999923706055
01-28,9.100000381469727,9.199999809265137,,8.640000343322754,8.0600004196167,7.289999961853027,7.909999847412109,,,8.039999961853027,9.640000343322754
01-29,9.149999618530273,,,8.800000190734863,7.940000057220459,7.309999942779541,7.989999771118164,,10.329999923706055,8.09000015258789,9.729999542236328
01-30,,,7.989999771118164,8.859999656677246,7.829999923706055,7.389999866485596,,9.210000038146973,10.289999961853027,8.239999771118164,9.6899995803833
01-31,,9.09000015258789,8.109999656677246,8.770000457763672,7.840000152587891,,,9.319999694824219,10.350000381469727,8.09000015258789,9.59000015258789
02-01,9.149999618530273,9.300000190734863,8.390000343322754,8.869999885559082,,,8.010000228881836,9.359999656677246,10.539999961853027,8.180000305175781,
02-02,9.149999618530273,9.34000015258789,8.239999771118164,,,7.539999961853027,7.940000057220459,9.359999656677246,10.279999732971191,,
02-03,9.149999618530273,9.289999961853027,8.329999923706055,,7.710000038146973,7.699999809265137,8.149999618530273,9.510000228881836,,,9.550000190734863
02-04,8.9399995803833,9.25,,8.720000267028809,7.679999828338623,7.420000076293945,7.989999771118164,,,8.180000305175781,9.739999771118164
02-05,8.680000305175781,,,8.770000457763672,7.75,7.880000114440918,7.96999979019165,,9.970000267028809,8.1899995803833,9.859999656677246
02-06,,,8.329999923706055,8.630000114440918,7.550000190734863,7.670000076293945,,9.4399995803833,9.90999984741211,7.929999828338623,9.789999961853027
02-07,,9.25,8.25,8.609999656677246,7.570000171661377,,,9.460000038146973,9.989999771118164,7.789999961853027,9.430000305175781
02-08,8.399999618530273,9.329999923706055,8.25,8.40999984741211,,,7.800000190734863,9.609999656677246,10.399999618530273,7.690000057220459,
02-09,8.949999809265137,9.329999923706055,7.900000095367432,,,7.659999847412109,7.739999771118164,9.079999923706055,10.359999656677246,,
02-10,8.949999809265137,8.970000267028809,7.849999904632568,,7.619999885559082,7.760000228881836,7.809999942779541,8.84000015258789,,,9.289999961853027
02-11,8.25,9.029999732971191,,8.420000076293945,7.900000095367432,7.670000076293945,7.75,,,7.599999904632568,9.369999885559082
02-12,8.25,,,8.479999542236328,7.909999847412109,7.690000057220459,7.809999942779541,,10.75,7.699999809265137,9.470000267028809
02-13,,,7.900000095367432,8.619999885559082,8.100000381469727,7.789999961853027,,8.920000076293945,10.829999923706055,7.730000019073486,9.34000015258789
02-14,,9.029999732971191,7.880000114440918,8.420000076293945,8.4399995803833,,,8.930000305175781,10.789999961853027,7.670000076293945,9.479999542236328
02-15,,9.029999732971191,7.949999809265137,8.470000267028809,,,,8.890000343322754,10.9399995803833,7.769999980926514,
