,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
02-05,0.8515625,0.85546875,1.2890625,1.859375,,,3.828125,4.046875,6.7890625,13.75,,13.274999618530273,23.0,17.309999465942386,26.84499931335449,,,34.110000610351555,24.09000015258789,18.82999992370605,21.59000015258789,,,38.33000183105469,45.52999877929688,71.47000122070312,65.83999633789061,,97.58000183105469,98.0999984741211,122.12999725341795
02-06,0.84375,0.8828125,1.2734375,,,4.765625,3.828125,4.15625,6.8515625,,,13.06999969482422,22.57999992370605,17.319999694824222,27.334999084472656,,31.459999084472656,34.11999893188477,23.670000076293945,19.239999771118164,,,27.01000022888184,38.66999816894531,46.58000183105469,71.9000015258789,,72.61000061035156,100.22000122070312,97.19000244140624,121.51000213623048
02-07,0.83984375,0.9140625,1.25,,3.71875,4.765625,3.828125,4.15625,,,11.734375,13.047499656677244,21.790000915527344,17.040000915527347,,29.47500038146973,30.934999465942386,34.06999969482422,23.979999542236328,,,24.6200008392334,26.959999084472656,38.77000045776367,46.06999969482422,,,72.23999786376953,99.91999816894531,96.87999725341795,121.4800033569336
02-08,0.83984375,0.9453125,,1.875,3.6171875,4.84375,3.921875,,,13.484375,12.109375,12.5,22.60000038146973,,,29.354999542236328,31.25,33.75,23.61000061035156,,21.76000022888184,24.75,26.8799991607666,39.02999877929688,,,63.54999923706055,72.44999694824219,95.01000213623048,97.16999816894531,
02-09,0.8671875,,,1.78125,3.59375,4.734375,3.90625,,6.859375,13.21875,11.59375,13.3774995803833,,,27.67499923706055,28.934999465942386,31.25,33.419998168945305,,19.01000022888184,21.84000015258789,24.46999931335449,26.90999984741211,,,70.94999694824219,64.15000152587889,73.52999877929688,97.16999816894531,,
02-10,,,1.26171875,1.765625,3.6015625,4.78125,,4.109375,6.9296875,13.125,11.515625,,,17.200000762939453,28.045000076293945,29.524999618530273,31.309999465942386,,,18.190000534057614,21.799999237060547,24.43000030517578,27.09000015258789,,46.11999893188477,71.76000213623047,64.05999755859375,73.97000122070312,,,121.20999908447266
02-11,,0.984375,1.28125,1.8203125,3.5859375,,,4.078125,6.734375,13.671875,11.5,,22.815000534057614,17.28499984741211,28.82999992370605,29.79999923706055,,,24.270000457763672,18.270000457763672,22.170000076293945,25.09000015258789,,39.060001373291016,46.7599983215332,71.43000030517578,63.4000015258789,,,96.87999725341795,123.02999877929688
02-12,0.85546875,0.953125,1.31640625,1.765625,,,4.03125,4.140625,7.0859375,13.5,,13.5,22.76499938964844,17.129999160766598,28.54999923706055,,,33.5,24.190000534057614,18.530000686645508,22.15999984741211,,,39.790000915527344,46.68000030517578,72.19000244140625,64.87000274658203,,97.77999877929688,99.47000122070312,125.02999877929688
02-13,0.84765625,0.9453125,1.3125,,,4.65625,4.078125,4.15625,7.0625,,,14.0625,23.07999992370605,17.004999160766598,28.79999923706055,,31.78000068664551,33.610000610351555,24.170000076293945,17.799999237060547,,,27.38999938964844,39.77000045776367,46.63999938964844,72.05000305175781,,73.9000015258789,96.05999755859376,101.45999908447266,124.7699966430664
02-14,0.8515625,0.94140625,1.328125,,3.6328125,4.4375,4.1875,4.1875,,,11.703125,14.102499961853027,23.059999465942386,17.479999542236328,,29.54999923706055,32.740001678466804,33.439998626708984,23.54999923706055,,,25.170000076293945,27.190000534057614,39.56999969482422,47.27999877929688,,,75.72000122070312,96.93000030517578,101.51000213623048,125.41999816894531
02-15,0.8515625,0.96484375,,,3.65625,4.5,4.171875,,,,11.5,14.22249984741211,22.79999923706055,,,29.60000038146973,33.02000045776367,33.880001068115234,23.32999992370605,,,25.57999992370605,27.43000030517578,39.13999938964844,,,,76.91000366210938,96.51000213623048,104.23999786376952,
02-16,0.84375,,,1.703125,3.6015625,4.4375,4.09375,,,13.625,10.9375,14.125,,,,29.7549991607666,33.31999969482422,33.27000045776367,,,22.739999771118164,25.790000915527344,27.309999465942386,,,,67.43000030517578,76.31999969482422,96.30999755859376,,
02-17,,,,1.6875,3.59375,4.421875,,,7.0,13.421875,10.625,,,,29.084999084472656,29.565000534057614,33.134998321533196,,,17.069999694824222,23.04999923706055,26.13999938964844,27.68000030517578,,,72.47000122070312,68.0,76.73999786376953,,,
02-18,,,1.31640625,1.734375,3.5625,,,4.28125,7.046875,13.84375,10.875,,,17.829999923706055,28.73500061035156,29.375,,,,16.889999389648438,23.149999618530273,26.29999923706055,,,46.93000030517578,72.5199966430664,67.72000122070311,,,,123.2300033569336
02-19,,0.95703125,1.3125,1.734375,,,,4.09375,7.0,14.265625,,,22.475000381469727,17.5,28.76499938964844,,,,23.13999938964844,16.979999542236328,23.1299991607666,,,39.40999984741211,46.540000915527344,72.29000091552734,68.51999664306639,,,105.05999755859376,123.44000244140624
02-20,0.82421875,0.921875,1.3515625,,,,4.0,4.0625,7.0390625,,,14.574999809265135,22.93000030517578,17.475000381469727,29.190000534057614,,,33.72999954223633,23.309999465942386,15.859999656677244,,,,38.63999938964844,46.65999984741211,73.55999755859375,,,95.6500015258789,105.66000366210938,126.56999969482422
02-21,0.8125,0.9296875,1.3359375,,,4.3125,4.0625,4.140625,,,,13.577500343322756,22.7549991607666,18.010000228881836,,,32.775001525878906,33.72999954223633,23.229999542236328,,,,27.76000022888184,37.66999816894531,47.06000137329102,,,77.25,95.33999633789062,105.5199966430664,125.30999755859376
02-22,0.81640625,0.89453125,,1.75,3.828125,4.453125,4.21875,,,14.609375,10.765625,13.53499984741211,23.024999618530273,,,28.76499938964844,32.99499893188477,33.630001068115234,23.59000015258789,,23.06999969482422,25.989999771118164,26.95000076293945,37.66999816894531,,,69.47000122070311,76.80000305175781,96.88999938964844,106.2699966430664,
02-23,0.8046875,,,1.7265625,3.8984375,4.515625,4.25,,7.3828125,14.140625,10.640625,13.645000457763672,,,28.334999084472656,28.95000076293945,32.735000610351555,34.93000030517578,,15.09000015258789,22.809999465942386,25.729999542236328,27.059999465942386,,,73.7300033569336,67.90000152587889,75.80000305175781,97.48999786376952,,
02-24,,,1.3203125,1.796875,3.8515625,4.484375,,4.296875,7.25,14.625,10.1875,,,19.049999237060547,28.10000038146973,29.584999084472656,32.759998321533196,,,15.609999656677244,23.63999938964844,25.11000061035156,27.15999984741211,,47.22000122070313,74.6500015258789,68.62000274658203,76.0999984741211,,,122.91000366210938
02-25,,0.9375,1.26171875,1.8359375,3.953125,,,4.5,7.53125,14.734375,10.4375,,23.7450008392334,19.309999465942386,27.76499938964844,29.5,,,24.5,15.369999885559082,23.81999969482422,25.270000457763672,,35.86000061035156,48.11000061035156,74.43000030517578,68.69999694824219,,,105.01000213623048,118.5199966430664
02-26,0.8125,0.91796875,1.2890625,1.78125,,,4.03125,4.65625,7.4609375,14.828125,,14.727499961853027,23.23500061035156,19.5,27.90999984741211,,,34.34000015258789,24.989999771118164,15.920000076293945,23.709999084472656,,,36.59000015258789,50.72000122070313,74.0999984741211,69.09999847412111,,97.51000213623048,105.02999877929688,113.3000030517578
02-27,0.8046875,0.921875,1.26953125,,,4.375,3.984375,4.484375,7.3046875,,,14.375,22.604999542236328,19.415000915527344,28.0,,34.650001525878906,33.259998321533196,25.489999771118164,15.84000015258789,,,27.34000015258789,37.709999084472656,50.81999969482422,74.08999633789062,,76.41999816894531,95.79000091552734,107.62000274658205,107.62000274658205
02-28,0.81640625,0.91015625,1.2109375,,4.1328125,4.203125,4.0,4.5625,,,11.421875,13.970000267028807,22.625,19.649999618530273,,29.38999938964844,34.09000015258789,32.549999237060554,24.68000030517578,,,26.170000076293945,27.709999084472656,38.150001525878906,50.02999877929688,,,74.37000274658203,89.58999633789062,105.08999633789062,106.56999969482422
02-29,,,,,,,3.875,,,,11.953125,,,,,,,,23.96999931335449,,,,28.3799991607666,,,,67.52999877929689,,,,
03-01,0.81640625,0.90625,,1.8046875,4.0859375,4.21875,4.0,,,14.828125,11.953125,13.7524995803833,21.9950008392334,,28.375,29.17499923706055,34.15999984741211,32.209999084472656,,,23.979999542236328,25.5,28.3799991607666,38.38000106811523,,,69.04000091552734,81.44999694824219,87.95999908447266,103.95999908447266,
03-02,0.82421875,,1.2265625,1.8359375,4.0859375,4.015625,,,7.625,14.90625,11.5,14.274999618530273,,,27.63999938964844,29.01499938964844,34.130001068115234,31.940000534057614,,14.699999809265135,23.690000534057614,25.78000068664551,28.1299991607666,,,75.08999633789062,69.08999633789061,80.4000015258789,85.33999633789062,,111.04000091552734
03-03,,,1.23046875,1.8671875,4.078125,4.03125,,4.5625,7.71875,14.9375,11.75,,,19.63500022888184,27.76499938964844,29.04999923706055,33.69499969482422,,24.32999992370605,14.140000343322756,23.6200008392334,26.28000068664551,,,50.18999862670898,75.01000213623047,69.93000030517578,81.68000030517578,,,108.55999755859376
03-04,,0.90625,1.234375,1.8671875,4.0859375,,4.375,4.578125,7.6875,14.828125,,,21.649999618530273,18.774999618530273,27.7450008392334,29.10000038146973,,,24.06999969482422,14.15999984741211,23.790000915527344,26.239999771118164,,38.43000030517578,50.63000106811523,74.0199966430664,70.38999938964844,,,103.19000244140624,113.29000091552734
03-05,0.828125,0.94921875,1.27734375,1.9375,,,4.328125,4.71875,7.8125,15.5,,14.287500381469727,20.825000762939453,18.809999465942386,27.73500061035156,,,31.770000457763672,23.75,13.420000076293945,24.04999923706055,,28.239999771118164,38.7599983215332,50.349998474121094,74.55999755859375,,,86.33000183105469,103.01000213623048,107.5199966430664
03-06,0.875,0.9609375,1.2421875,,,4.046875,4.375,4.796875,8.125,,11.25,14.725000381469727,21.4950008392334,18.725000381469727,,,33.34000015258789,32.52000045776367,22.6299991607666,13.390000343322756,,,27.84000015258789,38.83000183105469,50.09000015258789,73.51000213623047,,81.0199966430664,87.12000274658203,102.33999633789062,105.30999755859376
03-07,0.89453125,0.95703125,,,4.109375,4.046875,4.53125,4.8125,,,10.40625,15.572500228881836,21.530000686645508,19.020000457763672,,28.97500038146973,32.959999084472656,32.580001831054695,22.399999618530273,,,26.0,28.8700008392334,38.70000076293945,50.41999816894531,,70.7699966430664,80.83999633789062,86.11000061035156,100.70999908447266,
03-08,0.9453125,0.9765625,,1.96875,4.0625,4.046875,4.40625,,,15.6875,10.96875,15.477499961853027,21.375,,27.2549991607666,28.875,33.334999084472656,32.529998779296875,,,23.95000076293945,26.61000061035156,29.36000061035156,39.310001373291016,,,70.98999786376953,81.33000183105469,86.16000366210938,99.33000183105469,
03-09,0.93359375,,1.21484375,1.9921875,4.078125,4.0625,,,8.34375,15.921875,11.609375,15.61750030517578,,,27.290000915527344,28.60000038146973,32.700000762939446,32.34000015258789,,13.68000030517578,24.01000022888184,26.81999969482422,29.770000457763672,,,74.26000213623047,70.8499984741211,81.16999816894531,87.27999877929688,,94.22000122070312
03-10,,,1.23828125,2.015625,4.1015625,4.03125,,4.703125,8.4609375,16.21875,11.25,,,18.489999771118164,27.0049991607666,28.82500076293945,32.700000762939446,,21.61000061035156,14.630000114440918,24.290000915527344,26.68000030517578,,,49.9900016784668,73.05999755859375,70.69999694824219,81.58000183105469,,,104.0199966430664
03-11,,0.96875,1.23828125,2.0,4.1015625,,4.421875,4.640625,8.4375,16.28125,,,21.125,18.200000762939453,26.20000076293945,28.82500076293945,,,22.209999084472656,15.100000381469727,24.59000015258789,26.940000534057614,,39.66999816894531,49.459999084472656,73.06999969482422,72.12000274658203,,,100.4000015258789,99.1500015258789
03-12,0.9296875,0.9609375,1.234375,1.984375,,,4.390625,4.625,8.6875,16.21875,,14.90999984741211,21.809999465942386,18.450000762939453,26.545000076293945,,,32.34000015258789,21.809999465942386,15.609999656677244,24.95000076293945,,29.84000015258789,39.040000915527344,49.38000106811523,74.94000244140625,,,87.68000030517578,100.86000061035156,89.91999816894531
03-13,0.9296875,1.015625,1.20703125,,,4.125,4.390625,4.703125,8.5234375,,10.875,14.90250015258789,21.989999771118164,19.290000915527344,,,32.924999237060554,30.739999771118164,21.65999984741211,15.890000343322756,,,30.229999542236328,39.400001525878906,48.709999084472656,74.16000366210938,,81.58000183105469,86.13999938964844,101.16999816894531,96.48999786376952
03-14,0.9375,1.0078125,,,4.1640625,4.125,4.421875,4.875,,,10.59375,14.68000030517578,21.88500022888184,19.524999618530273,,28.739999771118164,33.755001068115234,31.03000068664551,21.1200008392334,,,26.809999465942386,30.489999771118164,39.20000076293945,49.09000015258789,,72.75,81.94000244140625,86.37999725341797,100.80999755859376,
03-15,0.95703125,0.98828125,,1.9296875,4.1796875,4.125,4.40625,,,16.046875,11.328125,15.175000190734865,22.420000076293945,,26.2450008392334,28.78499984741211,33.72999954223633,31.209999084472656,,,25.040000915527344,26.63999938964844,30.690000534057614,38.810001373291016,,,73.0999984741211,83.2699966430664,85.54000091552734,100.13999938964844,
03-16,0.98828125,,1.23828125,1.9296875,4.1875,4.140625,,,8.5703125,15.65625,12.515625,15.005000114440918,,,26.165000915527344,28.684999465942386,33.900001525878906,30.93000030517578,,15.460000038146973,25.04999923706055,26.0,30.40999984741211,,,75.44000244140625,73.77999877929688,83.22000122070312,87.0,,72.58999633789062
03-17,,,1.2734375,1.9375,4.140625,4.1875,,4.765625,8.6796875,15.515625,12.859375,,,20.049999237060547,26.85000038146973,28.59000015258789,34.314998626708984,,20.530000686645508,16.420000076293945,25.15999984741211,26.07999992370605,,,49.47999954223633,74.56999969482422,74.0199966430664,83.52999877929688,,,73.79000091552734
03-18,,0.984375,1.26953125,2.015625,4.15625,,4.4375,4.8125,8.5234375,16.234375,,,21.915000915527344,20.13500022888184,27.420000076293945,28.5049991607666,,,22.3700008392334,17.190000534057614,24.899999618530273,26.20000076293945,,38.7400016784668,49.83000183105469,74.5199966430664,74.93000030517578,,,101.87999725341795,65.01999664306639
03-19,1.01171875,0.95703125,1.296875,2.0625,,,4.453125,4.765625,8.6328125,15.9375,,15.3125,22.19499969482422,20.46999931335449,27.15999984741211,,,31.1299991607666,21.989999771118164,17.610000610351562,24.78000068664551,,30.53000068664551,38.2400016784668,49.58000183105469,74.55999755859375,,,85.79000091552734,103.4499969482422,69.87000274658203
03-20,1.01171875,0.92578125,1.265625,,,4.25,4.390625,4.78125,8.8671875,,12.640625,15.592499732971193,22.44499969482422,20.57999992370605,,,34.0,31.290000915527344,23.229999542236328,17.030000686645508,,,30.59000015258789,38.40999984741211,49.54999923706055,75.2300033569336,,82.3499984741211,85.7300033569336,103.58999633789062,66.36000061035156
03-21,1.0390625,0.875,,,4.1875,4.265625,4.484375,4.875,,,12.71875,15.512499809265135,22.415000915527344,21.270000457763672,,28.28000068664551,33.81999969482422,32.259998321533196,,,,26.31999969482422,30.86000061035156,37.7599983215332,49.25,,75.22000122070312,81.91999816894531,87.25,106.3499984741211,
03-22,1.02734375,0.890625,,2.0703125,4.2578125,4.28125,4.5,,,15.34375,12.609375,14.407500267028807,22.51499938964844,,26.57999992370605,28.125,33.625,32.240001678466804,,,24.90999984741211,26.45000076293945,30.95000076293945,37.83000183105469,,,75.25,82.3499984741211,85.69999694824219,104.9499969482422,
03-23,1.01953125,,1.25,1.9765625,4.25,4.171875,,,8.703125,14.84375,13.140625,13.975000381469727,,,26.44499969482422,28.26499938964844,33.28499984741211,32.36999893188477,,18.059999465942386,24.82999992370605,26.96999931335449,30.739999771118164,,,75.37000274658203,74.77999877929688,82.44999694824219,83.7699966430664,,67.80000305175781
03-24,,,1.23046875,2.0703125,4.09375,4.140625,,4.953125,8.75,15.0,13.4375,,,20.395000457763672,26.3700008392334,28.40500068664551,33.080001831054695,,24.290000915527344,17.850000381469727,24.3799991607666,27.28000068664551,,,49.18000030517578,75.61000061035156,74.7699966430664,82.20999908447266,,,77.30000305175781
03-25,,0.92578125,1.25,2.1328125,4.0859375,,4.4375,4.953125,8.921875,15.84375,,,21.979999542236328,20.75,27.3700008392334,,,,23.68000030517578,18.459999084472656,24.34000015258789,27.190000534057614,,38.11999893188477,48.36000061035156,74.26000213623047,,,,106.02999877929688,83.72000122070312
03-26,1.04296875,0.9375,1.24609375,2.1328125,,,4.4375,4.8125,9.0546875,15.953125,,14.225000381469727,21.975000381469727,21.01499938964844,27.809999465942386,,,32.139999389648445,23.209999084472656,19.1200008392334,24.479999542236328,,31.18000030517578,38.22000122070313,48.52999877929688,72.86000061035156,,,89.30000305175781,105.95999908447266,88.11000061035156
03-27,1.04296875,0.9609375,1.2265625,,,4.203125,4.375,4.671875,8.859375,,13.359375,14.649999618530273,21.850000381469727,20.84499931335449,,,32.950000762939446,31.739999771118164,23.020000457763672,18.809999465942386,,,31.18000030517578,38.18000030517578,48.540000915527344,73.66999816894531,,81.55999755859375,85.95999908447266,107.38999938964844,86.9800033569336
