,2018,2019,2020
03-07,,0.23000000417232516,
03-08,,0.23899999260902405,
03-09,,,0.0860000029206276
03-10,,,0.09000000357627869
03-11,,0.22100000083446505,0.0949999988079071
03-12,,0.2150000035762787,0.07999999821186066
03-13,,0.22100000083446505,0.059999998658895486
03-14,,0.2160000056028366,
03-15,,0.21199999749660486,
03-16,,,0.07999999821186066
03-17,,,0.06300000101327896
03-18,,0.20999999344348907,0.06800000369548798
03-19,,0.22200000286102292,0.0689999982714653
03-20,,0.26499998569488525,0.07000000029802322
03-21,,0.25999999046325684,
03-22,,0.2700000107288361,
03-23,,,0.07500000298023224
03-24,,,0.06800000369548798
03-25,,0.2840000092983246,0.06300000101327896
03-26,,0.296999990940094,0.07100000232458115
03-27,1.1200000047683716,0.2899999916553497,0.059999998658895486
03-28,1.0700000524520874,0.2680000066757202,
03-29,1.1299999952316284,0.2450000047683716,
03-30,,,0.07400000095367433
03-31,,,0.061000000685453415
04-01,,0.25200000405311584,0.061000000685453415
04-02,1.118000030517578,0.23399999737739566,0.061000000685453415
04-03,1.100000023841858,0.25999999046325684,0.061000000685453415
04-04,1.121000051498413,0.2700000107288361,
04-05,1.1200000047683716,0.2700000107288361,
04-06,1.1399999856948853,,0.07599999755620956
04-07,,,0.06599999964237213
04-08,,0.2689999938011169,0.07000000029802322
04-09,1.100000023841858,0.27799999713897705,0.0729999989271164
04-10,1.1299999952316284,0.2700000107288361,
04-11,1.149999976158142,0.25799998641014105,
04-12,1.1200000047683716,0.27300000190734863,
04-13,1.1599999666213991,,0.07599999755620956
04-14,,,0.08100000023841858
04-15,,0.2709999978542328,0.07199999690055847
04-16,1.0900000333786009,0.2800000011920929,0.06599999964237213
04-17,1.1599999666213991,0.2700000107288361,0.07000000029802322
04-18,1.225000023841858,0.2639999985694885,
04-19,1.2100000381469729,,
04-20,1.1699999570846558,,0.0729999989271164
04-21,,,0.07000000029802322
04-22,,0.2529999911785126,0.07000000029802322
04-23,1.2000000476837158,0.25099998712539673,0.07000000029802322
04-24,1.100000023841858,0.2549999952316284,0.06599999964237213
04-25,1.0900000333786009,0.25,
04-26,1.0499999523162842,0.2590000033378601,
04-27,1.0499999523162842,,0.07500000298023224
04-28,,,0.07500000298023224
04-29,,0.23899999260902405,0.08100000023841858
04-30,1.0729999542236328,0.2700000107288361,0.08100000023841858
05-01,1.0499999523162842,0.2440000027418137,0.07500000298023224
05-02,1.0299999713897705,0.2450000047683716,
05-03,1.0260000228881836,0.2460000067949295,
05-04,1.0399999618530271,,0.07999999821186066
05-05,,,0.07999999821186066
05-06,,0.25,0.07100000232458115
05-07,1.1599999666213991,0.25799998641014105,0.07500000298023224
05-08,1.1799999475479126,0.25,0.07999999821186066
05-09,1.1480000019073486,0.25,
05-10,1.0700000524520874,0.2489999979734421,
05-11,1.0700000524520874,,0.07500000298023224
05-12,,,0.0820000022649765
05-13,,0.24699999392032626,0.08100000023841858
05-14,1.121999979019165,0.239999994635582,0.07800000160932541
05-15,1.1360000371932983,0.2440000027418137,0.07400000095367433
05-16,1.0980000495910645,0.239999994635582,
05-17,1.159000039100647,0.23100000619888306,
05-18,1.1299999952316284,,0.07000000029802322
05-19,,,0.07999999821186066
05-20,,0.2199999988079071,0.07400000095367433
05-21,1.1699999570846558,0.2199999988079071,0.0729999989271164
05-22,1.1100000143051147,0.2189999967813492,0.08699999749660492
05-23,1.100000023841858,0.20999999344348907,
05-24,1.1200000047683716,0.2160000056028366,
05-25,1.0499999523162842,,
05-26,,,0.10499999672174454
05-27,,,0.10100000351667404
05-28,,0.20600000023841855,0.11500000208616255
05-29,0.8550000190734863,0.20000000298023224,0.119999997317791
05-30,0.8700000047683716,0.1899999976158142,
05-31,0.8970000147819519,0.20499999821186066,
06-01,0.9049999713897704,,0.11100000143051147
06-02,,,0.10599999874830246
06-03,,0.2140000015497208,0.10599999874830246
06-04,0.7900000214576721,0.2280000001192093,0.1169999986886978
06-05,0.8000000119209291,0.2199999988079071,0.11800000071525575
06-06,0.746999979019165,0.22100000083446505,
06-07,0.6660000085830688,0.20399999618530276,
06-08,0.6399999856948853,,0.125
06-09,,,0.11100000143051147
06-10,,0.210999995470047,0.10599999874830246
06-11,0.6100000143051147,0.210999995470047,0.11500000208616255
06-12,0.6800000071525574,0.2080000042915344,0.10199999809265137
06-13,0.6970000267028809,0.23000000417232516,
06-14,0.6589999794960022,0.2070000022649765,
06-15,0.6470000147819519,,0.10100000351667404
06-16,,,0.10199999809265137
06-17,,0.2160000056028366,0.10000000149011612
06-18,0.6299999952316284,0.2150000035762787,0.10999999940395357
06-19,0.6169999837875366,0.2189999967813492,0.119999997317791
06-20,0.6100000143051147,0.2140000015497208,
06-21,0.597000002861023,0.25,
06-22,0.5680000185966492,,0.1080000028014183
06-23,,,0.0989999994635582
06-24,,0.2140000015497208,0.10000000149011612
06-25,0.6449999809265137,0.21199999749660486,0.10999999940395357
06-26,0.6029999852180481,0.23100000619888306,0.11900000274181365
06-27,0.5799999833106995,0.2199999988079071,
06-28,0.6000000238418579,0.23100000619888306,
06-29,0.6200000047683716,,0.12700000405311584
06-30,,,0.1550000011920929
07-01,,0.23000000417232516,0.1469999998807907
07-02,0.6600000262260437,0.22499999403953552,0.15700000524520874
07-03,0.625,0.22699999809265134,
07-05,0.5809999704360962,0.23000000417232516,
07-06,0.5389999747276306,,0.15000000596046448
07-07,,,0.15600000321865082
07-08,,0.2380000054836273,0.13899999856948853
07-09,0.550000011920929,0.22300000488758087,0.14000000059604645
07-10,0.5559999942779541,0.2329999953508377,0.13500000536441806
07-11,0.5149999856948853,0.22599999606609344,
07-12,0.5600000023841858,0.20999999344348907,
07-13,0.5299999713897705,,0.14399999380111694
07-14,,,0.14100000262260434
07-15,,0.1979999989271164,0.14000000059604645
07-16,0.550000011920929,0.1940000057220459,0.13600000739097595
07-17,0.5199999809265137,0.2199999988079071,0.14399999380111694
07-18,0.5400000214576721,0.25,
07-19,0.5410000085830688,0.24699999392032626,
07-20,0.5580000281333923,,0.1550000011920929
07-21,,,0.18000000715255735
07-22,,0.25999999046325684,0.1889999955892563
07-23,0.5189999938011169,0.2899999916553497,0.1850000023841858
07-24,0.5440000295639038,0.3050000071525574,0.19200000166893005
07-25,0.5400000214576721,0.2939999997615814,
07-26,0.5080000162124634,0.29100000858306885,
07-27,0.5149999856948853,,0.17399999499320984
07-28,,,0.17800000309944153
07-29,,0.3199999928474426,0.1720000058412552
07-30,0.5,0.31200000643730164,0.1599999964237213
07-31,0.527999997138977,0.28200000524520874,0.16699999570846558
08-01,0.5519999861717224,0.2829999923706055,
08-02,0.5699999928474426,0.29100000858306885,
08-03,0.5400000214576721,,0.17000000178813934
08-04,,,0.16699999570846558
08-05,,0.3100000023841858,0.16899999976158142
08-06,0.5580000281333923,0.2899999916553497,0.17499999701976776
08-07,0.5299999713897705,0.2700000107288361,0.16300000250339508
08-08,0.5360000133514404,0.26499998569488525,
08-09,0.5180000066757202,0.27900001406669617,
08-10,0.5299999713897705,,0.15800000727176666
08-11,,,0.1599999964237213
08-12,,0.2800000011920929,0.12999999523162842
08-13,0.4900000095367432,0.26499998569488525,0.1379999965429306
08-14,0.4629999995231629,0.2450000047683716,0.14000000059604645
08-15,0.4469999969005585,0.2419999986886978,
08-16,0.453000009059906,0.2440000027418137,
08-17,0.4690000116825104,,0.16500000655651093
08-18,,,0.16200000047683716
08-19,,0.23499999940395355,0.12700000405311584
08-20,0.4399999976158142,0.239999994635582,0.13600000739097595
08-21,0.41400000452995295,0.23199999332427976,0.14000000059604645
08-22,0.4280000030994415,0.2370000034570694,
08-23,0.3959999978542328,0.23399999737739566,
08-24,0.3970000147819519,,0.13500000536441806
08-25,,,0.1340000033378601
08-26,,0.21199999749660486,0.14100000262260434
08-27,0.4000000059604645,0.23899999260902405,0.14499999582767487
08-28,0.3880000114440918,0.2160000056028366,0.1430000066757202
08-29,0.5600000023841858,0.23000000417232516,
08-30,0.5210000276565552,0.2460000067949295,
08-31,0.574999988079071,,0.14100000262260434
09-01,,,0.1430000066757202
09-02,,,0.1550000011920929
09-03,,0.2409999966621399,0.1599999964237213
09-04,0.5299999713897705,0.2630000114440918,0.1420000046491623
09-05,0.5099999904632568,0.25999999046325684,
09-06,0.5270000100135803,0.25999999046325684,
09-07,0.5,,
09-08,,,0.1330000013113022
09-09,,0.239999994635582,0.1420000046491623
09-10,0.4839999973773956,0.22499999403953552,0.1509999930858612
09-11,0.4359999895095825,0.2199999988079071,0.15299999713897705
09-12,0.4379999935626984,0.210999995470047,
09-13,0.4359999895095825,0.20999999344348907,
09-14,0.4160000085830689,,0.1599999964237213
09-15,,,0.1509999930858612
09-16,,0.2150000035762787,0.15299999713897705
09-17,0.4000000059604645,0.21299999952316284,0.1430000066757202
09-18,0.4090000092983246,0.2179999947547913,0.14000000059604645
09-19,0.4050000011920929,0.2070000022649765,
09-20,0.4070000052452088,0.20499999821186066,
09-21,0.39899998903274536,,0.1340000033378601
09-22,,,0.14000000059604645
09-23,,0.210999995470047,0.11100000143051147
09-24,0.4099999964237213,0.1979999989271164,0.119999997317791
09-25,0.3930000066757202,0.18700000643730166,0.11100000143051147
09-26,0.3899999856948853,0.20000000298023224,
09-27,0.3889999985694885,0.2199999988079071,
09-28,0.3540000021457672,,0.11599999666213988
09-29,,,0.12300000339746475
09-30,,0.18000000715255735,0.13600000739097595
10-01,0.35499998927116394,0.16899999976158142,0.1509999930858612
10-02,0.39800000190734863,0.17299999296665192,0.15800000727176666
10-03,0.42500001192092896,0.16300000250339508,
10-04,0.3959999978542328,0.17000000178813934,
10-05,0.41400000452995295,,0.16699999570846558
10-06,,,0.1599999964237213
10-07,,0.16200000047683716,0.1509999930858612
10-08,0.4399999976158142,0.17000000178813934,0.15199999511241913
10-09,0.41999998688697815,0.18000000715255735,0.14000000059604645
10-10,0.4079999923706055,0.1599999964237213,
10-11,0.4259999990463257,0.15700000524520874,
10-12,0.44999998807907104,,0.1550000011920929
10-13,,,0.15299999713897705
10-14,,0.17000000178813934,0.1469999998807907
10-15,0.4810000061988831,0.18000000715255735,0.14100000262260434
10-16,0.46099999547004705,0.1550000011920929,0.14000000059604645
10-17,0.4149999916553497,0.18299999833106995,
10-18,0.4149999916553497,0.18700000643730166,
10-19,0.4300000071525574,,0.15000000596046448
10-20,,,0.14100000262260434
10-21,,0.17800000309944153,0.13899999856948853
10-22,0.4769999980926514,0.16500000655651093,0.13500000536441806
10-23,0.4950000047683716,0.12999999523162842,0.12700000405311584
10-24,0.4679999947547913,0.14000000059604645,
10-25,0.4600000083446503,0.14000000059604645,
10-26,0.4280000030994415,,0.119999997317791
10-27,,,0.125
10-28,,0.15000000596046448,0.11500000208616255
10-29,0.4320000112056732,0.14900000393390656,0.11100000143051147
10-30,0.41999998688697815,0.12999999523162842,0.11599999666213988
10-31,0.4300000071525574,0.14000000059604645,
11-01,0.41999998688697815,0.15000000596046448,
11-02,0.40400001406669617,,0.12600000202655792
11-03,,,0.11599999666213988
11-04,,0.15000000596046448,0.119999997317791
11-05,0.41999998688697815,0.1469999998807907,0.12700000405311584
11-06,0.40299999713897705,0.14000000059604645,0.12700000405311584
11-07,0.3799999952316284,0.14000000059604645,
11-08,0.3720000088214874,0.14499999582767487,
11-09,0.3330000042915344,,0.11500000208616255
11-10,,,0.13600000739097595
11-11,,0.14000000059604645,0.12999999523162842
11-12,0.3190000057220459,0.14000000059604645,
11-13,0.3009999990463257,0.1459999978542328,
11-14,0.27900001406669617,0.14000000059604645,
11-15,0.3089999854564667,0.15000000596046448,
11-16,0.2879999876022339,,
11-18,,0.14100000262260434,
11-19,0.2770000100135803,0.14100000262260434,
11-20,0.2800000011920929,0.15399999916553495,
11-21,0.3230000138282776,0.15800000727176666,
11-22,,0.14000000059604645,
11-23,0.3499999940395355,,
11-25,,0.14100000262260434,
11-26,0.3210000097751617,0.13899999856948853,
11-27,0.32600000500679016,0.1509999930858612,
11-28,0.33000001311302185,,
11-29,0.3269999921321869,0.1469999998807907,
11-30,0.3449999988079071,,
12-02,,0.15399999916553495,
12-03,0.33000001311302185,0.1469999998807907,
12-04,0.3199999928474426,0.1550000011920929,
12-05,,0.1550000011920929,
12-06,0.3140000104904175,0.14900000393390656,
12-07,0.33799999952316284,,
12-09,,0.13899999856948853,
12-10,0.3199999928474426,0.1340000033378601,
12-11,0.3199999928474426,0.13699999451637268,
12-12,0.3199999928474426,0.1340000033378601,
12-13,0.30399999022483826,0.13099999725818634,
12-14,0.2750000059604645,,
12-16,,0.12800000607967374,
12-17,0.2899999916553497,0.14100000262260434,
12-18,0.28200000524520874,0.1599999964237213,
12-19,0.3100000023841858,0.1599999964237213,
12-20,0.3160000145435333,0.1430000066757202,
12-21,0.30300000309944153,,
12-23,,0.13199999928474426,
12-24,0.27799999713897705,0.14100000262260434,
12-26,0.2660000026226044,0.13099999725818634,
12-27,0.2619999945163727,0.1420000046491623,
12-28,0.26499998569488525,,
12-30,,0.1420000046491623,
12-31,0.2750000059604645,0.1379999965429306,
