,2017,2018,2019,2020
01-02,,0.5302000045776367,0.6585999727249146,0.24500000476837158
01-03,,0.5302000045776367,0.607420027256012,0.24500000476837158
01-04,,0.5302000045776367,0.6399000287055969,
01-05,,0.5302000045776367,,
01-06,,,,0.24500000476837158
01-07,,,0.6399000287055969,0.23999999463558197
01-08,,0.5302000045776367,0.6399000287055969,0.24887000024318695
01-09,,0.7236999869346619,0.6399000287055969,0.24887000024318695
01-10,,0.7236999869346619,0.6143199801445007,0.23100000619888306
01-11,,0.7699999809265137,0.6639999747276306,
01-12,,0.7473999857902527,,
01-13,,,,0.23000000417232513
01-14,,,0.6639999747276306,0.23000000417232513
01-15,,,0.6639999747276306,0.21850000321865082
01-16,,0.7450000047683716,0.6509400010108948,0.2199999988079071
01-17,,0.7450000047683716,0.6350700259208679,0.2249000072479248
01-18,,0.7450000047683716,0.6650000214576721,
01-19,,0.7450000047683716,,
01-21,,,,0.2272000014781952
01-22,,0.6866000294685364,0.699999988079071,0.2190999984741211
01-23,,0.6866000294685364,0.7400000095367432,0.2190999984741211
01-24,,0.6866000294685364,0.7099999785423279,0.18000000715255737
01-25,,0.6866000294685364,0.7341499924659729,
01-26,,0.6866000294685364,,
01-27,,,,0.1704999953508377
01-28,,,0.70660001039505,0.19480000436306
01-29,,0.6866000294685364,0.7315800189971924,0.18565000593662262
01-30,,0.6866000294685364,0.7964299917221069,0.18905000388622284
01-31,,0.6866000294685364,0.8500000238418579,0.18905000388622284
02-01,,0.6866000294685364,0.8243799805641174,
02-02,,0.746999979019165,,
02-03,,,,0.19760000705718994
02-04,,,0.8243799805641174,0.19276000559329987
02-05,,0.7493000030517578,0.9200000166893005,0.21070000529289246
02-06,,0.7493000030517578,0.9054999947547913,0.20999999344348907
02-07,,0.7493000030517578,0.8467000126838684,0.19645999372005463
02-08,,0.7493000030517578,0.8138999938964844,
02-09,,0.7493000030517578,,
02-10,,,,0.17249999940395355
02-11,,,0.8518999814987183,0.20000000298023224
02-12,,0.7493000030517578,0.8500000238418579,0.20000000298023224
02-13,,0.7493000030517578,0.8500000238418579,0.20000000298023224
02-14,,0.7246999740600586,0.7473999857902527,0.20000000298023224
02-15,,0.7246999740600586,0.8322299718856812,
02-16,,0.7246999740600586,,
02-18,,,,0.20000000298023224
02-19,,,0.8531000018119812,0.20000000298023224
02-20,,0.7246999740600586,0.8799999952316284,0.21940000355243683
02-21,,0.6987000107765198,0.8651999831199646,0.21940000355243683
02-22,,0.6987000107765198,0.800000011920929,
02-23,,0.6987000107765198,,
02-24,,,,0.16940000653266907
02-25,,,0.8217999935150146,0.16500000655651093
02-26,,0.6987000107765198,0.8597800135612488,0.1956000030040741
02-27,,0.6987000107765198,0.800000011920929,0.2483000010251999
02-28,,0.6987000107765198,0.816100001335144,0.20520000159740448
03-01,,0.6987000107765198,0.800000011920929,
03-02,,0.6987000107765198,,0.20649999380111694
03-03,,,,0.20629000663757324
03-04,,,0.7900000214576721,0.20890000462532043
03-05,,0.6987000107765198,0.7686600089073181,0.20890000462532043
03-06,,0.6987000107765198,0.75,0.20489999651908875
03-07,,0.6987000107765198,0.75,
03-08,,0.6987000107765198,0.7799999713897705,
03-09,,0.7053899765014648,,0.18129999935626984
03-10,,,,0.18129999935626984
03-11,,,0.7706999778747559,0.16432000696659088
03-12,,0.7053899765014648,0.800000011920929,0.1294800043106079
03-13,,0.7053899765014648,0.8069000244140625,0.14000000059604645
03-14,,0.7016000151634216,0.8051999807357788,
03-15,,0.7016000151634216,0.8051999807357788,
03-16,,0.7016000151634216,,0.1526000052690506
03-17,,,,0.1552799940109253
03-18,,,0.7840999960899353,0.1599999964237213
03-19,,0.7016000151634216,0.7701200246810913,0.11266999691724777
03-20,,0.7016000151634216,0.7760999798774719,0.12700000405311584
03-21,,0.7016000151634216,0.7825999855995178,
03-22,,0.7016000151634216,0.8579999804496765,
03-23,,0.7016000151634216,,0.12020000070333481
03-24,,,,0.1298000067472458
03-25,,,0.8072999715805054,0.12794999778270721
03-26,,0.7016000151634216,0.7549999952316284,0.1603900045156479
03-27,,0.7016000151634216,0.758080005645752,0.152879998087883
03-28,,0.7016000151634216,0.75,
03-29,,0.7016000151634216,0.7749999761581421,
03-30,,,,0.152879998087883
03-31,,,,0.11500000208616257
04-01,,,0.75,0.10999999940395355
04-02,,0.7016000151634216,0.7400000095367432,0.12755000591278076
04-03,,0.7073000073432922,0.7400000095367432,0.14499999582767487
04-04,,0.7073000073432922,0.7449100017547607,
04-05,,0.692300021648407,0.7449100017547607,
04-06,,0.692300021648407,,0.14499999582767487
04-07,,,,0.1467999964952469
04-08,,,0.7865999937057495,0.14000000059604645
04-09,,0.692300021648407,0.7757499814033508,0.14000000059604645
04-10,,0.692300021648407,0.7757499814033508,
04-11,,0.692300021648407,0.7757499814033508,
04-12,,0.692300021648407,0.71670001745224,
04-13,,0.692300021648407,,0.1261499971151352
04-14,,,,0.1261499971151352
04-15,,,0.71670001745224,0.13928000628948212
04-16,,0.692300021648407,0.75,0.1377599984407425
04-17,,0.692300021648407,0.7400000095367432,0.1377599984407425
04-18,,0.692300021648407,0.7400000095367432,
04-19,,0.692300021648407,,
04-20,,0.692300021648407,,0.1421000063419342
04-21,,,,0.1376899927854538
