,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
01-02,,,,0.09000000357627869,0.07000000029802322,0.029999999329447746,,,0.1899999976158142,0.029999999329447746,0.05000000074505806
01-03,,2.109999895095825,0.3700000047683716,0.09000000357627869,0.05999999865889549,,,0.10999999940395355,0.18000000715255737,0.03999999910593033,0.05000000074505806
01-04,,1.9900000095367432,0.44999998807907104,0.10999999940395355,,,0.03999999910593033,0.10999999940395355,0.1599999964237213,0.03999999910593033,
01-05,,1.9299999475479126,0.5600000023841858,,,0.03999999910593033,0.05000000074505806,0.10999999940395355,0.15000000596046448,,
01-06,,1.9600000381469727,0.49000000953674316,,0.07999999821186066,0.03999999910593033,0.03999999910593033,0.10999999940395355,,,0.05000000074505806
01-07,,2.0199999809265137,,0.07999999821186066,0.07999999821186066,0.03999999910593033,0.03999999910593033,,,0.03999999910593033,0.05000000074505806
01-08,,,,0.10999999940395355,0.10999999940395355,0.03999999910593033,0.03999999910593033,,0.14000000059604645,0.03999999910593033,0.05000000074505806
01-09,,,0.5699999928474426,0.09000000357627869,0.10999999940395355,0.03999999910593033,,0.10000000149011612,0.14000000059604645,0.03999999910593033,0.05000000074505806
01-10,,2.009999990463257,0.550000011920929,0.09000000357627869,0.14000000059604645,,,0.10999999940395355,0.14000000059604645,0.03999999910593033,0.05000000074505806
01-11,,1.9700000286102295,0.47999998927116394,0.09000000357627869,,,0.03999999910593033,0.11999999731779099,0.14000000059604645,0.05000000074505806,
01-12,,1.9600000381469727,0.4699999988079071,,,0.03999999910593033,0.029999999329447746,0.14000000059604645,0.14000000059604645,,
01-13,,1.9700000286102295,0.4699999988079071,,0.1899999976158142,0.03999999910593033,0.03999999910593033,0.18000000715255737,,,0.05999999865889549
01-14,,1.9700000286102295,,0.07999999821186066,0.1899999976158142,0.03999999910593033,0.03999999910593033,,,0.05000000074505806,0.05000000074505806
01-15,,,,0.07999999821186066,0.1599999964237213,0.03999999910593033,0.03999999910593033,,,0.05000000074505806,0.05000000074505806
01-16,,,,0.07999999821186066,0.1599999964237213,0.03999999910593033,,,0.12999999523162842,0.05000000074505806,0.05000000074505806
01-17,,,0.49000000953674316,0.07999999821186066,0.17000000178813934,,,0.28999999165534973,0.12999999523162842,0.05000000074505806,0.05000000074505806
01-18,,1.940000057220459,0.49000000953674316,0.07999999821186066,,,,0.3499999940395355,0.12999999523162842,0.03999999910593033,
01-19,,1.9199999570846558,0.5,,,,0.03999999910593033,0.25999999046325684,0.10999999940395355,,
01-20,,1.899999976158142,0.550000011920929,,,0.07000000029802322,0.03999999910593033,0.23999999463558197,,,
01-21,,1.940000057220459,,,0.11999999731779099,0.05000000074505806,0.03999999910593033,,,,0.05000000074505806
01-22,,,,0.07999999821186066,0.11999999731779099,0.05000000074505806,0.03999999910593033,,0.11999999731779099,0.03999999910593033,0.05000000074505806
01-23,,,0.5400000214576721,0.07999999821186066,0.11999999731779099,0.07999999821186066,,0.30000001192092896,0.11999999731779099,0.05000000074505806,0.05000000074505806
01-24,,1.9600000381469727,0.5600000023841858,0.07999999821186066,0.11999999731779099,,,0.3400000035762787,0.12999999523162842,0.05000000074505806,0.05000000074505806
01-25,,1.9299999475479126,0.5299999713897705,0.07999999821186066,,,0.03999999910593033,0.33000001311302185,0.11999999731779099,0.05000000074505806,
01-26,,1.8899999856948853,0.5400000214576721,,,0.07999999821186066,0.03999999910593033,0.28999999165534973,0.11999999731779099,,
01-27,,1.909999966621399,0.47999998927116394,,0.10999999940395355,0.07999999821186066,0.03999999910593033,0.27000001072883606,,,0.05999999865889549
01-28,,1.8899999856948853,,0.07999999821186066,0.11999999731779099,0.07999999821186066,0.03999999910593033,,,0.05000000074505806,0.05000000074505806
01-29,,,,0.07999999821186066,0.11999999731779099,0.07999999821186066,0.03999999910593033,,0.11999999731779099,0.03999999910593033,0.05000000074505806
01-30,,,0.46000000834465027,0.09000000357627869,0.14000000059604645,0.07999999821186066,,0.23000000417232513,0.11999999731779099,0.03999999910593033,0.03999999910593033
01-31,,1.9900000095367432,0.44999998807907104,0.07999999821186066,0.15000000596046448,,,0.23999999463558197,0.10999999940395355,0.05000000074505806,0.03999999910593033
02-01,,2.0,0.44999998807907104,0.07999999821186066,,,0.03999999910593033,0.23000000417232513,0.11999999731779099,0.05000000074505806,
02-02,,2.0299999713897705,0.44999998807907104,,,0.07999999821186066,0.03999999910593033,0.23000000417232513,0.10999999940395355,,
02-03,,2.0799999237060547,0.44999998807907104,,0.12999999523162842,0.07000000029802322,0.03999999910593033,0.2199999988079071,,,0.05000000074505806
02-04,,2.130000114440918,,0.09000000357627869,0.11999999731779099,0.07000000029802322,0.03999999910593033,,,0.05000000074505806,0.05000000074505806
02-05,,,,0.09000000357627869,0.11999999731779099,0.07000000029802322,0.03999999910593033,,0.10999999940395355,0.05999999865889549,0.05000000074505806
02-06,,,0.44999998807907104,0.07000000029802322,0.12999999523162842,0.05000000074505806,,0.2199999988079071,0.10999999940395355,0.05000000074505806,0.05000000074505806
02-07,,2.1600000858306885,0.41999998688697815,0.09000000357627869,0.12999999523162842,,,0.27000001072883606,0.10999999940395355,0.05000000074505806,0.05000000074505806
02-08,,2.1500000953674316,0.4300000071525574,0.10000000149011612,,,0.029999999329447746,0.2800000011920929,0.10999999940395355,0.05000000074505806,
02-09,,2.1500000953674316,0.44999998807907104,,,0.05999999865889549,0.029999999329447746,0.28999999165534973,0.10000000149011612,,
02-10,,2.119999885559082,0.41999998688697815,,0.12999999523162842,0.05999999865889549,0.03999999910593033,0.28999999165534973,,,0.03999999910593033
02-11,,2.0399999618530273,,0.09000000357627869,0.14000000059604645,0.03999999910593033,0.03999999910593033,,,0.05999999865889549,0.03999999910593033
02-12,,,,0.09000000357627869,0.11999999731779099,0.07000000029802322,0.03999999910593033,,0.10999999940395355,0.05999999865889549,0.03999999910593033
02-13,,,0.41999998688697815,0.07000000029802322,0.10999999940395355,0.07000000029802322,,0.2800000011920929,0.10999999940395355,0.05999999865889549,0.03999999910593033
02-14,,2.0799999237060547,0.4000000059604645,0.09000000357627869,0.10999999940395355,,,0.36000001430511475,0.11999999731779099,0.07999999821186066,0.03999999910593033
