,2012,2013,2014,2015,2016,2017,2018,2019,2020
01-02,,0.003000000026077032,0.006300000008195639,0.006300000008195639,,,0.006300000008195639,0.006300000008195639,0.006300000008195639
01-03,,0.003000000026077032,0.006300000008195639,,,0.006300000008195639,0.006300000008195639,0.006300000008195639,0.006300000008195639
01-04,,0.003000000026077032,,,0.006300000008195639,0.006300000008195639,0.006300000008195639,0.006300000008195639,
01-05,,,,0.006300000008195639,0.006300000008195639,0.006300000008195639,0.006300000008195639,,
01-06,,,0.006300000008195639,0.006300000008195639,0.006300000008195639,0.006300000008195639,,,0.006300000008195639
01-07,,0.004000000189989805,0.006300000008195639,0.006300000008195639,0.006300000008195639,,,0.006300000008195639,0.006300000008195639
01-08,,0.004000000189989805,0.006300000008195639,0.006300000008195639,0.006300000008195639,,0.006300000008195639,0.006300000008195639,0.006300000008195639
01-09,,0.004000000189989805,0.006300000008195639,0.006300000008195639,,0.006300000008195639,0.006300000008195639,0.006300000008195639,0.006300000008195639
01-10,,0.004000000189989805,0.006300000008195639,,,0.006300000008195639,0.006300000008195639,0.006300000008195639,0.006300000008195639
01-11,,0.004000000189989805,,,0.006300000008195639,0.006300000008195639,0.006300000008195639,0.006300000008195639,
01-12,,,,0.006300000008195639,0.006300000008195639,0.006300000008195639,0.006300000008195639,,
01-13,,,0.006300000008195639,0.006300000008195639,0.006300000008195639,0.006300000008195639,,,0.006300000008195639
01-14,,0.004000000189989805,0.006300000008195639,0.006300000008195639,0.006300000008195639,,,0.006300000008195639,0.006300000008195639
01-15,,0.004000000189989805,0.019999999552965164,0.006300000008195639,0.006300000008195639,,,0.006300000008195639,0.006300000008195639
01-16,,0.004000000189989805,0.019999999552965164,0.006300000008195639,,,0.006300000008195639,0.006300000008195639,0.006300000008195639
01-17,,0.004000000189989805,0.019999999552965164,,,0.006300000008195639,0.006300000008195639,0.006300000008195639,0.006300000008195639
01-18,,0.004000000189989805,,,,0.006300000008195639,0.006300000008195639,0.006300000008195639,
01-19,,,,,0.006300000008195639,0.006300000008195639,0.006300000008195639,,
01-20,,,,0.006300000008195639,0.006300000008195639,0.006300000008195639,,,
01-21,,,0.006300000008195639,0.006300000008195639,0.006300000008195639,,,,0.006300000008195639
01-22,,0.014999999664723873,0.006300000008195639,0.006300000008195639,0.006300000008195639,,0.006300000008195639,0.006300000008195639,0.006300000008195639
01-23,,0.014999999664723873,0.006300000008195639,0.006300000008195639,,0.006300000008195639,0.006300000008195639,0.006300000008195639,0.006300000008195639
01-24,,0.014999999664723873,0.006300000008195639,,,0.006300000008195639,0.006300000008195639,0.006300000008195639,0.006300000008195639
01-25,,0.014999999664723873,,,0.006300000008195639,0.006300000008195639,0.006300000008195639,0.006300000008195639,
01-26,,,,0.006300000008195639,0.006300000008195639,0.006300000008195639,0.006300000008195639,,
01-27,,,0.006300000008195639,0.006300000008195639,0.006300000008195639,0.006300000008195639,,,0.006300000008195639
01-28,,0.004999999888241291,0.006300000008195639,0.006300000008195639,0.006300000008195639,,,0.006300000008195639,0.006300000008195639
01-29,,0.004999999888241291,0.006300000008195639,0.006300000008195639,0.006300000008195639,,0.006300000008195639,0.006300000008195639,0.006300000008195639
01-30,,0.004999999888241291,0.006300000008195639,0.006300000008195639,,0.006300000008195639,0.006300000008195639,0.006300000008195639,0.006300000008195639
01-31,,0.004999999888241291,0.006300000008195639,,,0.006300000008195639,0.006300000008195639,0.006300000008195639,0.006300000008195639
02-01,,0.014999999664723873,,,0.006300000008195639,0.006300000008195639,0.006300000008195639,0.006300000008195639,
02-02,,,,0.006300000008195639,0.006300000008195639,0.006300000008195639,0.006300000008195639,,
02-03,,,0.006300000008195639,0.006300000008195639,0.006300000008195639,0.006300000008195639,,,0.006300000008195639
02-04,,0.014999999664723873,0.006300000008195639,0.006300000008195639,0.006300000008195639,,,0.006300000008195639,0.006300000008195639
02-05,,0.014999999664723873,0.006300000008195639,0.006300000008195639,0.006300000008195639,,0.006300000008195639,0.006300000008195639,0.006300000008195639
02-06,,0.014999999664723873,0.006300000008195639,0.006300000008195639,,0.006300000008195639,0.006300000008195639,0.006300000008195639,0.006300000008195639
02-07,,0.014999999664723873,0.006300000008195639,,,0.006300000008195639,0.006300000008195639,0.006300000008195639,0.006300000008195639
02-08,,0.014999999664723873,,,0.006300000008195639,0.006300000008195639,0.006300000008195639,0.006300000008195639,
02-09,,,,0.006300000008195639,0.006300000008195639,0.006300000008195639,0.006300000008195639,,
02-10,,,0.006300000008195639,0.006300000008195639,0.006300000008195639,0.006300000008195639,,,0.006300000008195639
02-11,,0.014999999664723873,0.006300000008195639,0.006300000008195639,0.006300000008195639,,,0.006300000008195639,0.006300000008195639
02-12,,0.014999999664723873,0.006300000008195639,0.006300000008195639,0.006300000008195639,,0.006300000008195639,0.006300000008195639,0.006300000008195639
02-13,,0.014999999664723873,0.006300000008195639,0.006300000008195639,,0.006300000008195639,0.006300000008195639,0.006300000008195639,0.006300000008195639
02-14,,0.014999999664723873,0.006300000008195639,,,0.006300000008195639,0.006300000008195639,0.006300000008195639,0.006300000008195639
02-15,,0.014999999664723873,,,,0.006300000008195639,0.006300000008195639,0.006300000008195639,
02-16,,,,,0.006300000008195639,0.006300000008195639,0.006300000008195639,,
02-17,,,,0.006300000008195639,0.006300000008195639,0.006300000008195639,,,
02-18,,,0.006300000008195639,0.006300000008195639,0.006300000008195639,,,,0.006300000008195639
02-19,,0.014999999664723873,0.006300000008195639,0.006300000008195639,0.006300000008195639,,,0.006300000008195639,0.006300000008195639
02-20,,0.014999999664723873,0.006300000008195639,0.006300000008195639,,,0.006300000008195639,0.006300000008195639,0.006300000008195639
02-21,,0.014999999664723873,0.006300000008195639,,,0.006300000008195639,0.006300000008195639,0.006300000008195639,0.006300000008195639
02-22,,0.014999999664723873,,,0.006300000008195639,0.006300000008195639,0.006300000008195639,0.006300000008195639,
02-23,,,,0.006300000008195639,0.006300000008195639,0.006300000008195639,0.006300000008195639,,
02-24,,,0.006300000008195639,0.006300000008195639,0.006300000008195639,0.006300000008195639,,,0.006300000008195639
02-25,,0.014999999664723873,0.006300000008195639,0.006300000008195639,0.006300000008195639,,,0.006300000008195639,0.006300000008195639
02-26,,0.014999999664723873,0.006300000008195639,0.006300000008195639,0.006300000008195639,,0.006300000008195639,0.006300000008195639,0.006300000008195639
02-27,,0.014999999664723873,0.006300000008195639,0.006300000008195639,,0.006300000008195639,0.006300000008195639,0.006300000008195639,0.006300000008195639
02-28,,0.014999999664723873,0.006300000008195639,,,0.006300000008195639,0.006300000008195639,0.006300000008195639,0.006300000008195639
02-29,,,,,0.006300000008195639,,,,
03-01,,0.014999999664723873,,,0.006300000008195639,0.006300000008195639,0.006300000008195639,0.006300000008195639,
03-02,,,,0.006300000008195639,0.006300000008195639,0.006300000008195639,0.006300000008195639,,0.006300000008195639
03-03,,,0.006300000008195639,0.006300000008195639,0.006300000008195639,0.006300000008195639,,,0.006300000008195639
03-04,,0.014999999664723873,0.006300000008195639,0.006300000008195639,0.006300000008195639,,,0.006300000008195639,0.006300000008195639
03-05,,0.014999999664723873,0.006300000008195639,0.006300000008195639,,,0.006300000008195639,0.006300000008195639,0.006300000008195639
03-06,,0.014999999664723873,0.006300000008195639,0.006300000008195639,,0.006300000008195639,0.006300000008195639,0.006300000008195639,0.006300000008195639
03-07,,0.014999999664723873,0.006300000008195639,,0.006300000008195639,0.006300000008195639,0.006300000008195639,0.006300000008195639,
03-08,,0.019999999552965164,,,0.006300000008195639,0.006300000008195639,0.006300000008195639,0.006300000008195639,
03-09,,,,0.006300000008195639,0.006300000008195639,0.006300000008195639,0.006300000008195639,,0.006300000008195639
03-10,,,0.006300000008195639,0.006300000008195639,0.006300000008195639,0.006300000008195639,,,0.006300000008195639
03-11,,0.019999999552965164,0.006300000008195639,0.006300000008195639,0.006300000008195639,,,0.006300000008195639,0.006300000008195639
03-12,,0.019999999552965164,0.006300000008195639,0.006300000008195639,,,0.006300000008195639,0.006300000008195639,0.006300000008195639
03-13,,0.019999999552965164,0.006300000008195639,0.006300000008195639,,0.006300000008195639,0.006300000008195639,0.006300000008195639,0.006300000008195639
03-14,,0.019999999552965164,0.006300000008195639,,0.006300000008195639,0.006300000008195639,0.006300000008195639,0.006300000008195639,
03-15,,0.019999999552965164,,,0.006300000008195639,0.006300000008195639,0.006300000008195639,0.006300000008195639,
03-16,,,,0.006300000008195639,0.006300000008195639,0.006300000008195639,0.006300000008195639,,0.006300000008195639
03-17,,,0.006300000008195639,0.006300000008195639,0.006300000008195639,0.006300000008195639,,,0.006300000008195639
03-18,,0.019999999552965164,0.006300000008195639,0.006300000008195639,0.006300000008195639,,,0.006300000008195639,0.006300000008195639
03-19,,0.019999999552965164,0.006300000008195639,0.006300000008195639,,,0.006300000008195639,0.006300000008195639,0.006300000008195639
03-20,,0.019999999552965164,0.006300000008195639,0.006300000008195639,,0.006300000008195639,0.006300000008195639,0.006300000008195639,0.006300000008195639
03-21,,0.019999999552965164,0.006300000008195639,,0.006300000008195639,0.006300000008195639,0.006300000008195639,0.006300000008195639,
03-22,,0.019999999552965164,,,0.006300000008195639,0.006300000008195639,0.006300000008195639,0.006300000008195639,
03-23,,,,0.006300000008195639,0.006300000008195639,0.006300000008195639,0.006300000008195639,,0.006300000008195639
03-24,,,0.006300000008195639,0.006300000008195639,0.006300000008195639,0.006300000008195639,,,0.006300000008195639
03-25,,0.019999999552965164,0.006300000008195639,0.006300000008195639,,,,0.006300000008195639,0.006300000008195639
03-26,,0.019999999552965164,0.006300000008195639,0.006300000008195639,,,0.006300000008195639,0.006300000008195639,0.006300000008195639
03-27,,0.019999999552965164,0.006300000008195639,0.006300000008195639,,0.006300000008195639,0.006300000008195639,0.006300000008195639,0.006300000008195639
03-28,,0.019999999552965164,0.006300000008195639,,0.006300000008195639,0.006300000008195639,0.006300000008195639,0.006300000008195639,
03-29,,,,,0.006300000008195639,0.006300000008195639,0.006300000008195639,0.006300000008195639,
03-30,,,,0.006300000008195639,0.006300000008195639,0.006300000008195639,,,0.006300000008195639
03-31,,,0.006300000008195639,0.006300000008195639,0.006300000008195639,0.006300000008195639,,,0.006300000008195639
04-01,,0.006000000052154064,0.006300000008195639,0.006300000008195639,0.006300000008195639,,,0.006300000008195639,0.006300000008195639
04-02,,0.006000000052154064,0.006300000008195639,0.006300000008195639,,,0.006300000008195639,0.006300000008195639,0.006300000008195639
04-03,,0.006000000052154064,0.006300000008195639,,,0.006300000008195639,0.006300000008195639,0.006300000008195639,0.006300000008195639
04-04,,0.006000000052154064,0.006300000008195639,,0.006300000008195639,0.006300000008195639,0.006300000008195639,0.006300000008195639,
