,2017,2018,2019,2020
01-02,,0.2179999947547913,0.13099999725818634,0.04749999940395355
01-03,,0.2179999947547913,0.13099999725818634,0.04749999940395355
01-04,,0.2257999926805496,0.13099999725818634,
01-05,,0.2321999967098236,,
01-06,,,,0.04749999940395355
01-07,,,0.13099999725818634,0.06700000166893005
01-08,,0.2321999967098236,0.13099999725818634,0.06700000166893005
01-09,,0.23000000417232516,0.13099999725818634,0.06700000166893005
01-10,,0.23000000417232516,0.13099999725818634,0.06700000166893005
01-11,,0.23000000417232516,0.13099999725818634,
01-12,,0.23000000417232516,,
01-13,,,,0.06700000166893005
01-14,,,0.13099999725818634,0.06700000166893005
01-15,,,0.13099999725818634,0.06700000166893005
01-16,,0.23000000417232516,0.13099999725818634,0.06700000166893005
01-17,,0.23000000417232516,0.13099999725818634,0.06700000166893005
01-18,,0.23000000417232516,0.12939999997615814,
01-19,,0.193000003695488,,
01-21,,,,0.06499999761581421
01-22,,0.21889999508857727,0.12939999997615814,0.05000000074505806
01-23,,0.21889999508857727,0.12939999997615814,0.05000000074505806
01-24,,0.21889999508857727,0.12939999997615814,0.05000000074505806
01-25,,0.21739999949932096,0.12950000166893005,
01-26,,0.21739999949932096,,
01-27,,,,0.05000000074505806
01-28,,,0.12950000166893005,0.05249999836087227
01-29,,0.21739999949932096,0.12950000166893005,0.05249999836087227
01-30,,0.21739999949932096,0.12950000166893005,0.05249999836087227
01-31,,0.21739999949932096,0.13490000367164612,0.05249999836087227
02-01,,0.2404000014066696,0.13490000367164612,
02-02,,0.23420000076293945,,
02-03,,,,0.05249999836087227
02-04,,,0.13490000367164612,0.05249999836087227
02-05,,0.22190000116825104,0.13490000367164612,0.05249999836087227
02-06,,0.21690000593662265,0.13490000367164612,0.05249999836087227
02-07,,0.21690000593662265,0.12150000035762787,0.05249999836087227
02-08,,0.21690000593662265,0.13139000535011292,
02-09,,0.21690000593662265,,
02-10,,,,0.05249999836087227
02-11,,,0.13139000535011292,0.05249999836087227
02-12,,0.21690000593662265,0.13139000535011292,0.04902999848127365
02-13,,0.21690000593662265,0.13139000535011292,0.04902999848127365
02-14,,0.21690000593662265,0.10890000313520433,0.04902999848127365
02-15,,0.21690000593662265,0.10890000313520433,
02-16,,0.21690000593662265,,
02-18,,,,0.05490000173449516
02-19,,,0.10899999737739564,0.05115000158548355
02-20,,0.21690000593662265,0.10899999737739564,0.05115000158548355
02-21,,0.21690000593662265,0.11630000174045566,0.07989999651908875
02-22,,0.21690000593662265,0.13199999928474426,
02-23,,0.21690000593662265,,
02-24,,,,0.0820000022649765
02-25,,,0.13199999928474426,0.09210000187158583
02-26,,0.21690000593662265,0.13199999928474426,0.08760000020265579
02-27,,0.21690000593662265,0.119999997317791,0.0689999982714653
02-28,,0.21690000593662265,0.119999997317791,0.0689999982714653
03-01,,0.21690000593662265,0.119999997317791,
03-02,,0.273499995470047,,0.0689999982714653
03-03,,,,0.05449999868869782
03-04,,,0.119999997317791,0.04100000113248825
03-05,,0.2272000014781952,0.119999997317791,0.04100000113248825
03-06,,0.2179999947547913,0.11420000344514848,0.04349000006914139
03-07,,0.21389999985694885,0.11420000344514848,
03-08,,0.21389999985694885,0.11420000344514848,
03-09,,0.22390000522136688,,0.04349000006914139
03-10,,,,0.04349000006914139
03-11,,,0.11420000344514848,0.04349000006914139
03-12,,0.22390000522136688,0.11420000344514848,0.04349000006914139
03-13,,0.2150000035762787,0.11420000344514848,0.04349000006914139
03-14,,0.2150000035762787,0.11420000344514848,
03-15,,0.196600005030632,0.13699999451637268,
03-16,,0.196600005030632,,0.03999999910593033
03-17,,,,0.03999999910593033
03-18,,,0.13699999451637268,0.03999999910593033
03-19,,0.23499999940395355,0.13699999451637268,0.03999999910593033
03-20,,0.23729999363422394,0.13699999451637268,0.03999999910593033
03-21,,0.2240000069141388,0.13940000534057614,
03-22,,0.21709999442100525,0.13940000534057614,
03-23,,0.2180999964475632,,0.03999999910593033
03-24,,,,0.03999999910593033
03-25,,,0.13940000534057614,0.03999999910593033
03-26,,0.21065999567508695,0.11452999711036682,0.03999999910593033
03-27,,0.21960000693798065,0.14000000059604645,0.03999999910593033
03-28,,0.19760000705718994,0.14000000059604645,
03-29,,0.193900004029274,0.14000000059604645,
03-30,,,,0.03999999910593033
03-31,,,,0.03999999910593033
04-01,,,0.11599999666213988,0.03999999910593033
04-02,,0.17990000545978546,0.11599999666213988,0.03999999910593033
04-03,,0.17990000545978546,0.11749999970197678,0.029999999329447743
04-04,,0.17790000140666962,0.11749999970197678,
04-05,,0.17790000140666962,0.11749999970197678,
04-06,,0.19009999930858607,,0.029999999329447743
04-07,,,,0.029999999329447743
04-08,,,0.11749999970197678,0.06400000303983687
04-09,,0.1770000010728836,0.12399999797344208,0.06400000303983687
04-10,,0.18206000328063965,0.12399999797344208,
04-11,,0.18782000243663788,0.1169999986886978,
04-12,,0.18782000243663788,0.119999997317791,
04-13,,0.17829999327659607,,0.06400000303983687
04-14,,,,0.06400000303983687
04-15,,,0.119999997317791,0.06400000303983687
04-16,,0.1949000060558319,0.12999999523162842,0.06400000303983687
04-17,,0.1949000060558319,0.12999999523162842,0.06400000303983687
04-18,,0.1949000060558319,0.12999999523162842,
04-19,,0.1949000060558319,,
04-20,,0.16689999401569364,,0.06400000303983687
04-21,,,,0.06400000303983687
04-22,,,0.12200000137090684,0.07400000095367433
04-23,,0.15369999408721924,0.12200000137090684,0.07400000095367433
04-24,,0.1599999964237213,0.12200000137090684,0.07400000095367433
04-25,,0.15680000185966492,0.12200000137090684,
04-26,,0.18170000612735748,0.12200000137090684,
04-27,,0.1770000010728836,,0.07400000095367433
04-28,,,,0.07400000095367433
04-29,,,0.12200000137090684,0.07400000095367433
04-30,,0.18000000715255735,0.12200000137090684,0.07400000095367433
05-01,,0.1809999942779541,0.12200000137090684,0.07400000095367433
05-02,,0.18870000541210172,0.12200000137090684,
05-03,,0.18870000541210172,0.12200000137090684,
