,2009,2011,2012,2013,2014,2015,2016,2017,2018,2019
01-02,,,,3.609755992889404,3.609755992889404,5.414633750915527,,,3.6999998092651367,4.099999904632568
01-03,,,3.609755992889404,3.609755992889404,3.609755992889404,,,3.6999998092651367,3.6999998092651367,4.099999904632568
01-04,,,3.609755992889404,3.609755992889404,,,3.6999998092651367,3.6999998092651367,3.6999998092651367,4.099999904632568
01-05,,,3.609755992889404,,,5.414633750915527,3.6999998092651367,3.6999998092651367,3.6999998092651367,
01-06,,,3.609755992889404,,3.609755992889404,5.414633750915527,3.6999998092651367,3.6999998092651367,,
01-07,,,,3.609755992889404,3.609755992889404,3.2487802505493164,3.6999998092651367,,,4.099999904632568
01-08,,,,3.609755992889404,3.609755992889404,3.2487802505493164,3.6999998092651367,,3.6999998092651367,4.099999904632568
01-09,,,3.609755992889404,3.609755992889404,3.609755992889404,3.2487802505493164,,3.6999998092651367,3.6999998092651367,4.099999904632568
01-10,,,3.609755992889404,3.609755992889404,3.609755992889404,,,3.6999998092651367,3.6999998092651367,4.099999904632568
01-11,,,3.609755992889404,3.609755992889404,,,3.6999998092651367,3.6999998092651367,3.6999998092651367,4.099999904632568
01-12,,,3.609755992889404,,,3.2487802505493164,3.6999998092651367,3.6999998092651367,3.6999998092651367,
01-13,,,3.609755992889404,,3.609755992889404,3.609755992889404,3.6999998092651367,3.6999998092651367,,
01-14,,,,3.609755992889404,3.609755992889404,3.609755992889404,3.6999998092651367,,,4.099999904632568
01-15,,,,3.609755992889404,3.609755992889404,3.609755992889404,3.6999998092651367,,,4.099999904632568
01-16,,,,3.609755992889404,3.609755992889404,3.609755992889404,,,3.6999998092651367,4.099999904632568
01-17,,,3.609755992889404,3.609755992889404,3.609755992889404,,,3.6999998092651367,3.6999998092651367,4.099999904632568
01-18,,,3.609755992889404,3.609755992889404,,,,3.6999998092651367,3.6999998092651367,4.099999904632568
01-19,,,3.609755992889404,,,,3.6999998092651367,3.6999998092651367,3.6999998092651367,
01-20,,,3.609755992889404,,,3.609755992889404,3.6999998092651367,3.6999998092651367,,
01-21,,,,,3.609755992889404,3.609755992889404,3.6999998092651367,,,
01-22,,,,3.609755992889404,3.609755992889404,3.609755992889404,3.6999998092651367,,3.6999998092651367,4.099999904632568
01-23,,,3.609755992889404,3.609755992889404,3.609755992889404,3.609755992889404,,3.6999998092651367,3.6999998092651367,4.099999904632568
01-24,,,3.609755992889404,3.609755992889404,3.609755992889404,,,3.6999998092651367,3.6999998092651367,4.099999904632568
