,2009,2013,2017,2018,2019
12-15,,,24.07999992370605,,
12-17,,,,24.07999992370605,
12-18,,,24.07999992370605,24.07999992370605,
12-19,,,24.07999992370605,24.07999992370605,
12-20,,,24.07999992370605,24.07999992370605,
12-21,,,24.07999992370605,24.07999992370605,
12-22,,,24.07999992370605,,
12-24,,,,24.07999992370605,
12-26,,,24.07999992370605,24.07999992370605,
12-27,,,24.07999992370605,24.07999992370605,
12-28,,,24.07999992370605,24.07999992370605,
12-29,,,24.07999992370605,,
12-31,,,,24.07999992370605,
