,2013,2014,2015,2016,2017,2018,2019,2020
01-02,,48.72037887573242,42.559242248535156,,,38.10426712036133,22.020000457763672,47.2599983215332
01-03,,48.72037887573242,,,34.51184844970703,38.10426712036133,21.549999237060547,47.2599983215332
01-04,,,,46.44549942016602,34.51184844970703,38.10426712036133,22.78000068664551,
01-05,,,42.559242248535156,46.44549942016602,37.29857635498047,38.10426712036133,,
01-06,,48.72037887573242,42.559242248535156,46.44549942016602,36.900474548339844,,,47.2599983215332
01-07,,48.72037887573242,42.559242248535156,46.44549942016602,,,23.739999771118164,48.38999938964844
01-08,,48.72037887573242,42.559242248535156,46.44549942016602,,38.20853042602539,23.84000015258789,48.38999938964844
01-09,,48.72037887573242,42.559242248535156,,36.777252197265625,38.7867317199707,23.84000015258789,48.38999938964844
01-10,,48.72037887573242,,,34.985782623291016,38.7867317199707,23.61000061035156,48.38999938964844
01-11,,,,46.44549942016602,34.985782623291016,38.7867317199707,23.85000038146973,
01-12,,,42.559242248535156,46.44549942016602,34.985782623291016,38.7867317199707,,
01-13,,48.72037887573242,42.559242248535156,46.44549942016602,34.985782623291016,,,48.38999938964844
01-14,,48.72037887573242,42.559242248535156,46.44549942016602,,,24.09000015258789,48.38999938964844
01-15,,48.72037887573242,42.559242248535156,46.44549942016602,,,22.770000457763672,48.38999938964844
01-16,,48.72037887573242,42.559242248535156,,,44.92890930175781,22.770000457763672,48.38999938964844
01-17,,48.72037887573242,,,34.985782623291016,41.459716796875,22.86000061035156,48.38999938964844
01-18,,,,,34.985782623291016,41.459716796875,22.84000015258789,
01-19,,,,46.44549942016602,34.985782623291016,45.66824722290039,,
01-20,,,42.559242248535156,46.44549942016602,34.985782623291016,,,
01-21,,48.72037887573242,42.559242248535156,46.44549942016602,,,,48.38999938964844
01-22,,48.72037887573242,42.559242248535156,46.44549942016602,,45.66824722290039,22.34000015258789,48.38999938964844
01-23,,48.72037887573242,42.559242248535156,,34.985782623291016,45.66824722290039,22.34000015258789,48.38999938964844
01-24,,48.72037887573242,,,34.985782623291016,45.66824722290039,22.34000015258789,48.38999938964844
01-25,,,,42.54976272583008,34.68246459960937,43.2701416015625,25.13999938964844,
01-26,,,42.559242248535156,42.54976272583008,34.68246459960937,43.2701416015625,,
01-27,,48.72037887573242,42.559242248535156,42.54976272583008,36.30331802368164,,,48.38999938964844
01-28,,48.72037887573242,42.559242248535156,42.54976272583008,,,25.649999618530273,48.38999938964844
01-29,,48.72037887573242,42.559242248535156,42.54976272583008,,45.93365097045898,26.170000076293945,48.38999938964844
01-30,,48.72037887573242,42.559242248535156,,36.30331802368164,45.93365097045898,26.170000076293945,48.38999938964844
01-31,,48.72037887573242,,,36.30331802368164,45.26066207885742,26.170000076293945,48.38999938964844
02-01,,,,42.54976272583008,36.30331802368164,45.26066207885742,26.170000076293945,
02-02,,,42.559242248535156,42.54976272583008,35.89573287963867,45.26066207885742,,
02-03,,48.72037887573242,42.559242248535156,42.54976272583008,35.89573287963867,,,48.38999938964844
02-04,,48.72037887573242,42.559242248535156,42.54976272583008,,,26.170000076293945,48.38999938964844
02-05,,48.72037887573242,42.559242248535156,42.54976272583008,,45.26066207885742,26.170000076293945,48.38999938964844
02-06,,48.72037887573242,42.559242248535156,,34.32227325439453,42.654029846191406,26.170000076293945,48.38999938964844
02-07,,48.72037887573242,,,34.360191345214844,44.29383850097656,25.239999771118164,48.38999938964844
02-08,,,,42.54976272583008,33.962085723876946,41.12796020507813,25.239999771118164,
02-09,,,42.559242248535156,42.54976272583008,33.962085723876946,41.12796020507813,,
02-10,,48.72037887573242,42.559242248535156,42.54976272583008,33.87677764892578,,,48.38999938964844
02-11,,48.72037887573242,42.559242248535156,42.54976272583008,,,25.71999931335449,48.38999938964844
02-12,,48.72037887573242,42.559242248535156,42.54976272583008,,41.12796020507813,26.78000068664551,48.38999938964844
02-13,,48.72037887573242,42.559242248535156,,33.87677764892578,41.12796020507813,27.239999771118164,48.38999938964844
02-14,,48.72037887573242,,,33.87677764892578,41.12796020507813,27.239999771118164,48.38999938964844
02-15,,,,,33.87677764892578,41.12796020507813,27.45000076293945,
02-16,,,,42.54976272583008,33.87677764892578,44.20853042602539,,
