,2012,2013,2014,2015,2016,2017,2018,2019,2020
01-02,,0.5600000023841858,0.5699999928474426,0.5699999928474426,,,0.8399999737739563,0.7900000214576721,0.9100000262260437
01-03,,0.5600000023841858,0.5699999928474426,,,0.699999988079071,0.8399999737739563,0.7900000214576721,0.8899999856948853
01-04,,0.5600000023841858,,,0.7400000095367432,0.699999988079071,0.8399999737739563,0.7900000214576721,
01-05,,,,0.5699999928474426,0.7400000095367432,0.699999988079071,0.8399999737739563,,
01-06,,,0.5699999928474426,0.5699999928474426,0.7400000095367432,0.699999988079071,,,0.8899999856948853
01-07,,0.5600000023841858,0.5699999928474426,0.5699999928474426,0.7400000095367432,,,0.7900000214576721,0.8899999856948853
01-08,,0.5600000023841858,0.5699999928474426,0.5699999928474426,0.7400000095367432,,0.8399999737739563,0.7900000214576721,0.8899999856948853
01-09,,0.5600000023841858,0.5699999928474426,0.5699999928474426,,0.699999988079071,0.8399999737739563,0.7900000214576721,0.8899999856948853
01-10,,0.5600000023841858,0.5699999928474426,,,0.699999988079071,0.8399999737739563,0.7900000214576721,0.8899999856948853
01-11,,0.5600000023841858,,,0.7400000095367432,0.699999988079071,0.8399999737739563,0.7900000214576721,
01-12,,,,0.5699999928474426,0.7400000095367432,0.699999988079071,0.8399999737739563,,
01-13,,,0.5699999928474426,0.5699999928474426,0.7400000095367432,0.699999988079071,,,0.8899999856948853
01-14,,0.5600000023841858,0.5699999928474426,0.5699999928474426,0.7400000095367432,,,0.7900000214576721,0.8899999856948853
01-15,,0.5600000023841858,0.5699999928474426,0.5699999928474426,0.7400000095367432,,,0.7900000214576721,0.8899999856948853
01-16,,0.6299999952316284,0.5699999928474426,0.5699999928474426,,,0.8399999737739563,0.7900000214576721,0.8899999856948853
01-17,,0.6299999952316284,0.5699999928474426,,,0.699999988079071,0.8399999737739563,0.7900000214576721,0.8899999856948853
01-18,,0.699999988079071,,,,0.699999988079071,0.8399999737739563,0.7900000214576721,
01-19,,,,,0.7400000095367432,0.699999988079071,0.8700000047683716,,
01-20,,,,0.5699999928474426,0.7400000095367432,0.699999988079071,,,
01-21,,,0.5699999928474426,0.5699999928474426,0.7400000095367432,,,,0.7900000214576721
01-22,,0.699999988079071,0.5699999928474426,0.5699999928474426,0.7400000095367432,,0.8700000047683716,0.7900000214576721,0.7900000214576721
01-23,,0.699999988079071,0.5699999928474426,0.5699999928474426,,0.699999988079071,0.8700000047683716,0.7900000214576721,0.7900000214576721
01-24,,0.699999988079071,0.5699999928474426,,,0.699999988079071,0.8700000047683716,0.7900000214576721,0.7900000214576721
01-25,,0.699999988079071,,,0.7400000095367432,0.699999988079071,0.8700000047683716,0.7900000214576721,
01-26,,,,0.5699999928474426,0.7400000095367432,0.699999988079071,0.8700000047683716,,
01-27,,,0.5699999928474426,0.5699999928474426,0.7400000095367432,0.699999988079071,,,0.7900000214576721
01-28,,0.699999988079071,0.5699999928474426,0.5699999928474426,0.7400000095367432,,,0.7900000214576721,0.7900000214576721
01-29,,0.699999988079071,0.5699999928474426,0.5699999928474426,0.7400000095367432,,0.8700000047683716,0.7900000214576721,0.7900000214576721
01-30,,0.699999988079071,0.5699999928474426,0.5699999928474426,,0.699999988079071,0.8700000047683716,0.7900000214576721,0.7900000214576721
01-31,,0.699999988079071,0.5699999928474426,,,0.699999988079071,0.8700000047683716,0.7900000214576721,0.7900000214576721
02-01,,0.699999988079071,,,0.7400000095367432,0.699999988079071,0.8700000047683716,0.7900000214576721,
02-02,,,,0.5699999928474426,0.7400000095367432,0.699999988079071,0.8700000047683716,,
02-03,,,0.5699999928474426,0.5699999928474426,0.7400000095367432,0.699999988079071,,,0.7900000214576721
02-04,,0.699999988079071,0.5699999928474426,0.5699999928474426,0.7400000095367432,,,0.7900000214576721,0.7900000214576721
02-05,,0.699999988079071,0.5699999928474426,0.5699999928474426,0.7400000095367432,,0.8700000047683716,0.7900000214576721,0.7900000214576721
02-06,,0.699999988079071,0.5699999928474426,0.5699999928474426,,0.699999988079071,0.8700000047683716,0.7900000214576721,0.7900000214576721
02-07,,0.699999988079071,0.5699999928474426,,,0.699999988079071,0.8700000047683716,0.7900000214576721,0.7900000214576721
02-08,,0.699999988079071,,,0.7400000095367432,0.699999988079071,0.8700000047683716,0.7900000214576721,
02-09,,,,0.5699999928474426,0.7400000095367432,0.699999988079071,0.8700000047683716,,
02-10,,,0.5699999928474426,0.5699999928474426,0.7400000095367432,0.699999988079071,,,0.7900000214576721
02-11,,0.699999988079071,0.5699999928474426,0.5699999928474426,0.7400000095367432,,,0.7900000214576721,0.7900000214576721
02-12,,0.699999988079071,0.5699999928474426,0.5699999928474426,0.7400000095367432,,0.8700000047683716,0.7900000214576721,0.8100000023841858
02-13,,0.699999988079071,0.5699999928474426,0.5699999928474426,,0.699999988079071,0.8700000047683716,0.7900000214576721,0.8100000023841858
02-14,,0.699999988079071,0.5699999928474426,,,0.699999988079071,0.8700000047683716,0.7900000214576721,0.8100000023841858
02-15,,0.699999988079071,,,,0.699999988079071,0.8700000047683716,0.7900000214576721,
02-16,,,,,0.7400000095367432,0.699999988079071,0.8700000047683716,,
02-17,,,,0.5699999928474426,0.7400000095367432,0.699999988079071,,,
02-18,,,0.6000000238418579,0.5699999928474426,0.7400000095367432,,,,0.8100000023841858
02-19,,0.699999988079071,0.6000000238418579,0.5699999928474426,0.7400000095367432,,,0.7900000214576721,0.8100000023841858
02-20,,0.699999988079071,0.6000000238418579,0.8500000238418579,,,0.8700000047683716,0.7900000214576721,1.0499999523162842
02-21,,0.699999988079071,0.6000000238418579,,,0.699999988079071,0.8700000047683716,0.7900000214576721,1.0499999523162842
