,2010,2012,2013,2014,2015,2016,2017,2018,2019,2020,ups,downs,avg
01-02,0.0,0.0,0.0,-2.6239041521185706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,-0.2623904152118571
01-03,0.0,0.0,0.0,-3.206993963700486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,-0.3206993963700486
01-04,0.0,0.0,0.0,-3.206993963700486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,-0.3206993963700486
01-05,0.0,0.0,0.0,-3.206993963700486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,-0.3206993963700486
01-06,0.0,0.0,0.0,-3.206993963700486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,-0.3206993963700486
01-07,0.0,0.0,0.0,-9.597521391608655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,-0.9597521391608655
01-08,0.0,0.0,0.0,-9.597521391608655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,-0.9597521391608655
01-09,0.0,0.0,0.0,-9.597521391608655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,-0.9597521391608655
01-10,0.0,0.0,0.0,-9.597521391608655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,-0.9597521391608655
01-11,0.0,0.0,0.0,-9.597521391608655,0.0,0.0,0.0,0.0,0.0,-16.428573070740242,0.0,8.0,-2.6026094462348897
01-12,0.0,0.0,0.0,-9.597521391608655,0.0,0.0,0.0,0.0,0.0,-16.428573070740242,0.0,8.0,-2.6026094462348897
01-13,0.0,0.0,0.0,-9.597521391608655,0.0,0.0,0.0,0.0,0.0,-16.428573070740242,0.0,8.0,-2.6026094462348897
01-14,0.0,0.0,0.0,-9.597521391608655,0.0,0.0,9.187279062635833,0.0,0.0,-16.428573070740242,1.0,7.0,-1.6838815399713063
01-15,0.0,0.0,0.0,-9.597521391608655,0.0,0.0,9.187279062635833,0.0,0.0,-16.428573070740242,1.0,7.0,-1.6838815399713063
01-16,0.0,0.0,0.0,-9.597521391608655,0.0,0.0,9.187279062635833,0.0,0.0,-16.428573070740242,1.0,7.0,-1.6838815399713063
01-17,0.0,0.0,0.0,-6.191951904108182,0.0,0.0,9.187279062635833,0.0,0.0,-16.428573070740242,1.0,7.0,-1.343324591221259
01-18,0.0,0.0,0.0,-6.191951904108182,0.0,0.0,9.187279062635833,0.0,0.0,-16.428573070740242,1.0,7.0,-1.343324591221259
01-19,0.0,0.0,0.0,-6.191951904108182,0.0,0.0,9.187279062635833,0.0,0.0,-16.428573070740242,1.0,7.0,-1.343324591221259
01-20,0.0,0.0,0.0,-6.191951904108182,0.0,0.0,9.187279062635833,0.0,0.0,-16.428573070740242,1.0,7.0,-1.343324591221259
01-21,0.0,0.0,0.0,-6.191951904108182,0.0,0.0,9.187279062635833,0.0,0.0,-16.428573070740242,1.0,7.0,-1.343324591221259
01-22,0.0,0.0,0.0,-6.191951904108182,0.0,0.0,9.187279062635833,0.0,0.0,-16.428573070740242,1.0,7.0,-1.343324591221259
01-23,0.0,0.0,0.0,-6.191951904108182,0.0,0.0,9.187279062635833,0.0,0.0,-16.428573070740242,1.0,7.0,-1.343324591221259
01-24,0.0,0.0,0.0,-6.191951904108182,0.0,0.0,10.763894752771517,0.0,0.0,-16.428573070740242,1.0,7.0,-1.1856630222076907
01-25,0.0,0.0,0.0,-6.191951904108182,0.0,0.0,10.763894752771517,0.0,0.0,-16.428573070740242,1.0,7.0,-1.1856630222076907
01-26,0.0,0.0,0.0,-6.191951904108182,0.0,0.0,10.763894752771517,0.0,0.0,-16.428573070740242,1.0,7.0,-1.1856630222076907
01-27,0.0,0.0,0.0,-6.191951904108182,0.0,0.0,10.763894752771517,0.0,0.0,-16.428573070740242,1.0,7.0,-1.1856630222076907
01-28,0.0,0.0,0.0,-6.191951904108182,0.0,0.0,10.763894752771517,0.0,0.0,-16.428573070740242,1.0,7.0,-1.1856630222076907
01-29,0.0,0.0,0.0,-6.191951904108182,0.0,0.0,10.763894752771517,0.0,0.0,-16.428573070740242,1.0,7.0,-1.1856630222076907
01-30,0.0,0.0,0.0,-6.191951904108182,0.0,0.0,10.763894752771517,0.0,0.0,-16.428573070740242,1.0,7.0,-1.1856630222076907
01-31,0.0,0.0,0.0,-6.191951904108182,0.0,0.0,10.763894752771517,0.0,0.0,-16.428573070740242,1.0,7.0,-1.1856630222076907
02-01,0.0,0.0,0.0,-6.191951904108182,0.0,0.0,10.763894752771517,0.0,0.0,-16.428573070740242,1.0,7.0,-1.1856630222076907
02-02,0.0,0.0,0.0,-6.191951904108182,0.0,0.0,10.763894752771517,0.0,0.0,-16.428573070740242,1.0,7.0,-1.1856630222076907
02-03,0.0,0.0,0.0,-6.191951904108182,0.0,0.0,10.763894752771517,0.0,0.0,-16.428573070740242,1.0,7.0,-1.1856630222076907
02-04,0.0,0.0,0.0,0.0,0.0,0.0,10.763894752771517,0.0,0.0,-13.986017833543645,1.0,7.0,-0.32221230807721285
02-05,0.0,0.0,0.0,0.0,0.0,0.0,10.763894752771517,0.0,0.0,-13.986017833543645,1.0,7.0,-0.32221230807721285
02-06,0.0,0.0,0.0,0.0,0.0,0.0,10.763894752771517,0.0,0.0,2.0979001741372687,2.0,6.0,1.2861794926908785
02-07,0.0,0.0,0.0,0.0,0.0,0.0,10.763894752771517,0.0,0.0,2.0979001741372687,2.0,6.0,1.2861794926908785
02-08,0.0,0.0,0.0,0.0,0.0,0.0,10.763894752771517,0.0,0.0,2.0979001741372687,2.0,6.0,1.2861794926908785
02-09,0.0,0.0,0.0,0.0,0.0,0.0,1.7361176648623016,0.0,0.0,2.0979001741372687,2.0,6.0,0.38340178389995705
02-10,0.0,0.0,0.0,0.0,0.0,0.0,1.7361176648623016,0.0,0.0,2.0979001741372687,2.0,6.0,0.38340178389995705
02-11,0.0,0.0,0.0,0.0,0.0,0.0,1.7361176648623016,0.0,0.0,2.0979001741372687,2.0,6.0,0.38340178389995705
02-12,0.0,0.0,0.0,0.0,0.0,0.0,1.7361176648623016,0.0,0.0,2.0979001741372687,2.0,6.0,0.38340178389995705
02-13,0.0,0.0,0.0,0.0,0.0,0.0,1.7361176648623016,0.0,0.0,2.0979001741372687,2.0,6.0,0.38340178389995705
02-14,0.0,0.0,0.0,0.0,0.0,0.0,1.7361176648623016,0.0,0.0,2.0979001741372687,2.0,6.0,0.38340178389995705
02-15,0.0,0.0,0.0,0.0,-14.193550669564006,-12.25296230376054,1.7361176648623016,0.0,0.0,-5.389939737569045,1.0,7.0,-3.0100335046031286
02-16,0.0,0.0,0.0,0.0,-14.193550669564006,-12.25296230376054,1.7361176648623016,0.0,0.0,-5.389939737569045,1.0,7.0,-3.0100335046031286
02-17,0.0,0.0,0.0,0.0,-14.193550669564006,-12.25296230376054,1.7361176648623016,0.0,0.0,-5.389939737569045,1.0,7.0,-3.0100335046031286
02-18,0.0,0.0,0.0,-4.530747857376922,-14.193550669564006,-12.25296230376054,0.0,0.0,0.0,-5.389939737569045,0.0,8.0,-3.636720056827051
02-19,0.0,0.0,0.0,-4.530747857376922,-14.193550669564006,-12.25296230376054,0.0,0.0,0.0,-5.389939737569045,0.0,8.0,-3.636720056827051
02-20,0.0,0.0,0.0,-4.530747857376922,-14.193550669564006,-12.25296230376054,0.0,0.0,0.0,-5.389939737569045,0.0,8.0,-3.636720056827051
02-21,0.0,0.0,0.0,-4.530747857376922,-14.193550669564006,-12.25296230376054,0.0,0.0,0.0,-5.389939737569045,0.0,8.0,-3.636720056827051
02-22,0.0,0.0,0.0,-4.530747857376922,-14.193550669564006,-12.25296230376054,0.0,0.0,0.0,-5.389939737569045,0.0,8.0,-3.636720056827051
02-23,0.0,0.0,0.0,-4.530747857376922,-14.193550669564006,-12.25296230376054,0.0,0.0,0.0,-5.389939737569045,0.0,8.0,-3.636720056827051
02-24,0.0,0.0,0.0,-4.530747857376922,-14.193550669564006,-12.25296230376054,0.0,0.0,0.0,-5.389939737569045,0.0,8.0,-3.636720056827051
02-25,0.0,0.0,0.0,-4.530747857376922,-14.193550669564006,-12.25296230376054,0.0,0.0,17.36127348570699,-5.389939737569045,1.0,7.0,-1.900592708256352
02-26,0.0,0.0,0.0,-4.530747857376922,-14.193550669564006,-12.25296230376054,0.0,0.0,17.36127348570699,-6.463871881294748,1.0,7.0,-2.0079859226289223
02-27,0.0,0.0,0.0,-4.530747857376922,-14.193550669564006,-12.25296230376054,0.0,0.0,17.36127348570699,-6.463871881294748,1.0,7.0,-2.0079859226289223
02-28,0.0,0.0,0.0,-4.530747857376922,-14.193550669564006,-12.25296230376054,0.0,0.0,17.36127348570699,-6.463871881294748,1.0,7.0,-2.0079859226289223
02-29,0.0,0.0,0.0,0.0,0.0,-12.25296230376054,0.0,0.0,0.0,-6.463871881294748,0.0,2.0,-1.871683418505529
03-01,0.0,0.0,0.0,-4.530747857376922,-14.193550669564006,-12.25296230376054,0.0,0.0,17.36127348570699,-8.737860212273084,1.0,7.0,-2.235384755726756
03-02,0.0,0.0,0.0,-4.530747857376922,-14.193550669564006,-12.25296230376054,0.0,0.0,20.776257124523962,-8.737860212273084,1.0,7.0,-1.893886391845059
03-03,0.0,0.0,0.0,-4.530747857376922,-14.193550669564006,-12.25296230376054,0.0,0.0,20.776257124523962,-11.067955034349405,1.0,7.0,-2.1268958740526913
03-04,0.0,0.0,0.0,-4.530747857376922,-14.193550669564006,-12.25296230376054,0.0,0.0,20.776257124523962,-14.859433098071328,1.0,7.0,-2.5060436804248836
03-05,0.0,0.0,0.0,-4.530747857376922,-14.193550669564006,-12.25296230376054,0.0,0.0,20.776257124523962,-14.859433098071328,1.0,7.0,-2.5060436804248836
03-06,0.0,0.0,0.0,-4.530747857376922,-14.193550669564006,-12.25296230376054,0.0,0.0,20.776257124523962,-14.859433098071328,1.0,7.0,-2.5060436804248836
03-07,0.0,0.0,0.0,-4.530747857376922,-14.193550669564006,-12.25296230376054,0.0,0.0,20.776257124523962,-14.859433098071328,1.0,7.0,-2.5060436804248836
03-08,0.0,0.0,0.0,-4.530747857376922,-14.193550669564006,-12.25296230376054,0.0,0.0,20.776257124523962,-14.859433098071328,1.0,7.0,-2.5060436804248836
03-09,0.0,0.0,0.0,-4.530747857376922,-14.193550669564006,-12.25296230376054,0.0,0.0,20.776257124523962,-14.859433098071328,1.0,7.0,-2.5060436804248836
03-10,0.0,0.0,0.0,-4.530747857376922,-14.193550669564006,-12.25296230376054,0.0,0.0,20.776257124523962,-14.859433098071328,1.0,7.0,-2.5060436804248836
03-11,0.0,0.0,-23.318384595465684,-4.530747857376922,-14.193550669564006,-12.25296230376054,0.0,0.0,20.776257124523962,-14.859433098071328,1.0,7.0,-4.837882139971452
03-12,0.0,0.0,-23.318384595465684,-4.530747857376922,-14.193550669564006,0.0,0.0,0.0,20.776257124523962,-6.698796043630425,1.0,7.0,-2.796522204151308
03-13,0.0,0.0,-23.318384595465684,-4.530747857376922,0.0,0.0,0.0,0.0,20.776257124523962,-6.698796043630425,1.0,7.0,-1.377167137194907
03-14,0.0,0.0,-23.318384595465684,-4.530747857376922,0.0,0.0,0.0,0.0,20.776257124523962,-0.6363608367516613,1.0,7.0,-0.7709236165070307
03-15,0.0,0.0,-23.318384595465684,-4.530747857376922,0.0,0.0,0.0,0.0,20.776257124523962,-0.6363608367516613,1.0,7.0,-0.7709236165070307
03-16,0.0,0.0,-23.318384595465684,-4.530747857376922,0.0,0.0,0.0,0.0,20.776257124523962,-0.6363608367516613,1.0,7.0,-0.7709236165070307
03-17,0.0,0.0,-23.318384595465684,-4.530747857376922,0.0,0.0,0.0,0.0,20.776257124523962,-0.6363608367516613,1.0,7.0,-0.7709236165070307
03-18,0.0,0.0,-23.318384595465684,0.0,0.0,0.0,0.0,0.0,20.776257124523962,-0.6363608367516613,1.0,7.0,-0.31784883076933834
03-19,0.0,0.0,-23.318384595465684,0.0,0.0,0.0,0.0,0.0,20.776257124523962,-0.6363608367516613,1.0,7.0,-0.31784883076933834
03-20,0.0,0.0,-23.318384595465684,0.0,0.0,0.0,0.0,0.0,20.776257124523962,-0.6363608367516613,1.0,7.0,-0.31784883076933834
03-21,0.0,0.0,-23.318384595465684,0.0,0.0,0.0,0.0,0.0,20.776257124523962,-0.6363608367516613,1.0,7.0,-0.31784883076933834
03-22,0.0,0.0,-23.318384595465684,0.0,0.0,0.0,0.0,0.0,20.776257124523962,-0.6363608367516613,1.0,7.0,-0.31784883076933834
03-23,0.0,0.0,-23.318384595465684,0.0,0.0,11.228068208797128,0.0,0.0,4.132425296058169,-0.6363608367516613,2.0,6.0,-0.8594251927362049
03-24,0.0,0.0,-23.318384595465684,0.0,0.0,11.228068208797128,0.0,0.0,3.0254051794427657,-0.6363608367516613,2.0,6.0,-0.9701272043977452
03-25,0.0,0.0,-23.318384595465684,0.0,0.0,11.228068208797128,0.0,0.0,3.0254051794427657,0.3787875024959444,3.0,5.0,-0.8686123704729847
03-26,0.0,0.0,-23.318384595465684,0.0,0.0,11.228068208797128,0.0,0.0,3.0254051794427657,0.3787875024959444,3.0,5.0,-0.8686123704729847
03-27,0.0,0.0,-23.318384595465684,0.0,0.0,11.228068208797128,0.0,0.0,3.0254051794427657,2.4621232817268512,3.0,5.0,-0.6602787925498939
03-28,0.0,0.0,-23.318384595465684,0.0,0.0,11.228068208797128,0.0,0.0,-1.154738836393954,2.4621232817268512,2.0,6.0,-1.0782931941335658
03-29,0.0,0.0,-23.318384595465684,0.0,0.0,11.228068208797128,0.0,0.0,-1.154738836393954,2.4621232817268512,2.0,6.0,-1.0782931941335658
03-30,0.0,0.0,-23.318384595465684,0.0,0.0,11.228068208797128,0.0,0.0,-1.154738836393954,2.4621232817268512,2.0,6.0,-1.0782931941335658
03-31,0.0,0.0,-23.318384595465684,0.0,0.0,11.228068208797128,0.0,4.989154282261299,-1.154738836393954,2.4621232817268512,3.0,5.0,-0.579377765907436
04-01,0.0,0.0,-23.318384595465684,0.0,0.0,11.228068208797128,0.0,4.989154282261299,-1.154738836393954,5.681821568445591,3.0,5.0,-0.25740793723556205
04-02,0.0,0.0,-23.318384595465684,0.0,0.0,11.228068208797128,0.0,4.989154282261299,-1.154738836393954,5.681821568445591,3.0,5.0,-0.25740793723556205
