,2009,2010,2011,2012,2013,2014,2015,2016,2017,2020,ups,downs,end_day_sum,avg
01-02,-1.630000114440918,1.1899995803833008,-1.1800003051757812,0.0,0.5749988555908203,-0.025000005960464478,-35.645000606775284,-0.005000000819563869,42.639998169615865,0.0,3.0,6.0,02-01,0.5919995572417974
01-03,-1.9000005722045916,0.855000495910641,-1.4150009155273402,0.0,0.4599990844726598,-0.025000005960464478,-34.601001888513565,-0.005000000819563869,-0.004999998956918713,0.0,2.0,7.0,02-02,-3.6636003801599144
01-04,-1.7100000381469709,0.4350004196166992,-1.4150009155273402,0.0,0.13999938964843395,-0.019999980926513672,-34.601001888513565,-0.005000000819563869,-2.5649986267089844,0.0,2.0,7.0,02-03,-3.97410016413778
01-05,-1.9600000381469709,-0.2350006103515696,-1.4150009155273402,0.0,0.3150005340576172,-0.019999980926513672,-34.61600188910961,0.0,-2.520000457763672,0.0,1.0,8.0,02-04,-4.045100335776806
01-06,-2.1199998855590803,-0.19499969482421875,-1.4150009155273402,0.0,0.3150005340576172,-0.019999980926513672,-34.64799850434065,0.0,-3.299999237060547,0.0,1.0,8.0,02-05,-4.138299768418073
01-07,-1.9099998474121094,0.06500053405761719,-1.4150009155273402,0.0,0.3150005340576172,-0.019999980926513672,-34.01400069892407,0.0,42.45000061020255,0.0,3.0,6.0,02-06,0.5471000235527754
01-08,-1.7200002670288104,-0.06499862670898082,-0.9500007629394496,0.0,-0.09499931335448863,-0.019999980926513672,-35.130001828074455,-0.005000000819563869,41.80500015243888,0.0,1.0,8.0,02-07,0.3819999372586615
01-09,-3.560000419616701,0.17000007629394887,-0.6849994659423935,0.0,0.39999961853028054,-0.019999980926513672,-34.149998471140854,46.095001067966216,42.18999847397208,0.0,4.0,5.0,02-08,5.044000089913607
01-10,-1.1199998855590803,0.5450000762939489,-0.6849994659423935,0.0,0.639999389648441,-0.019999980926513672,-34.28500060737132,45.70999893173576,-3.1399993896484375,0.0,3.0,6.0,02-09,0.7644999068230403
01-11,-1.2899999618530291,0.43499946594237926,-0.42500114440918324,0.0,0.29500007629394887,-0.02499997615814209,-34.28500060737132,45.49499877914787,-2.5,0.0,3.0,6.0,02-10,0.7699996631592521
01-12,-1.6399993896484375,0.2900009155273402,-0.2199993133544922,0.0,0.37000083923339844,-0.03000000119209295,-34.280000612139695,42.94499954208732,43.54499969445169,0.0,4.0,5.0,02-11,5.098000167496503
