,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,ups,downs,end_day_sum,avg
01-02,0.05403709411621094,0.1755988597869873,0.0938260555267334,0.13539028167724632,0.32158517837524414,0.3141293525695801,0.5580787658691388,0.5239963531494141,-1.6390151977539062,-0.166229248046875,0.5215015411376953,-0.5545043945312518,-0.17384052276611506,-1.769144058227539,-0.14458656311035156,-1.6878738403320277,1.491847991943363,2.365886688232422,-2.81060791015625,-2.8109607696533203,-3.9015121459960938,4.269477844238281,6.631889343261733,5.820671081542969,-3.7135543823242188,-3.310791015625,-1.1511077880859375,2.805694580078125,9.976516723632812,14.336502075195312,-16.464797973632812,17.0,14.0,02-01,0.3257452903255344
01-03,0.03859901428222656,0.20752537250518777,0.0938260555267334,0.12997436523437522,0.4594092369079581,0.3141293525695801,0.5580759048461914,0.43152713775634766,-1.0661592483520508,-0.166229248046875,0.22598648071289062,-0.4058589935302752,-0.46357440948486506,-1.5915851593017578,-0.7492008209228551,-1.1920433044433558,1.3292331695556676,2.498149871826172,-5.598609924316406,-5.29170227050782,-4.815799713134766,5.8664703369140625,5.600242614746108,6.004913330078125,-4.056610107421875,-0.47548675537109375,0.8428955078125,2.796356201171861,7.306610107421875,18.25701904296878,-15.173248291015625,18.0,13.0,02-02,0.38434951151571034
01-04,0.03859901428222656,0.21391093730926514,0.08158814907073975,0.13539028167724632,0.5316026210784917,0.4397845268249503,0.35246849060058594,0.3390522003173828,-0.9388465881347656,-0.23271846771240234,-0.017381668090818536,-0.7883977890014648,-0.6709594726562518,-1.6264772415161133,-0.5881881713867188,-0.3090438842773473,2.478162765502937,2.975738525390618,-2.6448440551757812,-6.259418487548835,-3.712352752685547,7.9771270751953125,5.280952453613281,5.25115966796875,-2.8559188842773438,-1.10943603515625,0.6525421142578125,1.2397384643554688,6.4420013427734375,10.870986938476562,-15.4788818359375,17.0,14.0,02-03,0.26025613661735253
01-05,0.05918443202972434,0.24903202056884788,0.07750833034515381,0.16788291931152322,0.42659664154052734,0.41622018814086914,0.2349805831909162,0.24658775329589844,-0.413726806640625,-0.2659645080566406,-0.3302764892578125,-0.36942577362060725,-0.18603610992431818,-1.5472087860107422,-0.6276245117187536,-0.1256637573242223,2.4392681121826207,3.4496536254882812,-0.6329498291015625,-5.982929229736335,-2.6798324584960866,7.904930114746108,4.323005676269531,4.572792053222656,-3.3876724243164062,0.16729736328125,-1.7583236694335938,1.6778106689453125,5.7958831787109375,9.525405883789062,-17.973236083984375,17.0,14.0,02-04,0.17590868088506906
01-06,0.04889094829559304,0.20752620697021507,0.05303168296813987,0.17329823970794767,0.4200325012207031,0.29842185974121094,0.2056074142456037,0.030824661254882812,-0.5410356521606445,-0.7978897094726545,-0.9560766220092773,-0.45685863494873225,-0.37513446807861506,-1.6993970870971662,-0.21358871459961293,-0.458467483520522,2.357950210571296,4.290927886962891,0.38427734375,-6.5743064880371165,-3.0423965454101562,7.8968963623046875,3.782623291015639,5.066917419433594,-4.3996734619140625,2.5535049438476562,-0.2265777587890767,0.6152267456054688,6.4039764404296875,9.409255981445312,-18.2591552734375,18.0,13.0,02-05,0.1999558787192062
01-07,0.059183716773986816,0.24903202056884788,0.10606503486633301,0.11372733116149947,0.4069080352783203,0.376955509185791,0.2643566131591779,-0.061646461486816406,-0.3660001754760742,-0.5485477447509748,-0.9386987686157244,-0.4189758300781232,-0.1189451217651385,-1.471109390258789,-1.0547981262207031,-0.12226295471191762,2.0892944335937536,4.7722015380859375,-0.15068817138671875,-3.955350875854492,-3.3576698303222656,7.824676513671875,3.8399429321289062,3.8106765747070312,-4.459693908691406,2.9233474731445312,0.38068389892578125,2.0879364013672017,3.6580657958984375,10.01910400390625,-9.17889404296875,17.0,14.0,02-06,0.5412540781882506
01-08,0.0463176965713501,0.2394529581069944,0.12646150588989258,0.10289669036865234,0.203455448150633,0.44763660430908203,0.3231010437011701,0.09247016906738281,0.07956218719482422,-1.1303386688232404,-1.5818853378295898,-0.4597759246826172,-0.21348285675049006,-1.277702331542967,-0.9036331176757812,0.04075622558592684,2.0079879760742223,4.691375732421882,-3.451061248779297,-5.89845085144043,-4.563594818115227,7.142547607421875,4.6423187255859375,4.782157897949219,-3.9794387817382812,1.9283676147460938,1.4954910278320312,2.609954833984389,-3.886077880859375,7.05694580078125,-7.4436492919921875,19.0,12.0,02-07,0.10548924630688146
01-09,0.07204878330230713,0.21710419654846214,0.1305406093597412,0.12455797195434526,0.06563138961791903,0.4554877281188965,0.4662885665893537,-0.21576404571533025,0.843379020690918,-0.9641103744506836,-1.6861867904663086,-0.6514148712158203,-0.2012920379638672,-1.3728275299072266,-0.8017749786376918,-0.2818775177001953,2.152929306030277,4.588504791259766,-3.27777099609375,-6.52055549621582,-7.9449005126953125,6.925834655761719,4.1674346923828125,3.0401458740234375,-3.6707000732421875,2.6679916381835938,4.123939514160156,2.675201416015639,-3.534576416015625,9.05108642578125,-9.119720458984375,17.0,14.0,02-08,0.049181757434722605
01-10,0.08748853206634521,0.1915625333786013,0.1060643196105957,0.13538932800292924,0.13126087188720703,0.36910295486450195,0.7343115806579599,-0.40070152282714666,0.2705135345459002,-0.26595973968506037,-1.5645027160644531,-0.37233638763427734,0.07318878173827947,-1.2047882080078125,-1.1073760986328125,-0.6554527282714808,2.202407836914066,3.993377685546882,-5.229377746582031,-1.4745998382568324,-7.984321594238281,7.6721649169921875,3.430572509765625,2.3282699584960938,-4.3396453857421875,3.2315444946289062,3.8701553344726562,3.6072998046875,-3.3255157470703125,4.414215087890625,-5.0084228515625,18.0,13.0,02-09,0.12631901617973137
01-11,0.07976949214935303,0.19475615024566673,0.1305406093597412,0.07040238380432129,0.32158851623535023,0.22774076461791992,0.3524656295776367,-0.15411758422851562,0.461483955383299,-0.2992057800292969,-1.9121723175048828,-0.19017505645751953,-0.3324317932128906,-1.2491855621337908,-0.9003620147705078,-0.3226356506347585,1.56255912780761,2.9390106201171946,-4.490936279296875,0.19200515747070312,-8.66215515136718,6.283790588378906,3.2749862670898295,2.5711669921875,-3.4991378784179688,3.1082839965820312,2.6465835571289062,2.5167388916015767,-5.7198944091796875,5.2273712158203125,-5.7971954345703125,18.0,13.0,02-10,-0.04414067729826868
01-12,0.09778165817260742,0.18836939334869385,0.1305406093597412,0.11914360523223921,0.30846047401428134,0.20418262481689542,0.4699592590332031,-0.18494033813476562,0.7478961944580078,-0.581791877746582,-1.686185836791994,0.447390556335451,-0.4574747085571307,-1.3125934600830096,-1.2190971374511719,-0.8150634765625,1.5166091918945277,1.5319709777832102,-9.577136993408203,-0.7219486236572266,-5.5724639892578125,5.2164306640625,3.324127197265611,1.9346389770507812,-2.5300216674804688,3.0818405151367188,3.2266464233398438,3.020080566406264,-7.4681549072265625,4.249664306640625,-7.18731689453125,18.0,13.0,02-11,-0.30640182956572504
