,2010,2013,2014,2015,2016,2017,2018,2019,2020,ups,downs,end_day_sum,avg
01-02,0.0,0.0,0.004999999888241293,0.0,0.0,0.0,0.0,0.14900000020861626,0.015929996967315674,3.0,4.0,02-01,0.018881110784908135
01-03,0.0,0.0,0.004999999888241293,0.0,0.0,-0.000999999232590195,0.0,-0.0010000020265579224,0.015929996967315674,2.0,5.0,02-02,0.002103332844045428
01-04,0.0,0.0,0.004999999888241293,0.0,0.0,-0.000999999232590195,0.0,-0.0010000020265579224,0.015929996967315674,2.0,5.0,02-03,0.002103332844045428
01-05,0.0,0.0,0.004999999888241293,0.0,0.0,-0.000999999232590195,0.0,-0.0010000020265579224,0.015929996967315674,2.0,5.0,02-04,0.002103332844045428
01-06,0.0,0.0,0.004999999888241293,0.0,0.0,-0.000999999232590195,0.0,-0.0010000020265579224,0.015929996967315674,2.0,5.0,02-05,0.002103332844045428
01-07,0.0,0.0,0.003999999724328518,0.0,0.0,-0.000999999232590195,0.0,-0.0010000020265579224,0.015929996967315674,2.0,5.0,02-06,0.001992221714721786
01-08,0.0,0.0,0.003999999724328518,0.0,0.0,-0.000999999232590195,0.0,0.0020000040531158447,0.015929996967315674,3.0,4.0,02-07,0.002325555723574427
01-09,0.0,0.0,0.0032999999821186066,0.0,0.0,-0.000999999232590195,0.0,0.0020000040531158447,0.015929996967315674,3.0,4.0,02-08,0.002247777974439992
01-10,0.0,0.0,0.0032999999821186066,0.0,0.0,-0.000999999232590195,0.0,0.0020000040531158447,0.015929996967315674,3.0,4.0,02-09,0.002247777974439992
01-11,0.0,0.0,0.0032999999821186066,0.0,0.0,-0.000999999232590195,0.0,0.0020000040531158447,0.015929996967315674,3.0,4.0,02-10,0.002247777974439992
01-12,0.0,0.0,0.0032999999821186066,0.0,0.0,-0.000999999232590195,0.0,0.0020000040531158447,0.015929996967315674,3.0,4.0,02-11,0.002247777974439992
01-13,0.0,0.0,0.0032999999821186066,0.0,0.0,-0.000999999232590195,0.0,0.0020000040531158447,0.015929996967315674,3.0,4.0,02-12,0.002247777974439992
01-14,0.0,0.0,0.0013000005856156332,0.0,0.0,-0.000999999232590195,0.0,0.0020000040531158447,0.015929996967315674,3.0,4.0,02-13,0.002025555819272995
01-15,0.0,0.0,0.004399999976158144,0.0,0.0,-0.000999999232590195,0.0,0.0020000040531158447,-0.0014300011098384927,2.0,6.0,02-14,0.000441111520760589
01-16,0.0,0.0,0.004399999976158144,0.0,0.0,-0.000999999232590195,0.0,0.0020000040531158447,-0.0014300011098384927,2.0,6.0,02-15,0.000441111520760589
01-17,0.0,0.0,0.004399999976158144,0.0,0.0,-0.000999999232590195,0.0,0.003000006079673767,-0.0014300011098384927,2.0,6.0,02-16,0.0005522228570448025
01-18,0.0,0.0,0.004399999976158144,0.0,0.0,-0.000999999232590195,0.0,0.003000006079673767,-0.0014300011098384927,2.0,6.0,02-17,0.0005522228570448025
01-19,0.0,0.0,0.004399999976158144,0.0,0.0,-0.000999999232590195,0.0,0.003000006079673767,-0.0014300011098384927,2.0,6.0,02-18,0.0005522228570448025
01-20,0.0,0.0,0.004399999976158144,0.0,0.0,-0.000999999232590195,0.0,0.003000006079673767,-0.0014300011098384927,2.0,6.0,02-19,0.0005522228570448025
01-21,0.0,0.0,0.004399999976158144,0.0,0.0,-0.000999999232590195,0.0,0.003000006079673767,-0.0014300011098384927,2.0,6.0,02-20,0.0005522228570448025
01-22,0.0,0.0,0.004399999976158144,0.0,0.0,0.006000000052154066,0.0,0.003999993205070496,-0.0014300011098384927,3.0,5.0,02-21,0.001441110235949357
01-23,0.0,0.0,9.999983012676239e-05,0.0,0.0,0.013100001029670237,0.0,0.003999993205070496,-0.0014300011098384927,3.0,5.0,02-22,0.001752221439447667
01-24,0.0,0.0,9.999983012676239e-05,0.0,0.0,0.013100001029670237,0.0,0.003999993205070496,-0.0014300011098384927,3.0,5.0,02-23,0.001752221439447667
01-25,0.0,0.0,-0.0039999997243285205,0.0,0.0,0.013100001029670237,0.0,0.003999993205070496,-0.017359998077154166,2.0,6.0,02-24,-0.00047333372963799487
01-26,0.0,0.0,-0.0039999997243285205,0.0,0.0,0.013100001029670237,0.0,0.003999993205070496,-0.017359998077154166,2.0,6.0,02-25,-0.00047333372963799487
01-27,0.0,0.0,-0.0039999997243285205,0.0,0.0,0.013100001029670237,0.0,-0.09600000083446504,-0.017359998077154166,1.0,7.0,02-26,-0.011584444178475277
01-28,0.0,0.0,-0.0039999997243285205,0.0,0.0,0.013100001029670237,0.0,-0.09600000083446504,-0.017359998077154166,1.0,7.0,02-27,-0.011584444178475277
01-29,0.0,0.0,0.0,0.0,0.0,0.013100001029670237,0.0,-0.09600000083446504,-0.017359998077154166,1.0,7.0,02-28,-0.011139999764660997
01-30,0.0,0.0,0.0,0.0,0.0,0.013100001029670237,0.0,-0.09600000083446504,-0.017359998077154166,1.0,7.0,02-29,-0.011139999764660997
01-31,0.0,0.0,0.0,0.0,0.0,0.014100000262260432,0.0,-0.09600000083446504,-0.017359998077154166,1.0,7.0,03-01,-0.011028888738817641
02-01,0.0,0.0,-0.004499999806284906,0.0,0.0,0.014100000262260432,0.0,-0.09600000083446504,-0.017359998077154166,1.0,7.0,03-02,-0.011528888717293743
02-02,0.0,0.0,0.0,0.0,0.0,0.014100000262260432,0.0,-0.035999998450279236,-0.017359998077154166,1.0,7.0,03-03,-0.0043622218072414416
