,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,ups,downs,avg
01-02,0.0,-2.689135949850065,4.683458974383606,1.293374881843655,-1.2209142058399791,0.693418986101089,-5.94639918843431,3.706109821735453,-1.6137150582722606,11.764702000104466,4.08248865324251,6.0,4.0,1.3412171740921968
01-03,0.0,-2.689135949850065,4.683458974383606,1.293374881843655,-1.1446057035038588,0.3042569372796443,-5.2412573774877655,3.706109821735453,0.7564277312525389,11.764702000104466,4.08248865324251,7.0,3.0,1.5923472699091077
01-04,0.0,-5.306566805212157,4.683458974383606,1.703472878646289,-1.5708806184661888,-1.4971553722977957,-3.0130284495499526,0.45513455333783215,2.1684332164909783,10.874932799665409,5.00841970788829,6.0,4.0,1.2278382622623918
01-05,0.0,-2.441615458135866,5.62015446567254,2.625000476837158,-1.5708806184661888,-0.8722425771695748,-6.400668951415643,-0.39011355979150375,1.2607160915877462,11.094674180566658,4.606932204638679,5.0,5.0,1.2301778413021822
01-06,0.0,-1.769285194445957,5.62015446567254,2.625000476837158,-1.1832040340277084,2.0792082199546806,-3.5598749698987184,-0.650191333233584,1.7650044519229178,11.18225928930496,2.7574296203940527,6.0,4.0,1.7151364538618494
01-07,0.0,-1.769285194445957,5.3617567716422965,2.533623657614615,-2.633582468001343,-3.0693015270685806,3.074434668253641,3.3042434937297918,0.051309538221006416,11.18225928930496,3.7526696779728503,7.0,3.0,1.9807389006566618
01-08,0.0,-1.6755837200955817,5.3617567716422965,1.7344662659730676,0.2671816799023419,-2.128704859338709,3.236242958260762,3.243920371113153,0.051309538221006416,11.18225928930496,3.070367579010985,8.0,2.0,2.213019624908571
01-09,0.0,-0.706217390870966,7.160964091018726,-1.3875826367390365,0.7251928569649911,-4.257419160997043,5.177988733217242,3.724397012649356,-3.435515940323376,7.093589560732913,3.624734984286509,6.0,4.0,1.610921100903574
01-10,0.0,-0.8843296637844359,7.160964091018726,-2.491330616008063,0.7251928569649911,-1.357468406480633,6.2399978637695455,3.3644799616676386,-3.435515940323376,5.8620624208520935,3.624734984286509,6.0,4.0,1.7098897774511814
01-11,0.0,-2.8815348571856756,9.97844643258266,-2.491330616008063,0.03816881141462221,-1.8696256430916203,2.333331108093277,4.90379196522018,-4.016914512775758,5.8620624208520935,1.8763348389864025,6.0,4.0,1.2484299952807378
01-12,0.0,-3.2372814928968867,9.393289281629208,-2.491330616008063,0.0,-1.5105701301146128,1.5125996409376163,4.90379196522018,-3.488371272466648,4.1871847589496465,2.6649711380384704,5.0,5.0,1.0849348430262646
01-13,0.0,-3.2372814928968867,9.393289281629208,-2.491330616008063,0.0,-5.777101732966662,1.5125996409376163,4.90379196522018,-5.391122905129852,4.1871847589496465,2.7061285411056875,5.0,5.0,0.5278324946218977
01-14,0.0,-3.023829440288535,8.11717976885753,-2.491330616008063,0.0,-5.712818285730441,4.705878015914982,3.4761042731237786,-6.859596447547791,4.1871847589496465,3.4410394353735483,5.0,5.0,0.5308919511495144
01-15,0.0,-3.040058688491769,7.0965728105185475,-1.3245096050735596,1.6800325509174183,-5.198148291396514,4.705878015914982,4.601221358467576,-6.517100776989877,4.1871847589496465,3.7238468780492986,6.0,4.0,0.9013562737150681
01-16,0.0,-3.040058688491769,7.0965728105185475,-1.998094345216533,1.1072963330039705,-4.4261482081524965,7.142852563388489,4.601221358467576,-6.517100776989877,4.1871847589496465,0.543929551638193,6.0,4.0,0.7906959415559769
01-17,0.0,-3.040058688491769,7.0965728105185475,-1.998094345216533,1.1072963330039705,-4.4261482081524965,5.31276676525932,5.067149038809158,-6.517100776989877,2.0197037577400128,0.543929551638193,6.0,4.0,0.4696378398289569
01-18,0.0,-2.380952703717581,7.0965728105185475,-1.998094345216533,-0.2290930306181657,-4.4261482081524965,5.31276676525932,5.717764619960197,-6.517100776989877,2.610831523231225,0.33472771959388953,5.0,5.0,0.5019340339880478
01-19,0.0,-1.9822989944863236,7.0965728105185475,-0.856322691199295,-0.2290930306181657,-4.4261482081524965,5.555552385697838,8.759127051574383,-6.517100776989877,2.610831523231225,0.5428019372608798,5.0,5.0,0.9594474551669744
01-20,0.0,-1.9822989944863236,7.0965728105185475,-0.856322691199295,-0.2290930306181657,-1.4500045776367188,6.666664493049956,8.272509526591191,-8.493590870239093,3.3251847423307335,1.6921166122905678,5.0,5.0,1.2765216382364908
01-21,0.0,-1.9822989944863236,3.8876897093921006,-1.0486175116185155,2.813773500339219,3.78109559431891,2.2222242147041924,8.698298410716866,-8.493590870239093,3.088231237976808,1.6921166122905678,7.0,3.0,1.3326292639449755
01-22,0.0,2.548670135768101,4.183324433154828,-1.0486175116185155,2.1221134842586094,3.4825907943006147,2.2222242147041924,9.41460165765522,-8.493590870239093,3.088231237976808,0.7841462249216712,8.0,2.0,1.6639721637165847
01-23,0.0,2.548670135768101,4.5064358108167575,-1.9557508578329608,2.1221134842586094,1.3432858340270977,8.969318173888503,8.698298410716866,-6.652588138084403,4.0291257686221345,0.7841462249216712,8.0,2.0,2.2175504406456703
01-24,0.0,5.29755426331462,4.701907325132935,-1.9557508578329608,2.0476587189547866,0.24876190776232993,9.890969179682624,8.9751337948986,-6.315793489155016,4.077670568120428,0.7841462249216712,8.0,2.0,2.522932512345456
01-25,0.0,3.142456835580696,4.631059056084423,-1.9557508578329608,1.8615040530092368,0.3479204734243874,10.656371697037303,2.971496530742146,-6.2631607055663885,4.077670568120428,14.817493206233742,8.0,2.0,3.1170055324393644
01-26,0.0,4.606394450185942,4.414943908991872,-1.7274440314296393,1.8615040530092368,0.938737827105818,6.869633767484694,2.971496530742146,-6.2631607055663885,3.1847115305720433,14.755876962008166,8.0,2.0,2.8738812993730813
