,2009,2010,2011,2012,2013,2014,2017,2018,2019,2020,ups,downs,end_day_sum,avg
01-02,-6.640000343322754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,02-01,-0.6640000343322754
01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,02-02,0.0
01-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,02-03,0.0
01-05,0.0,0.0,2.489999771118164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,02-04,0.2489999771118164
01-06,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,02-05,0.075
01-07,0.0,0.0,0.75,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,8.0,02-06,-0.025
01-08,0.0,0.0,0.75,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,8.0,02-07,-0.025
01-09,0.0,0.0,0.75,0.0,-3.0,-1.0,0.0,0.0,0.0,0.0,1.0,8.0,02-08,-0.325
01-10,0.0,0.0,0.75,0.0,-3.0,-1.0,0.0,0.0,0.0,0.0,1.0,8.0,02-09,-0.325
01-11,0.0,0.0,0.75,0.0,-3.0,-1.0,0.0,0.0,0.0,0.0,1.0,8.0,02-10,-0.325
01-12,5.789999961853027,0.0,0.75,0.0,-3.0,-1.0,0.0,0.0,0.0,0.0,2.0,7.0,02-11,0.2539999961853027
01-13,-1.6499996185302734,0.0,0.75,0.0,-3.0,-1.0,0.0,0.0,0.0,0.0,1.0,8.0,02-12,-0.48999996185302735
01-14,-1.6499996185302734,0.0,0.0,0.0,-3.0,-1.0,0.0,0.0,0.0,0.0,0.0,9.0,02-13,-0.5649999618530274
01-15,-1.6499996185302734,0.0,0.0,1.0,-3.0,-1.0,0.0,0.0,0.0,0.0,1.0,8.0,02-14,-0.46499996185302733
01-16,-1.6499996185302734,0.0,0.0,1.0,-3.0,-1.0,0.0,0.0,0.0,0.0,1.0,8.0,02-15,-0.46499996185302733
01-17,-1.6499996185302734,-0.010000228881835938,0.0,1.0,-3.0,-1.0,0.0,0.0,0.0,0.0,1.0,8.0,02-16,-0.46599998474121096
01-18,-1.6499996185302734,-0.010000228881835938,0.0,1.0,-3.0,-1.0,0.0,0.0,0.0,0.0,1.0,8.0,02-17,-0.46599998474121096
01-19,-1.6499996185302734,1.5,0.0,1.0,-3.0,-1.0,0.0,0.0,0.0,0.0,2.0,7.0,02-18,-0.31499996185302737
01-20,-1.6499996185302734,1.5,0.0,1.0,-2.0,-1.0,0.0,0.0,0.0,0.0,2.0,7.0,02-19,-0.21499996185302733
01-21,-1.6499996185302734,1.5,0.0,1.0,-0.6800003051757812,-1.0,0.0,0.0,0.0,0.0,2.0,7.0,02-20,-0.08299999237060547
01-22,-1.6499996185302734,1.5,0.0,1.0,-0.6800003051757812,-1.0,0.0,0.0,0.0,0.0,2.0,7.0,02-21,-0.08299999237060547
01-23,-1.6499996185302734,1.5,0.0,1.0,-0.6800003051757812,-1.0,0.0,0.0,0.0,0.0,2.0,7.0,02-22,-0.08299999237060547
01-24,-1.6499996185302734,1.5,-1.5,1.0,-0.6800003051757812,-1.0,0.0,0.0,0.0,0.0,2.0,7.0,02-23,-0.23299999237060548
01-25,-1.6499996185302734,1.5,-2.0,1.0,-0.6800003051757812,-1.0,0.0,0.0,0.0,0.0,2.0,7.0,02-24,-0.28299999237060547
01-26,-1.6499996185302734,1.5,-2.0,1.0,-0.6800003051757812,-1.0,0.0,0.0,0.0,0.0,2.0,7.0,02-25,-0.28299999237060547
01-27,-1.6499996185302734,1.5,-2.0,1.0,-0.6800003051757812,-1.0,0.0,0.0,0.0,0.0,2.0,7.0,02-26,-0.28299999237060547
