,2010,2013,2014,2015,2016,2017,2018,2019,2020,ups,downs,end_day_sum,avg
01-02,0.0,0.0,0.0,0.0,0.0,0.0,0.028400003910064697,0.0,0.11300000548362732,2.0,5.0,02-01,0.01571111215485467
01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.028400003910064697,0.0,0.11300000548362732,2.0,5.0,02-02,0.01571111215485467
01-04,0.0,0.0,0.0,0.0,0.0,0.0,0.028400003910064697,0.0,0.11300000548362732,2.0,5.0,02-03,0.01571111215485467
01-05,0.0,0.0,0.0,0.0,0.0,0.0,0.028400003910064697,0.0,0.11300000548362732,2.0,5.0,02-04,0.01571111215485467
01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.02570000290870668,-0.0023000016808509827,0.12700000405311584,2.0,5.0,02-05,0.016711111697885726
01-07,0.0,0.0,0.0,0.0,0.0,0.0,0.011900000274181366,-0.0023000016808509827,0.06399998068809515,2.0,5.0,02-06,0.008177775475713947
01-08,0.0,0.0,0.0,0.0,0.0,0.0,0.011900000274181366,0.0016999989748001099,0.03949999809265137,3.0,4.0,02-07,0.005899999704625871
01-09,0.0,0.0,0.0,0.0,0.0,0.022099999710917473,-0.03249999880790712,0.0016999989748001099,0.05450001358985901,3.0,4.0,02-08,0.005088890385296608
01-10,0.0,0.0,0.0,0.0,0.0,0.022099999710917473,-0.033799998462200165,0.0016999989748001099,-0.0104999840259552,2.0,5.0,02-09,-0.0022777759780486426
01-11,0.0,0.0,0.0,0.0,0.0,0.022099999710917473,-0.03010000288486482,0.0016999989748001099,-0.06949999928474426,2.0,5.0,02-10,-0.008422222609321278
01-12,0.0,0.0,0.0,0.0,0.0,0.022099999710917473,-0.03010000288486482,0.0016999989748001099,-0.019500017166137695,2.0,5.0,02-11,-0.0028666690405872147
01-13,0.0,0.0,0.0,0.0,0.0,0.022099999710917473,-0.015700004994869232,0.0016999989748001099,-0.019500017166137695,2.0,5.0,02-12,-0.0012666692750321494
01-14,0.0,0.0,0.0,0.0,0.0,0.022099999710917473,-0.015700004994869232,0.026699997484684004,-0.050000011920928955,2.0,5.0,02-13,-0.0018777799689107455
01-15,0.0,0.0,0.0,0.0,0.0,0.022099999710917473,-0.015700004994869232,0.03170000016689299,-0.07150000333786011,2.0,6.0,02-14,-0.0037111120505465417
01-16,0.0,0.0,0.0,0.0,0.0,0.022099999710917473,-0.015700004994869232,0.03939999639987947,-0.10124999284744263,2.0,6.0,02-15,-0.006161111303501657
01-17,0.0,0.0,0.0,0.0,0.0,0.022099999710917473,-0.0048999935388564925,0.03939999639987947,-0.09200000762939453,2.0,6.0,02-16,-0.003933333895272676
01-18,0.0,0.0,0.0,0.0,0.0,0.022099999710917473,0.0018000006675720492,0.03939999639987947,-0.16075000166893,3.0,5.0,02-17,-0.010827778321173445
01-19,0.0,0.0,0.0,0.0,0.0,0.022099999710917473,0.0018000006675720492,0.03939999639987947,-0.21175000071525568,3.0,5.0,02-18,-0.016494444881876298
01-20,0.0,0.0,0.0,0.0,0.0,0.022099999710917473,0.0018000006675720492,0.030400000512599945,-0.19174998998641957,3.0,5.0,02-19,-0.015272221010592233
01-21,0.0,0.0,0.0,0.0,0.0,0.022099999710917473,0.0007999986410141269,0.03269999474287032,-0.19174998998641957,3.0,5.0,02-20,-0.015127777432401963
01-22,0.0,0.0,0.0,0.0,0.0,0.022099999710917473,0.0007999986410141269,0.05590000003576279,-0.1554999947547912,3.0,5.0,02-21,-0.008522221818566314
01-23,0.0,0.0,0.0,0.0,0.0,0.022099999710917473,-0.0029999986290931563,0.04203999787569046,-0.1515000164508819,2.0,6.0,02-22,-0.01004000194370746
01-24,0.0,0.0,0.0,0.0,0.0,0.022099999710917473,-0.0023999959230422974,0.04203999787569046,-0.1515000164508819,2.0,6.0,02-23,-0.009973334976368474
01-25,0.0,0.0,0.0,0.0,0.0,0.022099999710917473,-0.0023999959230422974,0.04203999787569046,-0.06100001931190485,2.0,6.0,02-24,8.222026129564266e-05
01-26,0.0,0.0,0.0,0.0,0.0,0.022099999710917473,0.002500005066394792,0.04203999787569046,-0.0955000221729278,3.0,5.0,02-25,-0.0032066688355472306
01-27,0.0,0.0,0.0,0.0,0.0,0.022099999710917473,0.002500005066394792,0.04203999787569046,-0.11349999904632563,3.0,5.0,02-26,-0.005206666265924767
01-28,0.0,0.0,0.0,0.0,0.0,0.022099999710917473,-0.009800001978874234,0.04617000371217728,-0.12350001931190485,2.0,6.0,02-27,-0.007225557540853815
01-29,0.0,0.0,0.0,0.0,0.0,0.022099999710917473,-0.009800001978874234,0.04617000371217728,-0.04900002479553217,2.0,6.0,02-28,0.0010522196276320382
01-30,0.0,0.0,0.0,0.0,0.0,0.022099999710917473,-0.004700005054473891,0.026699997484684004,-0.04900002479553217,2.0,6.0,02-29,-0.0005444480727116205
01-31,0.0,0.0,0.0,0.0,0.0,0.022099999710917473,-0.004700005054473891,0.026699997484684004,-0.04900002479553217,2.0,6.0,03-01,-0.0005444480727116205
02-01,0.0,0.0,0.0,0.0,0.0,0.022099999710917473,-0.0020000040531158725,0.028999999165534987,-0.1080000102519989,2.0,6.0,03-02,-0.006544446158740257
02-02,0.0,0.0,0.0,0.0,0.0,0.022099999710917473,0.01179999858140944,0.028999999165534987,-0.15250000357627866,3.0,5.0,03-03,-0.00995555623537964
02-03,0.0,0.0,0.0,0.0,0.0,0.022099999710917473,-0.003899998962879181,0.0364999994635582,-0.09400001168251038,2.0,6.0,03-04,-0.004366667941212654
02-04,0.0,0.0,0.0,0.0,0.0,0.0,0.007100000977516174,0.0364999994635582,-0.04850000143051153,2.0,6.0,03-05,-0.0005444445543819065
02-05,0.0,0.0,0.0,0.0,0.0,-0.000999998301267624,0.007100000977516174,0.032499998807907104,-0.027000010013580322,2.0,6.0,03-06,0.001288887941175037
02-06,0.0,142.28400301933289,0.0,0.0,0.0,-0.000999998301267624,0.006200000643730164,0.032499998807907104,-0.012500017881393433,3.0,5.0,03-07,15.812133666955763
02-07,0.0,142.28400301933289,0.0,0.0,0.0,-0.000999998301267624,0.006200000643730164,0.032499998807907104,-0.0625,3.0,5.0,03-08,15.806578113387028
02-08,0.0,142.28400301933289,0.0,0.0,0.0,-0.000999998301267624,0.006200000643730164,0.032499998807907104,-0.07049998641014105,3.0,5.0,03-09,15.805689226008123
02-09,0.0,142.28400301933289,0.0,0.0,0.0,-0.000999998301267624,0.006200000643730164,-0.007500000298023238,-0.07170000672340393,2.0,6.0,03-10,15.801111446072658
02-10,0.0,142.28400301933289,0.0,0.0,0.0,-0.000999998301267624,0.006200000643730164,-0.012000001966953291,-0.14999999105930328,2.0,6.0,03-11,15.791911447627676
02-11,0.0,142.28400301933289,0.0,0.0,0.0,-0.000999998301267624,0.006200000643730164,-0.012000001966953291,-0.14749999344348907,2.0,6.0,03-12,15.792189225140545
02-12,0.0,142.28400301933289,0.0,0.0,0.0,0.0025000013411045074,-0.0011999979615211487,-0.01700000464916228,-0.09849999845027924,2.0,6.0,03-13,15.796644779957003
02-13,0.0,142.28400301933289,0.0,0.0,0.0,0.0025000013411045074,-0.002199999988079071,-0.021569997072219863,-0.04749999940395355,2.0,6.0,03-14,15.801692558245527
02-14,0.0,142.28400301933289,0.0,0.0,0.0,0.0025000013411045074,-0.031100004911422743,-0.012570001184940338,-0.06750001013278967,2.0,6.0,03-15,15.797259222716093
02-15,0.0,142.28400301933289,0.0,0.0,0.0,0.0025000013411045074,-0.03010000288486482,-0.01486999541521071,-0.12000000476837164,2.0,6.0,03-16,15.791281446400616
02-16,0.0,142.28400301933289,0.0,0.0,0.0,0.0025000013411045074,-0.03010000288486482,-0.03807000070810318,-0.12000000476837164,2.0,6.0,03-17,15.788703668034739
02-17,0.0,142.28400301933289,0.0,0.0,0.0,0.0025000013411045074,-0.026300005614757538,-0.03807000070810318,-0.12000000476837164,2.0,6.0,03-18,15.78912588995364
02-18,0.0,142.28400301933289,0.0,0.0,0.0,0.0025000013411045074,-0.026300005614757538,-0.03807000070810318,-0.12000000476837164,2.0,6.0,03-19,15.78912588995364
02-19,0.0,142.28400301933289,0.0,0.0,0.0,0.0025000013411045074,-0.026300005614757538,-0.03920000046491623,-0.2304999940097332,2.0,6.0,03-20,15.776722557842731
02-20,0.0,142.28400301933289,0.0,0.0,0.0,-0.00459999963641166,-0.026300005614757538,-0.00033999979496002197,-0.32099999114871025,1.0,7.0,03-21,15.770195891459784
02-21,0.0,142.28400301933289,0.0,0.0,0.0,-0.00459999963641166,-0.026300005614757538,-0.00033999979496002197,-0.2864999882876873,1.0,7.0,03-22,15.774029225111008
02-22,0.0,142.28400301933289,0.0,0.0,0.0,-0.00459999963641166,-0.026300005614757538,-0.00033999979496002197,-0.2685000114142895,1.0,7.0,03-23,15.776029222541386
02-23,0.0,142.28400301933289,0.0,0.0,0.0,-0.00459999963641166,-0.013999998569488512,-0.02947000414133072,-0.2685000114142895,1.0,7.0,03-24,15.774159222841263
02-24,0.0,142.28400301933289,0.0,0.0,0.0,-0.00459999963641166,-0.013999998569488512,-0.02947000414133072,-0.2685000114142895,1.0,7.0,03-25,15.774159222841263
02-25,0.0,142.28400301933289,0.0,0.0,0.0,-0.00459999963641166,-0.013999998569488512,-0.02947000414133072,-0.25849999114871025,1.0,7.0,03-26,15.775270336204105
02-26,0.0,142.28400301933289,0.0,0.0,0.0,-0.00459999963641166,-0.013999998569488512,-0.02947000414133072,-0.27749998494982725,1.0,7.0,03-27,15.77315922578176
02-27,0.0,142.28400301933289,0.0,0.0,0.0,-0.00459999963641166,-0.013999998569488512,-0.009999997913837447,-0.23249999806284904,1.0,7.0,03-28,15.780322558350033
02-28,0.0,142.28400301933289,0.0,0.0,0.0,-0.00459999963641166,-0.013999998569488512,-0.009999997913837447,-0.1880000047385693,1.0,7.0,03-29,15.78526700205273
02-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.24649999663233757,0.0,2.0,03-30,-0.027388888514704175
03-01,0.0,142.28400301933289,0.0,0.0,0.0,-0.00459999963641166,0.0016999989748001099,-0.017499998211860657,-0.24649999663233757,2.0,6.0,03-31,15.779678113758564
03-02,0.0,142.28400301933289,0.0,0.0,0.0,-0.00459999963641166,-0.009300000965595245,0.0,-0.14299999177455902,1.0,7.0,04-01,15.79190033632848
03-03,0.0,142.28400301933289,0.0,0.0,0.0,-0.003600001335144036,-0.009300000965595245,0.0,-0.12549997866153717,1.0,7.0,04-02,15.79395589315229
03-04,0.0,142.28400301933289,0.0,0.0,0.0,-0.003600001335144036,-0.023999996483325958,-0.00750000029802321,-0.1224999874830246,1.0,7.0,04-03,15.791822559303707
03-05,0.0,142.28400301933289,0.0,0.0,0.0,-0.003600001335144036,-0.023999996483325958,-0.017499998211860657,-0.11450000107288355,1.0,7.0,04-04,15.791600335803297
03-06,0.0,0.0,0.0,0.0,0.0,-0.0023000016808509827,-0.023099996149539948,-0.017499998211860657,-0.11329998075962067,0.0,8.0,04-05,-0.017355552977985807
03-07,0.0,0.0,0.0,0.0,0.0,-0.0023000016808509827,-0.023099996149539948,-0.002499997615814209,-0.034999996423721313,0.0,8.0,04-06,-0.006988887985547383
03-08,0.0,0.0,0.0,0.0,0.0,-0.0023000016808509827,-0.023099996149539948,0.0020000040531158447,-0.08449999988079071,1.0,7.0,04-07,-0.011988888184229532
03-09,0.0,0.0,-0.05699999816715717,0.0,0.0,-0.0023000016808509827,-0.023099996149539948,-0.00017999857664106889,-0.08449999988079071,0.0,8.0,04-08,-0.018564443828331098
